N	2gram	Vygotskiy_	Formalny
1	и в	55	95
2	и не	19	78
3	может быть	34	66
4	в этом	30	61
5	не может	15	57
6	вовсе не	8	53
7	таким образом	35	52
8	и его	10	51
9	так и	6	50
10	точки зрения	15	47
11	в нем	13	42
12	в его	8	42
13	прежде всего	6	41
14	с точки	5	40
15	как и	9	39
16	и т	12	37
17	художественного произведения	3	36
18	в самом	18	35
19	не в	12	35
20	а не	16	34
21	в процессе	1	34
22	но и	16	33
23	то же	16	32
24	самом деле	17	32
25	истории литературы	1	31
26	не только	24	30
27	в пределах	3	28
28	в том	50	26
29	если бы	21	26
30	то что	69	25
31	при этом	11	24
32	в своей	8	24
33	на самом	9	24
34	с помощью	3	23
35	было бы	15	23
36	связи с	2	23
37	в ней	5	23
38	в то	6	22
39	и ее	1	22
40	поэтический язык	2	22
41	и с	3	21
42	что в	43	21
43	в истории	1	21
44	как бы	33	21
45	между ними	2	20
46	с тем	10	20
47	не менее	1	20
48	как мы	6	20
49	и от	2	20
50	же время	2	20
51	в их	3	20
52	по себе	13	19
53	конструктивное значение	1	19
54	художественное произведение	5	19
55	хотя бы	5	19
56	т д	6	19
57	не могут	4	19
58	все это	8	19
59	все же	11	18
60	т п	5	18
61	должна быть	2	18
62	только в	12	18
63	и все	15	18
64	с его	6	18
65	все эти	5	18
66	и их	3	18
67	именно как	1	17
68	как раз	19	17
69	социальной жизни	1	17
70	как в	4	17
71	во всяком	2	16
72	с другой	12	16
73	так же	19	16
74	всяком случае	1	16
75	в искусстве	12	16
76	совершенно не	11	16
77	потому что	48	16
78	именно в	9	15
79	все время	44	15
80	должно быть	6	15
81	его в	2	15
82	бы в	7	15
83	во всех	6	15
84	и на	12	15
85	так как	20	15
86	но в	7	15
87	в поэзии	5	15
88	в жизни	2	14
89	только на	4	14
90	в своем	12	14
91	в ее	3	14
92	в этой	15	14
93	что он	30	14
94	вместе с	16	14
95	еще не	6	14
96	если мы	24	14
97	произведения и	1	14
98	литературное произведение	1	14
99	и потому	8	14
100	жизни и	8	14
101	в целом	7	14
102	в результате	6	13
103	тем что	8	13
104	что и	11	13
105	говорит он	2	13
106	ни в	5	13
107	могут быть	8	13
108	независимо от	1	13
109	как таковой	1	13
110	для них	1	13
111	сводится к	7	13
112	со стороны	3	13
113	что же	1	13
114	до конца	7	13
115	того что	12	13
116	она не	1	13
117	а в	7	13
118	поэтического произведения	1	12
119	там где	6	12
120	уже не	1	12
121	к тому	12	12
122	в действительности	2	12
123	по отношению	3	12
124	как это	16	12
125	и здесь	11	12
126	оно не	2	12
127	того чтобы	43	12
128	и для	13	12
129	отношению к	2	12
130	в корне	2	11
131	никогда не	15	11
132	что они	11	11
133	так сказать	1	11
134	то ни	1	11
135	между тем	4	11
136	зависимости от	9	11
137	они не	3	11
138	это и	7	11
139	для него	5	11
140	этом отношении	3	11
141	в основе	9	11
142	но не	9	11
143	слова и	2	11
144	не как	3	10
145	другой стороны	8	10
146	в своих	9	10
147	в художественном	4	10
148	конечно не	3	10
149	в зависимости	7	10
150	бы то	1	10
151	каждый элемент	2	10
152	не было	2	10
153	не есть	4	10
154	здесь и	1	10
155	он не	10	10
156	если же	3	10
157	главным образом	3	10
