N	3gram	Vygotskiy_	Mirosoze
1	не может быть	8	28
2	в том что	30	9
3	для того чтобы	19	7
4	в высшей степени	7	7
5	и в этом	1	6
6	вместе с тем	5	6
7	о том что	10	6
8	есть прежде всего	2	6
9	друг к другу	2	6
10	есть не только	1	5
11	до сих пор	4	5
12	и вместе с	1	5
13	на этом пути	1	5
14	но и в	1	5
15	мы увидим что	2	5
16	прежде всего в	2	5
17	после того как	1	5
18	что он не	2	4
19	не способен к	1	4
20	по отношению к	11	4
21	заключает в себе	1	4
22	потому что в	1	4
23	в конце концов	1	4
24	не в силах	1	4
25	в свою противоположность	1	4
26	от того что	2	4
27	и в самом	2	4
28	на то что	9	4
29	в то время	5	4
30	потому что он	3	4
31	можно было бы	6	4
32	то время как	4	4
33	она не может	1	3
34	том что он	2	3
35	не только свобода	1	3
36	и никогда не	1	3
37	не может не	1	3
38	к тому что	3	3
39	так как он	3	3
40	по сравнению с	9	3
41	это значит что	1	3
42	и той же	2	3
43	как и все	2	3
44	одной и той	2	3
45	так же как	6	3
46	в значительной степени	2	3
47	же как и	4	3
48	с тем что	1	3
49	во всяком случае	5	3
50	на протяжении всего	2	3
51	как и в	2	3
52	он не видит	1	2
53	бы и не	1	2
54	смысле этого слова	6	2
55	не только в	1	2
56	как и во	1	2
57	хотя бы и	1	2
58	лежит в основе	1	2
59	к человеку как	1	2
60	он не может	1	2
61	ни у кого	1	2
62	тогда когда человек	1	2
63	она связана с	1	2
64	все более и	3	2
65	именно потому что	1	2
66	на всю жизнь	1	2
67	но для этого	1	2
68	том что в	3	2
69	в которых он	1	2
70	к которому он	1	2
71	в своей книге	2	2
72	и не может	1	2
73	в этих словах	1	2
74	не для себя	1	2
75	к другу и	1	2
76	тем что в	1	2
77	и только в	1	2
78	в одном отношении	1	2
79	в себе и	1	2
80	к тому чтобы	2	2
81	более и более	3	2
82	всякий раз когда	1	2
83	подобно тому как	2	2
84	не могут быть	1	2
85	никогда не может	1	2
86	по своей природе	3	2
87	в этом отношении	6	2
88	уж конечно не	1	2
89	но ведь это	1	1
90	независимо от его	1	1
91	все это не	1	1
92	вопрос о природе	2	1
93	строгом смысле слова	1	1
94	социальной среды и	1	1
95	этого слова как	1	1
96	и заключается в	1	1
97	не нужна не	1	1
98	на том что	2	1
99	и тогда когда	1	1
100	в движении все	1	1
101	ключ к пониманию	1	1
102	в самом деле	5	1
103	указывает на то	3	1
104	о мире в	1	1
105	что все это	1	1
106	он говорит что	1	1
107	что он показал	1	1
108	вопрос же о	1	1
109	когда мы говорим	2	1
110	который может быть	1	1
111	у него в	1	1
112	в строгом смысле	1	1
113	друг на друга	1	1
114	что у него	1	1
115	которые в своем	1	1
116	сам по себе	3	1
117	может быть выражена	2	1
118	но и его	1	1
119	в этом нет	1	1
120	не могу согласиться	1	1
121	не в том	1	1
122	друг с другом	6	1
123	этим сказать что	1	1
124	не потому что	2	1
125	того что в	3	1
126	не сама по	1	1
127	он ничего не	1	1
128	то же что	2	1
129	хотя бы даже	1	1
130	в которой она	1	1
131	речь идет о	4	1
132	ибо и в	1	1
133	в зависимости от	8	1
134	он не способен	1	1
135	вместо того чтобы	3	1
136	между этими двумя	2	1
137	мы должны себя	1	1
138	том что этот	1	1
139	занимает центральное место	1	1
140	и тем самым	4	1
141	об отношении между	2	1
142	он знал что	1	1
143	по ту сторону	2	1
144	в отличие от	3	1
145	тех случаях когда	1	1
146	его не только	1	1
147	но и от	1	1
148	мы хотели бы	3	1
149	сознания и в	1	1
150	именно потому и	1	1
151	по сравнению со	1	1
152	друг друга к	1	1
153	было бы назвать	2	1
154	несмотря на все	1	1
155	не только имеет	1	1
156	не имеет для	1	1
157	всего потому что	1	1
158	с другой стороны	10	1
159	тогда когда он	2	1
160	с психологической точки	1	1
161	только тогда когда	4	1
162	период в этом	1	1
163	но никогда не	1	1
164	личности в которой	1	1
165	но так как	1	1
166	в тех случаях	1	1
167	в чистом виде	1	1
168	существует не только	1	1
169	и не быть	1	1
170	о себе и	1	1
171	прежде всего как	1	1
172	психологической точки зрения	1	1
173	идея о том	1	1
174	того что для	1	1
175	за то что	1	1
176	той или иной	2	1
177	и как бы	1	1
178	порождает из себя	1	1
179	он должен быть	2	1
180	но и это	1	1
181	того как в	1	1
182	и вот в	1	1
183	мы видим в	1	1
184	не только от	1	1
185	с точки зрения	34	1
186	путь которым ведет	1	1
187	в чем же	1	1
188	ни в какой	2	1
189	имеем в виду	1	1
190	в ту же	1	1
191	мир для него	1	1
192	которые могли бы	1	1
193	своей книги он	1	1
194	а следовательно и	1	1
195	в резком противоречии	1	1
196	приводит нас к	1	1
197	в то же	2	1
198	во всех своих	1	1
199	всего того что	1	1
200	трудно было бы	1	1
201	не хочет знать	1	1
202	он уходит в	1	1
203	зависимости от этого	3	1
204	то же время	2	1
205	на самом деле	3	1
206	я не могу	2	1
207	он прежде всего	1	1
208	смысле слова в	1	1
209	так как они	1	1
210	человека и в	1	1
211	мы имеем в	1	1
212	указывают на то	1	1
213	с самим собой	1	1
214	хотя бы в	1	1
215	и не то	2	1
216	того чтобы сделать	1	1
217	как и сама	1	1
218	шаг вперед в	1	1
219	между тем в	1	1
220	еще в высшей	1	1
221	в ряду других	1	1
222	которые не имеют	1	1
223	с одной стороны	14	1
224	в которой не	1	1
225	это потому что	1	1
226	жизни и в	1	1
227	и все то	1	1
228	показывает как в	1	1
229	находится во власти	1	1
230	мира и мира	1	1
231	сама по себе	3	1
232	это было бы	1	1
