N	2gram	Vygotskiy_	Mirosoze
1	и в	38	97
2	может быть	25	64
3	не только	16	63
4	в этом	35	55
5	но и	9	54
6	он не	6	53
7	а не	7	53
8	в нем	4	49
9	не может	11	49
10	у него	3	47
11	и не	16	39
12	никогда не	11	38
13	в ней	3	37
14	потому что	14	37
15	не в	10	34
16	для него	6	31
17	не есть	5	30
18	но он	1	30
19	как и	20	29
20	прежде всего	6	29
21	и он	1	27
22	в мире	2	27
23	но в	4	27
24	человека и	6	26
25	в своей	9	25
26	он был	1	25
27	и это	7	25
28	переходит в	1	24
29	и все	5	24
30	у нас	1	24
31	ведет к	1	23
32	в своем	9	23
33	что в	31	23
34	что он	13	22
35	в самом	8	21
36	в себе	9	20
37	отношение к	1	20
38	как бы	17	19
39	до конца	2	19
40	в его	22	18
41	того что	17	17
42	и потому	2	17
43	том что	44	16
44	в том	59	16
45	то что	27	16
46	было бы	15	16
47	и его	5	16
48	быть может	2	15
49	в котором	3	15
50	не знает	1	15
51	в этой	7	15
52	в конце	1	14
53	она не	1	14
54	так как	19	14
55	та же	3	13
56	и на	9	13
57	друг друга	7	13
58	в русском	1	13
59	привести к	2	12
60	в них	3	12
61	к нему	1	12
62	и у	7	12
63	но не	7	12
64	смысле слова	5	12
65	это не	5	12
66	все это	8	12
67	и к	9	11
68	с тем	18	11
69	уже не	3	11
70	хотя бы	2	11
71	в которой	4	11
72	был бы	2	11
73	только в	16	11
74	как в	14	11
75	и там	1	11
76	но это	7	11
77	и для	4	11
78	менее всего	2	11
79	то же	18	10
80	так же	26	10
81	чем у	1	10
82	для человека	2	10
83	один из	8	10
84	не могут	5	10
85	не имеет	3	10
86	это и	1	10
87	связана с	3	10
88	в самой	1	10
89	человека к	1	10
90	есть не	1	10
91	все что	4	9
92	к тому	8	9
93	не мог	4	9
94	должно быть	3	9
95	что и	14	9
96	я не	1	9
97	не будет	2	9
98	доходит до	1	9
99	с ним	4	9
100	вместе с	18	9
101	в свою	4	9
102	и во	4	9
103	бы и	2	9
104	есть уже	1	9
105	есть и	2	9
106	а в	7	9
107	от него	1	8
108	в этих	4	8
109	и с	5	8
110	тем что	12	8
111	о том	6	8
112	вопрос о	2	8
113	человека не	1	8
114	что не	1	8
115	за пределы	1	8
116	не так	1	8
117	в отношении	14	8
118	еще в	2	8
119	того чтобы	15	8
120	нет и	1	8
121	с его	3	8
122	они не	4	8
123	уже в	10	8
124	только и	2	8
125	для того	14	8
126	во всем	7	7
127	не существует	1	7
128	в нашем	2	7
129	что все	2	7
130	точки зрения	27	7
131	те же	6	7
132	чем в	4	7
133	что она	7	7
134	на этом	3	7
135	от нее	4	7
136	в жизни	3	7
137	отношения к	1	7
138	более чем	1	7
139	он в	1	7
140	мог бы	5	7
141	но если	2	7
142	высшей степени	11	7
143	в высшей	11	7
144	должен быть	1	7
145	также и	3	7
146	как он	8	7
147	не хотел	1	7
