N	2gram	Propp_Isto	Analitik
1	не только	28	71
2	и в	40	66
3	в качестве	8	61
4	но и	21	57
5	в том	12	52
6	может быть	37	52
7	в этом	13	51
8	в частности	3	51
9	как и	5	50
10	и не	19	48
11	а не	18	42
12	в тексте	1	42
13	при этом	6	40
14	том что	11	40
15	так и	13	35
16	представляет собой	7	30
17	своего рода	2	30
18	состоит в	1	30
19	отнюдь не	2	29
20	как бы	6	29
21	не может	19	29
22	а в	15	28
23	в его	10	27
24	и его	5	27
25	не в	11	26
26	но не	7	26
27	в себе	6	24
28	что в	19	22
29	и даже	4	22
30	к тому	6	22
31	в этой	9	22
32	о том	12	20
33	то же	21	19
34	в своей	2	19
35	по отношению	6	19
36	но в	13	19
37	в то	4	18
38	отношению к	6	18
39	тем самым	2	17
40	с другой	8	17
41	только в	16	17
42	со стороны	3	17
43	такого рода	1	17
44	в целом	3	17
45	что и	9	16
46	могут быть	5	16
47	то что	17	16
48	в пределах	4	16
49	и на	6	15
50	не есть	2	15
51	между тем	2	15
52	уже не	3	15
53	прежде всего	15	15
54	в сущности	2	15
55	в их	6	15
56	в рамках	2	15
57	не менее	7	14
58	себя в	2	14
59	в себя	2	14
60	мы имеем	25	14
61	в отличие	3	14
62	столь же	2	14
63	отличие от	3	14
64	далеко не	1	14
65	по себе	4	13
66	как правило	4	13
67	тому же	1	13
68	он не	10	13
69	этого слова	1	13
70	ничего не	6	13
71	как раз	2	13
72	для него	2	13
73	а также	2	13
74	в начале	3	13
75	и к	1	12
76	никогда не	25	12
77	как это	6	12
78	сводится к	1	12
79	как в	7	12
80	еще не	14	12
81	в конечном	2	12
82	есть не	2	12
83	в той	1	11
84	даже в	5	11
85	имеем дело	1	11
86	по своей	2	11
87	на наш	1	11
88	той же	1	11
89	это не	8	11
90	и как	3	11
91	не с	3	11
92	нуждается в	1	11
93	именно в	5	10
94	все же	17	10
95	едва ли	2	10
96	с одной	8	10
97	в конце	1	10
98	было бы	11	10
99	однако в	2	10
100	подобно тому	3	10
101	и одновременно	1	10
102	отношения к	2	10
103	перед лицом	1	10
104	здесь не	5	10
105	со своей	1	10
106	того или	1	10
107	один из	10	10
108	на себя	2	10
109	говорить о	1	9
110	говорит о	2	9
111	не столько	1	9
112	в результате	2	9
113	другой стороны	7	9
114	одной стороны	7	9
115	том чтобы	2	9
116	в своем	5	9
117	таким образом	13	9
118	во всех	3	9
119	в русской	7	9
120	или иного	1	9
121	только не	1	9
122	особого рода	1	9
123	вместе с	13	9
124	вступает в	2	9
125	тому как	3	9
126	того что	6	9
127	как уже	2	9
128	дело с	2	8
129	о чем	1	8
130	роль в	3	8
131	не всегда	9	8
132	я с	1	8
133	одной из	6	8
134	в сторону	1	8
135	о его	1	8
136	с ним	3	8
137	если бы	8	8
138	и все	1	8
139	что он	32	8
140	перед нами	5	8
141	в основе	4	8
142	хотя и	1	8
143	этом отношении	1	8
144	времени и	1	8
145	дело не	8	8
146	он и	3	8
147	одного из	1	8
148	в году	1	7
149	во всяком	1	7
150	в противоположность	1	7
151	в другом	6	7
152	в одном	8	7
153	как мы	3	7
154	в нашем	1	7
155	который в	2	7
156	одна из	4	7
157	от себя	1	7
158	не мог	4	7
159	как нам	2	7
160	внимание на	1	7
161	несмотря на	1	7
162	в ее	2	7
163	у него	5	7
164	в таком	1	7
165	как говорит	1	7
166	и тем	2	7
167	приводит к	3	7
168	собственно говоря	1	7
169	в соответствии	1	7
170	и для	5	7
171	все это	6	7
172	однако не	2	7
173	на его	2	7
174	или иначе	1	7
175	художественного произведения	1	7
176	себя и	2	7
177	что иное	3	7
178	как будто	7	7
179	вплоть до	2	7
180	иное как	3	7
181	во всем	3	6
182	для всех	2	6
183	те же	1	6
184	так или	1	6
185	или в	6	6
186	при всей	1	6
187	восходит к	6	6
188	хотя бы	5	6
189	превращается в	4	6
190	не что	3	6
191	вовсе не	3	6
192	из них	5	6
193	ключ к	5	6
194	то в	1	6
195	тем не	7	6
196	не знает	7	6
197	что не	2	6
198	не будет	1	6
199	могла бы	3	6
200	его как	2	6
201	в силу	7	6
202	в нем	8	6
203	он был	3	6
204	на этом	3	6
205	из которых	3	6
206	не более	2	6
207	вследствие этого	2	6
208	и более	3	6
209	и состоит	1	6
210	из этих	2	6
211	соответствии с	2	6
212	и то	3	6
213	ответ на	3	6
214	уже в	2	6
215	ли не	1	6
216	по его	3	6
217	должен быть	3	6
218	его в	15	6
219	в полной	1	6
220	что на	1	6
221	которая в	1	5
222	не так	2	5
223	к числу	1	5
224	не как	3	5
225	а затем	4	5
226	в этих	17	5
227	в них	2	5
228	по пути	2	5
229	в первом	1	5
230	мысль о	2	5
231	тем что	7	5
232	в один	1	5
233	ведет к	2	5
234	речь идет	1	5
235	а а	1	5
236	исходя из	1	5
237	в котором	5	5
238	входит в	1	5
239	при рассмотрении	1	5
240	для того	1	5
241	в эту	3	5
242	к этому	2	5
243	и он	4	5
244	с другими	2	5
245	к жизни	2	5
246	ни в	2	5
247	будто бы	4	5
248	я не	5	5
249	но как	2	5
250	а с	4	5
251	так что	9	5
252	бы быть	4	5
253	и по	4	5
254	и потому	3	5
255	с ее	2	5
256	в особенности	3	5
257	и здесь	15	5
258	связывается с	1	5
259	не могут	3	5
260	самом деле	2	5
261	как о	2	5
262	да и	3	5
263	еще и	2	5
264	совершенно не	1	5
265	что мы	9	5
266	в роли	1	5
267	на примере	1	5
268	каждый из	1	5
269	он в	5	5
270	тот же	3	5
271	этом случае	3	5
272	ни с	1	5
273	на вопрос	4	5
274	мы не	12	5
275	как смерть	1	5
276	о смерти	7	5
277	с той	2	5
278	это всегда	1	5
279	в глубине	2	5
280	все эти	6	5
281	одно из	2	5
282	путь к	2	5
283	в поле	2	5
284	одну из	1	5
285	и их	4	5
286	еще в	2	5
287	такой же	2	5
288	таким же	1	5
289	строго говоря	1	4
290	ты не	5	4
291	его от	1	4
292	связь с	8	4
293	что по	1	4
294	большей или	2	4
295	так в	7	4
296	с этим	5	4
297	при наличии	1	4
298	в действительности	2	4
299	не должен	8	4
300	только на	2	4
301	значительной степени	1	4
302	что же	4	4
303	сказать что	7	4
304	известной степени	1	4
305	на него	7	4
306	еще одна	3	4
307	что она	10	4
308	не все	5	4
309	к нему	3	4
310	ни было	2	4
311	не было	3	4
312	в которой	2	4
313	одним из	2	4
314	между ними	2	4
315	в двух	1	4
316	на себе	1	4
317	встрече с	1	4
318	бы в	2	4
319	могли бы	3	4
320	мы уже	7	4
321	то ни	2	4
322	и что	14	4
323	этом смысле	1	4
324	или меньшей	2	4
325	силу своей	1	4
326	и от	2	4
327	и есть	5	4
328	а как	2	4
329	герой не	1	4
330	были бы	2	4
331	однако с	1	4
332	была бы	2	4
333	представляют собой	9	4
334	как он	5	4
335	в отношении	1	4
336	оказывается в	1	4
337	однако что	1	4
338	о своей	1	4
339	а именно	5	4
340	с ними	2	4
341	бы не	1	4
342	и т	39	4
343	это и	1	4
344	его и	6	4
345	все три	1	4
346	потому что	12	4
347	того чтобы	3	4
348	и если	4	4
349	и тогда	3	4
350	или иных	1	4
351	вслед за	7	4
352	и во	1	4
353	до известной	1	4
354	но это	8	4
355	обратиться к	1	4
356	все они	1	4
357	о нем	5	4
358	ему в	3	4
359	так у	2	4
