N	2gram	Propp_Isto	Stilisti
1	и в	44	42
2	как бы	4	30
3	не только	17	28
4	прежде всего	7	22
5	хотя бы	2	18
6	то же	9	16
7	но и	16	16
8	и не	19	14
9	может быть	31	13
10	не может	10	13
11	как и	12	12
12	что мы	4	11
13	мы уже	6	11
14	точки зрения	3	11
15	в этом	20	10
16	в себе	1	10
17	и как	5	10
18	мы должны	7	10
19	как мы	9	10
20	отнюдь не	1	10
21	мы не	6	9
22	при этом	4	9
23	все же	17	9
24	язык и	2	9
25	то что	16	9
26	для того	3	9
27	в то	5	9
28	таким образом	21	8
29	так как	19	8
30	с тем	9	8
31	и это	5	8
32	в ней	8	8
33	тем самым	2	8
34	что же	1	8
35	с его	3	8
36	ничего не	4	8
37	и на	11	7
38	так и	9	7
39	мы можем	6	7
40	только в	8	7
41	в которой	4	7
42	зависимости от	1	7
43	и его	15	7
44	потому что	18	7
45	того чтобы	3	7
46	другими словами	4	7
47	и тем	7	7
48	же время	1	7
49	было бы	2	7
50	той же	2	7
51	и от	1	7
52	в зависимости	1	7
53	а не	5	7
54	никогда не	5	7
55	во всех	3	6
56	в его	16	6
57	не в	11	6
58	в нем	10	6
59	в конце	1	6
60	в процессе	1	6
61	и так	1	6
62	на его	1	6
63	бы в	1	6
64	в свою	3	6
65	с помощью	1	6
66	одно и	2	6
67	в форме	5	6
68	или как	3	6
69	в этой	5	6
70	слова в	1	6
71	мы будем	1	6
72	или иной	1	6
73	в области	1	6
74	в самом	1	5
75	связанных с	1	5
76	уже в	4	5
77	с точки	1	5
78	те же	1	5
79	не является	1	5
80	самом деле	2	5
81	но все	8	5
82	и с	8	5
83	но в	7	5
84	тому что	1	5
85	вместе с	26	5
86	того или	1	5
87	а с	2	5
88	мы увидим	6	5
89	как это	5	5
90	а в	9	5
91	же самое	1	5
92	художественного творчества	1	5
93	в сознании	1	5
94	и то	5	5
95	независимо от	1	5
96	и наконец	2	5
97	мы видели	9	5
98	были бы	1	4
99	и к	3	4
100	мы видим	12	4
101	один из	6	4
102	что это	8	4
103	на него	10	4
104	что такое	1	4
105	все это	4	4
106	в качестве	13	4
107	в одном	2	4
108	с появлением	6	4
109	его в	17	4
110	если бы	5	4
111	и все	4	4
112	с самого	1	4
113	к своему	2	4
114	у нас	1	4
115	как только	2	4
116	уже не	14	4
117	к тому	1	4
118	о том	11	4
119	связаны с	3	4
120	вопроса о	1	4
121	самого начала	1	4
122	можно сказать	2	4
123	если мы	1	4
124	и пр	6	4
125	так называемые	1	4
126	не что	1	4
127	свою очередь	1	4
128	или иное	2	4
129	на это	1	4
130	так же	14	4
131	лишь в	2	4
132	в целом	4	4
133	себя в	6	4
134	тем же	1	4
135	речь и	1	4
136	не знаем	3	4
137	само собой	1	4
138	не просто	1	4
139	то или	2	4
140	того что	3	4
141	не к	1	4
142	что было	1	3
143	представить себе	1	3
144	не так	1	3
145	этом случае	13	3
146	ответ на	1	3
147	видели что	2	3
148	социальной жизни	3	3
149	что оно	4	3
150	короче говоря	1	3
151	общества и	1	3
152	и здесь	12	3
153	та же	2	3
154	что у	6	3
155	приближается к	2	3
156	что эти	1	3
157	как таковой	1	3
158	совершенно не	2	3
159	если он	2	3
160	для нас	6	3
161	и вот	4	3
162	иметь дело	1	3
163	в том	13	3
164	или иных	1	3
165	несмотря на	3	3
166	для него	2	3
167	хотя и	1	3
168	ни на	1	3
169	в ее	4	3
170	из которых	7	3
171	мы в	1	3
172	в социальной	1	3
173	то мы	3	3
174	мы легко	2	3
175	на самом	1	3
176	и уже	2	3
177	что и	11	3
178	в виду	1	3
179	между ними	2	3
180	только он	1	3
181	связи с	10	3
182	и даже	4	3
183	здесь мы	7	3
184	в основе	3	3
185	но вот	2	3
186	но для	4	3
187	вряд ли	1	3
188	все эти	11	3
189	как в	11	3
190	по своему	1	3
191	должно было	3	3
192	том что	12	3
193	бы мы	4	3
194	роль в	3	3
195	об этом	6	3
196	перед нами	2	3
197	еще не	16	3
198	до того	1	3
199	но при	2	3
200	его и	2	3
201	то он	2	3
202	трех слов	1	3
203	в котором	2	3
204	которые связаны	1	3
205	если не	4	3
206	связь и	1	3
207	этом мы	2	3
208	как предмет	1	3
209	для наших	1	3
210	и поэтому	1	3
211	между тем	1	3
212	не знает	1	3
213	в частности	9	3
214	только на	2	3
215	в тех	4	3
216	целый ряд	4	3
217	конечно не	1	3
218	уже видели	2	3
219	от того	1	3
220	перед ним	1	3
221	их в	7	3
222	мы ни	1	3
223	заметить что	1	3
224	не будет	1	3
225	сказать что	2	3
226	главным образом	2	3
227	жизни и	4	3
228	чаще всего	3	3
229	этого слова	1	3
230	к той	1	3
231	у них	2	3
232	не мог	3	3
233	и для	3	3
234	это не	8	3
235	из них	4	3
236	он должен	2	3
237	только одна	3	2
238	весь комплекс	2	2
239	находятся в	2	2
240	и он	9	2
241	очевидно что	3	2
242	и конечно	1	2
243	что иное	1	2
244	как с	1	2
245	где и	1	2
246	оно означает	2	2
247	и эту	1	2
248	увидим что	3	2
249	зависит от	4	2
250	в языке	1	2
251	наших целей	1	2
252	был бы	1	2
253	с развитием	1	2
254	и при	3	2
255	и потому	2	2
256	мы имеем	22	2
257	другого человека	1	2
258	ни к	1	2
259	глаза и	1	2
260	с ним	9	2
261	о чем	6	2
262	я взял	1	2
263	но как	2	2
264	с другими	4	2
265	это слово	1	2
266	о происхождении	1	2
267	смысле этого	1	2
268	как нечто	1	2
269	с собой	6	2
270	но это	10	2
271	в их	1	2
272	о них	1	2
273	а на	2	2
274	к рассмотрению	2	2
275	связь с	20	2
276	в своих	4	2
277	не было	2	2
278	на этот	2	2
279	или в	7	2
280	из двух	2	2
281	с ней	2	2
282	равно как	1	2
283	но эта	2	2
284	но не	8	2
285	тем что	12	2
286	он говорит	1	2
287	в жизни	1	2
288	что перед	1	2
289	в связи	6	2
290	ясно что	5	2
291	эти три	1	2
292	что он	29	2
293	случаях когда	2	2
294	или даже	1	2
295	не есть	1	2
296	в своей	3	2
297	в мире	1	2
298	бы нам	1	2
299	на эту	1	2
300	здесь происходит	1	2
301	в этих	7	2
302	это же	4	2
303	на одном	2	2
304	и сам	2	2
305	связанные с	5	2
306	и жизнь	1	2
307	мы имели	1	2
308	ли он	2	2
309	по своей	1	2
310	войти в	1	2
311	при которых	2	2
312	говорить и	1	2
313	себе и	2	2
314	в каком	1	2
315	не нужно	1	2
316	должен быть	2	2
317	но мы	5	2
318	почувствовал что	1	2
319	внешним выражением	1	2
320	на первый	1	2
321	сих пор	7	2
322	и вообще	3	2
323	связано с	7	2
324	в дальнейшем	6	2
325	с этим	7	2
326	нет ничего	1	2
327	случай когда	1	2
328	к этому	5	2
329	еще и	2	2
330	человека в	5	2
331	вошел в	2	2
332	ответить на	1	2
333	перейти в	1	2
334	опять не	2	2
335	вопрос о	5	2
336	видим что	5	2
337	языка в	1	2
338	в приведенных	5	2
339	хозяйственной и	1	2
340	даже и	2	2
341	от лица	1	2
342	из этих	5	2
343	его не	3	2
344	ни один	1	2
345	и ни	1	2
346	относится к	3	2
347	также и	2	2
348	представляет собой	8	2
349	за столом	1	2
350	одни и	1	2
351	не всегда	9	2
352	и тогда	2	2
353	он не	5	2
354	только тогда	4	2
355	в него	5	2
356	между двумя	7	2
357	для этого	3	2
358	и когда	1	2
359	ее с	1	2
360	в нашей	2	2
361	по отношению	2	2
362	как уже	1	2
363	приведенных нами	1	2
364	в пределах	5	2
365	выражения как	2	2
366	и те	1	2
367	этот вопрос	2	2
368	человека с	2	2
369	ту же	2	2
370	но даже	2	2
371	с кем	2	2
372	человека и	2	2
373	себе в	3	2
374	должны были	3	2
375	перейти к	2	2
376	тот или	1	2
377	отношение к	3	2
378	первобытного человека	2	2
379	друг другу	1	2
380	тех случаях	1	2
381	вовсе не	6	2
382	он сказал	1	2
383	одной из	3	2
384	тот же	1	2
385	будут рассмотрены	1	2
386	место в	1	2
387	есть не	2	2
388	отношению к	2	2
389	как таковое	2	2
390	здесь не	3	2
391	именно с	1	2
392	однако в	2	2
393	нам придется	1	2
394	в которых	4	2
395	друг друга	5	2
396	только потому	1	2
397	таким же	5	2
398	иное как	1	2
399	к нему	5	2
400	нам сделать	1	1
401	в особенности	6	1
402	которых с	2	1
403	к сожалению	1	1
404	что в	18	1
405	которого он	1	1
406	было так	1	1
407	они являются	1	1
408	то в	2	1
409	как к	1	1
410	не мешает	1	1
411	с полной	1	1
412	именно к	1	1
413	дает нам	2	1
414	вместе со	1	1
415	и другие	5	1
416	пределах одного	1	1
417	утверждать что	2	1
418	в другой	5	1
419	форме мы	1	1
420	ли то	1	1
421	все что	5	1
422	или наоборот	1	1
423	только чтобы	1	1
424	встречаются на	1	1
425	только одного	1	1
426	они сами	2	1
427	до сих	7	1
428	на языке	1	1
429	приведенных примерах	1	1
430	все его	2	1
431	же представляет	1	1
432	он уже	1	1
433	которым он	1	1
434	ему в	3	1
435	одним словом	1	1
436	и должны	1	1
437	затем более	1	1
438	целей достаточно	1	1
439	же и	1	1
440	можно сделать	1	1
441	был очень	1	1
442	еще раньше	1	1
443	с изменением	1	1
444	подойдем к	1	1
445	форму но	2	1
446	здесь нет	3	1
447	на вопрос	3	1
448	если в	4	1
449	происходит потому	1	1
450	также что	3	1
451	находясь в	1	1
452	свидетельствует о	1	1
453	то будет	1	1
454	на птиц	1	1
455	того как	8	1
456	человека таким	1	1
457	в основном	5	1
458	зверей и	2	1
459	же этот	1	1
460	который может	1	1
461	борьбы в	2	1
462	об одном	2	1
463	что человек	1	1
464	его с	3	1
465	до него	4	1
466	уже содержит	1	1
467	есть первая	1	1
468	наших глазах	1	1
469	и процесс	2	1
470	же является	1	1
471	тогда когда	3	1
472	общение с	1	1
473	в состоянии	1	1
474	связан с	7	1
475	обе эти	1	1
476	бросается в	2	1
477	принимает форму	1	1
478	одна и	2	1
479	с миром	2	1
480	и всем	2	1
481	даже в	4	1
482	на те	1	1
483	только этот	1	1
484	которых он	1	1
485	формы в	1	1
486	всякого рода	3	1
487	вещи и	1	1
488	уже знаем	1	1
489	бы на	1	1
490	на одно	1	1
491	тогда он	4	1
492	процесс образования	1	1
493	чтобы стать	1	1
494	этот момент	2	1
495	это уже	2	1
496	как говорит	3	1
497	никак не	1	1
498	что так	1	1
499	тем не	6	1
500	народов у	1	1
501	такое же	3	1
502	в литературе	1	1
503	о нем	3	1
504	не как	5	1
505	времени когда	1	1
