N	3gram	Vygotskiy_	EvropaiE
1	с точки зрения	12	16
2	в то же	1	15
3	с одной стороны	10	8
4	в том что	33	6
5	одной стороны и	2	6
6	так же как	9	5
7	этой точки зрения	7	5
8	для того чтобы	20	5
9	с этой точки	7	5
10	того или иного	1	4
11	той или иной	1	4
12	само по себе	2	4
13	не только в	1	4
14	то ни было	1	4
15	бы то ни	1	4
16	друг с другом	10	3
17	в применении к	1	3
18	можно было бы	8	3
19	в этом смысле	5	3
20	же как и	2	3
21	во всяком случае	2	3
22	можно сказать что	7	3
23	в известном смысле	7	3
24	в этом отношении	7	3
25	в данной области	1	2
26	так и в	1	2
27	сказать что в	1	2
28	а тем более	1	2
29	и в частности	3	2
30	то окажется что	1	2
31	приводит нас к	3	2
32	как мы видели	4	2
33	и только в	1	2
34	не может быть	4	2
35	на то что	5	2
36	в данном случае	3	2
37	в известных пределах	1	2
38	прежде всего в	1	2
39	по сравнению с	9	2
40	заключается в том	12	2
41	хотя бы в	2	2
42	и со стороны	1	2
43	к тому чтобы	4	2
44	только в том	2	2
45	друг от друга	5	2
46	то что в	1	2
47	во второй половине	1	2
48	в свою очередь	4	2
49	с другой стороны	8	2
50	из того что	4	2
51	по нашему мнению	1	2
52	или хотя бы	1	2
53	не говоря уже	1	2
54	мы видели что	2	1
55	подобно этому и	2	1
56	кроме того что	2	1
57	как это мы	2	1
58	поскольку это так	1	1
59	по самой природе	1	1
60	но тем самым	1	1
61	она никогда не	1	1
62	и не только	1	1
63	о том насколько	1	1
64	в этот период	3	1
65	все остальные области	1	1
66	именно потому что	3	1
67	нас к выводу	1	1
68	ко второй группе	1	1
69	и связанное с	1	1
70	если так то	1	1
71	чуть ли не	1	1
72	смысле этого слова	2	1
73	во много раз	1	1
74	в их развитии	1	1
75	о котором мы	1	1
76	так и по	1	1
77	речь идет о	1	1
78	в лучшем случае	3	1
79	станем вдаваться в	1	1
80	мы не можем	2	1
81	вместо того чтобы	5	1
82	к тому что	5	1
83	но и в	1	1
84	том смысле что	1	1
85	том числе и	2	1
86	в полной мере	1	1
87	в той области	1	1
88	отнюдь не означает	1	1
89	значение только в	1	1
90	что наряду с	1	1
91	тех или иных	2	1
92	так как их	1	1
93	и тем более	2	1
94	и тем самым	3	1
95	в отношении которых	2	1
96	то время как	4	1
97	не может остаться	1	1
98	и ту же	1	1
99	интересующего нас вопроса	1	1
100	в том смысле	1	1
101	в отличие от	3	1
102	это мы видим	1	1
103	мы хотели бы	1	1
104	в огромной степени	1	1
105	с другой можно	1	1
106	в области развития	1	1
107	несмотря на то	2	1
108	но и то	1	1
109	ответить на этот	1	1
110	то что с	1	1
111	котором мы говорили	1	1
112	ничего иного кроме	1	1
113	не только это	1	1
114	как и его	1	1
115	и того же	8	1
116	но само по	1	1
117	тех случаях когда	1	1
118	один и тот	5	1
119	и в отношении	1	1
120	что в силу	1	1
121	не могут быть	3	1
122	то и другое	2	1
123	не только те	1	1
124	не может не	3	1
125	оно не может	1	1
126	с тем что	3	1
127	в гораздо большей	1	1
128	мы увидим что	1	1
129	представление о том	1	1
130	в силу этого	1	1
131	мы не станем	2	1
132	что в качестве	1	1
133	в связи с	6	1
134	ориентироваться не на	1	1
135	так и с	1	1
136	не станем вдаваться	1	1
137	в том же	1	1
138	не связана с	1	1
139	и тот же	5	1
140	было бы совершенно	1	1
141	связанное с ним	1	1
142	только в качестве	1	1
143	в этом процессе	1	1
144	в том числе	2	1
145	они относятся к	1	1
146	он мог бы	1	1
147	открытым вопрос о	1	1
148	что мы знаем	1	1
149	только в пределах	3	1
150	того что мы	2	1
151	это значит что	4	1
152	не имеет никаких	1	1
153	в своем развитии	7	1
154	во внимание что	1	1
155	связи с этим	1	1
156	говоря уже о	1	1
157	гораздо большей степени	1	1
158	что в области	1	1
159	в то время	4	1
160	только тогда когда	2	1
161	что в этом	1	1
162	более или менее	1	1
163	чтобы ответить на	1	1
164	независимо от того	2	1
165	на этот раз	1	1
166	на этот вопрос	5	1
167	если этот вопрос	1	1
168	в тех случаях	1	1
169	самым непосредственным образом	1	1
170	тех и других	5	1
171	к тому же	1	1
172	так как хотя	1	1
173	совершенно очевидно что	1	1
174	одного и того	8	1
175	друг к другу	3	1
