N	4gram	Vinokur_St	Psycholo
1	заключается в том что	3	23
2	и в самом деле	2	19
3	в то время как	1	13
4	одно и то же	1	7
5	в том что она	1	7
6	в том что он	3	7
7	только в том случае	1	6
8	так же как и	1	5
9	одним и тем же	2	4
10	в том что в	3	4
11	точно так же как	1	4
12	и в том что	1	3
13	в то же время	5	3
14	надо сказать что в	1	3
15	о том что он	3	3
16	и вместе с тем	1	3
17	для того чтобы показать	1	3
18	том что он не	2	3
19	ответ на этот вопрос	1	3
20	в том смысле что	2	3
21	мысль о том что	1	3
22	одни и те же	1	3
23	дело в том что	7	3
24	вопрос о том в	1	2
25	ни в каком случае	1	2
26	что с точки зрения	1	2
27	исключительно для того чтобы	1	2
28	и т п в	4	2
29	вовсе не в том	1	2
30	до сих пор в	1	2
31	но это вовсе не	1	2
32	с другой стороны и	1	2
33	во всяком случае в	2	2
34	за то что он	1	2
35	до сих пор не	1	2
36	только в том что	1	2
37	так же как в	1	2
38	точно так же и	1	2
39	на то что в	2	2
40	но и это не	1	2
41	а на самом деле	1	2
42	что в то время	1	2
43	если принять во внимание	1	2
44	и т д и	2	2
45	т д и т	1	2
46	он не только не	1	2
47	бы то ни было	1	2
48	и в этом отношении	1	2
49	д и т д	1	2
50	на них как на	1	1
51	той мере в какой	2	1
52	именно в том что	1	1
53	я не сомневаюсь что	1	1
54	с нашей точки зрения	1	1
55	в той мере в	2	1
56	с другой стороны нельзя	1	1
57	во что бы то	1	1
58	трагедии дело в том	1	1
59	и я не сомневаюсь	1	1
60	же мере в какой	1	1
61	он должен был бы	1	1
62	в том смысле как	1	1
63	потому что он не	1	1
64	в той же мере	1	1
65	заключается вовсе не в	1	1
66	когда речь идет о	2	1
67	сомневаться в том что	2	1
68	на вопрос о том	1	1
69	в данном случае в	2	1
70	и то обстоятельство что	1	1
71	себе отчета в том	1	1
72	не к тому что	1	1
73	как бы он не	1	1
74	будто к тому что	1	1
75	указание на то что	1	1
76	что в этой области	1	1
77	по поводу того или	1	1
78	потому что не может	1	1
79	это объясняется тем что	1	1
80	которые тем не менее	1	1
81	вопрос о том что	1	1
82	оставляет камня на камне	1	1
83	принять во внимание что	1	1
84	не оставляет камня на	1	1
85	пир во время чумы	1	1
86	ни на одну минуту	1	1
87	к тому что в	1	1
88	как будто к тому	1	1
89	в каждом отдельном случае	1	1
90	мы на самом деле	1	1
91	что бы то ни	1	1
92	речь идет не о	1	1
93	совершенно так же как	1	1
94	такое же значение как	1	1
95	мнение о том что	1	1
96	и т п но	1	1
97	что в таком виде	1	1
98	в одном из писем	2	1
99	я имею в виду	1	1
100	с точки зрения их	2	1
101	в каком случае не	1	1
102	другой стороны нельзя не	1	1
103	отчета в том что	2	1
104	отношения искусства и жизни	1	1
105	по этому поводу что	1	1
106	в том числе и	2	1
107	сказать что в области	1	1
108	и т п поэтому	1	1
109	в этом случае есть	1	1
110	том и другом случае	1	1
111	свидетельствуют о том что	1	1
112	в том и другом	1	1
113	виде в каком он	2	1
114	который заключается в том	1	1
115	и т д вот	1	1
116	только потому что оно	1	1
117	свидетельствует о том что	1	1
118	в целом ряде случаев	1	1
119	то что он не	1	1
120	бы то ни стало	1	1
121	о том значении которое	1	1
122	и не до конца	1	1
123	мы имеем дело с	1	1
124	поводу того или иного	1	1
125	само собой разумеется что	1	1
