N	2gram	Savitsky_E	Myshleni
1	в том	11	195
2	в этом	12	167
3	то что	6	166
4	и в	37	162
5	том что	6	161
6	в развитии	2	151
7	таким образом	2	147
8	точки зрения	23	143
9	что в	21	119
10	не только	18	116
11	того что	7	109
12	в процессе	4	101
13	так же	9	100
14	потому что	3	95
15	того чтобы	6	91
16	может быть	6	89
17	с точки	17	89
18	не может	9	81
19	как и	7	79
20	для того	6	78
21	так как	7	78
22	и не	14	78
23	только в	9	75
24	как мы	5	72
25	но и	14	70
26	заключается в	2	67
27	в его	2	67
28	сказать что	4	65
29	как бы	6	64
30	вместе с	2	62
31	представляет собой	3	60
32	и что	2	60
33	было бы	8	60
34	в качестве	14	60
35	то же	15	58
36	в основе	1	58
37	в отношении	32	55
38	могли бы	1	54
39	между собой	2	53
40	в силу	2	53
41	что мы	1	53
42	в самом	4	52
43	по сравнению	2	51
44	мы должны	2	50
45	к тому	8	49
46	тем что	3	48
47	мы можем	3	48
48	тогда когда	2	47
49	на основе	2	47
50	мы не	4	47
51	сравнению с	2	46
52	если бы	2	46
53	по отношению	1	45
54	но не	5	45
55	с другой	7	45
56	с тем	3	43
57	же как	5	43
58	тем самым	5	43
59	тому что	1	42
60	как это	4	42
61	не является	3	41
62	о том	3	40
63	по своей	2	40
64	одной стороны	8	40
65	никогда не	3	39
66	с одной	8	39
67	так и	10	39
68	мы видели	3	38
69	в области	11	38
70	и к	3	37
71	вопрос о	4	37
72	если мы	1	37
73	мы видим	2	37
74	не в	5	37
75	в этой	2	37
76	в своем	14	36
77	все эти	1	36
78	как в	3	36
79	а не	2	36
80	и его	1	36
81	того же	3	35
82	с другом	3	35
83	можно было	3	35
84	в себе	9	35
85	друг с	3	35
86	он не	2	35
87	для себя	1	35
88	связи с	1	34
89	и как	2	34
90	прежде всего	9	33
91	при этом	1	33
92	по себе	4	33
93	именно в	4	32
94	и на	6	32
95	той же	1	32
96	что оно	1	32
97	нас к	2	32
98	по своему	7	32
99	что и	3	32
100	и тем	3	32
101	но в	14	32
102	слова и	1	32
103	все же	1	31
104	из того	2	31
105	и то	2	31
106	на то	6	30
107	этом отношении	3	30
108	этого слова	1	29
109	между тем	8	29
110	как известно	1	29
111	могут быть	2	29
112	от того	1	29
113	с этим	2	28
114	что с	1	28
115	с этой	6	27
116	в результате	3	27
117	другой стороны	2	27
118	в то	16	27
119	и с	2	27
120	в своей	8	27
121	связь между	1	27
122	что все	2	27
123	в их	11	26
124	что это	2	26
125	для него	1	26
126	в частности	5	26
127	уже в	1	25
128	можно сказать	4	25
129	своего развития	1	25
130	в смысле	9	24
131	мы знаем	1	24
132	тот же	1	24
133	целый ряд	2	24
134	в сфере	3	24
135	на этот	2	24
136	в какой	2	24
137	что эта	1	24
138	в нем	1	24
139	этот вопрос	2	23
140	состоит в	1	23
141	бы в	2	23
142	во всяком	3	22
143	не могут	2	22
144	то время	1	22
145	смысле этого	1	22
146	столь же	5	22
147	в известном	3	22
148	между ними	2	21
149	и следовательно	1	21
150	и ее	1	21
151	с таким	1	21
152	на основании	2	21
153	представление о	2	21
154	в нашем	1	21
155	там где	3	21
156	и все	2	21
157	не имеет	4	21
158	в истории	2	21
159	в сознании	1	21
160	ее в	3	21
161	и более	2	21
162	отношений между	2	21
163	не менее	1	20
164	в котором	2	20
165	к которому	1	20
166	из них	3	20
167	время как	1	20
168	на вопрос	1	20
169	в такой	1	20
170	и других	2	20
171	а в	2	20
172	к выводу	1	20
173	на этом	1	20
174	должно быть	1	20
175	и их	1	20
176	в связи	1	19
177	во всех	6	19
178	и по	5	19
179	один из	1	19
180	но если	5	19
181	независимо от	4	19
182	в данном	3	19
183	в той	5	19
184	как на	3	19
185	с ним	1	19
186	мы говорили	1	19
187	во всем	1	18
188	во всей	2	18
189	в психологии	3	18
190	одного и	1	18
191	но это	1	18
192	в отличие	1	18
193	приводит нас	2	18
194	и другое	1	18
195	отличие от	1	18
196	приходит к	1	18
197	для развития	1	18
198	этом смысле	3	18
