N	2gram	Tiupa_Anal	StatiiOP
1	и в	30	103
2	в том	36	89
3	том что	21	77
4	в этом	31	76
5	что в	7	74
6	не только	30	60
7	и т	3	51
8	о том	11	47
9	но и	29	46
10	то что	11	44
11	что он	3	42
12	в его	15	42
13	и не	33	41
14	может быть	33	38
15	было бы	4	32
16	в этой	12	31
17	вовсе не	4	31
18	тем что	2	29
19	все это	2	29
20	таким образом	5	28
21	а в	11	27
22	а не	25	27
23	но в	11	26
24	что это	1	25
25	так и	16	25
26	пушкина как	2	24
27	этом отношении	5	24
28	и его	9	24
29	все же	4	23
30	точки зрения	10	23
31	не в	17	23
32	так что	3	23
33	потому что	3	23
34	для того	4	22
35	в которой	3	22
36	как в	3	22
37	того что	5	22
38	прежде всего	8	22
39	у нас	1	22
40	в области	4	22
41	того чтобы	3	21
42	до сих	1	20
43	это не	7	20
44	в своей	7	19
45	сих пор	1	19
46	т п	3	19
47	в то	10	19
48	только в	8	19
49	в котором	5	18
50	с другой	7	18
51	он не	4	18
52	об этом	1	18
53	не может	26	18
54	в самом	12	17
55	в году	1	17
56	как на	1	17
57	между прочим	1	17
58	самом деле	3	17
59	как бы	15	17
60	в данном	6	17
61	в этих	3	16
62	сказать что	2	16
63	можно было	1	16
64	в статье	1	16
65	если бы	6	16
66	в ней	1	16
67	другой стороны	2	15
68	с тем	1	15
69	как и	23	15
70	по поводу	4	15
71	из этих	2	15
72	у него	5	15
73	я не	2	15
74	и на	10	15
75	например в	1	15
76	в отношении	2	15
77	как раз	5	15
78	для него	5	15
79	также и	3	15
80	то же	12	14
81	но все	1	14
82	так например	2	14
83	к тому	12	14
84	с точки	6	14
85	между тем	7	14
86	и что	2	14
87	была бы	4	14
88	в течение	1	14
89	в той	8	13
90	именно в	6	13
91	во всяком	1	13
92	в своем	2	13
93	из них	2	13
94	в качестве	38	13
95	а с	3	13
96	в конце	4	13
97	в нем	3	13
98	вместе с	6	13
99	со стороны	5	13
100	всяком случае	1	13
101	но это	1	13
102	что касается	4	13
103	жизни и	1	13
104	тому что	2	13
105	в своих	1	12
106	не менее	5	12
107	хотя бы	4	12
108	в первой	2	12
109	ни в	5	12
110	так как	3	12
111	в тексте	26	12
112	в них	1	11
113	в другом	4	11
114	должна была	2	11
115	никогда не	4	11
116	не было	1	11
117	и с	2	11
118	и по	2	11
119	своего рода	12	11
120	из его	2	11
121	вопрос о	2	11
122	все эти	3	11
123	это было	1	11
124	на то	2	11
125	не столько	5	10
126	в виду	2	10
127	связь с	1	10
128	речь идет	2	10
129	так же	1	10
130	в целом	9	10
131	что и	5	10
132	это слово	1	10
133	но он	1	10
134	во всех	5	10
135	а как	4	10
136	в каком	1	10
137	же время	7	10
138	ничего не	10	10
139	ответ на	3	10
140	на вопрос	5	10
141	на самом	2	10
142	по словам	1	10
143	но не	13	10
144	во второй	3	10
145	в частности	32	10
146	в начале	3	10
147	и к	5	9
148	с этой	2	9
149	говорит о	5	9
150	интересно что	1	9
151	можно сказать	6	9
152	он был	3	9
153	в одном	3	9
154	внимание на	3	9
155	несмотря на	5	9
156	его жизни	1	9
157	в чем	2	9
158	и тем	4	9
159	во время	1	9
160	не является	3	9
161	такого рода	6	9
162	времени и	7	9
163	что же	3	9
164	и для	3	9
165	для нас	1	9
166	что мы	3	9
167	по этому	1	9
168	место в	3	9
169	но ведь	1	8
170	в результате	3	8
171	и даже	10	8
172	в речи	3	8
173	по его	2	8
174	еще более	1	8
175	что она	1	8
176	к этому	2	8
177	связи с	2	8
178	одним из	3	8
179	действующих лиц	1	8
180	и др	1	8
181	могут быть	12	8
182	в общем	1	8
183	заключается в	2	8
184	евгения онегина	1	8
185	в которых	1	8
186	не имеет	1	8
187	тем не	3	8
188	совершенно не	2	8
189	и более	5	8
190	мы имеем	9	8
191	при помощи	2	8
192	той же	4	8
193	в их	8	8
194	а также	8	8
195	в какой	3	8
196	дело не	5	8
197	отношение к	2	8
198	и о	3	8
199	такой же	3	8
200	это в	1	8
201	о чем	3	7
202	по себе	6	7
203	отличается от	3	7
204	уже о	1	7
205	не мог	3	7
206	не просто	2	7
207	того же	7	7
208	в ее	2	7
209	что все	2	7
210	в эту	3	7
211	как это	5	7
212	нельзя не	1	7
213	что для	1	7
214	из этого	2	7
215	во втором	1	7
216	то в	2	7
217	и то	4	7
218	том как	1	7
219	еще не	5	7
220	еще и	1	7
221	одной из	2	7
222	на этот	2	7
223	связан с	1	7
224	данном случае	3	7
225	уже в	1	7
226	мы находим	1	7
227	в виде	1	7
228	материал для	1	7
229	что этот	1	7
230	говорит об	1	7
231	тем более	2	7
232	не все	3	7
233	лишь в	12	7
234	отношению к	9	7
235	вплоть до	2	7
236	случае в	2	6
237	же и	1	6
238	на его	4	6
239	одно из	2	6
240	и сам	4	6
241	в жизни	1	6
242	говорить о	3	6
243	по отношению	10	6
244	даже в	5	6
245	в отдельных	1	6
246	крайней мере	4	6
247	к нему	4	6
248	только не	6	6
249	отношения между	2	6
250	одном из	1	6
251	в устах	2	6
252	этом смысле	3	6
253	этот вопрос	1	6
254	его как	3	6
255	в себе	17	6
256	в особенности	1	6
257	и здесь	1	6
258	из которых	4	6
259	б в	1	6
260	и все	5	6
261	времени не	2	6
262	в в	1	6
263	том смысле	1	6
264	в известном	2	6
265	по крайней	4	6
266	языка и	2	6
267	идет о	1	6
268	тем же	1	6
269	и во	3	6
270	что я	1	6
271	с его	3	6
272	что с	1	6
273	мы не	1	6
274	и за	3	6
275	ни на	1	6
276	независимо от	2	6
277	по существу	1	6
278	но я	1	6
279	в новом	2	6
280	должен быть	6	6
281	этих двух	1	6
282	его не	1	6
283	в литературном	2	6
284	что на	3	6
285	при этом	20	5
286	как говорит	3	5
287	не как	2	5
288	по пути	1	5
289	уже не	6	5
290	и такие	1	5
291	одной стороны	6	5
292	себе целью	1	5
293	и далее	1	5
294	том чтобы	7	5
295	в основу	1	5
296	что именно	2	5
297	на протяжении	2	5
298	с одной	7	5
299	хотя и	4	5
300	его в	2	5
301	не о	3	5
302	на себя	5	5
303	что не	3	5
304	даже не	2	5
305	в двух	4	5
306	же касается	1	5
307	в сторону	6	5
308	не был	2	5
309	в уста	1	5
310	если не	2	5
311	не приходится	2	5
312	в тех	1	5
313	она была	1	5
314	столь же	7	5
315	или иного	3	5
316	всех этих	2	5
317	не так	3	5
318	утверждать что	1	5
319	один из	4	5
320	по форме	1	5
321	должна быть	1	5
322	для себя	3	5
323	поэтому в	1	5
324	оно не	1	5
325	конечно и	1	5
326	никто не	3	5
327	ни с	5	5
328	думать что	2	5
329	свое время	3	5
330	оба эти	1	5
331	и если	2	5
332	отношении к	1	5
333	нет и	2	5
334	том же	2	5
335	ее в	2	5
336	но если	1	5
337	точку зрения	1	5
338	текста в	18	5
339	в свое	3	5
340	раз в	1	5
341	в сущности	10	5
342	этого рода	2	5
343	а то	3	5
344	вообще не	2	5
345	царем и	1	5
346	представляет собою	2	5
347	нас к	2	5
348	и потому	2	5
349	того или	3	5
350	и только	1	5
351	как он	4	5
352	на это	2	5
353	одного из	4	5
354	как будто	6	5
355	все что	3	4
356	в центре	3	4
357	только что	1	4
358	в применении	1	4
359	не являются	2	4
360	в первом	3	4
361	а именно	3	4
362	что ни	2	4
363	свою собственную	1	4
364	культуры в	2	4
365	казалось бы	2	4
366	обращает на	3	4
367	было не	1	4
368	применении к	1	4
369	языка в	1	4
370	не всегда	4	4
371	и те	2	4
372	на него	3	4
373	в пушкинской	1	4
374	который в	3	4
375	всего в	3	4
376	мы видим	1	4
377	и он	1	4
378	и эти	2	4
379	тому же	6	4
380	всё это	1	4
381	будто бы	4	4
382	очевидно что	1	4
383	в таком	5	4
384	в связи	2	4
385	одна из	1	4
386	на этом	4	4
387	не могут	3	4
388	могло бы	1	4
389	что как	3	4
390	пребывания в	1	4
391	но как	1	4
392	только с	2	4
393	и речи	1	4
394	и тот	2	4
395	литературы и	1	4
396	за пределы	6	4
397	то есть	19	4
398	если в	3	4
399	так или	1	4
400	сами по	3	4
401	они не	1	4
402	в наших	1	4
403	в романе	2	4
404	в процессе	2	4
405	как о	2	4
406	да и	2	4
407	по своей	6	4
408	все они	2	4
409	бы и	1	4
410	в основе	6	4
411	более чем	4	4
412	совпадает с	6	4
413	в значительной	1	4
414	как известно	4	4
415	быть не	3	4
416	и тогда	3	4
417	тех пор	1	4
418	в обоих	3	4
419	не знает	4	4
420	состоит в	16	4
421	начиная с	1	4
422	в образе	1	4
423	значительной степени	1	4
424	этого слова	10	4
425	это произведение	1	4
426	могли быть	1	4
427	которые в	3	4
428	что оно	1	4
429	в поэзии	2	4
430	материала и	1	4
431	как у	1	4
432	смысле этого	1	4
433	или в	2	4
434	или иначе	2	4
435	ставит себе	1	4
436	случае не	2	4
437	есть в	4	4
438	в такой	2	4
439	нисколько не	1	4
440	мере в	4	4
441	и их	2	4
442	борьба с	3	4
443	еще в	4	4
444	что его	1	4
445	как мы	3	4
446	это место	1	4
447	для этого	2	4
448	от него	2	3
449	является в	1	3
450	говоря уже	1	3
451	к числу	1	3
452	в следующих	1	3
453	а затем	3	3
454	его от	3	3
455	лирической поэзии	1	3
456	или иной	8	3
457	чтобы в	1	3
458	более или	2	3
459	научное изучение	1	3
460	в пушкинском	1	3
461	их в	1	3
462	почти все	1	3
463	что оба	1	3
464	смысл этого	1	3
465	себе в	2	3
466	при всей	4	3
467	и дело	1	3
468	к этой	1	3
469	не должен	2	3
470	представляет собой	23	3
471	точно и	1	3
472	смысле слова	1	3
473	может служить	3	3
474	и была	1	3
475	внимания к	1	3
476	за рамки	2	3
477	его собственной	1	3
478	я с	1	3
479	быть в	1	3
480	как я	1	3
481	во всей	1	3
482	все время	1	3
483	от них	1	3
484	на котором	3	3
485	к этим	1	3
486	которой в	1	3
487	бы то	3	3
488	нельзя сказать	1	3
489	в драме	2	3
490	не говоря	2	3
491	на том	1	3
492	разного рода	3	3
493	х годов	2	3
494	ли и	1	3
495	как его	1	3
496	я и	8	3
497	и до	3	3
498	языка но	1	3
499	особенно в	9	3
500	вопроса о	4	3
501	бы в	3	3
502	на которую	2	3
503	эти слова	1	3
504	то ни	3	3
505	в рассказе	2	3
506	не будет	3	3
507	в первую	1	3
508	в системе	1	3
509	для установления	1	3
510	этой темы	1	3
511	или иное	1	3
512	известном смысле	2	3
513	образом в	1	3
514	себя внимание	3	3
515	в один	4	3
516	каждого из	1	3
517	от нее	1	3
518	первую очередь	1	3
519	однако и	1	3
520	взгляд на	2	3
521	для русской	1	3
522	пушкин это	1	3
523	тогда когда	3	3
524	представляют собой	4	3
525	присутствует в	1	3
526	целого ряда	1	3
527	которой я	1	3
528	из того	5	3
529	борьбы с	3	3
530	той мере	2	3
531	бы ни	2	3
532	ниже в	1	3
533	оказывается в	2	3
534	меньшей мере	1	3
535	отношения к	4	3
536	относятся к	1	3
537	к его	3	3
538	себя и	5	3
539	бы не	3	3
540	который не	2	3
541	так называемая	1	3
542	о котором	1	3
543	в словах	2	3
544	перед нами	1	3
545	такое отношение	2	3
546	виде в	1	3
547	то и	2	3
548	в свою	1	3
549	наконец в	1	3
550	на основе	3	3
551	у меня	1	3
552	и вся	1	3
553	письма и	1	3
554	внимания на	2	3
555	в данной	1	3
556	в сознании	6	3
557	здесь не	2	3
558	по меньшей	1	3
559	а вовсе	1	3
560	то или	1	3
561	в классической	1	3
562	действующего лица	1	3
563	как к	2	3
564	этом случае	4	3
565	попадает в	2	3
