N	3gram	Voloshinov	Hudozhes
1	по отношению к	11	10
2	в том что	9	8
3	в то же	6	7
4	в отличие от	2	7
5	то же время	6	7
6	той или иной	1	5
7	в конечном счете	3	5
8	для того чтобы	3	5
9	того или иного	1	4
10	не может быть	14	4
11	мы имеем в	1	3
12	с точки зрения	15	3
13	в этом смысле	2	3
14	имеем в виду	1	3
15	тем не менее	4	3
16	всех без исключения	1	3
17	можно сказать что	5	3
18	и то же	1	3
19	одно и то	1	3
20	с одной стороны	2	3
21	тот или иной	1	3
22	в свою очередь	4	2
23	бы то ни	3	2
24	и прежде всего	7	2
25	до известной степени	1	2
26	в данный момент	1	2
27	в самом деле	10	2
28	в коем случае	1	2
29	во внешнем мире	4	2
30	в таком случае	4	2
31	внутренней и внешней	3	2
32	ни в коем	1	2
33	и в то	1	2
34	а с другой	2	2
35	том что он	2	2
36	то ни было	2	2
37	к тому что	2	2
38	в основе своей	1	2
39	коем случае не	1	2
40	может быть и	6	2
41	быть не может	1	1
42	что он не	1	1
43	может быть это	2	1
44	в широком и	1	1
45	внешнем мире и	1	1
46	но в отличие	1	1
47	больше и больше	1	1
48	все то что	3	1
49	отношений внешнего мира	1	1
50	должен быть положен	1	1
51	точки зрения не	1	1
52	и др в	1	1
53	он еще не	1	1
54	между субъективной и	1	1
55	так и его	1	1
56	является как бы	1	1
57	и его роли	1	1
58	себе а в	1	1
59	для искусства в	1	1
60	только в условиях	1	1
61	между собой в	1	1
62	лежат в основе	1	1
63	он не только	2	1
64	пределы всего что	1	1
65	в противоречие с	1	1
66	позицию по отношению	1	1
67	обратим внимание на	1	1
68	по крайней мере	1	1
69	и для других	1	1
70	высшей ценностью и	1	1
71	заключается в том	2	1
72	и со всеми	1	1
73	из этих двух	1	1
74	по ту сторону	4	1
75	его роли в	2	1
76	о том что	3	1
77	то или иное	2	1
78	для него не	1	1
79	все что может	2	1
80	одной из своих	1	1
81	в свое время	1	1
82	во внутренней речи	1	1
83	в себе и	1	1
84	таком случае это	1	1
85	в таких случаях	2	1
86	в настоящее время	1	1
87	в то время	1	1
88	на всех людей	1	1
89	в себя и	1	1
90	жизни человека и	2	1
91	том что она	2	1
92	в чем состоит	1	1
93	личности а не	1	1
94	в жизни человека	3	1
95	и внутренней речи	1	1
96	в одной из	1	1
97	то что может	1	1
98	в особенности в	1	1
99	в себе самом	1	1
100	не что иное	1	1
101	таким образом и	1	1
102	иметь в виду	1	1
103	прежде всего к	3	1
104	таким образом что	1	1
105	но в то	3	1
106	тех же самых	2	1
107	в зависимости от	4	1
108	так же как	1	1
109	мы видим в	1	1
110	в этом случае	1	1
111	можно говорить о	1	1
112	точки зрения в	1	1
113	и по отношению	2	1
114	есть не что	1	1
115	но не в	1	1
116	как и ее	1	1
117	не могут быть	4	1
118	на первый взгляд	1	1
119	в хх веке	1	1
120	отличие от обычного	1	1
121	то же самое	2	1
122	при этом как	1	1
123	мы нигде не	1	1
124	на время в	1	1
125	что иное как	1	1
126	только то что	3	1
127	как бы в	1	1
128	едва ли не	1	1
129	на этом пути	1	1
130	за пределы всего	1	1
131	из того что	1	1
132	отношению к его	1	1
133	является одним из	1	1
134	субъективной и объективной	1	1
135	имея в виду	1	1
136	это и есть	2	1
137	все без исключения	1	1
138	шире и глубже	1	1
139	это было бы	1	1
