N	2gram	Voloshinov	Mirosoze
1	и в	16	97
2	может быть	17	64
3	не только	7	63
4	в этом	9	55
5	но и	4	54
6	он не	2	53
7	а не	1	53
8	в нем	4	49
9	не может	8	49
10	у него	2	47
11	и не	4	39
12	никогда не	2	38
13	в ней	1	37
14	и есть	3	33
15	для него	6	31
16	не есть	2	30
17	человека в	1	30
18	как и	2	29
19	прежде всего	9	29
20	в мире	1	27
21	но в	4	27
22	человека и	1	26
23	в своей	2	25
24	он был	1	25
25	и это	6	25
26	и все	4	24
27	у нас	1	24
28	что в	3	23
29	что он	2	22
30	в самом	2	21
31	отношение к	5	20
32	как бы	5	19
33	человек не	1	19
34	в его	4	18
35	любви к	1	17
36	и потому	3	17
37	том что	3	16
38	в том	3	16
39	то что	3	16
40	было бы	2	16
41	и его	8	16
42	быть может	2	15
43	не был	1	15
44	не знает	2	15
45	в этой	4	15
46	в конце	1	14
47	она не	1	14
48	нет ничего	1	14
49	так как	4	14
50	в глубине	1	14
51	та же	1	13
52	и на	4	13
53	и вот	3	13
54	в русском	1	13
55	привести к	1	12
56	в них	2	12
57	к нему	1	12
58	но не	1	12
59	в человеке	1	12
60	в любви	1	12
61	все это	4	12
62	и к	6	11
63	любовь к	1	11
64	с тем	1	11
65	уже не	1	11
66	хотя бы	4	11
67	только в	4	11
68	но это	2	11
69	и для	2	11
70	менее всего	1	11
71	жизни и	3	11
72	то же	2	10
73	так же	2	10
74	для человека	1	10
75	всю жизнь	2	10
76	один из	2	10
77	не могут	2	10
78	не имеет	1	10
79	это и	1	10
80	все что	4	9
81	к тому	1	9
82	что и	2	9
83	я не	1	9
84	не будет	2	9
85	все творчество	1	9
86	с ним	2	9
87	вместе с	3	9
88	человека на	1	9
89	в свою	1	9
90	есть и	2	9
91	а в	3	9
92	лишь в	1	9
93	нужно искать	1	8
94	в этих	3	8
95	и с	8	8
96	о том	2	8
97	вопрос о	1	8
98	себя в	1	8
99	что не	2	8
100	за пределы	2	8
101	жизнь в	1	8
102	что есть	1	8
103	еще в	1	8
104	того чтобы	1	8
105	во власти	1	8
106	нет и	2	8
107	с его	7	8
108	ничего не	1	8
109	они не	2	8
110	уже в	1	8
111	мира и	3	8
112	только и	2	8
113	для того	1	8
114	во всем	1	7
115	в духе	1	7
116	не существует	2	7
117	в нашем	1	7
118	точки зрения	8	7
119	те же	3	7
120	что она	1	7
121	на этом	3	7
122	от нее	1	7
123	в жизни	2	7
124	отношения к	3	7
125	жизни в	1	7
126	себя и	2	7
127	мог бы	1	7
128	но если	1	7
129	высшей степени	1	7
130	в высшей	1	7
131	как он	1	7
132	же и	1	6
133	есть прежде	1	6
134	с этой	2	6
135	увидим что	1	6
136	когда человек	1	6
137	его в	4	6
138	к чему	1	6
139	и она	3	6
140	совсем не	2	6
141	можно было	1	6
142	в глубину	2	6
143	и здесь	1	6
144	что это	2	6
145	или к	1	6
146	если бы	1	6
147	влечет к	2	6
148	на все	1	6
149	его не	1	6
150	еще не	5	5
151	мысли и	4	5
152	человек есть	1	5
153	и как	3	5
154	отличается от	1	5
155	с этим	2	5
156	во всяком	3	5
157	для этого	2	5
158	мы увидим	1	5
159	сказать что	7	5
160	все время	1	5
161	в атмосфере	1	5
162	момент в	2	5
163	на протяжении	2	5
164	от этого	1	5
165	сих пор	3	5
166	и мир	1	5
167	должны быть	1	5
168	культуры и	1	5
169	когда он	1	5
170	до сих	3	5
171	и этот	2	5
172	интерес к	1	5
173	оно не	2	5
174	и мы	2	5
175	любовь и	1	5
176	его и	1	5
177	в основе	3	5
178	этом пути	1	5
179	в мир	2	5
180	той же	1	5
181	в самую	1	5
182	тот же	1	5
183	человека но	1	5
184	в более	1	5
185	на путях	1	5
186	так и	4	5
187	связано с	1	5
188	что было	1	4
189	в центре	1	4
190	в момент	1	4
191	еще более	1	4
192	в разных	1	4
193	потому не	1	4
194	нас в	1	4
195	в своих	1	4
196	и даже	4	4
197	нем нет	2	4
198	не всегда	1	4
199	в него	5	4
200	не что	1	4
201	что они	1	4
202	мы видим	2	4
203	что иное	1	4
204	к себе	3	4
205	и через	2	4
206	и этим	2	4
207	теряет свою	1	4
208	и можно	1	4
209	века в	1	4
210	в свете	1	4
211	в чем	5	4
212	а для	1	4
213	а с	1	4
214	человека как	1	4
215	и что	1	4
216	и по	2	4
217	не случайно	1	4
218	и ницше	2	4
219	тогда когда	1	4
220	для них	1	4
221	ни в	5	4
222	с ней	1	4
223	в начале	2	4
224	оно есть	1	4
225	на своем	1	4
226	по сравнению	3	4
227	мы еще	1	4
228	могут быть	3	4
229	мир в	1	4
230	мы не	2	4
231	одна и	1	4
232	сознания и	2	4
233	в эпоху	1	4
234	все эти	5	4
235	есть в	2	4
236	по своему	2	4
237	путь к	2	4
238	свою противоположность	1	4
239	и их	4	4
240	от того	1	4
241	его отношение	1	4
242	и только	9	4
243	иное как	1	4
244	в душе	2	3
