N	2gram	Potebnia_M	Literetu
1	а не	22	50
2	и не	28	47
3	не только	32	46
4	и в	48	44
5	может быть	46	43
6	при этом	6	41
7	но и	30	41
8	тогда как	8	40
9	в том	47	39
10	в этом	19	38
11	своего рода	1	37
12	том что	28	32
13	то что	37	29
14	в мире	3	28
15	то же	35	26
16	состоит в	1	26
17	как и	22	23
18	в то	16	23
19	себя в	1	22
20	не в	24	22
21	того что	24	22
22	так и	17	22
23	не может	18	22
24	я и	3	21
25	же время	8	21
26	и т.п	1	20
27	в себе	26	20
28	я в	1	19
29	прежде всего	6	19
30	как бы	10	18
31	с другой	8	17
32	точки зрения	4	17
33	то есть	53	17
34	в его	6	17
35	в жизни	1	16
36	в этой	3	16
37	не менее	9	15
38	я не	1	15
39	только в	29	15
40	со стороны	4	15
41	тем самым	11	15
42	в целом	5	15
43	и даже	3	14
44	по отношению	12	14
45	однако в	1	14
46	что он	8	14
47	уже не	11	13
48	в своем	6	13
49	с одной	8	13
50	как это	1	13
51	но не	8	13
52	и его	4	13
53	в своей	2	12
54	о том	7	12
55	в данном	3	12
56	одной стороны	4	12
57	одним из	3	12
58	еще не	9	12
59	отношению к	10	12
60	а также	1	12
61	не столько	2	11
62	никогда не	2	11
63	и сам	1	11
64	столь же	8	11
65	вместе с	22	11
66	как в	17	11
67	с его	1	11
68	данном случае	3	11
69	это не	2	11
70	отличие от	2	11
71	или иначе	1	11
72	а в	14	11
73	даже в	3	10
74	из них	11	10
75	в ее	3	10
76	что в	30	10
77	и на	5	10
78	для себя	3	10
79	так или	2	10
80	жизни в	1	10
81	потому что	82	10
82	другого в	2	10
83	этом отношении	2	10
84	жизни и	3	10
85	в области	3	10
86	с этой	2	9
87	наш взгляд	1	9
88	к тому	9	9
89	искусства и	3	9
90	связи с	6	9
91	один из	7	9
92	на наш	2	9
93	что я	5	9
94	в поэзии	4	9
95	одно из	6	9
96	в начале	3	9
97	и т.д	1	9
98	лишь в	2	9
99	же в	3	9
100	говоря уже	1	8
101	быть может	7	8
102	в своих	2	8
103	тем что	13	8
104	все же	3	8
105	того же	5	8
106	едва ли	1	8
107	с точки	3	8
108	что не	12	8
109	а именно	1	8
110	слова и	8	8
111	той же	6	8
112	в глазах	3	8
113	но в	8	8
114	уже в	10	8
115	для него	14	8
116	xix века	1	8
117	и как	8	8
118	и я	3	8
119	не говоря	3	8
120	субъекта и	1	8
121	в искусстве	6	8
122	в самом	11	7
123	в одном	4	7
124	другой стороны	4	7
125	на свою	2	7
126	именно в	5	7
127	ведет к	1	7
128	в художественном	1	7
129	для этого	1	7
130	по преимуществу	1	7
131	не как	3	7
132	говоря словами	2	7
133	тому же	1	7
134	он не	4	7
135	и тем	8	7
136	и с	4	7
137	в нем	16	7
138	из того	2	7
139	в сфере	1	7
140	друг друга	6	7
141	перестает быть	5	7
142	у нас	2	7
143	в их	2	7
144	так в	4	7
145	человека в	2	7
146	и других	3	7
147	тому как	6	7
148	в виду	1	6
149	например в	9	6
150	при всей	2	6
151	уже о	1	6
152	как на	6	6
153	и он	1	6
154	у него	3	6
155	его в	6	6
156	не было	12	6
157	во всех	1	6
158	в каждом	6	6
159	было бы	16	6
160	подобно тому	3	6
161	то в	1	6
162	с миром	1	6
163	самом деле	5	6
164	как о	3	6
165	в слове	41	6
166	поэзии и	8	6
167	еще и	1	6
168	то и	10	6
169	тем же	6	6
170	одного из	1	6
171	и др	1	6
172	и то	13	6
173	что ему	1	6
174	произведения искусства	2	6
175	в ней	11	6
176	далеко не	5	6
177	как будто	1	6
178	право на	1	6
179	и только	5	6
180	и наконец	3	6
181	и к	5	5
182	самого себя	3	5
183	я как	5	5
184	об искусстве	1	5
185	по выражению	1	5
186	в связи	1	5
187	мы с	1	5
188	хотя бы	3	5
189	в нашем	1	5
190	как я	1	5
191	он сам	2	5
192	от себя	1	5
193	том чтобы	4	5
194	должно быть	9	5
195	несмотря на	2	5
196	ни было	2	5
197	тем не	7	5
198	и за	1	5
199	не знает	4	5
200	одном из	4	5
201	в себя	1	5
202	между тем	19	5
203	так что	14	5
204	все более	2	5
205	эти слова	2	5
206	человеческого духа	1	5
207	я это	1	5
208	в силу	7	5
209	обращается к	2	5
210	в сущности	3	5
211	в словах	3	5
212	себя и	4	5
213	не с	4	5
214	и если	4	5
215	быть не	4	5
216	вслед за	6	5
217	так как	20	5
218	мы не	17	5
219	в художественной	1	5
220	как у	2	5
221	что и	16	5
222	но с	1	5
223	но уже	2	5
224	однако не	1	5
225	как он	1	5
226	место в	4	5
227	не к	4	5
228	исходя из	1	4
229	которая в	1	4
230	но тем	4	4
231	и само	1	4
232	в них	9	4
233	с тем	9	4
234	только для	3	4
235	в природе	3	4
236	жизни к	2	4
237	во всяком	4	4
238	то это	9	4
239	входит в	3	4
240	для того	8	4
241	не всегда	5	4
242	как совокупность	2	4
243	только на	4	4
244	не вполне	1	4
245	перед ним	1	4
246	как мы	8	4
247	я с	1	4
248	к этому	3	4
249	не мог	1	4
250	бы то	2	4
251	хотя и	3	4
252	что его	3	4
253	очевидно что	9	4
254	себе и	1	4
255	здесь как	3	4
256	могли бы	3	4
257	с образом	1	4
258	свое место	2	4
259	то ни	1	4
260	и что	13	4
261	за пределы	2	4
262	но без	2	4
263	общего с	1	4
264	к своему	3	4
265	могут быть	6	4
266	и есть	4	4
267	можно сказать	4	4
268	на жизнь	1	4
269	а потому	8	4
270	о которой	1	4
271	сводится к	1	4
272	в единстве	2	4
273	от своего	2	4
274	и все	5	4
275	в пределах	1	4
276	отношения к	2	4
277	никем не	2	4
278	бы не	6	4
279	знает что	1	4
280	нет ничего	2	4
281	то он	2	4
282	не является	1	4
283	тех же	1	4
284	более чем	2	4
285	в свою	6	4
286	на том	1	4
287	каждый из	1	4
288	художественное произведение	6	4
289	при котором	2	4
290	одной из	3	4
291	жизнь как	1	4
292	по этой	1	4
293	но это	9	4
294	таким образом	24	4
295	жизни не	3	4
296	нас самих	1	4
297	свидетельствует о	1	4
298	и вот	1	4
299	для нас	40	4
300	на его	4	4
301	в каждой	4	4
302	вовсе не	13	4
303	не могу	1	4
304	но при	1	4
305	один в	1	4
306	для кого	1	4
307	во второй	1	4
308	а по	1	4
309	зависимость от	1	4
310	на то	6	4
311	художественное творчество	1	4
312	какого бы	1	3
313	все что	4	3
314	в душе	17	3
315	же и	3	3
316	мысли и	8	3
317	всем и	1	3
318	в этих	2	3
319	по себе	26	3
320	с действительностью	1	3
321	одновременно не	1	3
322	в первом	5	3
323	мысль о	12	3
324	от всего	4	3
325	мира и	1	3
326	нам представляется	1	3
327	и того	2	3
328	со своей	2	3
329	вопрос о	2	3
330	он был	1	3
331	в сознание	16	3
332	во многих	3	3
333	времени в	1	3
334	становится для	2	3
335	превращается в	3	3
336	так же	6	3
337	себе в	2	3
338	свою очередь	6	3
339	было сказано	2	3
340	и еще	1	3
341	по которым	1	3
342	мы чувствуем	1	3
343	который в	2	3
344	с ним	10	3
345	крайней мере	8	3
346	жизни с	1	3
347	говорить о	6	3
348	она и	1	3
349	сознание в	1	3
350	что такое	2	3
351	от языка	1	3
352	а с	4	3
353	отношения между	4	3
354	свободы и	1	3
355	сознания не	1	3
356	не есть	24	3
357	в чем	6	3
358	а для	1	3
359	я был	1	3
360	но как	2	3
361	для его	1	3
362	как сам	1	3
363	но только	3	3
364	же это	1	3
365	однако если	1	3
366	т п	7	3
367	он в	1	3
368	что для	5	3
369	его личности	1	3
370	в первой	1	3
371	и от	5	3
372	в зависимость	1	3
373	там где	6	3
374	для многих	1	3
375	не так	1	3
376	взгляд на	1	3
377	однако с	1	3
378	в столь	1	3
379	за ним	4	3
380	если в	2	3
381	во время	4	3
382	должна быть	2	3
383	был бы	2	3
384	со второй	1	3
385	по слову	1	3
386	из которых	1	3
387	мы в	3	3
388	то с	1	3
389	на читателя	1	3
390	и вполне	2	3
391	себе не	6	3
392	не на	1	3
393	можно было	1	3
394	если не	6	3
395	если бы	20	3
396	например и	2	3
397	моя и	1	3
398	и т	12	3
399	не имеет	10	3
400	да и	2	3
401	всей своей	1	3
402	которая не	2	3
403	ничего общего	2	3
404	по крайней	8	3
405	я говорю	1	3
406	бы и	4	3
407	и состоит	2	3
408	того чтобы	5	3
409	относится к	6	3
410	на два	1	3
411	из его	1	3
412	и тогда	4	3
413	тех пор	5	3
414	не могло	3	3
415	отношении к	3	3
416	и до	2	3
417	в истории	2	3
418	еще один	1	3
419	как например	2	3
420	и а	1	3
421	что же	3	3
422	между людьми	2	3
423	том же	2	3
424	в сознании	36	3
425	здесь не	1	3
426	всяком случае	3	3
427	власть над	2	3
428	тот же	2	3
429	ничего не	1	3
430	на языке	2	3
431	большей части	2	3
432	ни с	1	3
433	мы сами	1	3
434	о нем	1	3
435	с чем	3	3
436	ее в	2	3
437	из своих	1	3
438	на самом	4	3
439	сознания и	2	3
440	занимающего нас	1	3
441	с их	1	3
442	все равно	5	3
443	этого не	3	3
444	например не	2	3
445	на нее	2	3
446	дело в	1	3
447	в ту	2	3
448	а то	2	3
449	в действительности	7	3
450	в какой	3	3
451	все эти	1	3
452	сказать и	2	3
453	и потому	9	3
454	а к	4	3
455	он говорит	3	3
456	не по	1	3
457	когда он	1	3
458	положение при	1	3
459	стороны и	1	3
460	только то	1	3
461	же самое	3	3
462	отношение к	2	3
463	и о	6	3
464	художественного произведения	6	3
465	искусства в	1	3
466	как представляется	1	3
467	к объективному	1	3
468	в разговоре	2	3
469	есть не	9	3
470	в той	2	2
471	во всем	2	2
472	от него	2	2
473	еще раз	2	2
474	как форма	2	2
475	для меня	5	2
476	об отношении	5	2
477	в свое	2	2
478	эта мысль	2	2
479	тем как	4	2
480	время не	1	2
481	потому не	1	2
482	него в	1	2
483	например с	1	2
484	в результате	1	2
485	среди других	1	2
486	целом как	1	2
487	как было	1	2
488	для понимания	5	2
489	а напротив	2	2
490	из двух	4	2
491	вне себя	3	2
492	и другим	2	2
493	разговоре с	1	2
494	начинается с	1	2
495	я из	1	2
496	и поэзии	4	2
497	что по	4	2
498	на эту	1	2
499	в это	2	2
500	так например	3	2
501	на первый	1	2
502	за то	1	2
503	первый взгляд	1	2
504	действительности в	1	2
505	состоит не	4	2
506	мы вместе	1	2
507	творчества в	1	2
508	в котором	7	2
509	не согласиться	1	2
510	раз и	1	2
511	языка в	6	2
512	это последнее	4	2
513	сам не	1	2
514	пор пока	2	2
515	только как	9	2
516	но даже	3	2
517	с другим	2	2
518	действительного мира	1	2
519	к своей	2	2
520	слов но	1	2
521	между двумя	5	2
522	не об	2	2
523	приходит к	1	2
524	значительной степени	2	2
525	уже и	1	2
526	еще более	1	2
527	не я	3	2
528	так называемых	3	2
529	всего что	1	2
530	второй половины	1	2
531	и себя	2	2
532	пути от	1	2
533	двух других	1	2
534	об отсутствии	1	2
535	сказать что	8	2
536	могло бы	2	2
537	быть в	1	2
538	слово не	6	2
539	есть по	1	2
540	тем более	9	2
541	по поводу	8	2
542	нам остается	1	2
543	и внешней	1	2
544	и искусство	1	2
545	к ее	1	2
546	гораздо более	1	2
547	к нему	7	2
548	ряд который	1	2
549	и представляет	1	2
550	лишь тогда	5	2
551	только не	5	2
552	не зная	1	2
553	сравнении с	1	2
554	что у	4	2
555	и мы	3	2
556	и столь	1	2
557	на таких	1	2
558	это будет	1	2
559	последнее имеет	1	2
560	но еще	1	2
561	внимание на	2	2
562	остаются в	2	2
563	первый раз	1	2
564	для которой	1	2
565	а и	5	2
566	и сама	2	2
567	но напротив	1	2
568	с другими	9	2
569	о ком	1	2
570	не от	3	2
571	стремится к	3	2
572	и притом	3	2
573	но он	3	2
574	и говорит	1	2
575	быть только	5	2
576	в эстетическом	1	2
577	тому что	6	2
578	не остается	1	2
579	человек и	2	2
580	свое имя	1	2
581	которой она	1	2
582	и вместе	6	2
583	в ряду	7	2
584	так сказать	6	2
585	я есть	1	2
586	же касается	1	2
587	а только	7	2
588	не станем	1	2
589	человека а	2	2
590	слово как	5	2
591	бы в	3	2
592	природы а	1	2
593	если оно	1	2
594	не означает	1	2
595	самому себе	1	2
596	явления в	1	2
597	кажется что	3	2
598	если б	9	2
599	одно и	7	2
600	себе на	1	2
601	в нас	2	2
602	и хотя	3	2
603	а от	2	2
604	на свое	3	2
605	того кто	2	2
606	целом и	1	2
607	как человек	1	2
608	в толпе	1	2
609	друг другу	2	2
610	и каждый	1	2
611	сознание есть	2	2
612	человека и	8	2
613	сам в	1	2
614	что может	1	2
615	мысль в	3	2
616	в общем	1	2
617	бы быть	3	2
618	и по	5	2
619	здесь мы	1	2
620	чем и	1	2
621	чтобы не	1	2
622	и ее	1	2
623	таких же	2	2
624	к более	1	2
625	как теперь	2	2
626	в сочетании	1	2
627	от сознания	3	2
628	та же	3	2
629	отношению ко	1	2
630	как с	1	2
631	я по	1	2
632	к художественному	1	2
633	своего собственного	1	2
634	и который	1	2
635	тогда когда	20	2
636	на первом	1	2
637	отличное от	4	2
638	из таких	1	2
639	оно было	1	2
640	не идет	1	2
641	и при	5	2
642	и одно	1	2
643	была бы	5	2
644	со своим	2	2
645	что они	2	2
646	романа и	1	2
647	никак не	3	2
648	есть и	3	2
649	нашего времени	2	2
650	основная задача	1	2
651	оно не	7	2
652	все то	3	2
653	не более	1	2
654	есть лишь	1	2
655	его собственная	1	2
656	если это	1	2
657	можно назвать	2	2
658	его лице	1	2
659	к его	2	2
660	с ними	6	2
661	целый мир	2	2
662	в сравнении	4	2
663	каждого из	2	2
664	определенный круг	1	2
665	человек со	1	2
666	и было	1	2
667	перед нами	3	2
668	свое время	1	2
669	это и	2	2
670	и более	4	2
671	есть от	2	2
672	а если	1	2
673	поэзия как	1	2
674	ведь мы	1	2
675	из этих	10	2
676	на основе	1	2
677	над собою	1	2
678	не сам	1	2
679	устранение из	1	2
680	время в	3	2
681	с которой	2	2
682	этот образ	7	2
683	и теперь	6	2
684	для нее	1	2
685	к своим	1	2
686	я а	3	2
687	и об	1	2
688	он как	2	2
689	с первой	1	2
690	составляет не	1	2
691	в совершенно	1	2
