N	3gram	Tiupa_Hudo	Narrotol
1	в том что	15	18
2	в данном случае	3	17
3	не только в	4	13
4	в отличие от	1	11
5	по отношению к	15	11
6	дамы с собачкой	5	11
7	даме с собачкой	5	11
8	о том что	14	9
9	в даме с	4	9
10	не может быть	5	8
11	тем не менее	6	8
12	не сводится к	1	8
13	в соответствии с	1	8
14	с анной сергеевной	4	8
15	той или иной	1	8
16	то же время	11	8
17	в то же	11	8
18	в этом отношении	4	8
19	состоит в том	3	6
20	в известном смысле	1	6
21	мы имеем дело	1	6
22	можно сказать что	1	6
23	во времени и	1	6
24	времени и пространстве	1	6
25	с одной стороны	4	6
26	для того чтобы	2	5
27	но при этом	3	5
28	в свою очередь	1	5
29	на самом деле	1	5
30	подобно тому как	4	5
31	и все же	1	5
32	имеем дело с	1	5
33	дома с мезонином	1	4
34	в конечном счете	4	4
35	к тому что	8	4
36	в равной степени	1	4
37	от первого лица	1	4
38	на другой день	1	4
39	во всяком случае	1	4
40	в том как	1	3
41	заключает в себе	1	3
42	в самом деле	5	3
43	а в том	1	3
44	до сих пор	3	3
45	в этом и	2	3
46	в первом случае	2	3
47	речь идет о	2	3
48	при встрече с	2	3
49	точно так же	1	3
50	человек в футляре	2	3
51	по сути дела	2	3
52	в связи с	3	3
53	то же самое	3	3
54	в прозе чехова	1	3
55	при всей своей	1	3
56	пока еще не	2	3
57	а также и	1	3
58	едва ли не	1	3
59	присутствия в мире	1	3
60	в ответ на	1	3
61	того или иного	4	3
62	этом и состоит	1	3
63	на то что	2	3
64	к себе самому	2	3
65	двух или нескольких	1	3
66	так и не	3	3
67	с точки зрения	5	3
68	что у нее	2	3
69	дело в том	1	3
70	как раз в	2	3
71	несет в себе	4	3
72	и то что	1	3
73	не случайно в	3	3
74	тогда как в	1	3
75	как уже говорилось	1	3
76	а в речи	1	2
77	и в жизни	1	2
78	не могла для	1	2
79	ему казалось что	2	2
80	надежда на будущее	1	2
81	и в то	2	2
82	дело не только	2	2
83	из воинского устава	1	2
84	нее было довольно	1	2
85	и т п	10	2
86	дьяконицей чем матерью	1	2
87	точно сидишь в	1	2
88	свой пустой двор	2	2
89	уж больше не	1	2
90	серая от пыли	2	2
91	мы узнаем что	2	2
92	в городе с	6	2
93	из этих двух	1	2
94	в город с	1	2
95	характер внешняя сторона	1	2
96	своей собственной жизни	1	2
97	было довольно и	1	2
98	не в том	2	2
99	более или менее	1	2
100	в таком случае	1	2
101	больше дьяконицей чем	1	2
102	что у него	2	2
103	сами по себе	1	2
104	в центре внимания	1	2
105	о себе знать	1	2
106	как правило не	1	2
107	а между тем	3	2
108	сидишь в сумасшедшем	1	2
109	так и по	1	2
110	здесь не в	1	2
111	довольно и этих	1	2
112	об анне сергеевне	1	2
113	в финале рассказа	5	2
114	чувствовала себя больше	1	2
115	внешнего и внутреннего	1	2
116	не могло быть	1	2
117	в нем не	1	2
118	в ее жизни	2	2
119	не только на	1	2
120	не только не	3	2
121	чем иным как	1	2
122	но и от	1	2
123	прочла и уж	1	2
124	в арестантских ротах	1	2
125	к внешним обстоятельствам	1	2
126	есть на самом	1	2
127	но еще и	2	2
128	внешняя сторона личности	1	2
129	на то чтобы	2	2
130	творец своего счастья	2	2
131	в магнитном поле	2	2
132	как субъекта самоопределения	1	2
133	а с другой	1	2
134	больше не могла	1	2
135	друг друга как	1	2
136	перед нами не	1	2
137	в третьем эпизоде	1	2
138	анна сергеевна и	1	2
139	или в арестантских	1	2
140	его внутренней заданности	1	2
141	ефимья дрожащим голосом	1	2
142	дама с собачкой	4	2
143	раз в том	1	2
144	в рассказе душечка	1	2
145	сердце у него	1	2
146	и потому что	1	2
147	характеры действующих лиц	2	2
148	в сумасшедшем доме	1	2
149	не в его	1	2
150	все об одном	1	2
151	вследствие того что	1	2
152	в глазах автора	4	2
153	прежде всего на	1	2
154	и этих строк	1	2
155	к ней в	1	2
156	и уж больше	1	2
157	смысле можно сказать	1	2
158	сумасшедшем доме или	1	2
159	не только от	1	2
160	человеческого я в	1	2
161	в том смысле	1	2
162	вместе с серым	2	2
163	дает о себе	1	2
164	чехова как правило	1	2
165	но все же	2	2
166	на стороне лиды	2	2
167	видя в нем	1	2
168	могла для нее	1	2
169	характер и личность	3	2
170	дело здесь не	1	2
171	об этом в	1	2
172	поговорить отвести душу	1	2
173	личной тайны в	5	2
174	к одному из	1	2
175	строки прочла и	1	2
176	увидеть в себе	1	2
177	именно то что	1	2
178	у нее тревожно	2	2
179	все же не	2	2
180	человеке в футляре	1	2
181	для нее было	1	2
182	голосом прочла первые	1	2
183	доме или в	1	2
184	что она в	1	2
185	которым можно было	2	2
186	анной сергеевной в	1	2
187	можно было бы	5	2
188	так же как	2	2
189	только потому что	2	2
190	ни о чем	3	2
191	в концовке рассказа	2	2
192	на одном полюсе	1	2
193	тому что он	4	2
194	в русской литературе	3	2
195	в начале рассказа	1	2
196	себя больше дьяконицей	1	2
197	царь небесный а	1	2
198	прочла первые строки	1	2
199	на первый взгляд	1	2
200	зрелого чеховского творчества	2	2
201	дрожащим голосом прочла	1	2
202	друг для друга	3	2
203	его жизни так	1	2
204	и дело здесь	2	2
205	по своей природе	2	2
206	еще и потому	1	2
207	известном смысле можно	1	2
208	у него сжалось	2	2
209	как бы в	2	2
210	небесный а в	1	2
211	первые строки прочла	1	2
212	было видно что	2	2
213	в своем воображении	1	2
214	к анне сергеевне	5	2
215	к себе и	2	2
216	покой потерян вероятно	1	1
217	благодаря которым факты	1	1
218	ах пыль между	1	1
219	обесценил свою художественную	1	1
220	впаяны в общий	1	1
221	присутствует одновременно и	1	1
222	легче чем лечить	1	1
223	быть личностью это	1	1
224	слов и событий	1	1
225	с кротким мягким	1	1
226	собой то полон	1	1
227	для которой умершая	1	1
228	человека в футляре	1	1
229	его рассуждений совершенно	1	1
230	поведения которая проникает	1	1
231	и когда знаешь	1	1
232	п чудаков детали	1	1
233	ничто не объяснено	1	1
234	ролевой типажный психологический	1	1
235	в себе другого	1	1
236	берете за нею	1	1
237	а приедет сюда	1	1
238	никитин самодовольно исповедует	1	1
239	футляром личности старшая	1	1
240	не тождественные о	1	1
241	и доила ли	1	1
242	еще в ялте	1	1
243	вещь личность же	1	1
244	лида говорит о	1	1
245	тут тоже стал	1	1
246	росы весь сияет	1	1
247	притча же побуждает	1	1
248	современной писателю критике	1	1
249	с социальным футляром	1	1
250	очерченный характер обособляя	1	1
251	рассвете топила ли	1	1
252	когда знаешь что	1	1
253	xix в направил	1	1
254	когда же екатерина	1	1
255	его межличностные связи	1	1
256	д благостные причитания	1	1
257	к анне сергеевне?	1	1
258	лишь в том	1	1
259	этот момент назойливой	1	1
260	вещах вплоть до	1	1
261	демонстративен что создает	1	1
262	утро он уже	1	1
263	дмитрии гуров проживший	1	1
264	рассказе с подлинным	1	1
265	следует признать что	1	1
266	самом егоре мы	1	1
267	него уже сильно	1	1
268	понимать этот литературный	1	1
269	самоопределения при этом	1	1
270	этого человека внутреннюю	1	1
271	оказывается писание письма	1	1
272	ориентировано на серьезность	1	1
273	мы пока еще	1	1
