N	2gram	Propp_Isto	slovoVRo
1	и в	40	92
2	и т	39	82
3	т п	1	72
4	может быть	37	59
5	и его	5	59
6	в нем	8	59
7	и не	19	51
8	не только	28	44
9	не может	19	41
10	но и	21	39
11	до конца	1	37
12	в этом	13	36
13	а не	18	34
14	во всех	3	32
15	так и	13	30
16	могут быть	5	29
17	и др	11	29
18	в пределах	4	29
19	в его	10	27
20	слова в	2	26
21	все это	6	25
22	как бы	6	24
23	то же	21	23
24	и на	6	22
25	в сущности	2	21
26	как в	7	21
27	не в	11	21
28	вовсе не	3	21
29	в процессе	1	20
30	в то	4	20
31	прежде всего	15	19
32	как мы	3	19
33	с ним	3	18
34	как и	5	18
35	себя в	2	18
36	таким образом	13	17
37	оно не	1	17
38	и даже	4	17
39	все же	17	17
40	в основе	4	17
41	в истории	2	17
42	все эти	6	17
43	в большинстве	4	17
44	при этом	6	16
45	в них	2	16
46	к своему	3	16
47	отличие от	3	16
48	но в	13	16
49	в той	1	15
50	и с	5	15
51	там где	5	15
52	только в	16	14
53	в отличие	3	14
54	так сказать	3	14
55	в особенности	3	13
56	это не	8	13
57	с другой	8	13
58	точка зрения	2	13
59	и следовательно	1	13
60	и для	5	13
61	и к	1	12
62	в отношении	1	12
63	еще не	14	12
64	во всяком	1	12
65	никогда не	25	12
66	и потому	3	12
67	или в	6	12
68	словом и	1	12
69	а в	15	12
70	и наконец	5	12
71	один из	10	11
72	в этих	17	11
73	большинстве случаев	4	11
74	с ними	2	11
75	для него	2	11
76	с одной	8	11
77	на его	2	11
78	одной стороны	7	11
79	в языке	1	10
80	и их	4	10
81	и все	1	10
82	уже не	3	10
83	все они	1	10
84	т д	35	10
85	в своем	5	10
86	может не	1	10
87	в том	12	10
88	с другими	2	10
89	она не	6	10
90	в себе	6	10
91	далеко не	1	10
92	в него	2	10
93	всех этих	4	10
94	в основном	4	9
95	более или	5	9
96	в своей	2	9
97	конечно не	2	9
98	сказать что	7	9
99	этом случае	3	9
100	так как	20	9
101	здесь в	4	9
102	его в	15	9
103	одна из	4	9
104	в их	6	9
105	или менее	5	9
106	и других	1	9
107	он не	10	9
108	быть и	1	9
109	одним из	2	9
110	и от	2	9
111	но не	7	9
112	с ее	2	9
113	к нему	3	9
114	для нас	17	8
115	не на	2	8
116	не могут	3	8
117	зависимости от	3	8
118	в значительной	1	8
119	с этим	5	8
120	словом в	1	8
121	в зависимости	3	8
122	человека в	1	8
123	входит в	1	8
124	в одной	3	8
125	и часто	4	8
126	на мир	1	8
127	в ней	10	8
128	во всем	3	7
129	от него	1	7
130	же и	3	7
131	еще более	1	7
132	кроме того	3	7
133	но все	9	7
134	о нем	5	7
135	например в	7	7
136	связанные с	3	7
137	том что	11	7
138	перед нами	5	7
139	но здесь	1	7
140	и иных	1	7
141	известной степени	1	7
142	значительной степени	1	7
143	на своем	2	7
144	слово и	1	7
145	здесь не	5	7
146	друг друга	2	7
147	мышления и	1	7
148	у него	5	7
149	не было	3	7
150	связи с	10	7
151	и непосредственно	1	7
152	слова могут	1	7
153	в таком	1	7
154	мы уже	7	7
155	его не	3	7
156	также и	3	7
157	ту же	1	7
158	в целом	3	7
159	дурак и	1	7
160	что в	19	6
161	и здесь	15	6
162	дело с	2	6
163	даже в	5	6
164	в одном	8	6
165	ни в	2	6
166	другой стороны	7	6
167	по себе	4	6
168	именно в	5	6
169	роль в	3	6
170	себя и	2	6
171	большей или	2	6
172	автор не	1	6
173	говорить о	1	6
174	связан с	4	6
175	в качестве	8	6
176	xix века	2	6
177	лежит в	2	6
178	а также	2	6
179	мира и	1	6
180	на этом	3	6
181	например у	2	6
182	хотя бы	5	6
183	между тем	2	6
184	стороны и	1	6
185	нем и	1	6
186	или меньшей	2	6
187	между словом	1	6
188	он в	5	6
189	точку зрения	3	6
190	которые в	3	6
191	ничего не	6	6
192	должна быть	5	5
193	героя в	6	5
194	не как	3	5
195	а затем	4	5
196	в результате	2	5
197	они не	8	5
198	по отношению	6	5
199	вместе с	13	5
200	не менее	7	5
201	о том	12	5
202	но оно	4	5
203	его и	6	5
204	и более	3	5
205	вне его	1	5
206	мы не	12	5
207	для того	1	5
208	только на	2	5
209	связанных с	2	5
210	той же	1	5
211	отношению к	6	5
212	но он	5	5
213	в дальнейшем	6	5
214	остается в	1	5
215	уже в	2	5
216	хотя и	1	5
217	этом отношении	1	5
218	и этим	3	5
219	как его	1	5
220	или даже	3	5
221	должен быть	3	5
222	в других	3	5
223	а как	2	5
224	эти формы	3	5
225	не знает	7	5
226	и может	1	5
227	не с	3	5
228	почти всегда	1	5
229	меньшей степени	1	5
230	конца и	1	5
