N	3gram	Potebnia_M	Analitik
1	в том что	22	25
2	не может быть	7	19
3	по отношению к	10	18
4	в то же	8	16
5	о том что	5	15
6	в данном случае	3	14
7	то же время	8	14
8	к тому же	1	13
9	на наш взгляд	1	11
10	с другой стороны	4	9
11	в свою очередь	6	9
12	в том чтобы	4	9
13	по крайней мере	8	9
14	подобно тому как	3	9
15	с одной стороны	4	9
16	значении этого слова	1	8
17	состоит в том	1	8
18	с точки зрения	2	8
19	как и в	3	8
20	не только в	4	8
21	в этом отношении	2	8
22	в свое время	1	7
23	в таком случае	2	7
24	во всяком случае	3	7
25	что иное как	1	7
26	тем не менее	7	6
27	одного и того	2	6
28	так или иначе	1	6
29	и того же	2	6
30	не что иное	1	6
31	не только не	4	5
32	есть не что	1	5
33	но и в	4	5
34	в этом случае	2	5
35	лишь в том	1	4
36	здесь не только	1	4
37	в самом деле	1	4
38	для того чтобы	5	4
39	не в том	6	4
40	и тем самым	1	4
41	в произведении искусства	3	4
42	и не может	1	4
43	и в этом	1	4
44	большей или меньшей	1	4
45	и не в	1	4
46	в этом смысле	2	4
47	из того что	1	4
48	том что он	2	4
49	сама по себе	3	4
50	быть не может	2	3
51	и тот же	2	3
52	и как бы	2	3
53	и то что	3	3
54	и т п	7	3
55	хотя бы и	1	3
56	далеко не всегда	1	3
57	сам по себе	9	3
58	сами по себе	3	3
59	бы то ни	1	3
60	в первом случае	2	3
61	между тем как	4	3
62	а в том	5	3
63	то ни было	1	3
64	а не в	1	3
65	то же самое	3	3
66	а не с	1	3
67	то есть в	1	3
68	тогда как в	2	3
69	и в самом	3	3
70	можно сказать что	3	3
71	и той же	4	3
72	в противном случае	1	3
73	дело в том	1	3
74	одной и той	4	3
75	не могут быть	3	3
76	между тем в	1	3
77	что он не	3	2
78	не только к	1	2
79	и тогда когда	1	2
80	но в таком	1	2
81	внутреннего и внешнего	1	2
82	более или менее	6	2
83	друг с другом	1	2
84	до сих пор	4	2
85	того что в	1	2
86	смысле этого слова	9	2
87	а тем более	2	2
88	в каждом отдельном	1	2
89	и то же	7	2
90	что не есть	1	2
91	к тому что	3	2
92	так и на	1	2
93	могли бы быть	2	2
94	в этих случаях	1	2
95	в том и	1	2
96	они могут быть	1	2
97	вместе с ним	1	2
98	на то что	3	2
99	заключается в том	1	2
100	в сравнении с	1	2
101	один и тот	2	2
102	здесь как и	1	2
103	в таких случаях	2	2
104	не в состоянии	4	2
105	того и другого	2	2
106	и к тому	1	2
107	тем более что	1	2
108	а между тем	6	2
109	до тех пор	5	2
110	не говоря уже	1	2
111	со всех сторон	3	2
112	в эту минуту	4	2
113	одно и то	7	2
114	состоит не в	2	2
115	в себе не	2	2
116	не есть ни	4	2
117	на первый взгляд	1	2
118	говоря уже о	1	2
119	что же касается	1	2
120	нет и не	1	2
121	упускать из виду	2	2
122	не следует однако	2	2
123	из виду что	2	1
124	для него самого	1	1
125	потому что я	1	1
126	тех пор пока	2	1
127	он не видит	1	1
128	прибавим к этому	1	1
129	а и е	1	1
130	вообще но и	1	1
131	а а и	1	1
132	этого слова в	2	1
133	я в себе	1	1
134	в целом как	1	1
135	себе еще не	1	1
136	это далеко не	1	1
137	в себе в	1	1
138	в действительности и	1	1
139	по себе а	4	1
140	в художественном произведении	1	1
141	только не противоречит	1	1
142	в одном слове	1	1
143	в себе все	1	1
144	быть может не	1	1
145	себя и что	1	1
146	одним из первых	1	1
147	в каком она	1	1
148	никакого понятия о	1	1
149	к субъекту и	1	1
150	самом деле в	1	1
151	но если бы	1	1
152	есть не столько	1	1
153	та и другая	2	1
154	не имеет места	1	1
155	то есть вне	1	1
156	лично для себя	1	1
157	в том же	2	1
158	существует независимо от	1	1
159	не могут иметь	1	1
160	тогда когда оно	2	1
161	сказать и о	1	1
162	не говоря о	2	1
163	по отношению ко	1	1
164	друг от друга	2	1
165	бы ни был	2	1
166	однако в силу	1	1
167	уже потому что	1	1
168	и если бы	1	1
169	в том случае	2	1
170	чем и состоит	1	1
171	том и состоит	1	1
172	именно потому что	1	1
173	те же самые	1	1
174	с этой стороны	2	1
175	по себе еще	1	1
176	тем более в	1	1
177	само по себе	6	1
178	нельзя сказать что	2	1
179	а потому и	1	1
180	и таким образом	1	1
181	при мысли о	1	1
182	таким образом в	1	1
183	виде в каком	1	1
184	из них не	2	1
185	тем самым и	1	1
186	слова или точнее	1	1
187	том виде в	1	1
188	что как бы	1	1
189	и та и	2	1
190	и тем же	4	1
191	этих рядов в	1	1
192	без которого не	1	1
193	бы и в	2	1
194	самим по себе	1	1
195	себе путь через	1	1
196	оно и не	1	1
197	что даже в	1	1
198	при всей своей	1	1
199	только то что	1	1
200	его как бы	1	1
201	по его собственной	1	1
202	об одном из	2	1
203	и сам по	1	1
204	один из многих	1	1
205	с ними в	2	1
206	все равно он	1	1
207	носит в себе	1	1
208	он в то	1	1
209	том смысле что	2	1
210	личные местоимения не	1	1
211	имея в виду	1	1
212	слово есть выражение	1	1
213	и в том	3	1
214	уже не могут	1	1
215	может иметь место	1	1
216	в этом последнем	2	1
217	с другой и	1	1
218	другие но и	1	1
219	не есть имя	1	1
220	возможно только в	2	1
221	может и не	1	1
222	не только по	3	1
223	в одном из	1	1
224	том случае если	1	1
225	того о ком	1	1
226	как в произведении	1	1
227	его как и	1	1
228	слова до тех	1	1
229	вместе с тем	5	1
230	языка и в	1	1
231	от них самих	1	1
232	в большинстве случаев	2	1
233	ни прибавить ни	1	1
234	каков бы ни	1	1
235	а вместе с	1	1
236	форма в которой	3	1
237	и может быть	2	1
238	до такой степени	3	1
239	в том смысле	6	1
240	языка то есть	1	1
241	нас а в	1	1
242	в чем и	1	1
243	не заставит нас	1	1
244	совмещает в себе	1	1
245	и быть может	1	1
246	еще не умеет	1	1
247	не должно бы	1	1
248	уже не к	1	1
249	к этому что	1	1
250	как один из	1	1
251	в себе самом	1	1
252	но и к	1	1
253	только в том	5	1
254	того что мы	2	1
255	в слове как	1	1
256	в нас самих	1	1
257	тем что у	1	1
258	в то время	7	1
259	а не как	2	1
260	и та же	2	1
261	то и другое	3	1
262	в большей или	1	1
263	одной из этих	1	1
264	то есть от	2	1
265	она ни была	1	1
266	он может быть	1	1
267	вопрос о том	1	1
268	и в разных	1	1
269	несмотря на свою	1	1
270	и тем что	1	1
271	что в произведении	1	1
272	том что одно	1	1
