N	2gram	Vygotskiy_	OGranits
1	и в	33	13
2	и его	6	12
3	прежде всего	5	9
4	может быть	15	8
5	и не	18	8
6	не может	31	8
7	в его	15	7
8	и т.п	2	7
9	и их	4	7
10	точки зрения	27	7
11	таким образом	30	6
12	не только	28	6
13	мы должны	13	6
14	только в	21	6
15	то что	48	6
16	как бы	11	6
17	языка и	6	5
18	хотя бы	5	5
19	с точки	12	5
20	и т.д	6	5
21	в процессе	37	5
22	все же	5	5
23	и наконец	3	5
24	в каждом	1	4
25	мы можем	15	4
26	не является	7	4
27	мы не	6	4
28	то же	12	4
29	еще и	3	4
30	было бы	18	4
31	все это	2	4
32	в сознании	5	4
33	слов и	3	4
34	в школе	16	4
35	лишь в	1	4
36	в своей	5	4
37	в двух	1	4
38	но мы	7	4
39	но в	9	4
40	вопроса о	5	4
41	с этим	9	3
42	что в	33	3
43	к одному	4	3
44	и то	9	3
45	со всей	1	3
46	т.п и	1	3
47	связана с	2	3
48	и уже	1	3
49	так и	8	3
50	не как	3	3
51	говорить о	3	3
52	одно и	2	3
53	есть прежде	1	3
54	в одном	3	3
55	не столько	3	3
56	за пределы	4	3
57	отношению к	19	3
58	по отношению	19	3
59	слово в	3	3
60	поставить вопрос	1	3
61	в пределах	6	3
62	в их	4	3
63	при анализе	4	3
64	в ее	1	3
65	здесь мы	1	3
66	самом деле	9	3
67	не в	10	3
68	в которой	8	3
69	что же	2	3
70	и все	2	3
71	общего с	3	3
72	но для	3	3
73	в себе	4	3
74	так как	20	3
75	да и	1	3
76	но и	14	3
77	и для	3	3
78	как и	13	3
79	ничего общего	6	3
80	точку зрения	1	3
81	никогда не	10	3
82	в области	19	2
83	своего рода	1	2
84	в самом	10	2
85	во всем	2	2
86	нет ничего	1	2
87	которые только	2	2
88	и к	7	2
89	представляет себе	3	2
90	что они	8	2
91	того или	1	2
92	может иметь	3	2
93	форм и	2	2
94	мы видим	6	2
95	иное как	2	2
96	в данном	4	2
97	мы уже	4	2
98	и наиболее	2	2
99	а как	1	2
100	в своих	5	2
101	в этом	43	2
102	этой проблемы	1	2
103	что иное	2	2
104	в общем	1	2
105	в целях	2	2
106	случае и	2	2
107	данном случае	3	2
108	на язык	1	2
109	которое мы	1	2
110	с одной	10	2
111	мог бы	1	2
112	в течение	1	2
113	которое может	1	2
114	входит в	1	2
115	для себя	1	2
116	и при	4	2
117	одной стороны	10	2
118	который мы	2	2
119	в другом	7	2
120	при этом	9	2
121	несмотря на	3	2
122	между тем	5	2
123	в полном	1	2
124	для него	9	2
125	речи не	4	2
126	только его	2	2
127	в этот	4	2
128	особенностей в	1	2
129	и тем	5	2
130	в руках	1	2
131	с помощью	32	2
132	и может	4	2
133	смысле слова	1	2
134	те же	6	2
135	связанные с	6	2
136	ее в	3	2
137	не исчерпывается	1	2
138	в том	44	2
139	в которую	1	2
140	с этой	8	2
141	высказывание и	1	2
142	что эта	7	2
143	и является	6	2
144	в тех	2	2
145	в отношении	18	2
146	конечно в	1	2
147	вслед за	3	2
148	другой стороны	9	2
149	представлений и	3	2
150	сознания и	3	2
151	во времени	1	2
152	не что	2	2
153	но так	1	2
154	не на	5	2
155	отношений между	4	2
156	от этого	1	2
157	так же	22	2
158	думать что	1	2
159	в них	3	2
160	самого начала	8	2
161	а в	5	2
162	связанных с	1	2
163	если бы	13	2
164	себе что	1	2
165	о языке	1	2
166	их внутренней	1	2
167	еще в	3	2
168	в ней	2	2
169	с самого	8	2
170	тем что	12	2
171	и др	1	2
172	языковых форм	2	2
173	могут быть	7	2
174	вовсе не	2	2
175	в действительности	6	2
176	может в	1	2
177	его на	2	2
178	учение о	3	2
179	в связи	6	2
180	имеет место	4	2
181	в зависимости	2	2
182	во всей	3	2
183	с ними	4	2
184	материал в	1	2
185	может стать	2	2
186	вне всякой	1	2
187	все эти	9	2
188	с другой	11	2
189	как в	7	2
190	не менее	4	2
191	нуждается в	3	2
192	не имеет	7	2
193	там где	2	2
194	к предмету	2	2
195	в структуре	1	2
196	том что	41	2
197	в нем	10	2
198	уже в	4	2
199	и следовательно	7	2
200	и дифференциации	1	2
201	или иного	1	2
202	языка но	1	2
203	зависимости от	3	2
204	не мог	1	2
205	а не	14	2
206	всей своей	1	2
207	в чем	10	2
208	в целом	8	2
209	и ее	2	2
210	тот же	7	2
211	подойти к	1	2
212	к тому	14	2
213	есть не	3	2
214	слова и	3	2
215	бы в	6	2
216	более того	1	2
217	разумеется что	1	2
218	и подобно	2	1
219	данной области	1	1
220	вывод к	1	1
221	его к	2	1
222	самое слово	2	1
223	всего в	1	1
224	только одно	1	1
225	поскольку она	1	1
226	как к	1	1
227	о сущности	1	1
228	появляется и	1	1
229	к которому	7	1
230	внутренним развитием	1	1
231	языка в	1	1
232	грамматики мы	1	1
233	состоит не	2	1
234	к речи	1	1
235	обычно в	1	1
236	находятся в	3	1
237	то он	1	1
238	несомненно что	1	1
239	о влиянии	2	1
240	зрения и	1	1
241	для всех	2	1
242	находит свое	2	1
243	в данную	1	1
244	который пытается	1	1
245	только к	4	1
246	и других	7	1
247	и он	3	1
248	является для	2	1
249	мышления в	4	1
250	один из	4	1
251	и здесь	2	1
252	рождения и	1	1
253	вообще в	2	1
254	образом мы	2	1
255	уже из	2	1
256	этого необходимо	1	1
257	что язык	1	1
258	то это	2	1
259	отличие от	3	1
260	вопрос о	15	1
261	пределы только	1	1
262	как же	2	1
263	что мы	11	1
264	на этом	8	1
265	этим путем	1	1
266	они не	7	1
267	подробно на	1	1
268	ориентироваться не	1	1
269	которую мы	3	1
270	его мышления	1	1
271	ведь в	1	1
272	языке и	1	1
273	на нем	2	1
274	языкового развития	2	1
275	связей т.е	1	1
276	не имеют	4	1
277	мысль что	6	1
278	только что	6	1
279	само собой	3	1
280	тесно связана	1	1
281	внутри которых	1	1
282	которая как	2	1
283	можем установить	1	1
284	которые не	5	1
285	или только	1	1
286	должно быть	10	1
287	того как	6	1
288	если он	4	1
289	моменты в	1	1
290	чужого языка	1	1
291	в самых	4	1
292	которой он	1	1
293	в чрезвычайно	1	1
294	может возникнуть	2	1
295	о значении	1	1
296	и социальной	1	1
297	не могу	1	1
298	на том	4	1
299	есть одно	1	1
300	не имеющие	1	1
301	такого рода	1	1
302	но при	2	1
303	эти слова	1	1
304	более или	1	1
305	это особенно	1	1
306	может идти	3	1
307	внимание на	1	1
308	теперь мы	1	1
309	наметить хотя	1	1
310	потому что	40	1
311	отношения не	1	1
312	что категория	1	1
313	на первом	1	1
314	должны быть	2	1
315	от первого	1	1
316	того чтобы	26	1
317	бы по	1	1
318	подражания как	1	1
319	же как	9	1
320	или иных	2	1
321	между отдельными	2	1
322	всю совокупность	1	1
323	и более	8	1
324	мы имеем	4	1
325	и у	1	1
326	также и	2	1
327	ту же	5	1
328	может овладеть	1	1
329	и речи	1	1
