N	3gram	Vygotskiy_	Myslijsy
1	в том что	41	47
2	по отношению к	3	26
3	не может быть	5	19
4	заключает в себе	3	19
5	тем не менее	6	18
6	сам по себе	2	14
7	само по себе	3	14
8	в свою очередь	3	14
9	в том смысле	3	13
10	более или менее	3	12
11	смысле этого слова	10	12
12	с другой стороны	5	12
13	и в этом	2	12
14	до сих пор	3	12
15	только в том	4	12
16	во всяком случае	10	12
17	для того чтобы	14	11
18	сами по себе	4	11
19	подобно тому как	1	11
20	в то время	5	10
21	но тем не	1	10
22	с одной стороны	8	10
23	одного и того	5	9
24	и того же	5	9
25	то и другое	5	9
26	на то что	5	9
27	но и в	1	9
28	о том что	3	9
29	мы не можем	2	9
30	не могут быть	1	9
31	что и в	6	9
32	так и в	2	8
33	вместе с тем	11	8
34	только потому что	2	8
35	как бы ни	1	8
36	в этом случае	4	8
37	с тем что	4	8
38	в этом смысле	7	7
39	и то же	6	7
40	не только не	1	7
41	сама по себе	1	7
42	и в том	1	7
43	в слове и	1	7
44	с точки зрения	11	7
45	как и в	3	7
46	можно сказать что	1	7
47	не в состоянии	1	7
48	и той же	5	7
49	потому что мы	1	7
50	одно и то	6	7
51	одной и той	5	7
52	не только в	1	7
53	и как бы	2	6
54	может быть не	1	6
55	друг от друга	2	6
56	вместе с этим	2	6
57	то же самое	9	6
58	то что мы	2	6
59	с самого начала	6	6
60	не заключает в	1	6
61	после того как	1	6
62	тем и другим	1	5
63	по себе а	1	5
64	в том случае	2	5
65	то же что	1	5
66	таким образом что	6	5
67	между тем как	4	5
68	с тем и	4	5
69	и таким образом	1	5
70	по себе не	1	5
71	к тому что	1	5
72	с этим последним	1	5
73	что мы называем	1	5
74	то что в	3	5
75	и то что	3	5
76	мы видели что	4	4
77	мы не знаем	2	4
78	что мы не	2	4
79	и тот же	6	4
80	в том же	1	4
81	но и по	1	4
82	том смысле что	2	4
83	в собственном смысле	12	4
84	с этой точки	4	4
85	но на деле	1	4
86	все более и	1	4
87	или лучше сказать	1	4
88	в данном случае	1	4
89	между тем и	1	4
90	тем что мы	1	4
91	и тем же	4	4
92	в том чтобы	2	4
93	один и тот	6	4
94	и в самом	1	4
95	более и более	1	4
96	на этот вопрос	2	4
97	тех и других	1	4
98	не что иное	2	4
99	одним и тем	4	4
100	далеко не все	1	4
101	развивается только в	1	4
102	тем же словом	4	4
103	с таким образом	3	4
104	и что в	2	4
105	что иное как	2	4
106	в этом отношении	9	4
107	в том виде	4	4
108	обратить внимание на	1	4
109	то время как	5	4
110	точно так же	4	3
111	что он не	2	3
112	в каждом языке	2	3
113	как и во	1	3
114	одной стороны и	1	3
115	становится для нас	1	3
