N	2gram	Bakhtin_Fr	NovoeSre
1	а не	1	17
2	не может	9	16
3	и в	105	16
4	нового времени	17	12
5	и не	34	11
6	что в	4	9
7	истории и	2	9
8	в эпоху	17	9
9	в том	17	8
10	как не	1	8
11	жизни и	14	8
12	он не	3	8
13	в этом	22	7
14	может быть	11	7
15	средние века	12	7
16	в новой	2	7
17	это есть	1	7
18	культуры и	11	7
19	как и	15	7
20	общественной жизни	1	6
21	ни в	1	6
22	не знает	6	6
23	не в	4	6
24	лишь в	4	6
25	с его	9	6
26	но это	5	6
27	никогда не	11	6
28	и к	7	5
29	не только	24	5
30	в ней	7	5
31	все это	16	5
32	xix века	6	5
33	в жизни	7	5
34	в нем	16	5
35	с ее	3	5
36	должен быть	1	5
37	культуры в	4	5
38	перестает быть	3	4
39	и потому	14	4
40	по своему	9	4
41	не во	2	4
42	потому что	6	4
43	большую роль	1	4
44	xix и	2	4
45	это не	4	4
46	прежде всего	26	4
47	в них	13	4
48	то что	7	4
49	не было	3	4
50	новое время	4	4
51	и все	7	4
52	не менее	2	4
53	античного мира	1	4
54	и для	3	4
55	эпохи и	1	4
56	о том	5	4
57	наше время	1	4
58	во всех	13	3
59	в наши	2	3
60	в наше	1	3
61	и пр	5	3
62	должна быть	1	3
63	она не	2	3
64	тому как	2	3
65	к средневековью	1	3
66	отдельных людей	1	3
67	в ее	5	3
68	эти формы	5	3
69	что такое	1	3
70	за пределы	10	3
71	стремится к	1	3
72	конечно не	2	3
73	подобно тому	2	3
74	в истории	5	3
75	не существует	1	3
76	в новое	5	3
77	в духе	9	3
78	с другой	3	3
79	в основе	8	3
80	в средние	13	3
81	к ним	1	3
82	сказать что	12	3
83	наряду с	2	3
84	и начало	3	3
85	духа и	3	3
86	с тем	1	3
87	к жизни	2	3
88	xx веков	1	3
89	не есть	1	3
90	в своей	8	3
91	в мире	1	3
92	как в	6	3
93	жизни в	8	3
94	но и	20	3
95	это было	2	3
96	наши дни	1	3
97	к тому	3	3
98	которые господствовали	1	3
99	человека и	4	3
100	еще не	8	3
101	от всякого	3	2
102	с этим	1	2
103	все они	1	2
104	центр тяжести	1	2
105	и от	3	2
106	еще до	1	2
107	и весь	1	2
108	это и	3	2
109	ни к	2	2
110	в центре	1	2
111	возвращается к	1	2
112	не могли	1	2
113	на протяжении	9	2
114	эпоху когда	1	2
115	с одной	2	2
116	хотя бы	2	2
117	мы не	1	2
118	нем нет	1	2
119	того чтобы	3	2
120	вот почему	1	2
121	хотя и	4	2
122	сильнее и	1	2
123	так и	16	2
124	нашего времени	1	2
125	как это	1	2
126	самой жизни	4	2
127	этот мир	2	2
128	но она	1	2
129	культура средневековья	4	2
130	сама жизнь	3	2
131	думать что	2	2
132	одной стороны	2	2
133	не могла	2	2
134	можно было	4	2
135	другой стороны	1	2
136	времени и	9	2
137	с их	7	2
138	у него	2	2
139	место в	4	2
140	к самой	1	2
141	свободы и	1	2
142	а в	4	2
143	и даже	10	2
144	века и	8	2
145	и формы	1	2
146	в свои	1	2
147	и с	8	2
148	государство и	1	2
149	вернуться к	1	2
150	связана с	8	2
151	по существу	2	2
152	жизни как	3	2
153	для этого	1	2
154	нет и	2	2
155	xviii века	2	2
156	могут быть	4	2
157	и культуры	1	2
158	в себе	7	2
159	том чтобы	1	2
160	и на	25	2
161	уже не	3	2
162	я не	1	2
163	не знал	1	2
164	века но	1	2
165	что все	1	2
166	глубины и	1	2
167	времени в	1	2
168	все эти	15	2
169	есть в	6	2
170	такой же	1	2
171	вместе с	1	2
172	который в	1	2
173	общества и	1	2
174	одна из	5	2
175	стремление к	2	2
176	жизнью в	2	2
177	мира и	4	2
178	роль в	6	2
179	но не	7	2
180	в то	5	2
181	века были	2	2
182	должно было	2	2
183	том что	9	2
184	в мировой	1	2
185	ведь и	1	2
186	бытия в	1	2
187	мир и	3	2
188	так же	2	2
189	для нового	2	2
190	xix век	1	2
191	и это	3	2
192	в смысле	2	2
193	но для	3	2
194	в одну	1	2
195	но в	16	2
196	и т.п	26	2
197	мысли в	1	2
198	мысли и	4	2
199	формы и	7	2
200	средневековья и	12	2
201	не к	2	2
202	связаны с	5	2
203	в той	5	1
204	совсем иные	1	1
205	жить только	1	1
206	новой эпохи	1	1
207	своего рода	2	1
208	и мир	1	1
209	в самом	7	1
210	начиная со	1	1
211	ближе к	1	1
212	во всем	5	1
213	мир все	1	1
214	уже во	1	1
215	нет ничего	3	1
216	они являются	4	1
217	для борьбы	1	1
218	особенно для	1	1
219	ее на	1	1
220	что совершается	1	1
221	средневековая культура	1	1
222	был и	4	1
223	и просвещения	1	1
224	бесконечность не	1	1
225	шекспира и	5	1
226	возврата и	1	1
227	можно сказать	4	1
228	вернуть к	1	1
229	и старое	2	1
230	свое высшее	1	1
231	все что	2	1
232	человек как	1	1
233	человека в	1	1
234	эту эпоху	5	1
235	это одна	1	1
236	возникают не	1	1
237	во все	2	1
238	но оно	1	1
239	для всех	1	1
240	в более	4	1
241	это конечно	1	1
242	истории более	1	1
243	до сих	7	1
244	мире а	1	1
245	время но	1	1
246	и человека	2	1
247	бы к	1	1
248	как ни	1	1
249	и более	4	1
250	и этот	1	1
251	он требует	2	1
252	в котором	1	1
253	по преимуществу	3	1
254	и мира	2	1
255	значение в	1	1
256	и всех	1	1
257	пр в	1	1
258	франции и	1	1
259	выходит за	5	1
260	что этот	1	1
261	отличие от	5	1
262	что будет	1	1
263	мир в	3	1
264	глубине своей	1	1
265	рода и	1	1
266	же и	1	1
267	нельзя сказать	2	1
268	они не	1	1
269	из них	7	1
270	перестал быть	1	1
271	к ней	2	1
272	был уже	1	1
273	века тогда	1	1
274	пришли к	1	1
275	будущее и	1	1
276	жить в	1	1
277	о человеке	2	1
278	культуре и	2	1
279	мы уже	18	1
280	нас и	1	1
281	т.е к	1	1
282	своей природе	1	1
283	уже давно	1	1
284	народной стихии	1	1
285	мира мира	1	1
286	уже в	5	1
287	эти слова	1	1
288	на ее	1	1
289	к себе	3	1
290	в значительной	9	1
291	от мира	2	1
292	и имеет	1	1
293	в состоянии	3	1
294	для себя	1	1
295	иного мира	1	1
296	из этих	7	1
297	во всяком	2	1
298	нового дня	1	1
299	средневековья в	7	1
300	его было	2	1
301	том числе	10	1
302	все свои	1	1
303	культуры мы	1	1
304	смысле в	1	1
305	всего мира	3	1
306	в покое	1	1
307	земли и	5	1
308	средневековье не	1	1
309	всех великих	1	1
310	одну из	2	1
311	с миром	3	1
312	эту природу	1	1
313	но также	1	1
314	для того	2	1
315	новому времени	1	1
316	он часто	1	1
317	страшным и	1	1
318	мы всегда	2	1
319	жизни во	1	1
320	воспринимаются как	1	1
321	вся жизнь	1	1
322	этой системе	1	1
323	не для	2	1
324	на всех	5	1
325	своем развитии	1	1
326	это значит	1	1
327	не всегда	1	1
328	а это	1	1
329	в этот	1	1
330	средневековые люди	2	1
331	сторона жизни	1	1
332	господствующей в	1	1
333	имея в	1	1
334	это уже	4	1
335	он и	3	1
336	времени которое	1	1
337	что вся	1	1
338	было бы	4	1
339	мы должны	2	1
340	философской мысли	1	1
341	себе отношения	1	1
342	в сущности	20	1
343	в формах	3	1
344	о формах	1	1
345	другого мира	1	1
346	культуры на	2	1
347	тогда был	1	1
348	средневековья а	1	1
349	в его	24	1
350	значительной степени	4	1
351	в вечной	1	1
352	когда она	1	1
353	средних веков	5	1
354	от этой	1	1
355	мы в	1	1
356	и вся	2	1
357	значение для	2	1
358	и их	3	1
359	в которую	1	1
360	говорить о	1	1
361	господствовали в	1	1
362	во времена	1	1
363	культура была	1	1
364	мира то	2	1
365	вступает в	1	1
366	всего как	1	1
367	не были	4	1
368	и ему	1	1
369	есть и	2	1
