N	2gram	Vygotskiy_	Mirosoze
1	и в	33	97
2	может быть	15	64
3	не только	28	63
4	в этом	43	55
5	но и	14	54
6	он не	13	53
7	а не	14	53
8	в нем	10	49
9	не может	31	49
10	у него	8	47
11	и не	18	39
12	никогда не	10	38
13	в ней	2	37
14	потому что	40	37
15	не было	1	36
16	не в	10	34
17	и есть	8	33
18	для него	9	31
19	не есть	4	30
20	но он	8	30
21	как и	13	29
22	прежде всего	5	29
23	и он	3	27
24	но в	9	27
25	в своей	5	25
26	он был	1	25
27	и это	3	25
28	и все	2	24
29	у нас	4	24
30	ведет к	2	23
31	в своем	11	23
32	что в	33	23
33	что он	40	22
34	в самом	10	21
35	в себе	4	20
36	отношение к	12	20
37	как бы	11	19
38	до конца	3	19
39	в его	15	18
40	того что	34	17
41	и потому	3	17
42	том что	41	16
43	в том	44	16
44	то что	48	16
45	было бы	18	16
46	и его	6	16
47	в котором	2	15
48	не знает	6	15
49	в этой	8	15
50	в конце	3	14
51	она не	2	14
52	нет ничего	1	14
53	так как	20	14
54	и на	11	13
55	друг друга	1	13
56	привести к	2	12
57	в них	3	12
58	он сам	2	12
59	к нему	4	12
60	и у	1	12
61	но не	13	12
62	смысле слова	1	12
63	это не	8	12
64	все это	2	12
65	и к	7	11
66	с тем	9	11
67	хотя бы	5	11
68	в которой	8	11
69	только в	21	11
70	как в	7	11
71	и там	1	11
72	но это	4	11
73	и для	3	11
74	жизни и	2	11
75	то же	12	10
76	так же	22	10
77	для человека	1	10
78	один из	4	10
79	должна быть	7	10
80	не могут	7	10
81	не имеет	7	10
82	это и	3	10
83	связана с	2	10
84	в самой	1	10
85	есть не	3	10
86	все что	2	9
87	из самых	1	9
88	к тому	14	9
89	не мог	1	9
90	должно быть	10	9
91	что и	11	9
92	я не	6	9
93	доходит до	1	9
94	он уже	1	9
95	с ним	6	9
96	вместе с	9	9
97	в свою	5	9
98	и во	2	9
99	а в	5	9
100	лишь в	1	9
101	от него	3	8
102	в этих	7	8
103	и с	7	8
104	тем что	12	8
105	о том	13	8
106	вопрос о	15	8
107	себя в	4	8
108	что не	2	8
109	за пределы	4	8
110	что есть	1	8
111	не так	1	8
112	в отношении	18	8
113	еще в	3	8
114	того чтобы	26	8
115	отношении к	2	8
116	с его	3	8
117	ничего не	6	8
118	они не	7	8
119	уже в	4	8
120	для того	20	8
121	во всем	2	7
122	в духе	1	7
123	если он	4	7
124	не существует	1	7
125	в нашем	5	7
126	что все	9	7
127	точки зрения	27	7
128	человеку и	2	7
129	она есть	1	7
130	те же	6	7
131	чем в	6	7
132	что она	3	7
133	на этом	8	7
134	от нее	1	7
135	в жизни	2	7
136	отношения к	2	7
137	себя и	2	7
138	более чем	1	7
139	он в	3	7
140	мог бы	1	7
141	но если	7	7
142	высшей степени	3	7
143	в высшей	3	7
144	должен быть	1	7
145	не могу	1	7
146	также и	2	7
147	как он	7	7
148	к другу	4	6
149	самого себя	1	6
150	есть прежде	1	6
151	с этой	8	6
152	не как	3	6
153	увидим что	1	6
154	на пути	1	6
155	и те	2	6
156	всего в	1	6
157	что у	4	6
158	прийти к	1	6
159	его в	6	6
160	у них	1	6
161	совсем не	1	6
162	можно было	11	6
163	по своей	7	6
164	и от	2	6
165	и здесь	2	6
166	друг к	3	6
167	что это	1	6
168	его на	2	6
169	это есть	5	6
170	если бы	13	6
171	в которых	2	6
172	бы не	1	6
173	в ее	1	6
174	того как	6	6
175	не способен	3	6
176	должен был	3	6
177	и более	8	6
178	на все	7	6
179	нет у	2	6
180	тех которые	1	6
181	и человека	2	6
182	его не	1	6
183	к ней	1	6
184	на то	6	6
185	еще не	11	5
186	бы в	6	5
187	которые не	5	5
188	мысли и	7	5
189	и как	7	5
190	отличается от	2	5
191	с этим	9	5
192	во всяком	4	5
193	для этого	3	5
194	мы увидим	3	5
195	говорит что	7	5
196	чем его	3	5
197	до того	4	5
198	перед ним	1	5
199	сказать что	18	5
200	к которому	7	5
201	все время	3	5
202	на протяжении	2	5
203	после того	2	5
204	и вместе	1	5
205	должно привести	1	5
206	от этого	1	5
207	сих пор	3	5
208	вопроса о	5	5
209	должны быть	2	5
210	в то	5	5
211	который был	1	5
212	для чего	1	5
213	означает что	1	5
214	когда он	3	5
215	до сих	3	5
216	в царстве	1	5
217	оно не	2	5
218	да и	1	5
219	его и	4	5
220	то он	1	5
221	в основе	12	5
222	той же	7	5
223	не стоит	1	5
224	тот же	7	5
225	в более	2	5
226	этот процесс	5	5
227	которых он	2	5
228	так и	8	5
229	в их	4	5
230	сознания но	1	5
231	думать что	1	5
232	к новому	1	5
233	как будто	2	5
234	в той	8	4
235	что было	2	4
236	в центре	2	4
237	в момент	4	4
238	к этой	3	4
239	еще более	5	4
240	на деле	1	4
241	в своих	5	4
242	и даже	3	4
243	отношением к	3	4
244	в такой	5	4
245	сам не	2	4
246	в него	1	4
247	по отношению	19	4
248	не что	2	4
249	его собственной	2	4
250	есть также	1	4
251	что они	8	4
252	мы видим	6	4
253	что иное	2	4
254	в каждом	1	4
255	и этим	1	4
256	лежит в	5	4
257	была в	1	4
258	тому что	14	4
259	время как	4	4
260	в свете	4	4
261	себе и	1	4
262	в чем	10	4
263	а для	1	4
264	а с	3	4
265	должен привести	1	4
266	отношение между	4	4
267	так что	8	4
268	мысль что	6	4
269	и что	18	4
270	и никогда	1	4
271	и по	5	4
272	от всякого	2	4
273	тогда когда	10	4
274	ни в	1	4
275	и тот	5	4
276	но на	2	4
277	с ней	3	4
278	в начале	2	4
279	то время	4	4
280	как о	1	4
281	от его	1	4
282	никто не	2	4
283	к другому	3	4
284	же есть	1	4
285	по сравнению	9	4
286	и тогда	1	4
287	в середине	1	4
288	толстой и	2	4
289	в истории	3	4
290	может ли	2	4
291	к миру	1	4
292	только с	1	4
293	он должен	9	4
294	как к	1	4
295	могут быть	7	4
296	может не	3	4
297	мы не	6	4
298	сознания и	3	4
299	все равно	2	4
300	способен к	1	4
301	все эти	9	4
302	есть в	2	4
303	по своему	4	4
304	путь к	1	4
305	начинается в	2	4
306	свою противоположность	1	4
307	значит что	6	4
308	и их	4	4
309	от того	8	4
310	его отношение	3	4
311	отношению к	19	4
312	место в	2	4
313	и только	4	4
314	конце концов	2	4
315	иное как	2	4
316	является в	2	3
317	вращается вокруг	1	3
318	этого необходимо	1	3
319	и всю	1	3
320	закона и	1	3
321	это значит	5	3
322	о чем	3	3
323	есть один	1	3
324	в виду	4	3
325	ко всем	1	3
326	стоит в	5	3
327	мысль о	1	3
328	всегда остается	1	3
329	все же	5	3
330	этого вопроса	5	3
331	ответить на	4	3
332	то это	2	3
333	в динамике	1	3
334	считает себя	1	3
335	входит в	1	3
336	в этот	4	3
337	с трудом	1	3
338	одной и	3	3
339	в одном	3	3
340	и когда	1	3
341	приходит к	6	3
342	значительной степени	1	3
343	но этот	3	3
344	с другим	1	3
345	приходят к	1	3
346	идет дальше	2	3
347	находится в	2	3
348	есть по	1	3
349	знает только	1	3
350	к этому	7	3
351	на том	4	3
352	в состоянии	6	3
353	хотя и	1	3
354	и сама	1	3
355	и за	1	3
356	одним из	4	3
357	не остается	1	3
358	же как	9	3
359	но когда	2	3
360	во всех	3	3
361	остается в	1	3
362	на смену	1	3
363	начало в	1	3
364	всю свою	1	3
365	именно потому	3	3
366	ту же	5	3
367	между тем	5	3
368	эти слова	1	3
369	к этим	2	3
370	и тем	5	3
371	он принимает	1	3
372	должны были	3	3
373	этот путь	2	3
374	не значит	1	3
375	с которым	2	3
376	раньше чем	8	3
377	и самый	2	3
378	были бы	1	3
379	и самое	1	3
380	для себя	1	3
381	учение о	3	3
382	со всеми	2	3
383	все его	1	3
384	с таким	4	3
385	их и	2	3
386	и русская	1	3
387	и будет	1	3
388	в пределах	6	3
389	к его	4	3
390	приводит к	10	3
391	ли он	1	3
392	сравнению с	9	3
393	не до	2	3
394	только одно	1	3
395	все три	2	3
396	сознание и	2	3
397	есть одно	1	3
398	и поэтому	2	3
399	не быть	1	3
400	своему значению	2	3
401	только один	4	3
402	которую он	1	3
403	и той	3	3
404	что же	2	3
405	тому как	6	3
406	принадлежит к	2	3
407	всякий раз	1	3
408	на этот	9	3
409	он может	5	3
410	всяком случае	2	3
411	и после	1	3
412	из него	3	3
413	же он	1	3
414	обратиться к	2	3
415	поэтому он	2	3
416	и то	9	3
417	что оно	9	3
418	это особенно	1	3
419	ничего кроме	3	3
420	не достигает	1	3
421	для нас	1	3
422	в ином	3	3
423	она никогда	1	3
424	но с	2	3
425	долгое время	1	3
426	он никогда	1	3
427	и глубже	1	3
428	на его	4	3
429	об этом	1	3
430	в самых	4	3
431	что всякий	2	3
432	мы должны	13	3
433	но она	1	3
434	не с	2	3
435	и всегда	1	3
436	его до	1	3
437	и ничего	1	3
438	но для	3	3
439	на большую	1	2
440	с которой	2	2
441	с которыми	2	2
442	в единую	1	2
443	что если	6	2
444	вообще не	5	2
445	ко второй	1	2
446	и своего	1	2
447	под его	1	2
448	я знаю	1	2
449	и переходит	1	2
450	них есть	1	2
451	в первых	1	2
452	не столько	3	2
453	этом направлении	1	2
454	до последнего	1	2
455	по себе	8	2
456	их не	1	2
457	и сам	1	2
458	и внутри	1	2
459	на свою	2	2
460	уже на	3	2
461	много раз	1	2
462	более и	3	2
463	когда это	2	2
464	не менее	4	2
465	только для	2	2
466	через все	1	2
467	если в	4	2
468	а две	1	2
469	сошел с	1	2
470	не могли	1	2
471	в действительности	6	2
472	которой он	1	2
473	своей природе	4	2
474	в глаза	1	2
475	он отвергает	1	2
476	человека которая	1	2
477	вот почему	3	2
478	и другой	2	2
479	сознания в	3	2
480	из себя	1	2
481	невозможно уже	1	2
482	между двумя	4	2
483	но они	2	2
484	за собой	4	2
485	в чистом	1	2
486	с другой	11	2
487	в прошлом	2	2
488	ни одного	2	2
489	отношения и	2	2
490	нас на	1	2
491	он так	1	2
492	они должны	1	2
493	быть в	3	2
494	но к	1	2
495	во всей	3	2
496	понимал что	2	2
497	потребности в	2	2
498	оказывается что	1	2
499	не будут	1	2
500	нет никаких	2	2
501	вопрос и	1	2
502	того же	13	2
503	не имеющих	1	2
504	то в	7	2
505	эти пути	1	2
506	но из	1	2
507	стороны одной	1	2
508	такого рода	1	2
509	она в	1	2
510	это отношение	1	2
511	после этого	1	2
512	что такое	6	2
513	это верно	2	2
514	этими двумя	3	2
515	как можно	1	2
516	через всю	1	2
517	себе путь	1	2
518	связи с	9	2
519	и отношение	2	2
520	между ними	5	2
521	такова что	1	2
522	и характер	1	2
523	если я	4	2
524	в смысле	3	2
525	что их	2	2
526	на которую	1	2
527	могли бы	15	2
528	не означает	5	2
529	на высшую	8	2
530	природе своей	1	2
531	новых и	1	2
532	от которых	1	2
533	что эта	7	2
534	потребность в	4	2
535	если все	1	2
536	себя на	1	2
537	новое слово	1	2
538	верно и	1	2
539	когда мы	4	2
540	слова что	1	2
541	столь же	5	2
542	что без	1	2
543	его к	2	2
544	а как	1	2
545	во время	1	2
546	в мысли	8	2
547	ума это	1	2
548	и ее	2	2
549	и ту	1	2
550	средством для	2	2
551	повторяется в	1	2
552	а потому	3	2
553	во втором	2	2
554	вопросы о	1	2
555	может в	1	2
556	которой не	1	2
557	и менее	1	2
558	была бы	1	2
559	в сущности	17	2
560	сам по	1	2
561	находятся в	3	2
562	же что	1	2
563	подобно тому	6	2
564	и они	1	2
565	связанная с	3	2
566	если не	3	2
567	самом деле	9	2
568	их в	3	2
569	ему в	2	2
570	же о	1	2
571	оно всегда	1	2
572	к самым	1	2
573	том смысле	1	2
574	есть единственное	1	2
575	которая не	1	2
576	в каком	2	2
577	дальше и	2	2
578	есть какая-то	1	2
579	который с	2	2
580	что мы	11	2
581	своей собственной	2	2
582	он понял	1	2
583	не имеют	4	2
584	относится к	3	2
585	мы хотели	1	2
586	и уже	1	2
587	не потому	1	2
588	целый ряд	5	2
589	только это	1	2
590	а во	1	2
591	другого в	1	2
592	потому и	4	2
593	переход от	7	2
594	в сфере	9	2
595	неизбежно должен	1	2
596	что я	4	2
597	говорил что	1	2
598	бы сказать	4	2
599	он мог	1	2
600	этого слова	3	2
601	не видит	1	2
602	только потому	1	2
603	с того	3	2
604	его мысль	1	2
605	которому он	1	2
606	различие между	4	2
607	способность к	3	2
608	нас не	1	2
609	на что	1	2
610	тому чтобы	4	2
611	этом отношении	7	2
612	он и	1	2
613	или человек	1	2
614	ее в	3	2
615	что во	1	2
616	на самом	3	2
617	имел в	1	2
618	на одной	1	2
619	на помощь	1	2
620	смысле этого	2	2
621	с их	4	2
622	но эта	1	2
623	раз навсегда	2	2
624	к жизни	7	2
625	в какой	8	2
626	в уме	5	2
627	за которым	1	2
628	есть только	1	2
629	ней нет	1	2
630	нисколько не	2	2
631	это было	1	2
632	связаны с	1	2
633	имеют свою	1	2
634	к одному	4	2
635	протекает в	1	2
636	равно что	1	2
637	и других	7	2
638	ли может	1	2
639	он легко	1	2
640	две стороны	1	2
641	он принадлежит	1	2
642	не по	1	2
643	одни и	1	2
644	иное чем	1	2
645	на периферии	1	2
646	к тем	1	2
647	нужно было	1	2
648	отношений между	4	2
649	этого не	1	2
650	кто не	2	2
651	тем самым	13	2
652	на всю	2	2
653	прежде чем	2	2
654	и о	1	2
655	что за	1	2
656	в понимании	1	2
657	в плане	2	2
658	которые в	4	2
659	бы он	1	2
660	что путь	1	2
661	самого последнего	1	2
662	это означает	1	2
663	или иной	1	2
664	происходит в	3	2
665	тот и	1	2
666	о своих	1	2
667	все более	4	2
668	и новые	1	2
669	она существует	1	2
670	противоречии с	1	2
671	и слишком	1	2
672	как для	1	2
673	себе а	1	2
674	в сложном	1	1
675	существуют более	1	1
676	это на	3	1
677	новое и	1	1
678	для всех	2	1
679	которая была	1	1
680	только что	6	1
681	знает не	1	1
682	влияния и	1	1
683	бы даже	1	1
684	он ими	1	1
685	жизнь но	1	1
686	даже в	1	1
687	о пути	2	1
688	эта новая	1	1
689	он видит	1	1
690	этот момент	2	1
691	или нет	1	1
692	был поставлен	1	1
693	говорит о	4	1
694	отношении между	1	1
695	и простой	1	1
696	иное отношение	3	1
697	которое может	1	1
698	или потому	1	1
699	требует от	6	1
700	самых глубоких	1	1
701	в деле	1	1
702	от этих	1	1
703	другой стороны	9	1
704	но что	6	1
705	понимается как	1	1
706	мыслится как	1	1
707	связь с	1	1
708	как они	4	1
709	быть названа	1	1
710	ему но	1	1
711	по пути	1	1
712	он имеет	6	1
713	но все	2	1
714	невозможны никакие	1	1
715	из нее	5	1
716	каким образом	2	1
717	происходит не	1	1
718	бы каждый	1	1
719	вовсе для	1	1
720	и связь	1	1
721	из всего	1	1
722	бы все	2	1
723	и другим	2	1
724	двумя противоположными	1	1
725	не разрешает	1	1
726	целое и	1	1
727	на определенный	1	1
728	начинается с	2	1
729	существенным для	1	1
730	их из	2	1
731	выход из	1	1
732	на эту	1	1
733	неспособность к	2	1
734	почему это	1	1
735	является для	2	1
736	в природе	1	1
737	себе для	1	1
738	речь идет	1	1
739	в письме	1	1
740	обращение к	1	1
741	казалось бы	5	1
742	моменты в	1	1
743	понять как	2	1
744	он доходит	1	1
745	и того	8	1
746	что сознание	4	1
747	но может	1	1
748	это с	1	1
749	от тех	1	1
750	что этот	1	1
751	должна предшествовать	1	1
752	в вопросе	4	1
753	знал что	1	1
754	раз и	3	1
755	наоборот он	1	1
756	говорим что	2	1
757	другу как	1	1
758	не должен	1	1
759	одной стороны	10	1
760	ничто не	3	1
761	но во	1	1
762	в другом	7	1
763	но эти	1	1
764	порядком и	1	1
765	и должна	1	1
766	сила и	3	1
767	отвечает не	1	1
768	этой связи	1	1
769	из наших	1	1
770	если так	1	1
771	к проблеме	2	1
772	об отношении	2	1
773	оно было	1	1
774	с проблемой	2	1
775	же должен	1	1
776	говорить о	3	1
777	тогда оно	1	1
778	правда и	1	1
779	и при	4	1
780	которых она	1	1
781	а между	1	1
782	уже и	1	1
783	на практике	3	1
784	и потом	2	1
785	неизбежно должны	1	1
786	точке зрения	1	1
787	всего этого	1	1
788	означает не	1	1
789	всегда и	1	1
790	друг на	2	1
791	сознательном и	1	1
792	к ним	2	1
793	есть совершенно	2	1
794	как на	4	1
795	установить что	3	1
796	отношений и	5	1
797	самом начале	2	1
798	огромное значение	1	1
799	великолепно понимал	1	1
800	еще нет	1	1
801	с именем	1	1
802	в голове	2	1
803	наряду с	3	1
804	ключ к	1	1
805	что существует	1	1
806	тех случаях	1	1
807	как первичная	1	1
808	или нет?	1	1
809	такая же	1	1
810	не сознает	1	1
811	сущности и	1	1
812	не иначе	3	1
813	нигде не	2	1
814	в зависимости	2	1
815	не умеет	6	1
816	толстой он	1	1
817	быть поставлено	2	1
818	по поводу	3	1
819	является представителем	1	1
820	еще ни	1	1
821	еще у	1	1
822	распадается на	1	1
823	чем это	2	1
824	и иной	1	1
825	и становится	1	1
826	он прежде	1	1
827	не то	5	1
828	действительно в	1	1
829	он очень	1	1
830	в массе	1	1
831	для раскрытия	1	1
832	о влиянии	2	1
833	той мере	3	1
834	влияние на	2	1
835	неизбежно должно	2	1
836	первый и	2	1
837	этой задачи	1	1
838	из величайших	1	1
839	мышления и	8	1
840	что наконец	1	1
841	не сознавая	1	1
842	его сторона	1	1
843	это будет	2	1
844	собой в	2	1
845	с одной	10	1
846	с точки	12	1
847	сильнее чем	1	1
848	всех остальных	1	1
849	как путь	1	1
850	обычно не	2	1
851	и психолог	1	1
852	связей и	5	1
853	не соответствует	1	1
854	сильнее и	1	1
855	которого он	2	1
856	чтобы иметь	1	1
857	в тот	4	1
858	для своего	1	1
859	по типу	4	1
860	не хватает	1	1
861	своего пути	1	1
862	чем для	1	1
863	не путем	1	1
864	видит в	1	1
865	в самые	1	1
866	показать в	1	1
867	существует только	2	1
868	в будущем	1	1
869	что составляет	2	1
870	как же	2	1
871	или не	2	1
872	и строения	1	1
873	это один	1	1
874	как его	2	1
875	совершается и	1	1
876	мы это	2	1
877	на тот	1	1
878	между этими	3	1
879	как говорит	2	1
880	во внутренней	1	1
881	отличие от	3	1
882	как во	1	1
883	вопросы в	1	1
884	рядом с	1	1
885	то при	1	1
886	зрения и	1	1
887	больше и	1	1
888	представляется нам	4	1
889	должна явиться	1	1
890	в себя	4	1
891	в другие	1	1
892	связанным с	1	1
893	точек зрения	4	1
894	какой они	1	1
895	не нужно	2	1
896	поэтому у	1	1
897	а начало	1	1
898	под влиянием	4	1
899	в других	2	1
900	понимать в	1	1
901	в противоречии	1	1
902	ли что	1	1
903	до которых	1	1
904	той или	1	1
905	формы в	1	1
906	процесс а	1	1
907	а потом	1	1
908	привести и	1	1
909	от низших	1	1
910	должен перейти	1	1
911	будет видно	1	1
912	совершается переход	1	1
913	находит свое	2	1
914	если оно	1	1
915	мысль на	1	1
916	перехода от	3	1
917	ребенка который	1	1
918	друг с	10	1
919	психологической точки	2	1
920	мы уже	4	1
921	значение и	1	1
922	все остальные	1	1
923	его вовсе	1	1
924	не дает	2	1
925	и речи	1	1
926	не пойдет	1	1
927	чтобы овладеть	1	1
928	тот момент	4	1
929	на самый	1	1
930	процесса в	3	1
931	в развитии	45	1
932	идет в	3	1
933	все основные	7	1
934	на нем	2	1
935	в системе	4	1
936	если же	1	1
937	хотя в	2	1
938	в тех	2	1
939	не извне	2	1
940	почти всегда	2	1
