N	3gram	Bakhtin_Fr	Vladivir
1	в том что	6	29
2	там же с	2	29
3	о том что	3	22
4	дело в том	2	13
5	в те времена	1	13
6	во всяком случае	2	12
7	в связи с	1	12
8	содержит в себе	2	11
9	в конце концов	1	11
10	к тому же	1	11
11	не может быть	5	10
12	в то же	5	10
13	с точки зрения	6	10
14	как раз и	2	9
15	то же время	5	9
16	на то что	1	8
17	на первый план	1	7
18	в свое время	5	7
19	в это время	2	7
20	в отличие от	4	6
21	с другой стороны	1	6
22	в настоящее время	1	6
23	как мы видели	2	6
24	том что он	1	6
25	в году в	2	6
26	но даже и	2	5
27	на первом плане	4	5
28	и в то	2	5
29	и в том	2	5
30	не только в	5	5
31	в дальнейшем мы	1	4
32	можно сказать что	3	4
33	как мы уже	8	4
34	для того чтобы	2	4
35	в этом отношении	5	4
36	сказать что в	1	4
37	в том чтобы	1	4
38	в себе и	2	4
39	мы будем говорить	1	4
40	с одной стороны	2	4
41	также и в	1	4
42	в самом деле	1	3
43	в том числе	10	3
44	потому что в	1	3
45	мы знаем что	1	3
46	даже и в	4	3
47	и как мы	1	3
48	не только на	1	3
49	не только не	1	3
50	в последнее время	1	3
51	это вовсе не	1	3
52	самом же деле	3	3
53	только то что	1	3
54	на самом же	3	3
55	но это не	1	3
56	во второй половине	2	3
57	за свое существование	1	3
58	не менее если	1	3
59	так и не	3	3
60	и в частности	2	3
61	в первую очередь	1	3
62	мы уже сказали	4	3
63	года то есть	1	2
64	второй половины xix	2	2
65	не подлежит никакому	2	2
66	но еще и	1	2
67	для нас в	1	2
68	в вопросе о	1	2
69	вовсе не был	1	2
70	далеко за пределы	1	2
71	половины xix века	1	2
72	до некоторой степени	1	2
73	подлежит никакому сомнению	2	2
74	он и в	1	2
75	так и в	3	2
76	до сих пор	7	2
77	с ним в	1	2
78	бросается в глаза	1	2
79	то есть о	1	2
80	и прежде всего	4	2
81	и во многом	1	2
82	из них не	1	2
83	но как раз	1	2
84	так как он	1	2
85	свидетельствуют о том	1	2
86	даже и не	1	2
87	он так и	1	2
88	уже после смерти	1	2
89	еще и в	1	2
90	в году и	1	2
91	но дело в	1	2
92	и без того	1	2
93	в тех же	1	2
94	и даже в	2	2
95	но в общем	1	2
96	но в то	2	2
97	его жизни в	1	2
98	так и его	2	2
99	главным образом в	1	2
100	в этом случае	1	2
101	это конечно не	1	2
102	этом отношении он	1	2
103	что в нем	1	2
104	для него только	1	2
105	как мы сказали	1	2
106	то что мы	1	2
107	до конца и	1	2
108	сводится к тому	1	2
109	для него самого	1	1
110	к нему же	1	1
111	в самом начале	1	1
112	как и всякая	2	1
113	все то что	1	1
114	о которой мы	1	1
115	он еще не	1	1
116	ничего страшного и	1	1
117	в обращении к	1	1
118	а в году	1	1
119	в себе в	1	1
120	прежде всего от	2	1
121	человеческой души в	1	1
122	мы видим что	1	1
123	до известной степени	2	1
124	оно вышло в	1	1
125	из этих последних	1	1
126	в своих поисках	1	1
127	ее то есть	2	1
128	каждому из этих	1	1
129	как мы говорили	1	1
130	в себя и	1	1
131	он выступает против	1	1
132	был еще и	1	1
133	не во всем	2	1
134	и ни на	3	1
135	и в меру	1	1
136	и непосредственное влияние	1	1
137	еще раз что	1	1
138	мы находим уже	1	1
139	и все это	1	1
140	то есть не	1	1
141	далеко не всегда	1	1
142	с целым рядом	1	1
143	в строгом смысле	1	1
144	в одном акте	1	1
145	и так сказать	1	1
146	что такие явления	1	1
147	не только с	1	1
148	это было просто	1	1
149	выходит далеко за	1	1
150	он дает в	2	1
151	конце концов с	1	1
152	и в более	2	1
153	не потому что	1	1
154	же мы должны	1	1
155	здесь нет ничего	1	1
156	потому что он	1	1
157	той или иной	5	1
158	он чувствует себя	1	1
159	резко отличается от	1	1
160	и далеко не	1	1
161	на всех этапах	2	1
162	в году оно	1	1
163	том что только	1	1
164	он в сущности	1	1
165	до настоящего времени	1	1
166	чем иным как	1	1
167	то есть она	1	1
168	здесь мы должны	1	1
169	хотя и без	1	1
170	нужно сказать что	7	1
171	и всякого рода	1	1
172	то что для	2	1
173	в этих последних	1	1
174	с его глубиной	1	1
175	но все же	3	1
176	всех времен и	1	1
177	в известном смысле	1	1
178	как не может	1	1
179	находим уже в	1	1
180	и в раннем	1	1
181	своего официального положения	1	1
182	здравого смысла и	2	1
183	в разной степени	2	1
184	в году влияние	1	1
185	во многих отношениях	1	1
186	находится в состоянии	1	1
187	она жила в	1	1
188	в самом процессе	1	1
189	чуть ли не	1	1
190	но он не	1	1
191	который был в	1	1
192	никогда не имел	1	1
193	с которой они	1	1
194	в значительной мере	3	1
195	то есть на	2	1
196	и особенно с	1	1
197	и особенно в	1	1
198	к ней как	1	1
199	в какой мере	1	1
200	прежде всего на	3	1
201	важны прежде всего	1	1
202	но и в	5	1
203	он говорит в	1	1
204	как и для	1	1
205	так и с	1	1
206	не только от	1	1
207	и теперь в	1	1
208	вместе со своим	1	1
209	xix века и	1	1
210	бороться за свое	1	1
211	и вовсе не	2	1
212	человека то есть	1	1
213	то есть через	1	1
214	в этой борьбе	1	1
215	и в них	1	1
216	во всем своем	1	1
217	но как бы	1	1
218	в основе своей	2	1
219	и той же	1	1
220	в средние века	12	1
221	и в особенности	1	1
222	во франции и	1	1
223	о чем мы	2	1
224	и многое другое	1	1
225	на этот вопрос	2	1
226	но все это	2	1
227	огромное значение для	1	1
228	свою связь с	1	1
229	не чем иным	1	1
