N	2gram	Propp_Isto	Problemy
1	и в	43	106
2	и не	16	90
3	как бы	5	70
4	может быть	22	66
5	т е	36	59
6	в его	7	56
7	в этом	25	52
8	в нем	11	51
9	не может	8	49
10	как и	9	44
11	что он	17	44
12	точки зрения	3	40
13	но и	24	40
14	и его	10	39
15	а не	13	38
16	о себе	3	37
17	то же	11	36
18	не только	28	36
19	в пределах	5	35
20	то что	20	33
21	но в	15	33
22	прежде всего	3	32
23	он не	11	29
24	в то	2	29
25	все это	4	29
26	и все	4	28
27	в одном	9	27
28	не в	9	27
29	к другому	1	27
30	к себе	3	26
31	в самом	1	25
32	и с	10	25
33	к нему	12	25
34	с точки	1	25
35	и т	33	25
36	не как	1	24
37	вовсе не	3	24
38	героя и	1	24
39	самом деле	1	24
40	и на	7	23
41	по себе	3	22
42	что я	2	22
43	таким образом	15	22
44	там где	8	21
45	как мы	11	21
46	все же	13	20
47	никогда не	9	20
48	только в	8	20
49	потому что	8	20
50	что же	2	19
51	что в	29	19
52	с его	1	19
53	отношению к	2	19
54	слова в	1	19
55	уже не	11	18
56	по отношению	2	18
57	в себе	2	18
58	еще не	15	18
59	о нем	2	18
60	на самом	2	18
61	но не	10	18
62	все эти	8	18
63	и к	4	17
64	с ним	1	17
65	а в	13	17
66	в том	13	17
67	это не	10	17
68	так и	6	17
69	так же	16	16
70	если бы	7	16
71	в своей	4	16
72	в другом	11	16
73	у него	4	15
74	и для	3	15
75	и наконец	1	15
76	и сам	1	14
77	в своем	2	14
78	как раз	1	14
79	а как	2	14
80	так как	13	14
81	я не	3	14
82	он и	4	14
83	с другим	1	14
84	но все	5	13
85	на него	4	13
86	с другими	1	13
87	его в	7	13
88	большинстве случаев	3	13
89	в мире	1	13
90	и это	5	13
91	героя в	6	13
92	себя и	1	13
93	перед нами	4	13
94	в большинстве	2	13
95	в целом	4	13
96	при этом	4	12
97	даже в	4	12
98	и как	6	12
99	и даже	4	12
100	к тому	9	12
101	во всяком	2	12
102	в котором	5	12
103	что и	17	12
104	не знает	2	12
105	себе и	2	12
106	так что	8	12
107	и что	6	12
108	было бы	5	12
109	между тем	2	12
110	как в	6	12
111	том что	12	12
112	у меня	5	12
113	но это	5	12
114	ничего не	12	12
115	в одной	4	12
116	в плане	1	12
117	тем что	8	11
118	их в	6	11
119	входит в	1	11
120	с другой	10	11
121	он сам	2	11
122	бы в	1	11
123	мы уже	9	11
124	в форме	1	11
125	сливается с	1	11
126	так чтобы	1	11
127	этого слова	3	11
128	она не	4	11
129	как будто	2	11
130	а я	3	11
131	самого начала	1	10
132	говорит он	1	10
133	что не	3	10
134	сих пор	7	10
135	в него	3	10
136	до сих	7	10
137	приводит к	1	10
138	той же	3	10
139	к одному	1	10
140	далеко не	3	10
141	как не	2	10
142	отношение к	4	10
143	другой стороны	10	9
144	в них	6	9
145	хотя бы	3	9
146	друг с	2	9
147	что у	4	9
148	хотя и	4	9
149	но он	8	9
150	с самого	1	9
151	могут быть	9	9
152	всяком случае	2	9
153	ни в	2	9
154	да и	2	9
155	ну так	1	9
156	или в	14	9
157	и потому	2	9
158	человека в	2	9
159	же и	1	8
160	и до	1	8
161	о том	4	8
162	а что	1	8
163	мы увидим	6	8
164	все время	2	8
165	из них	7	8
166	и он	2	8
167	несмотря на	1	8
168	но как	2	8
169	одним из	4	8
170	здесь не	6	8
171	и у	6	8
172	и от	3	8
173	мы должны	9	8
174	нам кажется	1	8
175	должна быть	2	8
176	был бы	1	8
177	что это	4	8
178	вот как	2	8
179	никак не	1	8
180	не на	2	8
181	с ними	5	8
182	и так	3	8
183	из его	2	8
184	как к	2	8
185	уже в	1	8
186	того что	8	8
187	это и	4	8
188	же не	2	8
189	с другом	2	8
190	и о	2	8
191	бы он	1	8
192	от него	3	7
193	уже говорили	1	7
194	тем как	1	7
195	в виду	2	7
196	на свой	1	7
197	в жизни	3	7
198	к самому	1	7
199	отличается от	1	7
200	вопрос о	4	7
201	в себя	3	7
202	из своего	1	7
203	только на	2	7
204	сказать что	5	7
205	ее как	1	7
206	что она	8	7
207	что они	14	7
208	все его	1	7
209	не было	2	7
210	героя с	3	7
211	я все	1	7
212	между ними	1	7
213	в этих	18	7
214	и следовательно	1	7
215	во всех	1	7
216	если же	2	7
217	друг другу	2	7
218	и др	4	7
219	его к	5	7
220	и ее	3	7
221	были бы	1	7
222	его с	2	7
223	например в	3	7
224	мы остановимся	1	7
225	не входит	1	7
226	его и	6	7
227	он в	3	7
228	на этот	1	7
229	т д	30	7
230	тот же	2	7
231	но на	1	7
232	все равно	3	7
233	в виде	2	7
234	но эта	2	7
235	к своему	3	7
236	и их	4	7
237	такой же	3	7
238	что было	3	6
239	во всем	3	6
240	кроме того	1	6
241	в своих	1	6
242	не менее	6	6
243	на фоне	1	6
244	с этим	13	6
245	но эти	1	6
246	превращается в	10	6
247	конечно не	3	6
248	этого мира	1	6
249	как на	1	6
250	одна из	2	6
251	не мог	2	6
252	героя не	2	6
253	и этим	1	6
254	как же	1	6
255	человек и	1	6
256	на этом	5	6
257	для его	1	6
258	человека как	1	6
259	все те	2	6
260	можно было	3	6
261	этот вопрос	3	6
262	в этой	7	6
263	себя в	2	6
264	во время	8	6
265	и здесь	8	6
266	за ним	4	6
267	в другой	6	6
268	может стать	1	6
269	в которых	7	6
270	зависимости от	1	6
271	знает что	1	6
272	и вот	3	6
273	героя а	2	6
274	он все	5	6
275	и во	1	6
276	друг друга	6	6
277	на вопрос	1	6
278	и пр	19	6
279	но с	1	6
280	по существу	3	6
281	на его	5	6
282	на них	2	6
283	как он	1	6
284	в начале	2	6
285	жизни и	2	6
286	на то	4	6
287	и только	6	6
288	для этого	1	6
289	но для	2	6
290	героя но	1	6
291	те же	2	5
292	не хочет	3	5
293	с собой	4	5
294	именно в	1	5
295	с тем	3	5
296	на материале	1	5
297	видеть и	1	5
298	в глаза	2	5
299	к которому	6	5
300	в зависимости	1	5
301	в тягость	1	5
302	тому же	4	5
303	на себя	5	5
304	в чем	4	5
305	в такой	1	5
306	что ты	5	5
307	однако в	1	5
308	его как	1	5
309	бы его	1	5
310	это он	1	5
311	один из	7	5
312	ним и	1	5
313	была бы	1	5
314	художественного творчества	1	5
315	подобно тому	3	5
316	со всеми	1	5
317	здесь мы	6	5
318	о своей	1	5
319	героев и	1	5
320	вместе с	12	5
321	совершенно не	2	5
322	тотчас же	1	5
323	но здесь	2	5
324	мы не	3	5
325	в мир	1	5
326	нет и	1	5
327	в ее	1	5
328	другого и	1	5
329	меня не	4	5
330	и то	4	5
331	они не	4	5
332	он как	1	5
333	я теперь	2	5
334	где он	2	5
335	слова на	1	5
336	как можно	1	5
337	по своему	1	5
338	нисколько не	1	5
339	лежит в	1	5
340	в ней	3	5
341	быть и	3	5
342	когда он	2	5
343	есть и	7	5
344	человека с	2	5
345	и самого	1	5
346	тому что	1	5
347	тому как	3	5
348	является в	2	4
349	все что	4	4
350	мы и	1	4
351	только что	3	4
352	с этой	3	4
353	еще более	3	4
354	души человеческой	1	4
355	типов и	1	4
356	нами в	1	4
357	по мере	2	4
358	при всей	1	4
359	то это	5	4
360	он был	1	4
361	в свете	6	4
362	уже и	1	4
363	но этот	3	4
364	его за	1	4
365	находится в	4	4
366	входят в	1	4
367	и вдруг	1	4
368	от них	5	4
369	смерти отца	1	4
370	на котором	2	4
371	они могут	2	4
372	не то	2	4
373	него как	1	4
374	тем не	6	4
375	что такое	1	4
376	не была	1	4
377	связи с	9	4
378	в которой	1	4
379	и говорит	10	4
380	дано в	1	4
381	время как	2	4
382	не есть	3	4
383	в сторону	3	4
384	героя из	2	4
385	в эту	1	4
386	на себе	1	4
387	под влиянием	2	4
388	он ничего	2	4
389	эти слова	1	4
390	этих трех	1	4
391	речи и	1	4
392	им и	2	4
393	почему же	1	4
394	с ее	2	4
395	всех этих	3	4
396	мы видели	18	4
397	образом и	2	4
398	он уже	2	4
399	переходит в	4	4
400	с миром	3	4
401	из которых	1	4
402	если не	2	4
403	и действительно	5	4
404	не знал	2	4
405	бы не	1	4
406	то он	1	4
407	то и	7	4
408	совпадает с	1	4
409	и если	3	4
410	на два	1	4
411	как если	1	4
412	каждый из	1	4
413	сами по	1	4
414	к миру	1	4
415	мире в	2	4
416	только с	2	4
417	материал и	1	4
418	в особом	3	4
419	он должен	3	4
420	нет ни	1	4
421	перестает быть	1	4
422	со своим	1	4
423	здесь в	2	4
424	смысле этого	3	4
425	а то	2	4
426	вообще не	2	4
427	войти в	1	4
428	это было	1	4
429	об этом	8	4
430	а так	1	4
431	особенно в	2	4
432	жизнь и	1	4
433	ни один	2	4
434	также и	1	4
435	стороны и	3	4
436	от того	3	4
437	него и	2	4
438	и прежде	1	4
439	это в	2	4
440	таким же	5	4
441	с героем	1	3
442	от времени	1	3
443	по всему	2	3
444	говорить о	1	3
445	о чем	1	3
446	говорит о	1	3
447	а затем	6	3
448	самый факт	2	3
449	как образ	1	3
450	героя как	1	3
451	жизнь в	1	3
452	приходит в	3	3
453	функций в	1	3
454	он является	3	3
455	тенденция к	1	3
456	можно сказать	3	3
457	здесь конечно	1	3
458	в данном	7	3
459	что этот	4	3
460	сам не	1	3
461	отсюда и	1	3
462	между двумя	6	3
463	увидим что	2	3
464	но они	2	3
465	о них	1	3
466	в различных	1	3
467	одной из	1	3
468	как я	1	3
469	это ничего	1	3
470	в эти	1	3
471	герой и	2	3
472	только не	2	3
473	мы видим	15	3
474	она в	1	3
475	мы знаем	11	3
476	узком смысле	1	3
477	и герой	3	3
478	эта форма	3	3
479	чем в	1	3
480	к чему	2	3
481	что его	2	3
482	будто бы	1	3
483	здесь же	1	3
484	в таком	1	3
485	он теперь	1	3
486	между собой	2	3
487	мы можем	10	3
488	очень часто	4	3
489	не дает	3	3
490	ту же	2	3
491	и та	1	3
492	в приведенном	1	3
493	по своей	1	3
494	мы здесь	7	3
495	ни одной	3	3
496	это вовсе	1	3
497	на который	1	3
498	и есть	3	3
499	и по	6	3
500	в один	1	3
501	меня и	3	3
502	своего рода	1	3
503	как таковой	3	3
504	в основном	1	3
505	которых мы	1	3
506	должны быть	1	3
507	и кто	1	3
508	и при	2	3
509	и делает	1	3
510	сводится к	1	3
511	там в	2	3
512	как вы	1	3
513	обращается к	1	3
514	или наоборот	2	3
515	то время	2	3
516	есть нечто	1	3
517	сам с	1	3
518	свое лицо	2	3
519	вы не	1	3
520	врывается в	1	3
521	все они	1	3
522	на нее	4	3
523	как целое	1	3
524	себя за	1	3
525	это все	1	3
526	он во	1	3
527	и уже	2	3
528	именно на	2	3
529	вступает в	4	3
530	говорят что	2	3
531	еще один	1	3
532	без всякого	1	3
533	не за	1	3
534	со своими	2	3
535	есть только	4	3
536	правда в	1	3
537	же ты	2	3
538	не из	1	3
539	же он	3	3
540	здесь действительно	1	3
541	связан с	5	3
542	именно к	1	3
543	этом случае	8	3
544	данном случае	6	3
545	того как	3	3
546	не для	1	3
547	которых он	1	3
548	кто он	1	3
549	что так	2	3
550	ее в	3	3
551	в других	6	3
552	на которой	3	3
553	у нас	7	3
554	кто бы	1	3
555	мы будем	1	3
556	однако не	2	3
