N	2gram	Bakhtin_Fr	OGranits
1	и в	73	13
2	и его	18	12
3	прежде всего	18	9
4	может быть	5	8
5	и не	13	8
6	не может	4	8
7	в его	18	7
8	и т.п	21	7
9	и их	5	7
10	точки зрения	6	7
11	таким образом	34	6
12	не только	11	6
13	только в	7	6
14	то что	12	6
15	как бы	15	6
16	с точки	4	5
17	и т.д	3	5
18	в процессе	3	5
19	все же	2	5
20	и эта	4	5
21	и наконец	6	5
22	в каждом	1	4
23	мы можем	1	4
24	не является	1	4
25	только и	2	4
26	вполне понятно	2	4
27	мы не	2	4
28	то же	16	4
29	еще и	2	4
30	было бы	5	4
31	все это	19	4
32	в сознании	1	4
33	слов и	6	4
34	лишь в	2	4
35	в своей	4	4
36	на фоне	1	4
37	в двух	1	4
38	но в	12	4
39	с этим	4	3
40	что в	14	3
41	понятно что	2	3
42	и то	3	3
43	т.п и	1	3
44	материала и	1	3
45	и замкнуто	1	3
46	и уже	1	3
47	так и	13	3
48	не как	2	3
49	одно и	2	3
50	есть прежде	1	3
51	в одном	5	3
52	за пределы	1	3
53	отношению к	3	3
54	по отношению	3	3
55	превращается в	2	3
56	в пределах	1	3
57	в их	5	3
58	в ее	6	3
59	самом деле	4	3
60	не в	12	3
61	в которой	3	3
62	что же	1	3
63	и все	19	3
64	общего с	1	3
65	тела и	7	3
66	в себе	16	3
67	так как	9	3
68	вряд ли	1	3
69	да и	1	3
70	но и	15	3
71	и для	8	3
72	как и	19	3
73	ничего общего	1	3
74	никогда не	6	3
75	в области	3	2
76	к сожалению	1	2
77	своего рода	3	2
78	в самом	9	2
79	во всем	5	2
80	нет ничего	1	2
81	и к	6	2
82	что они	2	2
83	телом и	8	2
84	может иметь	2	2
85	форм и	1	2
86	и отчасти	1	2
87	мы видим	13	2
88	иное как	1	2
89	в данном	3	2
90	мы уже	25	2
91	и наиболее	1	2
92	а как	1	2
93	в своих	1	2
94	в этом	21	2
95	об особой	1	2
96	что иное	1	2
97	в целях	2	2
98	данном случае	1	2
99	героя и	1	2
100	он только	2	2
101	в языке	1	2
102	с одной	3	2
103	в течение	2	2
104	наконец в	1	2
105	и при	1	2
106	одной стороны	3	2
107	роль в	4	2
108	в другом	4	2
109	при этом	5	2
110	несмотря на	3	2
111	между тем	2	2
112	для него	7	2
113	только его	2	2
114	в этот	1	2
115	и тем	3	2
116	в руках	4	2
117	чрезвычайно напоминает	1	2
118	с помощью	11	2
119	и может	2	2
120	те же	3	2
121	связанные с	4	2
122	ее в	1	2
123	в том	13	2
124	выбор и	1	2
125	в которую	1	2
126	с этой	4	2
127	произведения но	1	2
128	громадную роль	3	2
129	в тех	1	2
130	в отношении	6	2
131	чем же	2	2
132	конечно в	2	2
133	вслед за	1	2
134	ни одно	1	2
135	другой стороны	2	2
136	во времени	2	2
137	не что	1	2
138	не на	5	2
139	от этого	3	2
140	так же	11	2
141	думать что	1	2
142	в них	14	2
143	самого начала	1	2
144	а в	10	2
145	связанных с	5	2
146	от всех	3	2
147	в ряд	1	2
148	от своего	1	2
149	элемента в	1	2
150	а также	8	2
151	в словесном	1	2
152	в книге	2	2
153	еще в	4	2
154	в ней	10	2
155	с самого	2	2
156	нужно отметить	2	2
157	тем что	8	2
158	и др	12	2
159	вовсе не	11	2
160	между собою	3	2
161	может в	1	2
162	его на	1	2
163	учение о	2	2
164	в связи	3	2
165	форм но	1	2
166	во всей	2	2
167	с ними	4	2
168	все явления	2	2
169	может стать	2	2
170	все эти	24	2
171	с другой	3	2
172	как в	9	2
173	явлений и	2	2
174	иерархическое место	1	2
175	изобразительных искусствах	3	2
176	не имеет	4	2
177	там где	1	2
178	том что	8	2
179	в нем	18	2
180	уже в	9	2
181	не мог	2	2
182	а не	2	2
183	в чем	3	2
184	с телом	2	2
185	в целом	1	2
186	и ее	2	2
187	тот же	3	2
188	к тому	2	2
189	есть не	2	2
190	слова и	2	2
191	бы в	3	2
192	более того	3	2
193	в дальнейшем	3	1
194	в особенности	5	1
195	его к	3	1
196	самое слово	1	1
197	в некоторых	1	1
198	всего в	5	1
199	необходимость в	1	1
200	себе в	3	1
201	его органов	1	1
202	как к	1	1
203	в каждой	2	1
204	появляется и	1	1
205	к которому	2	1
206	и наоборот	1	1
207	переходим к	2	1
208	литературы в	1	1
209	и оба	2	1
210	принимая его	1	1
211	находятся в	2	1
212	то он	2	1
213	не нашел	1	1
214	выражение в	3	1
215	о влиянии	1	1
216	еще тем	1	1
217	для всех	3	1
218	находит свое	2	1
219	еще одну	1	1
220	относятся и	1	1
221	произведение и	1	1
222	и других	3	1
223	и он	4	1
224	является для	1	1
225	один из	5	1
226	существует но	1	1
227	в столь	1	1
228	и здесь	5	1
229	рождения и	1	1
230	указанных нами	1	1
231	образом мы	1	1
232	то это	1	1
233	явления как	1	1
234	выходит за	1	1
235	отличие от	1	1
236	в последнем	1	1
237	что мы	2	1
238	же мотив	1	1
239	на этом	6	1
240	осмысливались в	1	1
241	они не	2	1
242	которую мы	1	1
243	ведь в	2	1
244	на нем	1	1
245	человеческое тело	4	1
246	само собой	1	1
247	так за	1	1
248	лишен всякого	1	1
249	или иная	1	1
250	даже и	1	1
251	ее на	1	1
252	должно быть	4	1
253	того как	7	1
254	человеческого тела	11	1
255	если он	1	1
256	картины мира	5	1
257	отсюда и	2	1
258	которой он	2	1
259	в чрезвычайно	1	1
260	своего времени	3	1
261	за исключением	1	1
262	разных местах	1	1
263	и вот	3	1
264	на том	2	1
265	другими словами	2	1
266	не имеющие	1	1
267	такого рода	1	1
268	это все	1	1
269	более или	3	1
270	это особенно	1	1
271	внимание на	2	1
272	потому что	9	1
273	в значительной	5	1
274	на первом	1	1
275	но даже	1	1
276	экспрессии не	1	1
277	того чтобы	2	1
278	и если	1	1
279	автора и	1	1
280	несомненно и	1	1
281	осмыслены и	1	1
282	дает весьма	1	1
283	и более	1	1
284	мы имеем	2	1
285	и у	7	1
286	не должно	3	1
287	также и	6	1
288	ту же	3	1
289	с миром	1	1
290	в человеческом	3	1
291	это и	1	1
292	уже у	1	1
293	момента в	2	1
294	явления природы	1	1
295	совсем не	3	1
296	мира это	1	1
297	с вещами	2	1
298	пределах того	1	1
299	все то	3	1
300	с одним	2	1
301	его себе	1	1
302	которые и	1	1
303	xvii века	4	1
304	что мир	1	1
305	его за	2	1
306	и должна	1	1
307	к новым	1	1
308	которых он	1	1
309	в современных	2	1
310	он и	2	1
311	языке но	1	1
312	его и	1	1
313	ними и	1	1
