N	3gram	Losev_Prob	Marksizm
1	с точки зрения	9	46
2	не может быть	5	25
3	в самом деле	1	19
4	в то же	10	15
5	в том что	17	14
6	в связи с	9	14
7	и не может	1	12
8	то ни было	4	12
9	бы то ни	5	12
10	для того чтобы	4	11
11	до сих пор	4	11
12	в отличие от	2	10
13	одного и того	1	9
14	и того же	1	9
15	в настоящее время	4	8
16	то же самое	17	8
17	может быть и	3	8
18	смысле этого слова	1	7
19	с другой стороны	11	7
20	на то что	2	6
21	является не только	1	6
22	на самом деле	5	6
23	во всяком случае	8	6
24	если бы он	2	6
25	с одной стороны	2	6
26	отнюдь не является	3	5
27	и как бы	2	5
28	в таком случае	7	5
29	к тому что	1	5
30	самом же деле	7	5
31	на самом же	7	5
32	той или иной	16	5
33	как мы видели	2	5
34	в этом случае	8	5
35	вполне понятно что	1	4
36	в первом случае	1	4
37	в зависимости от	3	4
38	как мы сказали	2	4
39	быть и речи	1	4
40	и прежде всего	3	4
41	но все же	1	4
42	о том что	8	4
43	можно сказать что	2	4
44	в узком смысле	1	4
45	каких бы то	1	4
46	и здесь мы	2	4
47	у нас не	2	4
48	том что он	2	4
49	в той или	7	3
50	и тот же	1	3
51	не только в	2	3
52	тем не менее	23	3
53	и тем же	1	3
54	одной стороны и	1	3
55	хотя бы и	2	3
56	в том числе	1	3
57	более или менее	2	3
58	и то же	5	3
59	но при этом	1	3
60	все более и	1	3
61	этот вопрос мы	1	3
62	в конце концов	4	3
63	мы не будем	3	3
64	том числе и	1	3
65	вовсе не является	4	3
66	а не в	1	3
67	и в этом	6	3
68	мы ни взяли	2	3
69	но и в	2	3
70	один и тот	1	3
71	в ту или	2	3
72	на первый план	3	3
73	какой бы то	1	3
74	и не в	2	3
75	и той же	1	3
76	связи с этим	1	3
77	более и более	1	3
78	на этот вопрос	1	3
79	не было бы	3	3
80	одним и тем	1	3
81	одно и то	4	3
82	ни в какой	1	3
83	можно было бы	6	3
84	одной и той	1	3
85	что он не	2	2
86	ничего общего не	1	2
87	себе отчет в	2	2
88	в этом смысле	5	2
89	в собственном смысле	1	2
90	конечно не только	1	2
91	прав в том	2	2
92	только в пределах	2	2
93	друг от друга	3	2
94	или может быть	1	2
95	так или иначе	2	2
96	так и в	2	2
97	обстоит дело с	1	2
98	художественный образ и	1	2
99	ничего общего с	2	2
100	само по себе	5	2
101	в данном случае	12	2
102	в том или	2	2
103	при этом условии	1	2
104	и в других	2	2
105	к тому же	1	2
106	из всего этого	1	2
107	сама по себе	11	2
108	в эпоху возрождения	1	2
109	собственном смысле слова	1	2
110	тому что в	1	2
111	сами по себе	8	2
112	того или иного	5	2
113	от того что	1	2
114	не в содержании	1	2
115	по крайней мере	9	2
116	том или ином	3	2
117	ту или иную	3	2
118	если мы возьмем	4	2
119	как и в	2	2
120	а следовательно и	1	2
121	в чем же	2	2
122	таким образом в	1	2
123	только в контексте	1	2
124	но что он	1	2
125	при этом мы	1	2
126	так же как	3	2
127	есть прежде всего	3	2
128	в соединении с	1	2
129	же как и	4	2
130	с тем что	1	2
131	если мы скажем	2	2
132	вопрос о том	1	2
133	это и есть	3	2
134	тот или иной	4	2
135	не могли бы	2	1
136	в едином и	1	1
137	как мы только	2	1
138	выходящее за пределы	1	1
139	благодаря тому что	1	1
140	как и во	1	1
141	и в целях	3	1
142	а может быть	2	1
143	он как и	1	1
144	имеет в виду	1	1
145	бы и не	1	1
146	был связан с	1	1
147	имели в виду	1	1
148	и художественный образ	1	1
149	это не значит	1	1
150	этого слова в	1	1
151	все эти категории	1	1
152	почти всегда связано	1	1
153	здесь говорить о	1	1
154	в результате нашего	1	1
155	ни в каком	8	1
156	точка зрения на	1	1
157	связи с той	1	1
158	и это не	1	1
159	а просто является	1	1
160	если только оно	1	1
161	для этого необходимо	2	1
162	или как мы	1	1
163	в нем не	1	1
164	этого слова как	1	1
165	перед нами именно	1	1
166	и отличается от	1	1
167	имеются в виду	1	1
168	и поэтому не	1	1
169	было бы в	1	1
170	ни о какой	1	1
171	у гоголя и	3	1
172	того чтобы не	1	1
173	как мы говорили	2	1
174	по сравнению с	3	1
175	собой но что	1	1
176	мы можем назвать	1	1
177	для языка как	1	1
178	что они состоят	1	1
179	то что не	1	1
180	и в таком	1	1
181	имеется в виду	6	1
182	если же мы	1	1
183	однако в этих	1	1
184	то или иное	3	1
185	от речи в	1	1
186	того или другого	3	1
187	как бы оно	1	1
188	можно прямо сказать	1	1
189	в контексте других	1	1
190	не менее в	3	1
191	же деле это	1	1
192	действительности так и	1	1
193	с этой точки	1	1
194	вовсе не в	2	1
195	она может фигурировать	1	1
196	относится к области	1	1
197	ни к каким	1	1
198	то что обычно	1	1
199	но если мы	1	1
200	указывает на то	1	1
201	мы замечаем что	1	1
202	в своей основе	1	1
203	это не есть	1	1
204	несмотря на всю	1	1
205	то что здесь	1	1
206	и не будет	1	1
207	в языке именно	1	1
208	как он их	1	1
209	как и между	1	1
210	что не имеет	1	1
211	свидетельствует о том	1	1
212	и там и	2	1
213	только при условии	2	1
214	и не имеет	1	1
215	но в одном	1	1
216	дело вовсе не	2	1
217	во втором случае	1	1
218	не относится к	1	1
219	они состоят из	1	1
220	сам по себе	10	1
221	прямо и непосредственно	1	1
222	таким образом к	1	1
223	начало и конец	1	1
224	в каком случае	5	1
225	очень далек от	1	1
226	ведь с точки	1	1
227	в человеческом сознании	1	1
228	хотя и в	1	1
229	по себе в	2	1
230	нечто такое что	2	1
231	не чем иным	2	1
232	само собой но	1	1
233	то для чего	1	1
234	чем иным как	2	1
235	таким образом что	1	1
236	там и здесь	4	1
237	художественного образа в	1	1
238	образы и представления	1	1
239	не будем здесь	1	1
240	другой стороны и	1	1
241	а в слове	1	1
242	но как мы	1	1
243	это же самое	3	1
244	в редчайших случаях	1	1
245	или лучше сказать	1	1
246	серп и молот	1	1
247	самом деле для	1	1
248	мы все время	1	1
249	даже и в	3	1
250	но также и	2	1
251	мы совершенно не	1	1
252	точки зрения в	1	1
253	может обойтись без	2	1
254	а в том	1	1
255	не сами по	1	1
256	всякий знак и	2	1
257	хотя она и	1	1
258	и соответствующие им	1	1
259	но даже и	7	1
260	ведь никто не	1	1
261	не только не	5	1
262	и не понимает	1	1
263	хотя бы только	1	1
264	сказать что он	1	1
265	нам уже приходилось	1	1
266	как раз и	5	1
267	и вопрос о	1	1
268	как бы далеко	1	1
269	но в его	1	1
270	слова но есть	1	1
271	не имеют никакого	2	1
272	по себе а	3	1
273	имел в виду	1	1
274	это вовсе не	5	1
275	не нуждается в	1	1
276	к вопросу о	1	1
277	но то что	1	1
278	это значит что	8	1
279	у нас и	1	1
280	в одном случае	4	1
281	перед нами не	1	1
282	таким образом и	1	1
