N	2gram	Bakhtin_Fr	slovoVRo
1	и в	67	92
2	в романе	15	89
3	то есть	49	64
4	может быть	4	59
5	и его	19	59
6	в нем	20	59
7	и не	23	51
8	не только	23	44
9	не может	9	41
10	но и	23	39
11	до конца	2	37
12	в этом	27	36
13	а не	6	34
14	во всех	20	32
15	точки зрения	7	30
16	так и	14	30
17	могут быть	1	29
18	и др	11	29
19	в пределах	2	29
20	в его	17	27
21	все это	15	25
22	как бы	18	24
23	слова и	2	24
24	слово в	1	24
25	то же	18	23
26	и на	12	22
27	языков и	2	22
28	в сущности	13	21
29	как в	4	21
30	не в	8	21
31	вовсе не	19	21
32	в процессе	1	20
33	в то	17	20
34	прежде всего	19	19
35	как мы	16	19
36	с ним	6	18
37	как и	19	18
38	же время	14	18
39	себя в	1	18
40	или иной	1	18
41	таким образом	20	17
42	и даже	6	17
43	все же	7	17
44	в основе	6	17
45	в истории	2	17
46	все эти	12	17
47	в большинстве	6	17
48	при этом	5	16
49	в них	12	16
50	к своему	2	16
51	отличие от	3	16
52	но в	20	16
53	в той	2	15
54	и с	18	15
55	с точки	5	15
56	со своим	1	15
57	той или	1	15
58	там где	10	15
59	только в	6	14
60	в отличие	3	14
61	узком смысле	1	14
62	так сказать	2	14
63	в узком	1	14
64	в особенности	7	13
65	на фоне	4	13
66	это не	5	13
67	с другой	3	13
68	с его	11	13
69	рядом с	6	13
70	и для	4	13
71	и к	7	12
72	в отношении	2	12
73	еще не	5	12
74	во всяком	1	12
75	никогда не	6	12
76	и потому	1	12
77	или в	3	12
78	словом и	4	12
79	а в	4	12
80	отношение к	1	12
81	и наконец	5	12
82	один из	6	11
83	большинстве случаев	6	11
84	с ними	1	11
85	для него	4	11
86	с одной	2	11
87	всех его	1	11
88	на его	2	11
89	в плане	5	11
90	одной стороны	2	11
91	зрения на	5	10
92	в языке	1	10
93	и их	6	10
94	и все	18	10
95	уже не	1	10
96	все они	7	10
97	лишь в	3	10
98	в своем	13	10
99	в том	16	10
100	с другими	3	10
101	в себе	3	10
102	далеко не	6	10
103	романа второй	1	10
104	в него	1	10
105	всех этих	9	10
106	романа в	2	9
107	поэтому и	8	9
108	более или	2	9
109	в своей	6	9
110	конечно не	5	9
111	сказать что	12	9
112	так как	16	9
113	здесь в	9	9
114	его в	10	9
115	одна из	1	9
116	в их	4	9
117	в смысле	1	9
118	или менее	2	9
119	и других	2	9
120	он не	9	9
121	быть и	1	9
122	одним из	7	9
123	и от	6	9
124	но не	6	9
125	с ее	7	9
126	к нему	5	9
127	более того	3	9
128	в самом	7	8
129	не на	1	8
130	не могут	3	8
131	зависимости от	1	8
132	в значительной	2	8
133	все время	3	8
134	для понимания	1	8
135	с этим	6	8
136	словом в	1	8
137	в зависимости	1	8
138	языка но	2	8
139	человека в	1	8
140	в одной	3	8
141	человека и	1	8
142	и часто	1	8
143	на мир	7	8
144	они могут	1	8
145	в ней	10	8
146	во всем	1	7
147	от него	2	7
148	же и	2	7
149	еще более	1	7
150	кроме того	11	7
151	но все	2	7
152	о нем	2	7
153	например в	6	7
154	связанные с	7	7
155	том что	13	7
156	перед нами	6	7
157	сливается с	1	7
158	но здесь	3	7
159	известной степени	4	7
160	значительной степени	1	7
161	на своем	2	7
162	но именно	2	7
163	слово и	1	7
164	здесь не	7	7
165	друг друга	1	7
166	того же	6	7
167	по преимуществу	2	7
168	мышления и	1	7
169	у него	4	7
170	не было	3	7
171	связи с	7	7
172	в таком	2	7
173	удельный вес	1	7
174	мы уже	13	7
175	его не	5	7
176	также и	11	7
177	ту же	3	7
178	за пределы	4	7
179	жизни и	11	7
180	в целом	2	7
181	дурак и	1	7
182	что в	14	6
183	и здесь	6	6
184	даже в	5	6
185	в одном	7	6
186	ни в	5	6
187	другой стороны	2	6
188	конечно и	4	6
189	именно в	5	6
190	подхода к	1	6
191	одновременно и	4	6
192	роль в	5	6
193	себя и	2	6
194	большей или	1	6
195	со всею	1	6
196	можно сказать	4	6
197	в свою	1	6
198	наконец в	1	6
199	говорить о	5	6
200	слов и	1	6
201	и там	4	6
202	как к	2	6
203	связан с	2	6
204	и прямо	1	6
205	мы сказали	2	6
206	в качестве	5	6
207	xix века	1	6
208	бы и	2	6
209	а также	4	6
210	становления и	2	6
211	мира и	10	6
212	единство и	3	6
213	на этом	7	6
214	например у	1	6
215	хотя бы	2	6
216	между тем	3	6
217	и слова	2	6
218	стороны и	1	6
219	или меньшей	1	6
220	с различными	1	6
221	между словом	2	6
222	он в	4	6
223	точку зрения	3	6
224	которые в	1	6
225	ничего не	5	6
226	романе и	1	5
227	должна быть	1	5
228	и при	2	5
229	не как	3	5
230	а затем	7	5
231	в результате	5	5
232	и форм	1	5
233	они не	5	5
234	по отношению	1	5
235	вместе с	5	5
236	не менее	4	5
237	о том	8	5
238	но оно	4	5
239	его и	2	5
240	в данном	4	5
241	и более	1	5
242	мы не	6	5
243	для того	8	5
244	прямой и	1	5
245	с помощью	6	5
246	только на	1	5
247	этого жанра	1	5
248	связанных с	6	5
249	всех областях	1	5
250	той же	6	5
251	отношению к	1	5
252	почти вовсе	2	5
253	со словом	2	5
254	но он	5	5
255	в дальнейшем	2	5
256	между этими	3	5
257	в поэзии	3	5
258	уже в	1	5
259	на протяжении	2	5
260	хотя и	6	5
261	этом отношении	7	5
262	и этим	2	5
263	как его	2	5
264	должен быть	2	5
265	в других	2	5
266	особенно в	4	5
267	в каждом	3	5
268	а как	3	5
269	дистанции между	2	5
270	слова с	1	5
271	эти формы	1	5
272	не знает	1	5
273	почти всегда	3	5
274	борьба с	3	5
275	и сам	2	5
276	меньшей степени	2	5
277	характерно что	4	5
278	и языка	2	5
279	оно может	1	5
280	и по	3	5
281	для этого	2	5
282	имеет дело	1	5
283	до сих	3	4
284	по существу	4	4
285	оно было	2	4
286	в большей	2	4
287	в другой	1	4
288	те же	1	4
289	не столько	5	4
290	в виду	2	4
291	для всех	4	4
292	со всеми	6	4
293	и самая	1	4
294	если бы	2	4
295	где они	3	4
296	прямо сказать	1	4
297	отношения к	1	4
298	и другим	2	4
299	его на	1	4
300	что он	7	4
301	от его	4	4
302	ли он	2	4
303	так же	13	4
304	которая не	2	4
305	как только	1	4
306	на первый	4	4
307	к тому	4	4
308	и образ	3	4
309	непосредственно и	1	4
310	друг с	2	4
311	в речах	1	4
312	поэзии и	1	4
313	дело не	1	4
314	и политической	1	4
315	даже и	1	4
316	того чтобы	9	4
317	в другом	4	4
318	но эти	1	4
319	самого автора	2	4
320	тогда когда	3	4
321	и слово	3	4
322	именно на	3	4
323	с этой	1	4
324	в различных	3	4
325	в чем	6	4
326	свою очередь	1	4
327	и формы	1	4
328	его же	1	4
329	и во	4	4
330	в известной	5	4
331	с этими	1	4
332	материал в	1	4
333	он может	2	4
334	и речи	2	4
335	связано с	3	4
336	но это	10	4
337	в системе	2	4
338	его как	4	4
339	из них	5	4
340	того что	4	4
341	формы и	2	4
342	он должен	2	4
343	истории литературы	1	4
344	несколько слов	2	4
345	лишь тогда	1	4
346	все его	1	4
347	значение в	1	4
348	одной из	6	4
349	сочетается с	2	4
350	том же	3	4
351	романа но	2	4
352	о себе	1	4
353	как раз	5	4
354	в литературе	4	4
