N	3gram	Propp_Isto	Vladivir
1	в том что	8	29
2	о том что	3	22
3	тем не менее	6	18
4	и то что	4	14
5	в то время	2	13
6	во всяком случае	2	12
7	в связи с	5	12
8	содержит в себе	2	11
9	к тому же	4	11
10	не может быть	4	10
11	вместе с тем	1	10
12	с точки зрения	1	10
13	то что он	1	9
14	на то что	4	8
15	точно так же	8	7
16	так или иначе	1	6
17	как это мы	1	6
18	в данном случае	6	6
19	том что в	2	6
20	с другой стороны	10	6
21	как мы видели	7	6
22	и в его	1	5
23	и в том	1	5
24	не только в	3	5
25	то время как	2	5
26	что и в	3	5
27	можно сказать что	2	4
28	и вместе с	1	4
29	мы увидим ниже	3	4
30	что в этом	1	4
31	к этому времени	1	4
32	и т д	30	4
33	заключается в том	1	4
34	не что иное	6	4
35	вовсе не есть	1	4
36	можно было бы	2	4
37	что иное как	6	4
38	с одной стороны	2	4
39	также и в	1	4
40	что он не	1	3
41	он уже не	1	3
42	в том числе	1	3
43	мы знаем что	8	3
44	ничего общего с	1	3
45	иметь в виду	1	3
46	и как мы	1	3
47	не только на	1	3
48	не только не	2	3
49	по этому поводу	1	3
50	это вовсе не	1	3
51	к тому что	1	3
52	самом же деле	1	3
53	только то что	1	3
54	на самом же	1	3
55	в свою очередь	1	3
56	не менее если	1	3
57	тем более что	1	3
58	хотя и не	1	3
59	мы видели выше	2	3
60	с самого начала	1	3
61	между прочим и	2	3
62	в согласии с	1	3
63	ни с каким	1	3
64	так же как	7	2
65	нельзя сказать что	1	2
66	но вместе с	1	2
67	нужно прибавить что	1	2
68	с этим в	1	2
69	будем говорить ниже	1	2
70	бы обратить внимание	1	2
71	но сам он	1	2
72	здесь перед нами	1	2
73	совершенно так же	4	2
74	никак не мог	1	2
75	мы уже видели	3	2
76	у него как	1	2
77	в таком случае	1	2
78	мы сейчас увидим	1	2
79	только при помощи	1	2
80	до сих пор	7	2
81	от своего отца	1	2
82	есть не что	2	2
83	этому времени уже	1	2
84	бросается в глаза	1	2
85	и прежде всего	1	2
86	к которой он	1	2
87	мы уже знаем	3	2
88	а именно к	1	2
89	для нас важно	1	2
90	и по существу	1	2
91	не то что	1	2
92	из этих трех	1	2
93	так как в	1	2
94	в себе черты	1	2
95	сих пор не	1	2
96	за то что	1	2
97	а так как	1	2
98	но и здесь	1	2
99	связи с этим	1	2
100	независимо от того	2	2
101	будет сказать что	1	2
102	том что и	1	2
103	так же и	1	2
104	в этом случае	8	2
105	что в нем	1	2
106	с тем что	1	2
107	то обстоятельство что	1	2
108	как мы увидим	2	2
109	было у него	1	2
110	по этому вопросу	1	2
111	мы не будем	2	2
112	это и есть	2	2
113	мы имеем не	2	2
114	что он как	1	2
115	после того как	3	2
116	может быть и	1	2
117	в его работе	1	1
118	при помощи которых	1	1
119	в этот момент	1	1
120	но и не	1	1
121	от того кто	1	1
122	не только то	1	1
123	он был не	1	1
124	что же это	1	1
125	но и по	1	1
126	он никак не	1	1
127	и даже не	1	1
128	совершенно ясно и	1	1
129	мы видим что	6	1
130	а не с	1	1
131	почти никогда не	1	1
132	к которому принадлежал	1	1
133	же это за	1	1
134	на могилу и	1	1
135	ли она в	1	1
136	в себя и	1	1
137	не в этом	1	1
138	на одной и	2	1
139	но и то	1	1
140	эта сторона дела	1	1
141	и тут же	1	1
142	наряду с этим	2	1
143	потому что как	1	1
144	дело не в	1	1
145	в жизни и	1	1
146	указывает на то	1	1
147	то что есть	1	1
148	на всю жизнь	1	1
149	что такие явления	1	1
150	не только с	1	1
151	если кто из	1	1
152	а не просто	1	1
153	уже потому что	1	1
154	является то что	1	1
155	всех этих материалов	1	1
156	именно в этой	1	1
157	другими словами здесь	1	1
158	т д в	1	1
159	три года до	1	1
160	указать на два	1	1
161	указывает на его	1	1
162	к своему собственному	1	1
163	он относится к	1	1
164	с этой стороны	2	1
165	в такой же	1	1
166	на земле в	1	1
167	уже видели что	1	1
168	на себя их	1	1
169	что есть только	1	1
170	не будем здесь	2	1
171	то что этот	1	1
172	во многих случаях	1	1
173	и столько же	1	1
174	надо сказать что	1	1
175	несколько дней и	1	1
176	во время ее	1	1
177	во время своей	1	1
178	уже знаем что	1	1
179	не менее он	1	1
180	в них нет	1	1
181	и не видно	1	1
182	в целом и	1	1
183	то же самое	1	1
184	общение человека с	1	1
185	что дело не	1	1
186	оказывается что в	1	1
187	с тех пор	1	1
188	можно найти много	2	1
189	казалось бы что	1	1
190	себе ничего не	1	1
191	но все же	5	1
192	как мы сейчас	1	1
193	в буквальном смысле	1	1
194	не просто в	2	1
195	так же в	1	1
196	он видел и	1	1
197	год или два	1	1
198	он все же	3	1
199	мы имеем дело	1	1
200	дом и все	1	1
201	можно найти в	1	1
202	к своему отцу	2	1
203	можно сказать о	1	1
204	не помню и	1	1
205	тому что в	1	1
206	но он не	1	1
207	и не всегда	1	1
208	может быть в	1	1
209	равно как и	1	1
210	с этим мы	1	1
211	по своей основной	1	1
212	он не считает	1	1
213	в дальнейшем в	1	1
214	по себе ничего	1	1
215	при всей своей	1	1
216	можно утверждать что	2	1
217	но и в	2	1
218	к тому времени	1	1
219	в том смысле	1	1
220	мы еще встретимся	1	1
221	каждый из этих	1	1
222	что здесь не	1	1
223	так и с	1	1
224	с этой точки	1	1
225	живые и мертвые	1	1
226	что у нее	1	1
227	и действительно в	1	1
228	друг друга не	1	1
229	что он видел	1	1
230	них нет ничего	1	1
231	а он меня	1	1
232	в своей работе	1	1
233	то мы можем	1	1
234	а он не	1	1
235	в таких случаях	2	1
236	и той же	2	1
237	в средние века	2	1
238	и отец и	1	1
239	здесь мы имеем	3	1
240	об этом мы	1	1
241	и многое другое	1	1
242	на этот вопрос	1	1
243	состоит в том	2	1
244	все же не	1	1
245	но нельзя сказать	1	1
246	начинается с того	2	1
247	свою связь с	2	1
248	выйти замуж за	1	1
249	на нее и	2	1
250	иное как воплощение	1	1
251	весь дом и	1	1
252	смысле этого слова	3	1
253	ней в брак	1	1
254	и никому не	1	1
255	таким образом эта	2	1
256	и в котором	1	1
257	специальной работе о	1	1
258	разве ты не	1	1
259	одной и той	2	1
260	и ничего не	1	1
261	была у него	1	1
262	в целом но	1	1
263	что и здесь	2	1
264	выше мы видели	5	1
265	большую роль в	1	1
266	и в быту	1	1
267	так как иначе	1	1
268	при помощи которой	2	1
269	но тем не	2	1
270	в этом доме	3	1
271	не имели власти	1	1
272	именно так как	1	1
273	ты не видишь	1	1
274	же как и	3	1
275	то чего не	1	1
276	т д до	1	1
277	на все эти	1	1
278	том смысле как	1	1
279	и не может	1	1
280	этой точки зрения	1	1
281	главным образом на	1	1
282	и не только	1	1
283	не только как	1	1
284	с ней в	1	1
285	говорит о наличии	1	1
286	здесь входить в	1	1
287	имеем дело с	1	1
288	к этому дому	1	1
289	мы не можем	1	1
