N	2gram	Propp_Isto	Problemy
1	и в	44	106
2	и не	19	90
3	как бы	4	70
4	может быть	31	66
5	т е	27	59
6	в его	16	56
7	в этом	20	52
8	в нем	10	51
9	не может	10	49
10	как и	12	44
11	что он	29	44
12	точки зрения	3	40
13	но и	16	40
14	для него	2	39
15	и его	15	39
16	а не	5	38
17	то же	9	36
18	не только	17	36
19	в пределах	5	35
20	то что	16	33
21	но в	7	33
22	прежде всего	7	32
23	он не	5	29
24	в то	5	29
25	все это	4	29
26	и все	4	28
27	в одном	2	27
28	не в	11	27
29	к себе	3	26
30	же время	1	26
31	в самом	1	25
32	и с	8	25
33	к нему	5	25
34	с точки	1	25
35	и т	39	25
36	не как	5	24
37	вовсе не	6	24
38	героя и	3	24
39	самом деле	2	24
40	и на	11	23
41	по себе	2	22
42	таким образом	21	22
43	там где	11	21
44	как мы	9	21
45	все же	17	20
46	никогда не	5	20
47	только в	8	20
48	потому что	18	20
49	что же	1	19
50	что в	18	19
51	с его	3	19
52	отношению к	2	19
53	слова в	1	19
54	уже не	14	18
55	по отношению	2	18
56	в себе	1	18
57	еще не	16	18
58	о нем	3	18
59	на самом	1	18
60	но не	8	18
61	все эти	11	18
62	и к	3	17
63	с ним	9	17
64	а в	9	17
65	в том	13	17
66	это не	8	17
67	так и	9	17
68	так же	14	16
69	если бы	5	16
70	в своей	3	16
71	в другом	2	16
72	у него	7	15
73	и для	3	15
74	и наконец	2	15
75	и сам	2	14
76	в своем	3	14
77	в конце	1	14
78	а как	3	14
79	другого человека	1	14
80	так как	19	14
81	я не	1	14
82	лишь в	2	14
83	но все	8	13
84	на него	10	13
85	с другими	4	13
86	его в	17	13
87	в мире	1	13
88	и это	5	13
89	героя в	11	13
90	перед нами	2	13
91	в целом	4	13
92	при этом	4	12
93	даже в	4	12
94	и как	5	12
95	и даже	4	12
96	к тому	1	12
97	во всяком	1	12
98	в котором	2	12
99	что и	11	12
100	не знает	1	12
101	себе и	2	12
102	так что	2	12
103	и что	13	12
104	было бы	2	12
105	между тем	1	12
106	как в	11	12
107	том что	12	12
108	у меня	1	12
109	но это	10	12
110	ничего не	4	12
111	в одной	5	12
112	пределах одного	1	11
113	тем что	12	11
114	их в	7	11
115	входит в	5	11
116	с другой	11	11
117	он сам	1	11
118	это слово	1	11
119	бы в	1	11
120	мы уже	6	11
121	в форме	5	11
122	не могут	2	11
123	сливается с	2	11
124	этого слова	1	11
125	она не	7	11
126	или как	3	11
127	как будто	2	11
128	а я	1	11
129	самого начала	1	10
130	говорит он	2	10
131	что не	3	10
132	сих пор	7	10
133	в него	5	10
134	до сих	7	10
135	приводит к	2	10
136	той же	2	10
137	к одному	1	10
138	далеко не	1	10
139	отношение к	3	10
140	другой стороны	10	9
141	в них	3	9
142	хотя бы	2	9
143	друг с	2	9
144	что у	6	9
145	хотя и	1	9
146	но он	2	9
147	с самого	1	9
148	могут быть	9	9
149	всяком случае	1	9
150	ни в	2	9
151	или в	7	9
152	и потому	2	9
153	человека в	5	9
154	же и	1	8
155	в результате	1	8
156	о том	11	8
157	а что	1	8
158	мы увидим	6	8
159	из них	4	8
160	и он	9	8
161	несмотря на	3	8
162	но как	2	8
163	одним из	4	8
164	здесь не	3	8
165	и у	3	8
166	и от	1	8
167	мы должны	7	8
168	должна быть	3	8
169	был бы	1	8
170	что это	8	8
171	никак не	1	8
172	не на	1	8
173	с ними	4	8
174	и так	1	8
175	наконец в	1	8
176	из его	2	8
177	он есть	1	8
178	как к	1	8
179	уже в	4	8
180	того что	3	8
181	это и	3	8
182	же не	1	8
183	с другом	2	8
184	в стиле	1	8
185	знает и	2	8
186	и о	2	8
187	от него	2	7
188	уже говорили	1	7
189	в виду	1	7
190	на свой	1	7
191	в жизни	1	7
192	вопрос о	5	7
193	в себя	3	7
194	из своего	4	7
195	только на	2	7
196	сказать что	2	7
197	ее как	1	7
198	что все	4	7
199	что она	3	7
200	от себя	2	7
201	что они	3	7
202	все его	2	7
203	не было	2	7
204	героя с	1	7
205	между ними	2	7
206	себя как	1	7
207	в этих	7	7
208	во всех	3	7
209	друг другу	1	7
210	и др	6	7
211	с которым	3	7
212	его к	3	7
213	и ее	1	7
214	были бы	1	7
215	его с	3	7
216	например в	11	7
217	мы остановимся	1	7
218	в процессе	1	7
219	его и	2	7
220	он в	3	7
221	на этот	2	7
222	т д	36	7
223	тот же	1	7
224	но на	1	7
225	в их	1	7
226	в виде	13	7
227	но эта	2	7
228	мира и	2	7
229	к своему	2	7
230	он с	1	7
231	такой же	3	7
232	что было	1	6
233	во всем	4	6
234	него в	2	6
235	в своих	4	6
236	не менее	6	6
237	с этим	7	6
238	но эти	4	6
239	превращается в	10	6
240	конечно не	1	6
241	как на	3	6
242	одна из	6	6
243	не мог	3	6
244	на почве	1	6
245	и этим	6	6
246	как же	1	6
247	на этом	5	6
248	а с	2	6
249	но зато	1	6
250	все те	1	6
251	бы уже	1	6
252	этот вопрос	2	6
253	в этой	5	6
254	себя в	6	6
255	во время	12	6
256	и здесь	12	6
257	за ним	4	6
258	в другой	5	6
259	в которых	4	6
260	зависимости от	1	6
261	знает что	1	6
262	в основе	3	6
263	и вот	4	6
264	ли вы	1	6
265	в отличие	1	6
266	и во	1	6
267	он может	4	6
268	друг друга	5	6
269	которым он	1	6
270	на вопрос	3	6
271	и пр	6	6
272	о герое	2	6
273	но с	1	6
274	по существу	2	6
275	на его	1	6
276	на них	2	6
277	отличие от	1	6
278	как он	6	6
279	идет о	1	6
280	и вы	1	6
281	он знает	1	6
282	жизни и	4	6
283	на то	3	6
284	и только	1	6
285	для этого	3	6
