N	3gram	Vinokur_Ku	slovoVRo
1	и т п	39	72
2	не может быть	5	19
3	то же время	4	18
4	в то же	4	18
5	той или иной	1	15
6	с точки зрения	16	15
7	в отличие от	3	14
8	в узком смысле	2	14
9	в большинстве случаев	2	11
10	с одной стороны	2	11
11	и т д	21	10
12	более или менее	3	9
13	в этом случае	4	9
14	в зависимости от	7	8
15	т п в	2	8
16	во всяком случае	8	8
17	и в особенности	1	7
18	к своему предмету	1	6
19	так и в	2	6
20	и в то	1	6
21	но все же	3	6
22	с другой стороны	12	6
23	большей или меньшей	2	6
24	в том что	23	5
25	по отношению к	8	5
26	хотя бы и	4	5
27	и там где	2	5
28	в каждый данный	1	5
29	не только в	4	5
30	а вовсе не	1	5
31	в этом отношении	8	5
32	до конца и	1	5
33	может быть и	1	5
34	для того чтобы	21	4
35	до сих пор	5	4
36	каждый данный момент	1	4
37	в большей или	2	4
38	те или иные	2	4
39	а также и	1	4
40	в свою очередь	4	4
41	лишь тогда когда	1	4
42	можно сказать что	2	4
43	таким образом в	2	4
44	в лучшем случае	1	4
45	или меньшей степени	2	4
46	не могут быть	1	4
47	свое выражение в	2	3
48	в собственном смысле	1	3
49	но оно не	1	3
50	и то же	1	3
51	того или иного	5	3
52	может быть только	2	3
53	не выходит за	1	3
54	тех или иных	1	3
55	в данном случае	1	3
56	в связи с	4	3
57	к тому что	2	3
58	в стороне от	1	3
59	т п все	2	3
60	но и здесь	1	3
61	может быть очень	1	3
62	как и в	1	3
63	и не в	2	3
64	одно и то	1	3
65	как мы видели	1	3
66	в широком смысле	2	3
67	в другом случае	1	3
68	несколько слов о	2	3
69	рано или поздно	2	2
70	это не значит	1	2
71	приходится иметь дело	1	2
72	уже не в	1	2
73	и в другом	2	2
74	то или иное	2	2
75	меньше чем в	1	2
76	с этой точки	3	2
77	вовсе не в	1	2
78	тем не менее	9	2
79	далеко не всегда	1	2
80	значение рядом с	1	2
81	то же слово	1	2
82	не для того	1	2
83	в первом случае	1	2
84	неразрывно связан с	1	2
85	тем чем он	1	2
86	к языку и	1	2
87	все же и	3	2
88	не в качестве	1	2
89	здесь как бы	1	2
90	но и более	1	2
91	до некоторой степени	1	2
92	не укладывается в	1	2
93	и с другой	1	2
94	на данном языке	1	2
95	что он есть	1	2
96	и в том	2	2
97	эти слова и	1	2
98	случае перед нами	1	2
99	в том и	3	2
100	хотя и не	1	2
101	дело не с	1	2
102	т п и	2	2
103	но прежде всего	1	2
104	иметь в виду	1	2
105	том и в	1	2
106	можно утверждать что	1	2
107	т п но	1	2
108	о том что	6	2
109	языка как такового	1	2
110	в такой степени	1	2
111	этой точки зрения	4	2
112	а следовательно и	2	2
113	на ту же	1	2
114	на том же	1	2
115	мы не знаем	1	2
116	можно было бы	11	2
117	во всех этих	1	2
118	они ни были	1	2
119	между тем как	1	2
120	связанных с ними	1	2
121	тем что он	1	2
