N	2gram	Bakhtin_Pr	VLabPisa
1	таким образом	22	32
2	в этом	40	29
3	не только	26	26
4	и в	59	26
5	творческого процесса	5	23
6	может быть	38	23
7	и не	66	20
8	хотя бы	5	20
9	художественного творчества	3	19
10	не может	31	17
11	в процессе	4	17
12	творческий процесс	1	17
13	в письме	1	16
14	в его	44	15
15	в том	17	15
16	этом отношении	7	14
17	все это	12	13
18	прежде всего	17	13
19	в качестве	1	12
20	вот что	2	12
21	письме к	1	12
22	в частности	2	12
23	как это	2	12
24	что в	14	11
25	с другой	3	11
26	из них	8	11
27	то же	15	10
28	не могут	6	10
29	в художественном	5	10
30	о том	5	10
31	но и	22	10
32	по этому	2	10
33	и др	1	10
34	для него	23	9
35	об этом	4	9
36	к этому	6	9
37	могут быть	5	8
38	творчества в	3	8
39	другой стороны	3	8
40	только в	15	8
41	все эти	12	8
42	вместе с	2	8
43	том что	15	8
44	ни один	5	8
45	было бы	10	8
46	не следует	1	8
47	в своем	12	8
48	произведения и	2	7
49	в основном	2	7
50	это не	13	7
51	говорит о	1	7
52	в году	1	7
53	не было	5	7
54	по отношению	17	7
55	тому что	3	7
56	как и	21	7
57	их в	8	7
58	во всех	8	7
59	а не	30	7
60	то что	21	7
61	произведения в	2	7
62	отношению к	17	7
63	же в	3	7
64	в нем	38	7
65	из этих	2	7
66	один из	4	6
67	художественное творчество	1	6
68	у него	9	6
69	более или	1	6
70	все же	9	6
71	приводит к	4	6
72	идеи и	2	6
73	это и	10	6
74	бы и	6	6
75	в искусстве	2	6
76	не в	10	6
77	между тем	5	6
78	так и	13	6
79	художественного произведения	1	6
80	в себе	9	6
81	или менее	1	6
82	в зависимости	5	6
83	и его	21	6
84	в то	15	6
85	художественный образ	2	5
86	даже в	7	5
87	в результате	6	5
88	в их	5	5
89	в них	5	5
90	связи с	1	5
91	одним из	11	5
92	зависимости от	5	5
93	к тому	1	5
94	перед нами	8	5
95	не является	2	5
96	он говорит	3	5
97	вот почему	3	5
98	для художника	1	5
99	и при	1	5
100	в одном	14	5
101	в пределах	13	5
102	же время	10	5
103	как бы	40	5
104	в целом	8	5
105	сказать что	9	5
106	в плане	5	5
107	и есть	6	5
108	никогда не	19	5
109	в самом	19	4
110	ее в	2	4
111	только что	3	4
112	познания и	1	4
113	вот как	1	4
114	в ее	4	4
115	как раз	9	4
116	можно сказать	3	4
117	что для	4	4
118	в этой	5	4
119	в единстве	7	4
120	замысла и	2	4
121	что все	5	4
122	что он	16	4
123	равно как	1	4
124	в виду	2	4
125	по существу	5	4
126	в романе	12	4
127	с ними	3	4
128	художественном произведении	1	4
129	в своей	17	4
130	является не	3	4
131	одном из	3	4
132	роль в	2	4
133	должен быть	1	4
134	с его	14	4
135	чем же	2	4
136	для его	4	4
137	в философии	1	4
138	это только	1	4
139	их и	3	4
140	них не	2	4
141	в сознании	4	4
142	из его	4	4
143	одна из	4	4
144	по поводу	2	4
145	и ее	5	4
146	познания в	1	4
147	в статье	1	4
148	и к	5	3
149	что они	3	3
150	данного произведения	2	3
151	что оно	2	3
152	и он	3	3
153	что у	5	3
154	этой проблемы	1	3
155	этот процесс	1	3
156	в дневнике	1	3
157	мы имеем	2	3
158	действительной жизни	1	3
159	того что	4	3
160	никак не	3	3
161	но как	4	3
162	видеть в	1	3
163	него в	2	3
164	утверждает что	1	3
165	со своим	4	3
166	что и	10	3
167	у нас	2	3
168	подобно тому	5	3
169	его в	6	3
170	в форме	8	3
171	творчества и	2	3
172	если бы	12	3
173	или в	2	3
174	именно в	8	3
175	в конце	9	3
176	или иная	1	3
177	например в	5	3
178	разума и	1	3
179	у тургенева	2	3
180	между ними	4	3
181	и как	10	3
182	в творческом	1	3
183	в слове	1	3
184	же и	2	3
185	в которых	2	3
186	и отдельных	1	3
187	явлений и	1	3
188	не столь	1	3
189	и художественного	1	3
190	мира и	8	3
191	своем творчестве	1	3
192	в авторской	2	3
193	вовсе не	13	3
194	бы в	7	3
195	с этим	2	3
196	и мир	4	3
197	а в	9	3
198	что не	6	3
199	в котором	6	3
200	из элементов	1	3
201	даже и	2	3
202	она не	9	3
203	в противоположность	3	3
204	в значительной	1	3
205	его не	2	3
206	но даже	1	3
207	того чтобы	5	3
208	в работе	1	3
209	для того	3	3
210	тому как	5	3
211	идей и	1	3
212	своего творчества	1	3
213	плана и	1	3
214	и их	7	3
215	всех других	1	3
216	как он	5	3
217	вслед за	1	3
218	далеко не	3	3
219	этот вопрос	3	3
220	так же	10	3
221	при помощи	1	3
222	человека и	2	3
223	в творчестве	6	3
224	писал в	1	3
225	как на	4	3
226	нет и	4	3
227	наблюдения и	1	3
228	та или	1	3
229	это делает	2	3
230	образом в	2	3
231	и от	3	3
232	точки зрения	36	3
233	жизни и	21	3
234	что без	1	3
235	что говорит	1	3
236	и по	4	3
237	толстого в	1	3
238	всех этих	3	3
239	мы видели	3	3
240	в особенности	2	2
241	отметить что	2	2
242	и весь	1	2
243	только не	1	2
244	художник как	1	2
245	у каждого	1	2
246	все его	4	2
247	том чтобы	1	2
248	из которых	3	2
249	они и	3	2
250	нет ни	5	2
251	от его	1	2
252	они не	5	2
253	достоевского и	14	2
254	на вопрос	2	2
255	также что	1	2
256	на язык	1	2
257	должно быть	4	2
258	того как	1	2
259	зависит от	1	2
260	при всей	1	2
261	ее как	3	2
262	с одной	1	2
263	том числе	1	2
264	должна быть	4	2
265	тогда когда	2	2
266	смысле слова	1	2
267	своих героев	5	2
268	идеологического творчества	2	2
269	из основных	1	2
270	получает в	1	2
271	через это	1	2
272	с нею	1	2
273	говорить о	3	2
274	да и	3	2
275	следует что	1	2
276	черновых материалов	1	2
277	хотя и	1	2
278	подчеркнуть что	4	2
279	в пользу	1	2
280	многие из	1	2
281	не приходится	1	2
282	о творчестве	1	2
283	писем к	1	2
284	в науке	2	2
285	что такое	1	2
286	как у	4	2
287	из ничего	1	2
288	и через	2	2
289	и достоевский	3	2
290	из своих	1	2
291	для них	3	2
292	не столько	3	2
293	с другими	11	2
294	художественную форму	1	2
295	из многочисленных	1	2
296	по себе	13	2
297	единого и	1	2
298	разобраться в	2	2
299	но с	4	2
300	в своих	5	2
301	и даже	4	2
302	что ни	1	2
303	этой точки	3	2
304	мышления в	1	2
305	и наконец	5	2
306	и слова	1	2
307	в которой	6	2
308	такое понимание	1	2
309	не о	3	2
310	а о	4	2
311	ни одна	2	2
312	всех его	1	2
313	том отношении	1	2
314	и социальные	1	2
315	что она	6	2
316	но не	13	2
317	в ней	8	2
318	каждом отдельном	1	2
319	самый факт	2	2
320	вот это	1	2
321	между собою	1	2
322	в жизни	7	2
323	эта способность	1	2
324	к его	1	2
325	же как	5	2
326	что мы	2	2
327	слова не	1	2
328	на этом	1	2
329	другом месте	1	2
330	противном случае	1	2
331	что действие	1	2
332	живет не	1	2
333	не менее	3	2
334	можно ли	1	2
335	так сказать	8	2
336	только для	2	2
337	бы не	3	2
338	отличается от	3	2
339	диалектического развития	1	2
340	себе и	3	2
341	видеть мир	1	2
342	которая не	2	2
343	в чем	2	2
344	числе и	1	2
345	собою и	1	2
346	например у	2	2
347	говорит об	2	2
348	так например	1	2
349	могло бы	1	2
350	сих пор	3	2
351	справедливо говорит	1	2
352	от различных	1	2
353	а для	1	2
354	от них	3	2
355	еще не	11	2
356	все они	4	2
357	иметь в	1	2
358	братьях карамазовых	3	2
359	в каждом	11	2
360	во всяком	5	2
361	и потому	9	2
362	понятно что	1	2
363	того или	1	2
364	до сих	3	2
365	человека в	8	2
366	восприятия и	1	2
367	и быть	1	2
368	которые обычно	1	2
369	а как	8	2
370	объективного мира	1	2
371	от характера	3	2
372	его писем	1	2
373	то это	1	2
374	и заключается	1	2
375	всяком случае	3	2
376	важно подчеркнуть	1	2
377	относится к	2	2
378	ту же	1	2
379	в другом	1	2
380	не по	3	2
381	искусства и	1	2
382	по крайней	3	2
383	явления в	1	2
384	формы и	1	2
385	лишь в	4	2
386	каждой из	1	2
387	должны быть	1	2
388	я бы	1	2
389	не с	1	2
390	не об	6	2
391	плана в	2	2
392	о своем	2	2
393	можно было	5	2
394	часто не	1	2
395	только у	4	2
396	словесного выражения	1	2
397	даже не	1	2
398	идеи в	12	2
399	стороны и	1	2
400	и сам	5	2
