N	2gram	Propp_Isto	slovoVRo
1	и в	44	92
2	и т	39	82
3	может быть	31	59
4	и его	15	59
5	в нем	10	59
6	и не	19	51
7	не только	17	44
8	не может	10	41
9	но и	16	39
10	в этом	20	36
11	а не	5	34
12	во всех	3	32
13	точки зрения	3	30
14	так и	9	30
15	могут быть	9	29
16	и др	6	29
17	в пределах	5	29
18	в его	16	27
19	слова в	1	26
20	языка в	1	25
21	все это	4	25
22	как бы	4	24
23	то же	9	23
24	и на	11	22
25	как в	11	21
26	не в	11	21
27	вовсе не	6	21
28	в процессе	1	20
29	в то	5	20
30	прежде всего	7	19
31	как мы	9	19
32	с ним	9	18
33	как и	12	18
34	язык и	2	18
35	же время	1	18
36	себя в	6	18
37	или иной	1	18
38	таким образом	21	17
39	оно не	1	17
40	и даже	4	17
41	все же	17	17
42	в основе	3	17
43	в истории	7	17
44	все эти	11	17
45	при этом	4	16
46	в них	3	16
47	к своему	2	16
48	отличие от	1	16
49	но в	7	16
50	и с	8	15
51	с точки	1	15
52	со своим	2	15
53	там где	11	15
54	только в	8	14
55	в отличие	1	14
56	в особенности	6	13
57	это не	8	13
58	с другой	11	13
59	с его	3	13
60	и для	3	13
61	и к	3	12
62	еще не	16	12
63	во всяком	1	12
64	никогда не	5	12
65	и потому	2	12
66	или в	7	12
67	а в	9	12
68	отношение к	3	12
69	и наконец	2	12
70	один из	6	11
71	в этих	7	11
72	с ними	4	11
73	для него	2	11
74	с одной	7	11
75	на его	1	11
76	одной стороны	7	11
77	в языке	1	10
78	и все	4	10
79	уже не	14	10
80	все они	1	10
81	лишь в	2	10
82	т д	36	10
83	в своем	3	10
84	в том	13	10
85	с другими	4	10
86	она не	7	10
87	языку и	1	10
88	в себе	1	10
89	далеко не	1	10
90	в него	5	10
91	всех этих	2	10
92	пределах одного	1	9
93	в основном	5	9
94	в своей	3	9
95	конечно не	1	9
96	сказать что	2	9
97	на почве	1	9
98	этом случае	13	9
99	так как	19	9
100	здесь в	1	9
101	его в	17	9
102	одна из	6	9
103	в их	1	9
104	героя и	3	9
105	и других	5	9
106	он не	5	9
107	быть и	1	9
108	одним из	4	9
109	и от	1	9
110	но не	8	9
111	к нему	5	9
112	в самом	1	8
113	для нас	6	8
114	не на	1	8
115	не могут	2	8
116	зависимости от	1	8
117	с этим	7	8
118	словом в	1	8
119	в зависимости	1	8
120	человека в	5	8
121	всяком случае	1	8
122	входит в	5	8
123	в одной	5	8
124	человека и	2	8
125	и часто	1	8
126	они могут	1	8
127	в ней	8	8
128	во всем	4	7
129	от него	2	7
130	же и	1	7
131	но все	8	7
132	о нем	3	7
133	например в	11	7
134	связанные с	5	7
135	том что	12	7
136	перед нами	2	7
137	сливается с	2	7
138	но здесь	1	7
139	на своем	1	7
140	здесь не	3	7
141	друг друга	5	7
142	того же	3	7
143	у него	7	7
144	не было	2	7
145	связи с	10	7
146	в таком	2	7
147	мы уже	6	7
148	его не	3	7
149	также и	2	7
150	ту же	2	7
151	с которым	3	7
152	жизни и	4	7
153	в целом	4	7
154	что в	18	6
155	и здесь	12	6
156	вне себя	1	6
157	нем в	1	6
158	даже в	4	6
159	в одном	2	6
160	ни в	2	6
161	другой стороны	10	6
162	по себе	2	6
163	роль в	3	6
164	автор не	1	6
165	можно сказать	2	6
166	по своим	1	6
167	в свою	3	6
168	наконец в	1	6
169	и там	3	6
170	как к	1	6
171	связан с	7	6
172	в качестве	13	6
173	xix века	1	6
174	а также	5	6
175	человек в	2	6
176	мира и	2	6
177	на этом	5	6
178	например у	2	6
179	хотя бы	2	6
180	между тем	1	6
181	стороны и	1	6
182	нем и	3	6
183	он в	3	6
184	ничего не	4	6
185	должна быть	3	5
186	героя в	11	5
187	и при	3	5
188	не как	5	5
189	а затем	7	5
190	в результате	1	5
191	него нет	1	5
192	к его	2	5
193	они не	5	5
194	по отношению	2	5
195	вместе с	26	5
196	не менее	6	5
197	о том	11	5
198	но оно	3	5
199	его и	2	5
200	не является	1	5
201	в данном	3	5
202	и более	3	5
203	мы не	6	5
204	для того	3	5
205	с помощью	1	5
206	только на	2	5
207	связанных с	1	5
208	той же	2	5
209	отношению к	2	5
210	но он	2	5
211	в дальнейшем	6	5
212	остается в	1	5
213	уже в	4	5
214	хотя и	1	5
215	и этим	6	5
216	или даже	1	5
217	должен быть	2	5
218	в других	4	5
219	особенно в	2	5
220	а как	3	5
221	эти формы	1	5
222	не знает	1	5
223	и может	2	5
224	почти всегда	1	5
225	борьба с	1	5
226	и сам	2	5
227	меньшей степени	1	5
228	характерно что	2	5
229	и по	3	5
230	для этого	3	5
231	до сих	7	4
232	по существу	2	4
233	оно было	1	4
234	в большей	1	4
235	в некоторых	6	4
236	в другой	5	4
237	те же	1	4
238	его но	1	4
239	в виду	1	4
240	если бы	5	4
241	в различные	1	4
242	его на	5	4
243	что он	29	4
244	от его	1	4
245	ли он	2	4
246	так же	14	4
247	как только	2	4
248	на первый	1	4
