N	2gram	Propp_Isto	Psycholo
1	то что	12	193
2	и в	41	190
3	в том	14	163
4	что в	21	123
5	потому что	13	114
6	том что	18	113
7	и что	15	108
8	может быть	19	107
9	таким образом	15	102
10	в этом	19	100
11	то есть	1	97
12	все время	2	86
13	в самом	2	82
14	как бы	8	80
15	для того	2	78
16	того чтобы	1	78
17	что он	29	76
18	не только	30	75
19	на то	5	73
20	и не	12	73
21	что она	6	71
22	самом деле	1	70
23	точки зрения	4	69
24	и т	29	69
25	не может	19	68
26	если мы	1	66
27	так же	6	63
28	так как	21	63
29	было бы	4	56
30	если бы	3	55
31	то же	12	54
32	о том	15	54
33	совершенно ясно	8	54
34	при этом	7	52
35	как и	8	51
36	что и	13	50
37	а не	9	50
38	что это	6	49
39	сказать что	5	46
40	по себе	2	46
41	только в	10	46
42	к тому	4	45
43	не в	12	45
44	ясно что	2	43
45	в этой	2	43
46	показать что	1	43
47	никогда не	16	42
48	и все	6	42
49	вместе с	17	41
50	как это	6	40
51	но и	20	40
52	при помощи	6	39
53	того что	7	39
54	же самое	1	38
55	т п	1	38
56	и это	9	37
57	мы видим	14	37
58	и как	3	36
59	с тем	8	35
60	вовсе не	6	34
61	как на	3	34
62	и если	4	34
63	и его	11	34
64	тому что	2	33
65	все же	14	33
66	что все	1	33
67	когда он	5	33
68	в себе	3	32
69	все это	9	32
70	он не	8	31
71	мы не	10	31
72	в его	4	31
73	для нас	8	31
74	в ней	4	31
75	мы увидим	6	30
76	как будто	4	30
77	никак не	2	30
78	как в	17	30
79	с одной	12	29
80	одной стороны	12	29
81	с точки	1	29
82	в нем	12	29
83	увидим что	2	28
84	что они	5	28
85	и когда	2	28
86	мы можем	11	28
87	и то	3	28
88	что мы	3	28
89	в основе	2	27
90	и на	12	27
91	а в	12	27
92	с другой	20	27
93	так что	6	26
94	только что	1	25
95	и здесь	13	25
96	жизни и	3	25
97	до сих	4	24
98	тем что	11	24
99	указывает на	1	24
100	в целом	2	24
101	в своем	3	23
102	сих пор	5	23
103	из этого	2	23
104	один из	7	23
105	что если	2	23
106	что оно	1	23
107	для этого	1	23
108	могут быть	3	23
109	казалось бы	1	22
110	с этим	3	22
111	из них	2	22
112	что у	6	22
113	и даже	3	22
114	когда мы	2	22
115	всякий раз	1	22
116	т д	25	22
117	как она	1	22
118	в котором	3	21
119	том чтобы	3	21
120	в которых	2	21
121	в своей	4	21
122	ни в	4	21
123	в конце	4	21
124	что эта	1	21
125	как мы	6	21
126	и вот	2	21
127	и только	4	21
128	другой стороны	17	20
129	в то	6	20
130	тот же	2	20
131	мы имеем	27	20
132	она не	3	20
133	дело с	2	20
134	там где	7	20
135	это не	14	20
136	все эти	8	20
137	в одном	2	19
138	что при	3	19
139	мы уже	10	19
140	в какой	1	19
141	мы должны	7	19
142	в ее	3	19
143	у него	16	19
144	он говорит	4	19
145	с этой	7	18
146	в которой	2	18
147	можно было	3	18
148	но в	7	18
149	зависимости от	4	18
150	вслед за	2	18
151	но не	8	18
152	и есть	2	18
153	был бы	1	18
154	перед нами	4	18
155	видим что	4	18
156	есть не	1	18
157	во всяком	3	17
158	мы все	1	17
159	время как	4	17
160	из этих	6	17
161	но это	5	17
162	одна из	7	17
163	у нас	4	17
164	и о	2	17
165	и к	1	16
166	из которых	3	16
167	к этому	5	16
168	та же	5	16
169	сводится к	3	16
170	говорит о	2	16
171	то это	7	16
172	в таком	1	16
173	же как	6	16
174	и тем	4	16
175	не имеет	6	16
176	формы и	2	16
177	так и	8	16
178	от того	4	16
179	в результате	1	15
180	в них	4	15
181	только на	2	15
182	что именно	2	15
183	во всех	8	15
184	мы знаем	4	15
185	о которых	1	15
186	не могут	3	15
187	и так	2	15
188	о котором	1	15
189	на примере	1	15
190	и потому	1	15
191	в зависимости	3	15
192	не просто	3	15
193	далеко не	3	15
194	еще не	13	15
195	в частности	3	15
196	не можем	3	15
197	в совершенно	1	14
198	хотя бы	1	14
199	но он	4	14
200	очевидно что	1	14
201	и той	1	14
202	главным образом	3	14
203	то время	4	14
204	того как	5	14
205	прежде всего	6	14
206	такой же	3	14
207	что на	1	14
208	эта теория	1	14
209	те же	2	14
210	в жизни	2	14
211	этих двух	1	14
212	бы в	1	14
213	показывает что	12	14
214	должна быть	3	14
215	это есть	1	14
216	всяком случае	3	14
217	с той	1	14
218	или в	11	14
219	по существу	5	14
220	есть только	1	14
221	в области	3	14
222	с ним	9	14
223	именно в	2	13
224	не могли	1	13
225	а с	3	13
226	могла бы	1	13
227	с такой	1	13
228	этот вопрос	3	13
229	знаем что	5	13
230	когда она	2	13
231	и он	8	13
232	говорит он	1	13
233	как он	11	13
234	должен был	2	13
