N	3gram	Bakhtin_Fr	Myslijsy
1	в том что	4	47
2	по отношению к	3	26
3	сам по себе	2	14
4	в свою очередь	3	14
5	то же время	12	13
6	в то же	12	13
7	более или менее	3	12
8	смысле этого слова	1	12
9	с другой стороны	2	12
10	и в этом	1	12
11	до сих пор	3	12
12	во всяком случае	1	12
13	в то время	1	10
14	с одной стороны	3	10
15	одного и того	1	9
16	и того же	1	9
17	но и в	2	9
18	о том что	4	9
19	что и в	1	9
20	так и в	3	8
21	на самом деле	1	8
22	с тем что	1	8
23	в этом смысле	1	7
24	и в том	1	7
25	с точки зрения	4	7
26	как и в	2	7
27	не в состоянии	1	7
28	не только в	1	7
29	друг от друга	1	6
30	в нем самом	1	6
31	то же самое	1	6
32	и может быть	1	6
33	с самого начала	1	6
34	после того как	6	6
35	и в языке	1	5
36	то же что	1	5
37	то что в	2	5
38	таким образом в	2	5
39	и то что	1	5
40	мы видели что	1	4
41	мы не знаем	1	4
42	в том же	1	4
43	все то что	3	4
44	в данном случае	1	4
45	что в слове	1	4
46	в том и	1	4
47	и тем же	1	4
48	и в самом	1	4
49	на этот вопрос	1	4
50	не что иное	1	4
51	одним и тем	1	4
52	дело в том	2	4
53	так что в	1	4
54	что касается до	1	4
55	что иное как	1	4
56	в этом отношении	3	4
57	как и во	1	3
58	одной стороны и	1	3
59	в применении к	1	3
60	до известной степени	1	3
61	в большинстве случаев	9	3
62	то есть в	6	3
63	том что он	1	3
64	ничего общего с	1	3
65	в первом случае	1	3
66	и тем самым	1	3
67	было для него	1	3
68	по себе и	1	3
69	в связи с	2	3
70	в одном из	2	3
71	таким образом мы	1	3
72	только после того	1	3
73	заключается в том	1	3
74	несколько слов об	2	3
75	именно то что	1	3
76	мы не в	1	3
77	со всех сторон	2	3
78	из того что	1	3
79	потому что он	1	3
80	можно было бы	2	3
81	не подлежит сомнению	1	3
82	а так как	1	3
83	тогда как в	1	3
84	притом не только	1	3
85	мы увидим что	1	3
86	что же касается	1	3
87	о которой мы	1	2
88	в себе в	1	2
89	о том как	3	2
90	в себе все	2	2
91	потому что сам	1	2
92	таким образом уже	1	2
93	большую или меньшую	1	2
94	и все это	2	2
95	и не имеет	1	2
96	и все что	1	2
97	что в нем	1	2
98	есть прежде всего	1	2
99	тем самым и	1	2
100	и по отношению	2	2
101	имеет дело с	1	2
102	и для самого	1	2
103	имеет для нас	1	2
104	и в каждой	2	2
105	но все же	1	2
106	то это было	1	2
107	не без основания	1	2
108	ни для кого	1	2
109	и потому не	1	2
110	может и не	1	2
111	в этих словах	1	2
112	друг к другу	1	2
113	но и для	2	2
114	не только для	1	2
115	тем что в	1	2
116	не есть нечто	1	2
117	и здесь как	1	2
118	здесь как и	1	2
119	и в отношении	2	2
120	до того что	1	2
121	в свое время	2	2
122	не потому что	1	2
123	и не в	1	2
124	в себе самом	1	2
125	а следовательно и	2	2
126	во всем своем	1	2
127	заметить что в	1	2
128	к которым мы	1	2
129	теории и практики	1	2
130	то есть от	1	2
131	и до сих	1	2
132	же время и	1	2
133	здесь только в	1	2
134	тот же что	1	2
135	как мы видели	4	2
136	мысли и слова	1	2
137	потому что эти	1	2
138	во-вторых потому что	1	2
139	и в истории	1	2
140	и не только	1	2
141	во-первых потому что	1	2
142	что в каждом	1	1
143	в самом деле	3	1
144	всем и каждому	1	1
145	он может и	1	1
146	имеет ничего общего	1	1
147	явления природы и	1	1
148	о котором мы	4	1
149	во время самого	1	1
150	в ту пору	1	1
151	во все стороны	1	1
152	все это в	2	1
153	и эти отношения	1	1
154	для нее нет	1	1
155	и на все	1	1
156	в той же	5	1
157	то что он	1	1
158	во всех этих	1	1
159	но он может	1	1
160	в ту же	1	1
161	судить о том	1	1
162	же что и	2	1
163	в одно мгновение	1	1
164	что все это	2	1
165	есть не только	1	1
166	ни с какими	1	1
167	в том числе	4	1
168	не могут иметь	1	1
169	но каждый раз	1	1
170	таким образом те	1	1
171	но в них	1	1
172	у него в	2	1
173	но вряд ли	1	1
174	существовало до него	1	1
175	не совпадает с	1	1
176	в строгом смысле	1	1
177	мы уже сказали	2	1
178	но и с	2	1
179	а не наоборот	1	1
180	как мы уже	4	1
181	и есть то	2	1
182	но в одном	1	1
183	переходят друг в	1	1
184	в более или	2	1
185	что если б	1	1
186	то есть только	2	1
187	а скорее в	1	1
188	не имеет значения	1	1
189	таким образом это	2	1
190	того как с	1	1
191	в таком же	1	1
192	и в более	1	1
193	сказать что в	1	1
194	все это совершается	1	1
195	пространство и время	1	1
196	с образами этого	1	1
197	нем те же	1	1
198	есть в то	1	1
199	как мы видим	5	1
200	его в себе	1	1
201	существовать не может	1	1
202	это как бы	1	1
203	и стремление к	1	1
204	и в словах	1	1
205	ближе всего к	1	1
206	друг за другом	2	1
207	том числе и	2	1
208	один из этих	1	1
209	удаленные друг от	1	1
210	к тому же	1	1
211	до настоящего времени	1	1
212	и духовные особенности	1	1
213	видимой связи с	1	1
214	есть не что	1	1
215	роль в истории	1	1
216	не имеет ничего	1	1
217	в нераздельное единство	1	1
218	воздуха и воды	1	1
219	нужно прибавить что	1	1
220	мы видим как	1	1
221	не знаем но	1	1
222	оно и не	2	1
223	что в сложном	1	1
224	по этому поводу	1	1
225	но все это	2	1
226	то он должен	1	1
227	что и по	1	1
228	то все это	1	1
229	таким образом и	2	1
230	я видел как	2	1
231	что у него	2	1
232	о том чтобы	1	1
233	в остальных частях	1	1
234	даже больше в	1	1
235	и в этой	2	1
236	за то что	4	1
237	и в другой	1	1
238	и др в	1	1
239	большей или меньшей	2	1
240	вместе с ним	1	1
241	не знали что	1	1
242	играет большую роль	1	1
243	мы принуждены будем	1	1
244	дело не с	1	1
245	раз как она	1	1
246	таким образом все	2	1
247	в чем же	2	1
248	вовлекает в свой	1	1
249	в это время	1	1
250	притом не в	1	1
251	он есть не	1	1
252	как и при	1	1
253	растение и животное	1	1
254	как один из	2	1
255	именно потому что	1	1
256	и что это	1	1
257	образ во время	1	1
258	конечно не в	2	1
259	еще не было	1	1
260	связь ее с	1	1
261	в настоящее время	1	1
262	тем более что	1	1
263	он может стать	1	1
264	нужно сказать и	1	1
265	всякий раз как	1	1
266	с такою же	2	1
267	в большей или	2	1
268	что в некоторых	1	1
269	он говорит и	1	1
270	не в силах	1	1
271	на одном из	3	1
272	бы оно ни	2	1
273	того как он	2	1
274	другой стороны в	1	1
275	о том почему	1	1
276	о том какое	3	1
277	приведением в порядок	1	1
278	и во всей	1	1
279	этом отношении не	1	1
280	сих пор еще	3	1
281	речь идет о	1	1
282	слова таким образом	1	1
283	никто не может	2	1
284	в нем те	1	1
285	особое значение и	1	1
286	но на самом	1	1
287	друг в друга	1	1
288	и не могут	1	1
