N	3gram	Voloshinov	Istorich
1	с другой стороны	6	46
2	до сих пор	10	30
3	в этом случае	3	29
4	с одной стороны	2	28
5	так же как	2	27
6	в том что	9	25
7	не может быть	23	24
8	но все же	4	23
9	тем не менее	3	23
10	о том что	2	22
11	не только в	2	19
12	в связи с	12	17
13	мы видели что	1	16
14	мы уже знаем	2	15
15	по отношению к	9	14
16	на то что	2	14
17	но и в	3	12
18	как мы видели	4	12
19	мы не будем	3	12
20	не что иное	1	11
21	всех этих случаях	1	11
22	во всех этих	1	11
23	что иное как	1	11
24	как и в	1	10
25	можно было бы	2	10
26	друг с другом	2	9
27	как мы увидим	2	9
28	более или менее	3	9
29	же как и	2	9
30	совершенно так же	1	8
31	то же самое	8	8
32	таким образом и	1	8
33	на этот вопрос	3	8
34	подобно тому как	1	8
35	в зависимости от	2	8
36	в большинстве случаев	7	7
37	смысле этого слова	6	7
38	с тем что	1	7
39	во всяком случае	4	7
40	сих пор мы	1	7
41	на том что	1	6
42	и здесь мы	3	6
43	к тому же	2	6
44	это значит что	1	6
45	этой точки зрения	1	6
46	все же не	1	6
47	с переходом на	1	6
48	с этой точки	1	6
49	не будем здесь	1	6
50	но тем не	1	6
51	с самого начала	9	6
52	для того чтобы	7	5
53	в отличие от	7	5
54	со всех сторон	2	5
55	это не совсем	1	5
56	в том числе	3	5
57	до наших дней	1	5
58	другой стороны и	1	5
59	о чем речь	1	5
60	в другом месте	1	5
61	так и в	2	5
62	на самом деле	5	5
63	соответствии с этим	1	4
64	это далеко не	1	4
65	мы здесь не	1	4
66	так или иначе	2	4
67	же самое что	1	4
68	с точки зрения	31	4
69	независимо от того	1	4
70	в одной из	1	4
71	но уже в	1	4
72	тем что он	1	4
73	вопрос о том	2	4
74	оно может быть	1	4
75	сами по себе	1	4
76	не совсем так	1	4
77	можно сказать что	4	4
78	только после этого	1	4
79	а иногда и	2	4
80	но они не	1	4
81	между прочим и	1	4
82	это и есть	2	4
83	к этому же	1	4
84	одной стороны и	1	3
85	в этом направлении	1	3
86	но по мере	2	3
87	и то же	3	3
88	не только не	1	3
89	этот вопрос мы	3	3
90	к тому что	4	3
91	после этого мы	1	3
92	один и тот	3	3
93	не только по	1	3
94	дело в том	1	3
95	на первых порах	1	3
96	мы уже говорили	1	3
97	в другом случае	1	3
98	и тот же	3	3
99	по сравнению с	1	3
100	само по себе	2	3
101	в соответствии с	1	3
102	то ни было	11	3
103	мы увидим дальше	1	3
104	бы то ни	11	3
105	так же и	1	3
106	сих пор не	1	3
107	но он не	1	3
108	таким образом в	1	3
109	в противоречие с	1	3
110	как только мы	1	3
111	и пр есть	1	3
112	а в связи	1	2
113	а может быть	1	2
114	это не значит	1	2
115	они и не	1	2
116	которые приводят к	1	2
117	в самом деле	13	2
118	и тем более	1	2
119	быть не может	1	2
120	друг от друга	1	2
121	в таком случае	5	2
122	дело вовсе не	1	2
123	не в целях	1	2
