N	2gram	Voloshinov	TeoriaLi
1	в качестве	1	33
2	в мире	1	26
3	не только	7	24
4	и в	16	24
5	в частности	2	23
6	может быть	17	22
7	при этом	6	20
8	в том	3	20
9	я в	1	18
10	и не	4	17
11	а в	3	15
12	но и	4	14
13	а не	1	14
14	так и	4	14
15	в рамках	1	13
16	но не	1	13
17	в этом	9	12
18	сводится к	2	12
19	но в	4	12
20	в его	4	12
21	то же	2	12
22	том что	3	11
23	точки зрения	8	11
24	и его	8	11
25	что в	3	10
26	как это	3	10
27	лишь в	1	10
28	в душе	2	9
29	только в	4	9
30	в данном	1	9
31	с другой	1	9
32	в своей	2	8
33	как бы	5	8
34	не может	8	8
35	в самом	2	7
36	или иной	1	7
37	особого рода	1	7
38	и т.п	2	7
39	себя в	1	7
40	мы имеем	1	7
41	отношение к	5	7
42	однако в	1	7
43	в области	3	7
44	в нем	4	7
45	конечном счете	2	6
46	как и	2	6
47	не менее	2	6
48	приводит к	1	6
49	еще не	5	6
50	в основе	3	6
51	то что	3	6
52	со стороны	1	6
53	уже не	1	6
54	с его	7	6
55	с другими	3	6
56	в конечном	3	6
57	между ними	3	6
58	художественного творчества	4	5
59	ни в	5	5
60	в виду	1	5
61	можно сказать	4	5
62	того чтобы	1	5
63	для того	1	5
64	на почве	1	5
65	данном случае	1	5
66	для него	6	5
67	в себя	1	5
68	он не	2	5
69	в пределах	2	5
70	и о	2	5
71	могут быть	3	5
72	не случайно	1	5
73	искусства в	1	5
74	без исключения	1	4
75	не на	2	4
76	не следует	1	4
77	и сам	1	4
78	в этих	3	4
79	отношения к	3	4
80	что он	2	4
81	входит в	1	4
82	в другом	1	4
83	говорить о	2	4
84	и т.д	1	4
85	сказать что	7	4
86	в нашем	1	4
87	к тому	1	4
88	никогда не	2	4
89	и того	1	4
90	хотя и	1	4
91	его в	4	4
92	не знает	2	4
93	мира и	3	4
94	по своему	2	4
95	в свою	1	4
96	и что	1	4
97	того же	2	4
98	одного и	1	4
99	с ее	4	4
100	и ее	4	4
101	и к	6	3
102	в момент	1	3
103	с этой	2	3
104	говорит и	1	3
105	только не	1	3
106	подобно тому	1	3
107	если бы	1	3
108	оказывается в	1	3
109	все эти	5	3
110	в жизни	2	3
111	в порядке	1	3
112	их в	3	3
113	роль в	1	3
114	в итоге	2	3
115	между собой	2	3
116	одной стороны	1	3
117	в одном	3	3
118	всех без	1	3
119	имеем в	1	3
120	известной степени	1	3
121	на две	3	3
122	мог бы	1	3
123	во всей	2	3
124	и внешней	1	3
125	из этих	2	3
126	и для	2	3
127	о ней	1	3
128	таким образом	9	3
129	и то	1	3
130	на языке	1	3
131	с одной	1	3
132	и вот	3	3
133	и потому	3	3
134	с точки	6	3
135	как раз	1	3
136	есть в	2	3
137	прежде всего	9	3
138	а на	2	3
139	и притом	3	3
140	связи с	1	3
141	без остатка	1	3
142	в связи	1	3
143	и как	3	3
144	вовсе не	1	3
145	той или	1	3
146	во всех	3	3
147	а с	1	3
148	тому как	1	3
149	не будет	2	3
150	говоря о	1	3
151	этом смысле	3	3
152	в этой	4	3
153	что можно	2	3
154	и др	3	3
155	столь же	1	3
156	и по	2	3
157	отнюдь не	4	3
158	как совокупность	1	3
159	в культуре	1	3
160	мире и	1	2
161	образом и	1	2
162	для всех	4	2
163	один из	2	2
164	и здесь	1	2
165	и на	4	2
166	которая в	1	2
167	на этом	3	2
168	в году	1	2
169	не могут	2	2
170	в них	2	2
171	оно не	2	2
172	и даже	4	2
173	этой точки	1	2
174	самом деле	6	2
175	может оказаться	1	2
176	из тех	2	2
177	в одно	2	2
178	с ними	4	2
179	вместе с	3	2
180	сознания при	2	2
181	жизни в	1	2
182	себя и	2	2
183	отличается от	1	2
184	собою в	1	2
185	в каком	2	2
186	своей жизни	2	2
187	о том	2	2
188	не входит	1	2
189	сам же	1	2
190	при всей	2	2
191	это и	1	2
192	во внешнем	1	2
193	вытекает из	1	2
194	к нему	1	2
195	на основе	2	2
196	не всегда	1	2
197	для меня	2	2
198	только на	3	2
199	и это	6	2
200	времени и	1	2
201	если мы	2	2
202	имеем дело	1	2
203	что она	1	2
204	коем случае	1	2
205	чем это	1	2
206	внутреннего мира	1	2
207	жизни но	1	2
208	бы то	1	2
209	что они	1	2
210	в коем	1	2
211	на вопрос	1	2
212	несмотря на	1	2
213	ни было	2	2
214	внешнем мире	1	2
215	что такое	5	2
216	ее в	2	2
217	все это	4	2
218	что и	2	2
219	у нас	1	2
220	с их	3	2
221	у него	2	2
222	от всех	1	2
223	к чему	1	2
224	дело в	1	2
225	этих двух	1	2
226	в конце	1	2
227	я и	6	2
228	случае не	1	2
229	я не	1	2
230	только и	2	2
231	это было	1	2
232	в чем	5	2
233	делает его	1	2
234	а для	1	2
235	но как	2	2
236	то ни	1	2
237	к такой	1	2
238	за пределы	2	2
239	от своего	1	2
240	это может	1	2
241	человека и	1	2
242	мы по	1	2
243	в большинстве	3	2
244	всей его	1	2
245	так же	2	2
246	что может	1	2
247	и особенно	1	2
248	это делает	2	2
249	о его	1	2
250	с чем	1	2
251	и прежде	1	2
252	право на	1	2
253	не сумеет	1	2
254	все что	4	1
255	не позволяет	1	1
256	же и	1	1
257	всю внешнюю	1	1
258	живое существо	1	1
259	на первой	1	1
260	все люди	1	1
261	на ее	1	1
262	теперь в	1	1
263	дело с	1	1
264	в которую	1	1
265	можно назвать	2	1
266	его за	1	1
267	что это	2	1
268	с ним	2	1
269	это уже	1	1
270	в сущности	1	1
271	в другой	1	1
272	говорит о	1	1
273	привести к	1	1
274	те же	3	1
275	и эмоционально	1	1
276	в область	2	1
277	из того	1	1
278	и другими	1	1
279	и делает	1	1
280	быть может	2	1
281	смысла в	1	1
282	мифа философии	1	1
283	в центре	1	1
284	со всеми	2	1
285	все то	2	1
286	а во-вторых	1	1
287	имеет значение	1	1
288	с ней	1	1
289	жизнь в	1	1
290	любовь и	1	1
291	все моменты	1	1
292	одним словом	1	1
293	как отношения	1	1
294	из всего	1	1
295	и действительно	2	1
296	с тем	1	1
297	что по	1	1
298	индивида и	1	1
299	все же	1	1
300	не имеет	1	1
301	другому человеку	1	1
302	зависимости от	1	1
303	жизни если	1	1
304	является эстетическим	1	1
305	на первый	2	1
306	по крайней	3	1
307	всем его	1	1
308	жизни является	1	1
309	свое время	1	1
310	первый взгляд	1	1
311	с этим	2	1
312	быть это	3	1
313	и пути	1	1
314	совершенно не	8	1
315	все и	2	1
316	лица по	1	1
317	не существует	2	1
318	она же	1	1
319	зависит от	1	1
320	и такие	1	1
321	и пр	12	1
322	вопрос о	1	1
323	жизни когда	1	1
324	тех же	3	1
325	то и	1	1
326	смерти но	2	1
327	всех его	2	1
328	в сознание	7	1
329	даже самое	1	1
330	наконец в	1	1
331	этом пути	1	1
332	во многих	1	1
333	что представляет	1	1
334	ним и	1	1
335	с нашим	1	1
336	сознание в	1	1
337	точно и	1	1
338	с помощью	2	1
339	и теперь	3	1
340	жизни и	3	1
341	и вся	2	1
342	значение для	1	1
343	теми которые	1	1
344	в мир	2	1
345	она по	1	1
346	не что	1	1
347	это образная	1	1
348	и общества	1	1
349	являются только	1	1
350	на которые	1	1
351	человеческого поведения	2	1
352	к ним	2	1
353	т.е не	2	1
354	в комнате	1	1
355	рассчитана на	1	1
356	быть пережито	1	1
357	ее не	1	1
358	она может	1	1
359	той же	1	1
360	именно так	1	1
361	но именно	1	1
362	с нею	2	1
363	с этими	1	1
364	только при	1	1
365	как я	1	1
366	творчества все	1	1
367	в сознании	1	1
368	момент в	2	1
369	одна из	1	1
370	всего к	1	1
371	но если	1	1
372	по поводу	1	1
373	культуры и	1	1
374	к предмету	1	1
375	нет никаких	2	1
376	к этим	1	1
377	то я	1	1
378	в систему	2	1
379	крайней мере	3	1
380	едва ли	3	1
381	тот же	1	1
382	деятельности и	1	1
383	конечно с	1	1
384	друг другу	1	1
385	своего развития	1	1
386	эдипа и	1	1
387	читатель может	1	1
388	в свое	2	1
389	или к	1	1
390	мы видим	2	1
391	в более	1	1
392	так как	4	1
393	но этим	1	1
394	что иное	1	1
395	они не	2	1
396	различие между	1	1
397	на язык	3	1
398	время и	1	1
399	всех сторон	1	1
400	чем на	1	1
401	возникает в	2	1
402	два полюса	2	1
403	в состоянии	1	1
404	жизни человека	4	1
405	задолго до	1	1
406	и чрезвычайно	1	1
407	художественной формы	1	1
408	не хозяин	1	1
409	для нас	2	1
410	и через	2	1
411	или словами	1	1
412	сознания и	2	1
413	и будущей	1	1
414	состояние как	1	1
415	весь мир	1	1
416	в русском	1	1
417	реальности это	1	1
418	ведь это	1	1
419	не говорит	1	1
420	что его	1	1
421	этим и	1	1
422	но эта	1	1
423	весь его	1	1
424	что не	2	1
425	его мысли	1	1
426	по ту	4	1
427	и эстетический	1	1
428	отношений здесь	1	1
429	не подлежит	1	1
430	большинстве случаев	3	1
431	не есть	2	1
432	при таком	1	1
433	как ее	1	1
434	от этого	1	1
435	и со	1	1
436	остановимся на	1	1
437	делает ее	1	1
438	его жизни	1	1
439	по его	1	1
440	и художественного	3	1
441	на его	1	1
442	путь к	2	1
443	на них	2	1
444	же как	2	1
445	и мир	1	1
446	рождается не	1	1
447	может иметь	2	1
448	со всех	1	1
449	опираясь на	1	1
450	в своих	1	1
451	оно в	1	1
452	для высказывания	1	1
453	она не	1	1
454	эти два	1	1
455	не дает	1	1
456	ту же	2	1
457	совсем не	2	1
458	от содержания	1	1
459	но всегда	1	1
460	человека как	1	1
461	чувства и	2	1
462	с совершенно	1	1
463	не более	1	1
464	к мировой	2	1
465	говорить об	1	1
466	является его	1	1
467	в развитии	2	1
468	на чем	1	1
469	и может	4	1
470	оно и	2	1
471	эта сторона	1	1
472	и их	4	1
473	можно было	1	1
474	отношений между	1	1
475	ни одно	1	1
476	ничто не	1	1
477	только то	2	1
478	и жизни	1	1
479	как один	1	1
480	и последовательное	1	1
481	на это	1	1
482	было бы	2	1
483	так называемого	1	1
484	в материальном	1	1
485	же самое	1	1
486	вступают в	1	1
487	ту сторону	5	1
488	так называемый	2	1
489	как мы	4	1
490	к изучению	1	1
491	общего с	1	1
492	что для	1	1
493	прошла в	1	1
494	которые в	1	1
495	этом и	1	1
496	и есть	3	1
497	с которым	1	1
498	же в	1	1
499	всю жизнь	2	1
500	иной раз	1	1
501	бы ни	1	1
502	нуждается в	5	1
503	и только	9	1
504	в него	5	1
505	для этого	2	1
506	впервые становится	1	1
507	дело обстоит	1	1
508	каждого из	1	1
509	в известной	1	1
510	образов и	2	1
511	кажется что	2	1
512	иное как	1	1
