N	3gram	Vygotskiy_	TeoriaLi
1	в том что	41	10
2	по отношению к	3	10
3	не сводится к	1	9
4	в отличие от	8	7
5	того или иного	2	6
6	в конечном счете	1	6
7	с другой стороны	5	6
8	более или менее	3	6
9	состоит в том	4	6
10	не может быть	5	5
11	для того чтобы	14	5
12	так или иначе	1	5
13	в данном случае	1	5
14	одного и того	5	4
15	и того же	5	4
16	в свою очередь	3	3
17	той или иной	2	3
18	с точки зрения	11	3
19	в этом смысле	7	3
20	в виду не	1	3
21	в том числе	3	3
22	тем не менее	6	3
23	можно сказать что	1	3
24	подобно тому как	1	3
25	по своей природе	1	3
26	тех или иных	1	3
27	в связи с	8	3
28	с одной стороны	8	3
29	тот или иной	1	3
30	этой точки зрения	4	2
31	и в самом	1	2
32	с этой точки	4	2
33	как и в	3	2
34	в самом деле	4	2
35	в самом начале	1	2
36	и то же	6	2
37	включает в себя	2	2
38	одно и то	6	2
39	том числе и	3	2
40	и тем самым	3	2
41	а с другой	4	2
42	том что он	1	2
43	не только не	1	2
44	что в основе	7	2
45	то ни было	1	2
46	не могут быть	1	2
47	сама по себе	1	2
48	и не могло	1	2
49	к тому что	1	2
50	то что они	3	2
51	бы то ни	1	2
52	в известном смысле	2	2
53	ту или иную	1	2
54	приводит к тому	1	2
55	в значительной степени	1	2
56	не могли бы	2	1
57	что он не	2	1
58	это имеет место	1	1
59	перейдем к вопросу	1	1
60	никогда не бывает	2	1
61	даже в том	2	1
62	том случае если	2	1
63	с тем же	1	1
64	не что иное	2	1
65	что говоря о	1	1
66	между ним и	1	1
67	и том же	2	1
68	человека и его	1	1
69	и тем же	4	1
70	по себе а	1	1
71	и внутренней речи	3	1
72	больше и больше	1	1
73	на задний план	1	1
74	между собой в	1	1
75	в известной степени	1	1
76	они ни были	1	1
77	в противоречие с	1	1
78	мы видим в	2	1
79	точки зрения логики	1	1
80	не содержит в	1	1
81	и для других	2	1
82	идет о чем-то	1	1
83	заключается в том	18	1
84	по своему происхождению	1	1
85	не в состоянии	1	1
86	о том что	3	1
87	которые лежат в	1	1
88	мы говорим о	1	1
89	бы они ни	1	1
90	заключает в себе	3	1
91	в свое время	2	1
92	в себе и	2	1
93	что речь в	1	1
94	как бы в	1	1
95	в целом ряде	1	1
96	не только к	1	1
97	а также в	1	1
98	из этих двух	1	1
99	с логической точки	2	1
100	не является ни	1	1
101	самое существенное для	1	1
102	таким же образом	2	1
103	стадии в развитии	1	1
104	наличии у него	1	1
105	логической точки зрения	2	1
106	тем и другим	1	1
107	художественное произведение и	1	1
108	что в отличие	1	1
109	связи с этим	2	1
110	друг от друга	2	1
111	при этом не	1	1
112	здесь мы имеем	2	1
113	и как бы	2	1
114	но на деле	1	1
115	в основе его	1	1
116	одной стороны и	1	1
117	том что она	1	1
118	иначе говоря в	1	1
119	имеем дело не	1	1
120	как это ни	1	1
121	с которыми он	1	1
122	не менее не	1	1
123	и речевой деятельности	1	1
124	в том случае	2	1
125	начало и конец	1	1
126	этого опыта к	1	1
127	вступает в противоречие	1	1
128	и здесь мы	1	1
129	одним и тем	4	1
130	в то время	5	1
131	в первую очередь	2	1
132	таким образом что	6	1
133	между собой и	2	1
134	речь идет о	2	1
135	содержит в себе	2	1
136	как это имеет	1	1
137	в зависимости от	6	1
138	отличие от ряда	1	1
139	из того что	3	1
140	точно так же	4	1
141	так же как	9	1
142	в себе никакого	1	1
143	же по своей	1	1
144	в этом случае	4	1
145	в поле зрения	1	1
146	во всей своей	1	1
147	но в силу	1	1
148	пространственных и временных	1	1
149	не только на	1	1
150	так же точно	3	1
151	есть не что	1	1
152	решающая роль в	1	1
153	том что в	3	1
154	не в одном	1	1
155	в своей жизни	1	1
156	в русском языке	1	1
157	оно состоит в	1	1
158	имеет место в	2	1
159	русском языке обозначают	1	1
160	то же самое	9	1
161	при этом как	1	1
162	не входит в	1	1
163	та или иная	3	1
164	том или ином	1	1
165	что иное как	2	1
166	к вопросу о	1	1
167	только то что	1	1
168	как это делает	1	1
169	уходит своими корнями	1	1
170	форма внутренней речи	1	1
171	точки зрения и	1	1
172	одном и том	2	1
173	является одним из	1	1
174	имея в виду	1	1
175	того же типа	2	1
176	могли бы быть	1	1
177	имеем дело с	1	1
178	я думаю что	1	1
