N	4gram	Voloshinov	formyVre
1	в то же время	7	18
2	одного и того же	9	9
3	как мы уже сказали	1	6
4	с одной стороны и	1	5
5	в том числе и	3	5
6	одно и то же	3	5
7	в связи с этим	3	4
8	с нашей точки зрения	1	3
9	в той или иной	3	3
10	в нем нет ничего	1	3
11	можно прямо сказать что	1	3
12	но в то же	6	3
13	так же как и	2	3
14	но для того чтобы	1	2
15	и в большинстве случаев	1	2
16	но все же и	1	2
17	все более и более	2	2
18	дело в том что	1	2
19	одна и та же	1	2
20	не может быть и	4	2
21	на первый план выдвигается	1	2
22	как если бы он	3	2
23	связаны друг с другом	1	2
24	той или иной степени	2	2
25	дело идет именно о	1	2
26	может быть и речи	4	2
27	в соответствии с этим	1	2
28	друг с другом и	1	2
29	то же время они	1	2
30	никогда не может быть	1	1
31	лишь в отношении к	2	1
32	именно в том что	1	1
33	с этой точки зрения	1	1
34	как мы знаем сплошь	1	1
35	с самого начала не	1	1
36	если бы он был	2	1
37	и прежде всего в	1	1
38	все же и здесь	1	1
39	точки зрения этого сознания	1	1
40	мы не будем останавливаться	1	1
41	в широком смысле слова	1	1
42	тот или иной момент	1	1
43	той или иной форме	1	1
44	не выходит за пределы	1	1
45	в точном смысле слова	1	1
46	не значит конечно что	1	1
47	в целом ряде существенных	1	1
48	как мы увидим в	1	1
49	рядом друг с другом	1	1
50	в жизни и в	1	1
51	связи с тем что	1	1
52	в своем чистом виде	1	1
53	одну и ту же	1	1
54	одной и той же	2	1
55	как мы увидим дальше	1	1
56	мы уже говорили что	1	1
57	своей специфической закономерностью и	1	1
58	в связи с тем	1	1
59	бы они ни были	1	1
60	жизни в ее целом	1	1
61	это не значит конечно	1	1
62	или во всяком случае	1	1
63	как мы уже знаем	2	1
64	вне всякой связи с	1	1
65	сознания и с точки	1	1
66	сводится к тому что	1	1
67	и следовательно входит в	1	1
68	в том что он	3	1
69	с точки зрения этого	1	1
70	но во всяком случае	1	1
71	нем нет ничего что	1	1
72	о каждом из них	1	1
73	и с точки зрения	1	1
74	и пр и пр	5	1
75	во всех этих случаях	1	1
76	индивидуального сознания и с	1	1
77	мы уже указывали что	1	1
78	не подлежит конечно сомнению	1	1
79	до сих пор не	1	1
