N	2gram	Bakhtin_Pr	OGranits
1	и в	38	13
2	и его	16	12
3	прежде всего	13	9
4	может быть	26	8
5	и не	42	8
6	не может	27	8
7	и пр	2	7
8	в его	43	7
9	эстетический объект	37	7
10	точки зрения	8	7
11	таким образом	10	6
12	не только	9	6
13	мы должны	2	6
14	только в	13	6
15	то что	8	6
16	как бы	22	6
17	в музыке	5	5
18	языка и	1	5
19	в поэзии	9	5
20	хотя бы	4	5
21	с точки	6	5
22	словесного материала	1	5
23	художественного произведения	11	5
24	в процессе	1	5
25	но ведь	1	5
26	все же	6	5
27	и эта	2	5
28	эстетического объекта	37	5
29	и наконец	6	5
30	в каждом	2	4
31	мы можем	6	4
32	не является	3	4
33	произведения как	8	4
34	то же	5	4
35	было бы	8	4
36	все это	3	4
37	в сознании	1	4
38	лишь в	2	4
39	материала в	10	4
40	в своей	7	4
41	на фоне	3	4
42	в двух	2	4
43	но в	4	4
44	вопроса о	3	4
45	поэтического произведения	3	3
46	что в	7	3
47	к одному	1	3
48	только путем	1	3
49	ни один	1	3
50	материала и	2	3
51	в искусстве	12	3
52	и уже	1	3
53	так и	5	3
54	не как	1	3
55	говорить о	3	3
56	в одном	1	3
57	за пределы	12	3
58	отношению к	19	3
59	по отношению	21	3
60	слово в	2	3
61	в пределах	6	3
62	в их	10	3
63	в ее	4	3
64	здесь мы	2	3
65	самом деле	6	3
66	не в	7	3
67	в которой	1	3
68	и все	3	3
69	но для	1	3
70	тела и	1	3
71	в себе	4	3
72	языка как	2	3
73	да и	3	3
74	но и	9	3
75	к единству	5	3
76	и для	11	3
77	как и	7	3
78	никогда не	5	3
79	в области	11	2
80	в самом	7	2
81	во всем	2	2
82	и к	3	2
83	того или	2	2
84	может иметь	5	2
85	форм и	2	2
86	оценка в	1	2
87	иное как	1	2
88	в данном	4	2
89	мы уже	1	2
90	формальный метод	3	2
91	одного материала	1	2
92	а как	3	2
93	в своих	2	2
94	в этом	15	2
95	этой проблемы	1	2
96	об особой	1	2
97	что иное	1	2
98	в общем	1	2
99	данном случае	4	2
100	лингвистических и	1	2
101	с одной	3	2
102	в произведении	4	2
103	социологический метод	1	2
104	мог бы	1	2
105	которое может	1	2
106	входит в	8	2
107	не чем	1	2
108	и при	2	2
109	одной стороны	3	2
110	и должно	3	2
111	который мы	1	2
112	данного материала	3	2
113	в другом	2	2
114	композиции в	1	2
115	при этом	5	2
116	несмотря на	3	2
117	между тем	7	2
118	в материал	1	2
119	в полном	1	2
120	для него	1	2
121	лишь путем	1	2
122	только его	3	2
123	и тем	3	2
124	с помощью	7	2
125	и может	1	2
126	смысле слова	2	2
127	из единства	1	2
128	в том	8	2
129	в которую	1	2
130	произведения но	2	2
131	что эта	2	2
132	и является	1	2
133	в тех	3	2
134	социального события	1	2
135	другой стороны	4	2
136	не что	1	2
137	не на	5	2
138	так же	1	2
139	в них	5	2
140	его вне	1	2
141	а в	6	2
142	значение материала	4	2
143	если бы	3	2
144	мы понимаем	1	2
145	от всех	4	2
146	отнесенный к	1	2
147	а также	1	2
148	в словесном	2	2
149	в ней	4	2
150	литературное произведение	1	2
151	тем что	2	2
152	она является	1	2
153	лингвистики в	1	2
154	и др	8	2
155	могут быть	5	2
156	вовсе не	2	2
157	в действительности	1	2
158	может в	1	2
159	чем иным	1	2
160	в связи	2	2
161	имеет место	5	2
162	объект и	4	2
163	форм но	1	2
164	во всей	1	2
165	с ними	4	2
166	материал в	4	2
167	при восприятии	2	2
168	говорить об	1	2
169	может стать	3	2
170	все эти	5	2
171	поэтического языка	1	2
172	с другой	7	2
173	как в	4	2
174	иным как	1	2
175	художественных произведений	2	2
176	не менее	4	2
177	нуждается в	2	2
178	изобразительных искусствах	2	2
179	не имеет	9	2
180	там где	6	2
181	к предмету	1	2
182	том что	3	2
183	в нем	15	2
184	и следовательно	1	2
185	или иного	2	2
186	языка но	2	2
187	а не	5	2
188	в чем	2	2
189	в целом	3	2
190	художественное произведение	8	2
191	и ее	2	2
192	к тому	1	2
193	есть не	2	2
194	слова и	3	2
195	не касаемся	1	2
196	бы в	1	2
197	в лингвистике	1	2
198	более того	4	2
199	моментом является	1	1
200	в дальнейшем	3	1
201	в особенности	2	1
202	из живого	1	1
203	понять и	1	1
204	лингвистики это	1	1
205	в некоторых	2	1
206	поскольку она	1	1
207	как к	2	1
208	этого и	1	1
209	в каждой	1	1
210	о сущности	2	1
211	момент как	4	1
212	к которому	4	1
213	переходим к	2	1
214	языка в	3	1
215	находятся в	1	1
216	объекта но	1	1
217	то он	1	1
218	к счастью	1	1
219	ее и	1	1
220	для всех	1	1
221	находит свое	2	1
222	произведении как	3	1
223	произведение и	3	1
224	и других	2	1
225	вне этой	1	1
226	и он	2	1
227	как ни	1	1
228	можно говорить	2	1
229	что эстетический	3	1
230	в столь	1	1
231	и здесь	2	1
232	осуществляется в	1	1
233	указанных нами	2	1
234	вообще в	1	1
235	уже из	1	1
236	поэтике не	2	1
237	что язык	1	1
238	выходит за	1	1
239	как возможность	1	1
240	она и	1	1
241	искусства есть	1	1
242	отличие от	5	1
243	объект является	1	1
244	вопрос о	1	1
245	художнику в	1	1
246	что мы	1	1
247	на этом	2	1
248	к слову	1	1
249	предмету но	1	1
250	ее зависимость	1	1
251	два направления	1	1
252	художественного словесного	1	1
253	этим путем	1	1
254	они не	3	1
255	которую мы	3	1
256	ведь в	1	1
257	на нем	1	1
258	не имеют	2	1
259	только что	1	1
260	указанная нами	1	1
261	творца и	3	1
262	так за	1	1
263	или иная	1	1
264	даже и	1	1
265	определения его	1	1
266	его эстетической	1	1
267	которые не	1	1
268	или только	1	1
269	языка что	1	1
270	должно быть	5	1
271	если он	1	1
272	моменты в	1	1
273	выносится за	2	1
274	в самых	1	1
275	может возникнуть	1	1
276	о значении	4	1
277	и социальной	1	1
278	всю сложность	1	1
279	и вот	1	1
280	на том	1	1
281	взаимодействия творца	1	1
282	другими словами	2	1
283	здесь она	1	1
284	в значительной	2	1
285	должны быть	4	1
286	объекта в	5	1
287	того чтобы	2	1
288	и если	1	1
289	автора и	1	1
290	бы мы	1	1
291	и более	2	1
292	музыкального произведения	3	1
293	мы имеем	2	1
294	и у	2	1
295	не должно	1	1
296	в целое	1	1
297	также и	3	1
298	с миром	4	1
299	это и	1	1
300	для того	2	1
301	момента в	2	1
302	тому как	1	1
303	художественного впечатления	2	1
304	тому что	1	1
305	узком смысле	2	1
306	все то	3	1
307	есть его	3	1
308	быть не	1	1
309	и должна	3	1
310	утверждает и	1	1
311	эстетическим объектом	5	1
312	как выражение	1	1
313	его и	1	1
314	своей ценностной	1	1
315	не всегда	6	1
316	в своем	5	1
317	и правильное	1	1
318	или же	1	1
319	этот момент	2	1
320	этом отношении	2	1
321	в задачу	1	1
322	тем как	5	1
323	необходимо учитывать	1	1
324	удар руки	1	1
325	связей и	1	1
326	эстетики как	1	1
327	всех эстетических	1	1
328	время в	1	1
329	и закономерности	2	1
330	мысли и	1	1
331	музыке все	1	1
332	материала так	1	1
333	тем не	3	1
334	в напряженном	1	1
335	как это	2	1
336	творчества но	1	1
337	но может	1	1
338	вследствие этого	3	1
339	весь состав	1	1
340	характер носит	1	1
341	в свои	1	1
342	мы в	3	1
343	входя в	2	1
344	мы все	1	1
345	только на	1	1
346	выйти за	1	1
347	содержания и	6	1
348	этот разрыв	1	1
349	области поэтики	1	1
350	отношениями между	1	1
351	нужно сказать	1	1
352	не приходится	1	1
353	словесных целых	3	1
354	и что	2	1
355	говоря словами	1	1
356	и определяет	2	1
357	на самом	4	1
358	для них	1	1
359	второго направления	1	1
360	вовлекаются в	1	1
361	можно было	4	1
362	в этой	1	1
363	виноградова для	1	1
364	исследователя но	1	1
365	данности произведения	1	1
366	борьба с	1	1
367	его чисто	5	1
368	иметь в	1	1
369	в начале	2	1
370	ни одна	2	1
371	формы все	1	1
372	в виду	4	1
373	слово уже	1	1
374	в нашей	2	1
375	к другому	1	1
376	поэтики в	1	1
377	истории и	1	1
378	к чистому	1	1
379	и есть	2	1
