N	4gram	Bakhtin_Pr	Myshleni
1	в то время как	1	20
2	с одной стороны и	1	10
3	не что иное как	1	6
4	в том смысле что	1	5
5	есть не что иное	1	4
6	несмотря на то что	1	4
7	вопрос о том как	1	3
8	на первый план выступает	1	3
9	на первый план в	1	3
10	ни в какой мере	1	3
11	дело в том что	1	3
12	не чем иным как	1	3
13	бы то ни было	2	3
14	мы можем говорить о	2	2
15	в том же самом	2	2
16	только по отношению к	4	2
17	в то же время	3	2
18	на самом же деле	1	2
19	в равной мере и	1	2
20	и с точки зрения	1	2
21	по отношению к данному	1	2
22	с точки зрения самого	2	2
23	и не может быть	1	2
24	в полном согласии с	1	2
25	мы имеем дело с	1	2
26	на то что в	1	2
27	никогда не может быть	1	1
28	в значительной степени и	1	1
29	в этом смысле мы	2	1
30	в том и в	1	1
31	том и в другом	1	1
32	не выходит за пределы	1	1
33	в коем случае не	2	1
34	прежде всего следует отметить	1	1
35	иной чем в области	1	1
36	между тем как мы	1	1
37	мы сказали бы что	1	1
38	как мы уже указывали	1	1
39	которой можно было бы	1	1
40	которые могли бы быть	1	1
41	едва ли может быть	1	1
42	в свое время был	1	1
43	ни в коем случае	2	1
44	приводит к целому ряду	1	1
45	и в то же	2	1
46	таким образом в основе	1	1
47	по своему значению для	1	1
48	мы можем сказать что	1	1
49	ни в чем не	2	1
50	не говоря уже о	1	1
51	бы они ни были	1	1
52	по отношению к которому	1	1
53	в готовом виде и	1	1
54	в той области где	1	1
55	от одного к другому	1	1
56	как бы вбирает в	1	1
57	в строгом смысле слова	1	1
58	только со словом но	1	1
59	можно говорить и о	2	1
60	и в этом отношении	1	1
61	вбирает в себя все	1	1
62	на том основании что	1	1
63	бы вбирает в себя	1	1
