N	3gram	Vygotskiy_	Problema
1	тем не менее	1	56
2	о том что	7	39
3	в том что	33	37
4	то же самое	7	30
5	в настоящее время	2	30
6	в связи с	6	29
7	в данном случае	3	28
8	той или иной	1	26
9	во всяком случае	2	25
10	с другой стороны	8	25
11	с точки зрения	12	25
12	в конце концов	2	23
13	сам по себе	1	21
14	сама по себе	4	21
15	и то что	6	20
16	на то что	5	19
17	в этом смысле	5	19
18	ни в каком	1	18
19	как раз и	1	18
20	для того чтобы	20	17
21	в то же	1	17
22	же самое время	1	16
23	до сих пор	3	14
24	не что иное	2	14
25	что иное как	2	14
26	в этом случае	5	14
27	ничего общего с	3	13
28	это значит что	4	13
29	сами по себе	1	13
30	того или иного	1	13
31	на самом деле	3	13
32	можно было бы	8	13
33	не может быть	4	12
34	и в частности	3	12
35	можно сказать что	7	12
36	в то время	4	12
37	то время как	4	12
38	тех или иных	2	11
39	есть не что	2	11
40	бы то ни	1	11
41	с одной стороны	10	11
42	и тем самым	3	10
43	не только не	7	10
44	вместе с тем	4	10
45	более или менее	1	10
46	только то что	2	10
47	не только в	1	10
48	то и другое	2	9
49	не говоря уже	1	9
50	никак не может	2	8
51	только в том	2	8
52	потому что он	7	8
53	только тогда когда	2	8
54	заключается в том	12	8
55	о том как	3	7
56	говоря уже о	1	7
57	того что такое	1	7
58	когда мы говорим	2	7
59	к тому же	1	7
60	те или иные	1	7
61	но и в	1	7
62	может быть даже	1	7
63	с самого начала	8	7
64	в этой области	3	7
65	мы находим в	1	7
66	и как бы	1	6
67	в самом деле	6	6
68	и тем более	2	6
69	и то же	1	6
70	так и в	1	6
71	и только в	1	6
72	те или другие	1	6
73	не имеет никакого	1	6
74	то что в	1	6
75	не есть просто	1	6
76	то ни было	1	6
77	на первый план	2	6
78	в том смысле	1	6
79	есть прежде всего	1	6
80	в этом отношении	7	6
81	само по себе	2	6
82	в собственном смысле	2	5
83	на этот раз	1	5
84	в первую очередь	4	5
85	не имеют ничего	2	5
86	имеем в виду	1	5
87	нам представляется что	1	5
88	это и не	1	5
89	так же как	9	5
90	в том виде	1	5
91	том смысле что	1	5
92	с первого взгляда	1	5
93	в том числе	2	5
94	мы могли бы	15	5
95	уже по одному	5	5
96	в зависимости от	2	5
97	потому что оно	1	5
98	том виде как	1	5
99	в какой мере	1	5
100	имеют ничего общего	2	5
101	но если мы	2	5
102	ничего общего между	1	5
103	одно и то	1	5
104	том что он	3	5
105	же как и	2	5
106	на том что	1	4
107	друг от друга	5	4
108	то в чем	5	4
109	как мы уже	2	4
110	связи с этим	1	4
111	как это мы	2	4
112	том числе и	2	4
113	и вместе с	1	4
114	мы хотели бы	1	4
115	они вовсе не	1	4
116	но все же	2	4
117	мы имеем дело	2	4
118	и потому что	1	4
119	в том чтобы	3	4
120	этой точки зрения	7	4
121	не было бы	1	4
122	и в своей	1	4
123	вопрос о том	4	4
124	в другом случае	2	4
125	это было бы	1	4
126	собственном смысле слова	1	4
127	не значит что	1	4
128	именно потому что	3	4
129	но как мы	1	4
130	а с другой	3	4
131	и во всяком	1	4
132	только в связи	1	4
133	само собой разумеется	1	4
134	в этих случаях	1	4
135	равно как и	1	4
136	именно то что	3	4
137	как мы видели	4	4
138	подобно тому как	6	4
139	можно даже сказать	1	4
140	так что в	2	4
141	на эту тему	1	4
142	то обстоятельство что	5	4
143	друг к другу	3	4
144	одной стороны и	2	3
145	это не значит	1	3
146	чем перейти к	2	3
147	то что он	3	3
148	о чем мы	1	3
149	в результате этого	1	3
150	потому что она	1	3
151	прежде чем перейти	2	3
152	таким образом что	2	3
153	мы никогда не	1	3
154	в отличие от	3	3
155	и того же	8	3
156	имел в виду	1	3
157	к тому что	5	3
158	тем самым мы	1	3
159	не то что	4	3
160	в тех случаях	1	3
161	вообще не существует	1	3
162	мы говорим что	2	3
163	что не только	1	3
164	отличаются друг от	1	3
165	несмотря на свою	1	3
166	именно в этом	3	3
167	тех случаях когда	1	3
168	рабочих и крестьян	1	3
169	с тем что	3	3
170	как мы увидим	1	3
171	одному тому что	2	3
172	что и в	1	3
173	с этой точки	7	3
174	если бы он	1	3
175	который в своей	1	3
176	тем более не	1	3
177	имеющих ничего общего	1	3
178	как же это	1	3
179	по сравнению с	9	3
180	несмотря на то	2	3
181	одного и того	8	3
182	то что она	1	3
183	хотя бы в	2	3
184	том что в	2	3
185	и никогда не	1	3
186	в известном смысле	7	3
187	и может быть	1	3
188	от того что	6	3
189	не есть нечто	1	3
190	того что мы	2	3
191	не имеющих ничего	1	3
192	к выводу что	3	3
193	только в результате	1	3
194	и ничего не	1	3
195	по одному тому	2	3
196	в этом понятии	1	3
197	после того как	1	3
198	в сущности говоря	5	3
199	со всеми своими	1	2
200	точка зрения на	1	2
201	по отношению к	19	2
202	по одному этому	3	2
203	как мы говорили	1	2
204	не говорит о	1	2
205	ничего не говорит	1	2
206	один из них	2	2
207	если же мы	1	2
208	как и его	1	2
209	мы говорим о	2	2
210	но оказывается что	1	2
211	то что обычно	1	2
212	с ним в	1	2
213	не совпадает с	1	2
214	и как они	2	2
215	сказать что в	1	2
216	нечто такое что	1	2
217	это и значит	1	2
218	как показывает исследование	4	2
219	что в этом	1	2
220	не имеет никаких	1	2
221	потому что именно	1	2
222	в чем заключается	2	2
223	мы можем говорить	2	2
224	но как раз	2	2
225	в области гуманитарных	1	2
226	становится ясным что	1	2
227	не только для	1	2
228	в виду только	1	2
229	это не так	1	2
230	это не имеет	2	2
231	мы до сих	1	2
232	именно тем что	1	2
233	один и тот	5	2
234	тем и другим	1	2
235	что он должен	2	2
236	таким образом в	2	2
237	то что является	1	2
238	по своей структуре	2	2
239	мы не можем	2	2
240	мы только что	1	2
241	ничего другого кроме	1	2
242	и это не	1	2
243	и что в	2	2
244	и все же	1	2
245	при переходе от	2	2
246	является одним из	2	2
247	что он не	3	2
