N	3gram	Vygotskiy_	PoTuStor
1	с точки зрения	11	6
2	с самого начала	6	4
3	до сих пор	3	3
4	не может быть	5	3
5	в этом смысле	7	3
6	по сравнению с	4	3
7	мы полагаем что	1	3
8	во всяком случае	10	3
9	можно сказать что	1	3
10	мы можем сказать	1	2
11	в конечном счете	1	2
12	так же как	9	2
13	по аналогии с	1	2
14	о том что	3	2
15	на этой ступени	4	2
16	не могут быть	1	2
17	в самом деле	4	2
18	друг на друга	3	2
19	и в этом	2	2
20	он может быть	1	1
21	внешними и внутренними	1	1
22	другими словами мы	1	1
23	одних и тех	1	1
24	так и в	2	1
25	все же в	2	1
26	в том что	41	1
27	друг с другом	10	1
28	мы знаем что	1	1
29	и в высшей	1	1
30	с его помощью	1	1
31	может быть совершенно	1	1
32	основной вопрос можно	1	1
33	не следует что	1	1
34	мы не можем	2	1
35	не что иное	2	1
36	это самое важное	1	1
37	и та же	1	1
38	что иное как	2	1
39	в этом и	2	1
40	все новых и	1	1
41	не чем иным	1	1
42	той или иной	2	1
43	вместе с тем	11	1
44	в основных чертах	1	1
45	подобно тому как	1	1
46	том что мы	1	1
47	на друга в	1	1
48	во многих случаях	1	1
49	в пределах своего	1	1
50	новых и новых	1	1
51	в применении к	1	1
52	в известной степени	1	1
53	можно было бы	8	1
54	можем сказать что	1	1
55	полагаем что в	1	1
56	а вместе с	1	1
57	и таким образом	1	1
58	никакому сомнению что	2	1
59	в данном случае	1	1
60	снова и снова	1	1
61	в том смысле	3	1
62	шаг за шагом	1	1
63	основе их лежит	2	1
64	же что и	2	1
65	и ту же	1	1
66	и как мы	2	1
67	этой ступени развития	2	1
68	чем иным как	1	1
69	же как и	6	1
70	со всеми его	1	1
71	всяком случае не	1	1
72	то ни было	1	1
73	и того же	5	1
74	но мы уже	1	1
75	ранних ступенях развития	1	1
76	этой точки зрения	4	1
77	и притом чисто	1	1
78	в высшей степени	11	1
79	в свое время	2	1
80	мы увидим что	1	1
81	одну и ту	1	1
82	может привести к	1	1
83	здесь в области	1	1
84	одна и та	1	1
85	с этой точки	4	1
86	то же самое	9	1
87	для того чтобы	14	1
88	это вытекает из	1	1
89	есть в сущности	1	1
90	совершенно так же	2	1
91	и что он	1	1
92	так как он	2	1
93	а с другой	4	1
94	заранее что в	1	1
95	как это делает	1	1
96	с одной стороны	8	1
97	на первый план	5	1
98	именно то что	1	1
99	в этом отношении	9	1
100	или во всяком	1	1
101	комплекса при этом	1	1
102	связи с этим	2	1
103	и тех же	1	1
104	на наших глазах	1	1
105	бы то ни	1	1
106	в основе их	3	1
107	но даже и	1	1
108	и связанные с	1	1
109	с нашим понятием	1	1
110	имеем дело с	1	1
111	вопрос можно ли	1	1
112	самого начала но	1	1
113	хорошо нам знакомая	1	1
114	одного и того	5	1
115	в связи с	8	1
