N	3gram	Propp_Isto	Dialekti
1	и т д	25	75
2	это значит что	2	47
3	с точки зрения	1	46
4	миф не есть	1	43
5	сама по себе	1	26
6	в том что	7	25
7	не может быть	5	18
8	тем не менее	4	16
9	т д и	1	14
10	с другой стороны	17	12
11	о том что	9	12
12	на то что	1	11
13	в самом деле	1	10
14	т е в	2	10
15	по себе не	1	9
16	не значит что	1	8
17	только то что	1	8
18	в то время	4	8
19	и та же	1	8
20	то время как	4	8
21	одна и та	1	8
22	можно сказать что	1	7
23	так или иначе	2	7
24	сами по себе	1	7
25	точно так же	2	7
26	в связи с	1	7
27	то это значит	2	7
28	только потому что	1	6
29	для того чтобы	1	6
30	более или менее	3	6
31	в зависимости от	3	6
32	в сравнении с	1	6
33	во всяком случае	3	6
34	с одной стороны	11	6
35	тем более не	1	5
36	не говорит о	1	5
37	не отличается от	1	5
38	к тому что	1	5
39	на первый план	1	5
40	то и другое	2	5
41	до сих пор	4	5
42	что в нем	1	5
43	одной стороны и	1	4
44	это не значит	1	4
45	мы уже знаем	5	4
46	и т п	1	4
47	что это значит?	1	4
48	с этой точки	3	4
49	так же как	4	4
50	этой точки зрения	3	4
51	и то и	2	4
52	в данном случае	7	4
53	к тому же	1	4
54	что это не	2	4
55	то же самое	1	4
56	с тех пор	1	4
57	что миф не	1	4
58	но это не	3	4
59	и может быть	1	4
60	как только мы	1	4
61	не может и	1	4
62	ничем не отличается	1	4
63	и тем более	1	4
64	а потом уже	1	4
65	можно было бы	3	4
66	т д но	2	4
67	он не может	1	3
68	т д в	3	3
69	то же что	2	3
70	если бы мы	1	3
71	и от этого	1	3
72	в мифе о	3	3
73	но все же	3	3
74	все это не	1	3
75	бы то ни	1	3
76	и не может	1	3
77	не просто как	1	3
78	значит что она	1	3
79	ту или иную	1	3
80	как и в	3	3
81	о том как	3	3
82	хотя и не	1	3
83	с этой стороны	4	3
84	не было ни	1	3
85	не только в	9	3
86	же как и	1	3
87	еще ничего не	1	3
88	лежит в основе	2	3
89	что он не	1	2
90	но то что	1	2
91	но все эти	1	2
92	вообще ничего не	1	2
93	том что в	2	2
94	исходит от отца	1	2
95	ни в каких	1	2
96	дело не в	3	2
97	что в данном	1	2
98	в качестве примера	1	2
99	друг с другом	1	2
100	не имеет значения	1	2
101	в обоих случаях	1	2
102	она не может	1	2
103	и становится им	1	2
104	том что именно	1	2
105	и вместе с	3	2
106	в частности и	1	2
107	не забудем что	1	2
108	так как это	3	2
109	уже знаем что	4	2
110	но мы уже	3	2
111	как таковой и	1	2
112	так как он	4	2
113	но так как	4	2
114	есть и в	1	2
115	все же есть	1	2
116	мы видим что	4	2
117	в чистом виде	1	2
118	а именно в	1	2
119	никогда не будет	1	2
120	это может быть	1	2
121	всегда так или	1	2
122	и в особенности	1	2
123	и не в	1	2
124	к выводу что	1	2
125	мы должны считать	1	2
126	не в состоянии	1	2
127	сказать что в	1	2
128	только тогда если	1	2
129	мы не можем	2	2
130	но все это	1	2
131	же можно сказать	3	2
132	вы говорите что	1	2
133	становится ясным что	1	2
134	мы не видим	1	2
135	вопрос о том	1	2
136	и все в	1	2
137	в себе не	1	2
138	и то что	1	2
139	на своем месте	1	2
140	на первый взгляд	5	2
141	а так как	1	2
142	в нем и	1	2
143	во всем этом	1	2
144	но как только	1	2
145	очень много но	1	2
146	что и в	3	2
147	в чем бы	1	1
148	все больше и	2	1
149	что оно имеет	1	1
150	она никогда не	1	1
151	и дело не	1	1
152	и на нем	1	1
153	в некоторых случаях	2	1
154	предстала перед нами	1	1
155	это далеко не	1	1
156	нельзя сказать чтобы	1	1
157	он как бы	1	1
158	видеть в нем	1	1
159	то что он	1	1
160	больше и больше	2	1
161	на задний план	1	1
162	но они же	1	1
163	все это ведет	1	1
164	т д если	1	1
165	или ничем не	1	1
166	уже не в	1	1
167	не в этом	1	1
168	то что не	1	1
169	он мог бы	1	1
170	они же должны	1	1
171	имеет своего определенного	1	1
172	но ничего специфически	1	1
173	он вступает в	1	1
174	религиозный миф и	1	1
175	никто не может	1	1
176	но конечно нас	1	1
177	и вот мы	1	1
178	т е становится	1	1
179	из этих двух	1	1
180	мы еще не	1	1
181	животных и т	1	1
182	и что в	1	1
183	между мифом и	1	1
184	представление об этих	1	1
185	жениться на ней	1	1
186	у него и	1	1
187	то что все	1	1
188	только если не	1	1
189	друг на друга	2	1
190	есть и такие	2	1
191	совершенно ясно что	1	1
192	совершенно очевидно что	1	1
193	что у него	5	1
194	все новые и	2	1
195	т е мы	1	1
196	что сам он	1	1
197	то что она	1	1
198	ли сказать что	1	1
199	это искусство и	1	1
200	но как это	1	1
201	таким образом что	1	1
202	мне кажется что	1	1
203	именно так как	1	1
204	то же можно	2	1
205	в этом мире	1	1
206	независимо от того	2	1
207	надо сказать что	2	1
208	не может считаться	1	1
209	точки зрения цели	1	1
210	а в том	2	1
211	не только на	1	1
212	связанные с этим	1	1
213	далеко еще не	1	1
214	и что не	1	1
215	то ни было	1	1
216	только тот кто	1	1
217	не имеет никаких	1	1
218	одна из форм	1	1
219	как мы уже	1	1
220	тому что она	1	1
221	того что в	1	1
222	мифа это есть	1	1
223	ли он в	1	1
224	и при помощи	1	1
225	и как он	1	1
226	его уже не	1	1
227	не входит в	1	1
228	а не с	1	1
229	они должны быть	1	1
230	если бы для	1	1
231	если он не	1	1
232	можно найти много	1	1
233	а с другой	1	1
234	ничего не может	1	1
235	а именно как	1	1
236	как будто что-то	1	1
237	таким образом и	3	1
238	что вы не	1	1
239	и не стоит	1	1
240	не имели в	1	1
241	нечто отличное от	1	1
242	в них не	1	1
243	и эти два	1	1
244	в египетской религии	1	1
245	сказании о граде	1	1
246	можно сказать о	1	1
247	в этих случаях	12	1
248	на эти вопросы	1	1
249	вслед за ним	1	1
250	вместе с тем	6	1
251	а не в	1	1
252	мы находим что	1	1
253	что то что	1	1
254	что они имеют	1	1
255	не стоит в	2	1
256	не нуждается ни	1	1
257	вступить в брак	1	1
258	но и в	4	1
259	мере того как	1	1
260	в том чтобы	2	1
261	обе стороны и	1	1
262	тот кто хочет	1	1
263	с коня и	1	1
264	это не так	1	1
265	в него и	1	1
266	в подобных случаях	1	1
267	речь может идти	2	1
268	и что он	2	1
269	не может выйти	1	1
270	а иногда и	1	1
271	в свое время	1	1
272	его не нуждается	1	1
273	в чем собственно	1	1
274	того как все	1	1
275	перед нами как	2	1
276	вспомним что и	1	1
277	и что это	1	1
278	другой стороны мы	1	1
279	только в том	1	1
280	что под этим	1	1
281	как в мифе	1	1
282	этой стороны для	1	1
283	в этом и	2	1
284	однако все эти	1	1
285	можно ли сказать	1	1
286	все же не	1	1
287	мы уже говорили	1	1
288	ни за что	1	1
289	уже не может	1	1
290	со всех сторон	1	1
291	одна из этих	2	1
292	а потом и	1	1
293	и как будто	1	1
294	и только он	1	1
295	но дело не	1	1
296	что есть еще	1	1
297	данном случае в	1	1
298	что ни в	1	1
299	тем более нужно	1	1
300	не имеет своего	2	1
301	совершенно достаточно чтобы	1	1
302	т д или	2	1
303	может быть установлена	1	1
304	том что такое	1	1
305	ничего не говорится	1	1
306	у того кто	1	1
307	в свете этой	1	1
308	о граде китеже	1	1
309	в его голове	1	1
310	мы имеем в	7	1
311	во всех этих	6	1
312	обстоятельство оказалось роковым	1	1
313	в этом случае	4	1
314	еще никогда не	1	1
315	ему прямо в	1	1
316	но тем не	2	1
317	с ней и	1	1
318	том что он	1	1
319	если они не	1	1
320	это не всегда	1	1
321	д и наконец	1	1
322	то чего не	1	1
323	сих пор мы	3	1
324	что тот кто	2	1
325	отличается тем что	1	1
326	с тем что	2	1
327	как мы увидим	1	1
328	сказать что по	1	1
329	еще яснее это	1	1
330	образом связана с	1	1
331	легко может быть	1	1
332	как бы в	1	1
333	по мере того	1	1
334	весь миф о	1	1
335	нет ни души	1	1
336	нуждается ни в	1	1
337	на небо не	1	1
338	и в области	2	1
339	это мы уже	1	1
340	после того как	4	1
341	а не от	1	1
342	новые и новые	2	1
343	же самое и	1	1
