N	2gram	Voloshinov	Dialekti
1	и не	8	120
2	по себе	1	79
3	а не	2	78
4	и в	13	77
5	точки зрения	7	72
6	может быть	8	71
7	не только	6	66
8	то что	6	59
9	и есть	1	55
10	не может	8	53
11	с точки	5	46
12	так как	3	46
13	потому что	1	45
14	как бы	6	43
15	и что	1	42
16	не имеет	2	41
17	вовсе не	2	41
18	в том	2	40
19	в этом	2	39
20	то же	4	39
21	что такое	1	39
22	что она	1	38
23	в себе	3	38
24	что он	1	37
25	том что	2	37
26	прежде всего	9	37
27	она есть	1	35
28	что в	3	34
29	в нем	2	34
30	и все	3	33
31	но и	3	32
32	все это	4	31
33	сказать что	1	30
34	отнюдь не	1	30
35	и как	1	30
36	было бы	4	29
37	так и	3	29
38	как и	3	28
39	никогда не	3	27
40	в виду	1	26
41	не в	3	26
42	говорить о	3	25
43	учение о	2	25
44	и то	3	25
45	и пр	7	25
46	есть не	2	25
47	но это	1	24
48	если бы	2	24
49	таким образом	6	23
50	в то	1	23
51	это и	1	23
52	и вот	1	23
53	но что	1	22
54	в чем	2	21
55	только в	6	20
56	в самом	2	19
57	не менее	2	19
58	не существует	1	19
59	в своем	1	19
60	как же	1	19
61	и это	1	19
62	как это	1	19
63	что мы	1	19
64	и его	12	19
65	же время	1	18
66	хотя бы	5	18
67	не что	2	18
68	с другой	2	18
69	что иное	2	18
70	что же	3	18
71	иное как	2	18
72	в особенности	1	17
73	должно быть	1	17
74	в основе	1	17
75	но если	1	17
76	то это	1	16
77	одно и	3	16
78	к нему	1	16
79	тем не	1	16
80	само по	1	16
81	в своей	4	16
82	да и	3	16
83	нет ничего	2	16
84	конечно не	1	16
85	утверждаю что	1	16
86	мы не	4	16
87	об этом	1	16
88	другими словами	1	16
89	только что	1	15
90	все же	5	15
91	так же	2	15
92	несмотря на	2	15
93	мы уже	2	15
94	самом деле	3	15
95	сознания и	2	15
96	в виде	1	15
97	также и	1	15
98	быть и	1	15
99	и о	1	15
100	на то	1	15
101	даже и	1	14
102	не было	1	14
103	и ее	2	14
104	и к	2	13
105	другой стороны	2	13
106	что они	2	13
107	и следовательно	2	13
108	с ее	1	13
109	ни о	1	13
110	но в	4	13
111	не могу	1	13
112	в ней	2	13
113	собственно говоря	2	13
114	с этим	3	12
115	вопрос о	1	12
116	нет никакого	1	12
117	но не	1	12
118	могут быть	2	12
119	еще не	1	12
120	и если	1	12
121	и тогда	1	12
122	все равно	1	12
123	все эти	2	12
124	тем более	1	12
125	и может	2	12
126	а в	2	12
127	в них	2	11
128	в данном	2	11
129	только на	1	11
130	что мир	1	11
131	и тем	2	11
132	должны быть	1	11
133	тех или	1	11
134	мы имеем	1	11
135	в вечности	1	11
136	или в	1	11
137	мы должны	6	11
138	только то	1	11
139	во всем	2	10
140	с этой	2	10
141	одно из	1	10
142	к тому	2	10
143	для того	1	10
144	мы видим	2	10
145	то или	1	10
146	в ее	3	10
147	от этого	2	10
148	только потому	1	10
149	и для	3	10
150	или иное	1	10
151	за пределы	3	10
152	только о	1	10
153	в его	7	10
154	возможно только	1	10
155	в их	3	10
156	может и	1	10
157	и уже	3	10
158	при этом	2	9
159	тому что	1	9
160	не как	3	9
161	быть может	1	9
162	в одном	3	9
163	превращается в	3	9
164	и он	1	9
165	мы можем	4	9
166	же как	1	9
167	бы в	2	9
168	на этом	1	9
169	иметь в	1	9
170	общего с	3	9
171	подобно тому	1	9
172	с ними	2	9
173	как о	1	9
174	и более	1	9
175	между собою	2	9
176	выйти за	1	9
177	лишь как	1	9
178	в истории	1	9
179	та или	1	9
180	тому как	1	9
181	от него	1	8
182	в разных	1	8
183	в отношении	2	8
184	теперь мы	1	8
185	в дальнейшем	1	8
186	нет и	1	8
187	все время	1	8
188	с одной	2	8
189	и чисто	1	8
190	или иная	1	8
191	объект есть	1	8
192	что эта	2	8
193	в этой	1	8
194	в одной	1	8
195	один из	1	8
196	не на	2	8
197	ничего общего	3	8
198	когда мы	1	8
