N	2gram	Bakhtin_Fr	Morfolog
1	и т	1	62
2	может быть	10	61
3	таким образом	22	26
4	так как	7	20
5	мы имеем	2	19
6	не может	5	19
7	в этом	28	18
8	в этих	8	17
9	представляет собой	1	17
10	и в	68	17
11	и не	25	16
12	мы видим	9	15
13	перед нами	4	14
14	с этим	2	14
15	прежде всего	23	14
16	видим что	2	12
17	при помощи	1	12
18	связи с	8	12
19	и др	9	12
20	а не	6	11
21	заметить что	1	11
22	что в	14	10
23	то же	14	10
24	а затем	2	10
25	мы увидим	3	10
26	не всегда	1	10
27	но если	1	10
28	этом случае	1	10
29	в том	12	10
30	так и	8	10
31	что и	3	10
32	в связи	7	10
33	то что	11	10
34	все же	6	9
35	с другой	8	9
36	но и	17	9
37	не только	21	8
38	в результате	1	8
39	имеем в	2	8
40	мы не	3	8
41	в качестве	2	8
42	но не	4	8
43	в тех	1	8
44	а в	3	8
45	как мы	18	8
46	во втором	1	7
47	один из	9	7
48	и здесь	5	7
49	если в	1	7
50	не могут	1	7
51	не менее	2	7
52	том что	6	7
53	потому что	3	7
54	по отношению	3	7
55	точки зрения	8	7
56	как это	1	7
57	и этим	1	7
58	или же	2	7
59	а также	6	7
60	отношению к	2	7
61	и другие	4	6
62	подобно тому	2	6
63	о том	5	6
64	как бы	7	6
65	но это	5	6
66	это не	5	6
67	с точки	4	6
68	в образе	1	6
69	в нашем	5	6
70	или в	3	6
71	и как	5	6
72	вовсе не	18	6
73	во всех	8	6
74	очень часто	2	6
75	также и	6	6
76	в форме	3	6
77	во время	17	6
78	они и	4	5
79	этот момент	2	5
80	из которых	1	5
81	другой стороны	5	5
82	в первом	1	5
83	в распоряжение	1	5
84	что он	7	5
85	как в	4	5
86	со стороны	2	5
87	видно что	4	5
88	хотя бы	2	5
89	было бы	4	5
90	ничего не	4	5
91	что они	3	5
92	хотя и	2	5
93	прежде чем	2	5
94	тому что	1	5
95	все эти	16	5
96	одна из	3	5
97	между собой	1	5
98	на его	4	5
99	об этом	3	5
100	в других	4	5
101	там где	6	5
102	тому как	2	5
103	между тем	3	5
104	он не	11	5
105	далеко не	3	5
106	главным образом	3	5
107	в целом	3	5
108	и ее	3	5
109	и к	4	4
110	пока же	1	4
111	смысле слова	5	4
112	в некоторых	1	4
113	есть и	4	4
114	на этом	3	4
115	нами в	1	4
116	как и	17	4
117	обращается в	1	4
118	самом деле	5	4
119	но все	5	4
120	тем что	6	4
121	никто не	1	4
122	уже не	2	4
123	еще не	3	4
124	входит в	2	4
125	того чтобы	6	4
126	так же	3	4
127	сказать что	3	4
128	на него	1	4
129	на котором	2	4
130	и для	6	4
131	из них	8	4
132	но в	20	4
133	несмотря на	1	4
134	на самом	7	4
135	его в	7	4
136	с теми	1	4
137	к этому	6	4
138	в то	14	4
139	мы уже	19	4
140	можно было	3	4
141	от того	1	4
142	могла бы	1	4
143	о его	2	4
144	оно может	1	4
145	собственном смысле	1	3
146	то время	1	3
147	в последнем	2	3
148	только что	1	3
149	и при	2	3
150	по всему	2	3
151	что это	4	3
152	это уже	2	3
153	в сущности	15	3
154	одному из	2	3
155	ни в	6	3
156	только в	9	3
157	в плоскости	1	3
158	здесь мы	3	3
159	время как	1	3
160	есть нечто	1	3
161	в собственном	1	3
162	имеется в	2	3
163	но мы	1	3
164	на первый	1	3
165	первом случае	1	3
166	некоторые из	4	3
167	и что	2	3
168	связана с	4	3
169	для того	5	3
170	но эти	4	3
171	здесь прежде	1	3
172	настоящее время	2	3
173	так например	2	3
174	же она	1	3
175	здесь не	5	3
176	с его	6	3
177	в отдельных	1	3
178	кроме того	5	3
179	для этой	3	3
180	в настоящее	2	3
181	с того	2	3
182	он должен	1	3
183	к нему	4	3
184	бы то	1	3
185	то в	2	3
186	что эти	1	3
187	они не	4	3
188	благодаря этому	1	3
189	сам он	3	3
190	или с	1	3
191	того что	3	3
192	что такое	1	3
193	ее в	1	3
194	но как	5	3
195	у нас	4	3
196	это и	4	3
197	и есть	5	3
198	в виде	2	3
199	в таких	3	3
200	как же	1	3
201	из приведенных	1	3
202	из членов	1	3
203	но для	1	3
204	большинстве случаев	3	3
205	это было	2	3
206	и у	2	3
207	том случае	1	3
208	то ни	1	3
209	если бы	3	3
210	друг друга	2	3
211	и тем	1	3
212	не в	2	3
213	в которой	6	3
214	и их	5	3
215	в начале	5	3
216	в пределах	1	3
217	в большинстве	3	3
218	в этой	15	3
219	не значит	1	3
220	же в	2	3
221	все еще	1	3
222	на то	1	3
223	и его	26	3
224	и по	4	3
225	и только	1	3
226	в один	2	3
227	не так	3	2
228	которой все	1	2
229	и этот	2	2
230	если за	1	2
231	если он	1	2
232	и дает	2	2
233	не с	1	2
234	потому не	1	2
235	например с	1	2
236	мы пока	2	2
237	и тот	4	2
238	не на	2	2
239	иначе чем	1	2
240	как они	2	2
241	в своих	7	2
242	более или	1	2
243	с этого	1	2
244	превращаться в	1	2
245	это положение	1	2
246	выпадает из	1	2
247	но вот	1	2
248	например в	2	2
249	в числе	3	2
250	относятся к	1	2
251	с тем	1	2
252	в в	1	2
253	очень важный	2	2
254	их в	7	2
255	вряд ли	3	2
256	таких случаях	1	2
257	только для	6	2
258	не имеет	1	2
259	углом зрения	1	2
260	может дать	1	2
261	роль в	7	2
262	не входит	2	2
263	нашу задачу	2	2
264	но оно	2	2
265	во всяком	2	2
266	его и	1	2
267	можно сказать	2	2
268	со смертью	3	2
269	того как	1	2
270	в данном	5	2
271	в основе	7	2
272	и более	2	2
273	на новые	1	2
274	что этот	1	2
275	что мы	1	2
276	нельзя было	3	2
277	такую же	1	2
278	но здесь	3	2
279	одной стороны	4	2
280	в другом	3	2
