N	4gram	Bakhtin_Pr	TeoriaLi
1	в то же время	8	8
2	состоит в том что	1	5
3	мы имеем в виду	3	3
4	и не могло быть	1	2
5	в том числе и	13	2
6	одно и то же	1	2
7	но в то же	3	2
8	и в то же	3	2
9	углом они сопоставлены или	1	1
10	в более или менее	1	1
11	но в таком случае	1	1
12	новый модус взаимоотношений человека	1	1
13	не что иное как	1	1
14	том под каким диалогическим	1	1
15	каким диалогическим углом они	1	1
16	вольный фамильярный контакт между	1	1
17	было и не могло	1	1
18	они сопоставлены или противопоставлены	1	1
19	собственного сознания а в	1	1
20	наличии определенных языковых стилей	1	1
21	в том под каким	1	1
22	провозглашает веселую относительность всего	1	1
23	в этом смысле можно	1	1
24	или противопоставлены в произведении	1	1
25	не в самом наличии	1	1
26	в таком случае это	1	1
27	определенных языковых стилей социальных	1	1
28	можно даже сказать что	1	1
29	с самим собою в	1	1
30	по отношению к нему	1	1
31	модус взаимоотношений человека с	1	1
32	уходит своими корнями в	1	1
33	дело в том что	2	1
34	дело не в самом	1	1
35	в самом наличии определенных	1	1
36	не было и не	1	1
37	языковых стилей социальных диалектов	1	1
38	но дело в том	1	1
39	с точки зрения логики	1	1
40	во всей своей полноте	1	1
41	под каким диалогическим углом	1	1
42	в той или иной	1	1
43	самом наличии определенных языковых	1	1
44	сопоставлены или противопоставлены в	1	1
45	то же время оно	1	1
46	взаимоотношений человека с человеком	1	1
47	одним и тем же	1	1
48	мы имеем дело с	1	1
49	диалогическим углом они сопоставлены	1	1
50	есть не что иное	1	1
