N	3gram	Trubetskoy	Marksizm
1	с точки зрения	9	46
2	не может быть	4	25
3	в самом деле	1	19
4	по отношению к	1	15
5	то же время	10	15
6	в то же	10	15
7	в том что	7	14
8	в связи с	1	14
9	и не может	3	12
10	то ни было	1	12
11	бы то ни	4	12
12	для того чтобы	6	11
13	до сих пор	5	11
14	с самого начала	1	10
15	в большинстве случаев	2	9
16	одного и того	1	9
17	и того же	1	9
18	но в то	1	9
19	в настоящее время	2	8
20	то же самое	1	8
21	смысле этого слова	1	7
22	в свою очередь	1	7
23	на то что	4	6
24	является не только	1	6
25	на самом деле	6	6
26	во всяком случае	6	6
27	отнюдь не является	1	5
28	и как бы	1	5
29	к тому что	2	5
30	той или иной	3	5
31	в этом случае	3	5
32	в этом отношении	1	5
33	мы уже знаем	1	4
34	и прежде всего	1	4
35	но все же	1	4
36	о том что	2	4
37	в применении к	1	3
38	тем не менее	1	3
39	в том числе	1	3
40	более или менее	4	3
41	друг с другом	14	3
42	но при этом	1	3
43	в конце концов	3	3
44	том числе и	1	3
45	в значительной степени	1	3
46	или хотя бы	1	3
47	и в этом	1	3
48	на этот вопрос	1	3
49	можно было бы	3	3
50	сводится к тому	1	3
51	что он не	2	2
52	в этом направлении	2	2
53	до известной степени	1	2
54	она могла бы	1	2
55	будет ли это	2	2
56	друг от друга	2	2
57	внутренней и внешней	1	2
58	друг друга в	1	2
59	а между тем	5	2
60	в данном случае	3	2
61	и в других	1	2
62	к тому же	1	2
63	из всего этого	1	2
64	в этом вопросе	1	2
65	сама по себе	2	2
66	в его целом	1	2
67	и в том	2	2
68	того или иного	2	2
69	отнюдь не может	1	2
70	от того что	1	2
71	по крайней мере	1	2
72	а следовательно и	2	2
73	только в этом	1	2
74	в этом и	1	2
75	несмотря на то	1	2
76	что в этих	1	2
77	в противном случае	1	2
78	так же как	1	2
79	во всех областях	1	2
80	но не к	1	2
81	вопрос о том	1	2
82	это и есть	1	2
83	прежде всего в	1	2
84	тот или иной	1	2
85	она может лишь	1	1
86	быть не может	1	1
87	или иной момент	1	1
88	и что его	1	1
89	он еще не	1	1
90	давления со стороны	1	1
91	связаны друг с	1	1
92	одной из этих	1	1
93	и в другом	2	1
94	и более или	1	1
95	о которых мы	1	1
96	он не может	1	1
97	в том же	1	1
98	указывает на то	1	1
99	и не будет	2	1
100	по отношению ко	1	1
101	свою точку зрения	1	1
102	прежде всего необходимо	1	1
103	только с точки	1	1
104	которую можно назвать	1	1
105	как бы не	1	1
106	с другом как	1	1
107	которой она может	1	1
108	данном частном вопросе	1	1
109	от того чтобы	1	1
110	между собой и	1	1
111	последнее время в	1	1
112	самом деле для	1	1
113	что оно является	1	1
114	даже и в	1	1
115	самом деле ничего	1	1
116	точки зрения в	1	1
117	яркое выражение в	1	1
118	а в том	1	1
119	но даже и	1	1
120	одну и ту	1	1
121	и вопрос о	1	1
122	к вопросу о	3	1
123	она и является	1	1
124	отнюдь не следует	1	1
125	перед нами не	1	1
126	так же и	1	1
127	на этой территории	1	1
128	ведь в данном	1	1
129	само собой разумеется	1	1
130	или политической жизни	1	1
131	выйти не может	1	1
132	вместе с тем	3	1
133	и должно быть	1	1
134	и во всяком	2	1
135	к чему не	1	1
136	прежде всего на	1	1
137	и этот последний	1	1
138	котором она могла	1	1
139	и вот в	1	1
140	и ту же	1	1
141	в противоречие с	2	1
142	собой разумеется что	1	1
143	в тот или	1	1
144	в другом месте	1	1
145	как же может	1	1
146	в себе и	2	1
147	и дать ему	1	1
148	данный момент и	1	1
149	может стремиться к	1	1
150	ко всем этим	1	1
151	если бы речь	2	1
152	так как оно	1	1
153	в данном частном	1	1
154	и с точки	1	1
155	свою очередь является	1	1
156	ли может быть	1	1
157	ни одна из	2	1
158	его жизни и	1	1
159	дело в том	1	1
160	с другом и	2	1
161	в лучшем случае	3	1
162	всех этих случаях	1	1
163	и в своем	1	1
164	таким образом оказывается	1	1
165	и не так	1	1
166	от этого не	1	1
167	может лишь в	1	1
168	во всех этих	1	1
169	как бы ни	1	1
170	вопрос приходится ответить	1	1
171	с самим собой	2	1
172	и что в	1	1
173	сих пор мы	1	1
174	общественной жизни конечно	1	1
175	на них глаза	1	1
176	же время эти	1	1
177	тем что он	1	1
178	ни к чему	2	1
179	из которых каждая	1	1
180	между прочим и	1	1
181	этого не меняется	1	1
182	жизни и в	1	1
183	лишь в качестве	1	1
184	неизбежно приводит к	1	1
185	в другом случае	2	1
186	и вот на	1	1
