N	3gram	Bakhtin_Fr	Marksizm
1	с точки зрения	4	46
2	не может быть	2	25
3	по отношению к	2	15
4	то же время	13	15
5	в то же	13	15
6	в том что	2	14
7	в связи с	5	14
8	и не может	1	12
9	то ни было	1	12
10	в высшей степени	1	12
11	бы то ни	1	12
12	для того чтобы	5	11
13	до сих пор	6	11
14	в отличие от	3	10
15	с самого начала	1	10
16	в большинстве случаев	3	9
17	одного и того	1	9
18	и того же	1	9
19	но в то	7	9
20	в направлении к	1	8
21	в настоящее время	2	8
22	может быть и	2	8
23	смысле этого слова	2	7
24	с другой стороны	5	7
25	в свою очередь	2	7
26	как мы знаем	2	7
27	как мы уже	8	6
28	в точном смысле	1	6
29	на самом деле	5	6
30	во всяком случае	2	6
31	с одной стороны	4	6
32	самом же деле	1	5
33	на самом же	1	5
34	той или иной	2	5
35	как мы видели	4	5
36	в этом случае	1	5
37	в этом отношении	4	5
38	вполне понятно что	3	4
39	так и от	1	4
40	в первом случае	1	4
41	как мы сказали	1	4
42	и прежде всего	3	4
43	но все же	2	4
44	одной из важнейших	1	4
45	о том что	3	4
46	можно сказать что	2	4
47	в узком смысле	2	4
48	в той или	2	3
49	и тот же	3	3
50	не только в	3	3
51	в применении к	1	3
52	в данном контексте	1	3
53	и тем же	1	3
54	одной стороны и	2	3
55	хотя бы и	1	3
56	в том числе	4	3
57	более или менее	1	3
58	все более и	1	3
59	в конце концов	3	3
60	том числе и	3	3
61	между этими двумя	1	3
62	и т.п в	1	3
63	в значительной степени	2	3
64	и в этом	1	3
65	в этом последнем	1	3
66	в ее целом	1	3
67	но и в	4	3
68	один и тот	3	3
69	на первый план	1	3
70	какой бы то	1	3
71	может быть понято	1	3
72	и той же	2	3
73	связи с этим	1	3
74	более и более	1	3
75	одним и тем	1	3
76	в нашу задачу	2	3
77	можно было бы	2	3
78	одной и той	2	3
79	или иной степени	1	2
80	до известной степени	1	2
81	самом деле в	1	2
82	в собственном смысле	1	2
83	мы не найдем	1	2
84	конечно не только	1	2
85	в коем случае	1	2
86	только в пределах	1	2
87	так и в	1	2
88	мы видели что	1	2
89	мы встречаем в	2	2
90	в нашем примере	3	2
91	она лежит на	1	2
92	мы ограничимся лишь	1	2
93	между тем как	1	2
94	само по себе	1	2
95	в данном случае	3	2
96	и в других	3	2
97	именно для того	1	2
98	не знает ни	1	2
99	лицом к лицу	1	2
100	в его целом	3	2
101	для него как	1	2
102	со всех сторон	1	2
103	в эпоху возрождения	1	2
104	к нему и	1	2
105	к нему в	1	2
106	и в особенности	1	2
107	точном смысле слова	1	2
108	как и в	2	2
109	все разобранные нами	1	2
110	и так сказать	2	2
111	нами в начале	1	2
112	в чем же	1	2
113	быть понято и	1	2
114	во всех своих	1	2
115	таким образом в	1	2
116	характерно что в	1	2
117	ни в коем	1	2
118	как и все	5	2
119	слова и выражения	1	2
120	как мы увидим	1	2
121	и т.п эта	2	2
122	и в самом	1	2
123	в нем и	1	2
124	это и есть	2	2
125	прежде всего в	1	2
126	нет и не	1	2
127	в конце предыдущей	1	1
128	уже названная нами	1	1
129	но ведь это	1	1
130	как она есть	1	1
131	другими словами их	1	1
132	на них ложатся	1	1
133	он как и	1	1
134	имеет в виду	2	1
135	бы и не	1	1
136	имели в виду	1	1
137	все то что	2	1
138	это не значит	1	1
139	и притом лишь	1	1
140	в конечном счете	1	1
141	так и других	1	1
142	в приведенном нами	3	1
143	то что он	1	1
144	имеются в виду	1	1
145	о котором говорил	1	1
146	на том что	1	1
147	по сравнению с	2	1
148	о чем мы	1	1
149	и значение в	1	1
150	и в другом	1	1
151	имеется в виду	1	1
152	как и его	1	1
153	однако и здесь	1	1
154	или иной форме	1	1
155	до наших дней	5	1
156	во всей литературе	1	1
157	вовсе не в	2	1
158	был бы не	1	1
159	характер по отношению	1	1
160	от правильного понимания	2	1
161	в том же	3	1
162	в своей основе	1	1
163	в языке но	1	1
164	еще тем что	1	1
165	прежде всего необходимо	3	1
166	на нее не	1	1
167	свидетельствует о том	1	1
168	в строгом смысле	1	1
169	что в них	1	1
170	ради нее самой	1	1
171	понято и истолковано	1	1
172	дело вовсе не	2	1
173	во втором случае	1	1
174	может быть только	1	1
175	слова все это	1	1
176	отражает в себе	1	1
177	со всеми вытекающими	1	1
178	и в более	1	1
179	очень далек от	1	1
180	он совершенно не	1	1
181	мы уже указывали	2	1
182	у него было	1	1
183	для правильного понимания	2	1
184	чрезвычайно характерны для	1	1
185	таким образом что	1	1
186	на части в	1	1
187	одной из форм	1	1
188	их можно было	1	1
189	вместо того чтобы	1	1
190	задачу не входит	1	1
191	мы все время	1	1
192	раз и не	1	1
193	в его произведениях	2	1
194	даже и в	2	1
195	но также и	1	1
196	по ту сторону	1	1
197	названная нами книга	1	1
198	значит конечно что	1	1
199	в xviii веке	11	1
200	ним не только	1	1
201	мы находим здесь	1	1
202	но даже и	2	1
203	его так же	1	1
204	может быть названа	1	1
205	здесь они становятся	1	1
206	нам уже приходилось	1	1
207	и не хочет	1	1
208	как раз и	1	1
209	и оценивает только	1	1
210	но в его	1	1
211	но как раз	2	1
212	мы увидим дальше	3	1
213	это вовсе не	2	1
214	лишь в меру	1	1
215	и т.п но	1	1
216	не нуждается в	1	1
217	этом последнем направлении	1	1
218	они не могут	1	1
219	же время они	1	1
220	одна из важнейших	1	1
221	но ни в	1	1
222	и делает его	1	1
223	мы еще вернемся	5	1
224	таким образом и	2	1
225	но и самого	1	1
226	время это и	1	1
227	и более суживается	1	1
228	и т.п то	1	1
229	и в этой	1	1
230	в последнем счете	1	1
231	приводит его к	1	1
232	само собой разумеется	1	1
233	в меру своей	1	1
234	сих пор не	1	1
235	не имеет никакой	1	1
236	но прежде всего	1	1
237	все же в	2	1
238	большей или меньшей	3	1
239	слове и в	1	1
240	речи и как	1	1
241	как это делает	1	1
242	прежде всего на	1	1
243	что иное как	1	1
244	одного из членов	1	1
245	именно там где	1	1
246	рассказ о его	1	1
247	в этом же	1	1
248	в сущности это	1	1
249	вводит их в	1	1
250	в одной из	1	1
251	как такие и	1	1
252	с одним из	1	1
253	была у него	2	1
254	и его школы	1	1
255	под ним не	1	1
256	что один и	1	1
257	в другом месте	1	1
258	же время он	1	1
259	каждый из этих	1	1
260	то что в	1	1
261	глубоко погружены в	1	1
262	в литературе в	1	1
263	может быть в	2	1
264	и не было	2	1
265	не всегда можно	1	1
266	том же году	1	1
267	на поверхностный взгляд	1	1
268	с двух сторон	1	1
269	верх и низ	2	1
270	во франции и	1	1
271	в то время	1	1
272	нашу задачу не	1	1
273	ко всем этим	1	1
274	xviii и xix	1	1
275	же время это	3	1
276	определяющее влияние на	1	1
277	в большей или	2	1
278	хотя они и	1	1
279	коем случае нельзя	1	1
280	или во всяком	1	1
281	все же не	1	1
282	и т.п все	2	1
283	в самой жизни	1	1
284	мы видим все	1	1
285	они и не	1	1
286	не что иное	1	1
287	главе здесь мы	1	1
288	дело в том	2	1
289	конце предыдущей главы	1	1
290	в отрыве от	1	1
291	и все его	1	1
292	подобно тому как	2	1
293	т.п все эти	1	1
294	и не так	1	1
295	как мы видим	2	1
296	уже говорили что	1	1
297	в сущности почти	1	1
298	перед нами очень	1	1
299	во всех этих	1	1
300	и все остальные	3	1
301	всего может быть	1	1
302	не значит конечно	1	1
303	но прежде чем	1	1
304	для эпохи возрождения	1	1
305	сомнению что и	2	1
306	в обычном смысле	1	1
307	язык в ту	1	1
308	в xvii веке	7	1
309	в сущности только	3	1
310	имеются существенные различия	1	1
311	в новое время	1	1
312	понимая под ним	1	1
313	тем что он	1	1
314	в этой же	2	1
315	и в сущности	1	1
316	еще более подчеркивает	1	1
317	языка но и	1	1
318	и потому в	1	1
319	каждая социальная группа	1	1
320	можно истолковать как	1	1
321	они превращаются в	1	1
322	но вот в	1	1
323	что здесь в	1	1
324	и в ее	1	1
325	притом не только	1	1
326	в основе своей	1	1
327	между прочим и	1	1
328	мы уже говорили	5	1
329	в той же	5	1
330	оно может быть	1	1
331	это прежде всего	1	1
332	оно так сказать	1	1
333	после того как	1	1
334	ровно ничего не	1	1
335	к жизни и	1	1
336	мы уже сказали	2	1
337	обычном смысле слова	1	1
