N	2gram	Propp_Isto	Vvedenie
1	и т	39	45
2	т е	27	40
3	т д	36	39
4	в том	13	38
5	в этом	20	35
6	и в	44	35
7	может быть	31	30
8	том что	12	30
9	не только	17	26
10	для того	3	23
11	того чтобы	3	22
12	таким образом	21	21
13	также и	2	20
14	не может	10	19
15	то что	16	19
16	потому что	18	18
17	только в	8	16
18	со стороны	6	16
19	о том	11	16
20	так как	19	15
21	представляет собой	8	14
22	что в	18	13
23	в самом	1	13
24	и не	19	13
25	в нем	10	13
26	в его	16	12
27	того что	3	12
28	в их	1	12
29	точки зрения	3	12
30	что такое	1	12
31	как на	3	12
32	то же	9	11
33	в ее	4	11
34	по себе	2	11
35	в данном	3	11
36	ясно что	5	11
37	как мы	9	11
38	прежде всего	7	10
39	не в	11	10
40	вопрос о	5	10
41	между тем	1	10
42	уже и	3	10
43	но в	7	10
44	представляют собой	6	9
45	тем не	6	9
46	смысле этого	1	9
47	все же	17	9
48	из этих	5	9
49	но не	8	9
50	и как	5	9
51	не менее	6	9
52	в истории	7	9
53	это не	8	8
54	в качестве	13	8
55	как нечто	1	8
56	о котором	1	8
57	а только	1	8
58	широком смысле	1	8
59	с другой	11	8
60	представить себе	1	7
61	и то	5	7
62	до сих	7	7
63	в большей	1	7
64	в широком	1	7
65	как и	12	7
66	самом деле	2	7
67	но и	16	7
68	не трудно	1	7
69	сих пор	7	7
70	было бы	2	7
71	о природе	3	7
72	только как	1	7
73	этот вопрос	2	7
74	как бы	4	7
75	один из	6	6
76	на вопрос	3	6
77	об этом	6	6
78	этом случае	13	6
79	все это	4	6
80	не могут	2	6
81	его в	17	6
82	на этот	2	6
83	тем что	12	6
84	с тем	9	6
85	а именно	8	6
86	вместе с	26	6
87	в которых	4	6
88	же время	1	6
89	и это	5	6
90	так например	3	6
91	вовсе не	6	6
92	уже не	14	6
93	мере в	1	6
94	и даже	4	6
95	в руки	3	6
96	хотя бы	2	6
97	до н	1	6
98	и что	13	6
99	как он	6	6
100	сказать что	2	6
101	могут быть	9	6
102	том чтобы	3	6
103	но если	2	6
104	и его	15	6
105	в то	5	6
106	а в	9	6
107	н э	1	6
108	иное как	1	6
109	на почве	1	5
110	уже в	4	5
111	внимание на	1	5
112	с этой	4	5
113	хотя и	1	5
114	что и	11	5
115	в виду	1	5
116	другой стороны	10	5
117	в них	3	5
118	но с	1	5
119	одним из	4	5
120	что не	3	5
121	не есть	1	5
122	что он	29	5
123	что иное	1	5
124	одно из	3	5
125	от этого	6	5
126	по своему	1	5
127	данном случае	2	5
128	во всяком	1	5
129	языка в	1	5
130	в течение	2	5
131	как уже	1	5
132	так что	2	5
133	и тем	7	5
134	а не	5	5
135	есть и	3	5
136	дело не	1	5
137	в различных	3	5
138	на основании	1	5
139	не что	1	5
140	или вообще	2	5
141	быть в	1	5
142	а как	3	5
143	независимо от	1	5
144	не просто	1	5
145	в целом	4	5
146	как это	5	5
147	есть не	2	5
148	всяком случае	1	5
149	в особенности	6	4
150	ответ на	1	4
151	в более	6	4
152	только что	3	4
153	здесь нет	3	4
154	с одной	7	4
155	тогда когда	3	4
156	с точки	1	4
157	о чем	6	4
158	из наиболее	1	4
159	в результате	1	4
160	по мере	4	4
161	в виде	13	4
162	в себе	1	4
163	должен был	1	4
164	особого рода	1	4
165	шла речь	1	4
166	но все	8	4
167	из двух	2	4
168	или иначе	1	4
169	в одном	2	4
170	в котором	2	4
171	и ее	1	4
172	как она	1	4
173	в своей	3	4
174	сравнению с	1	4
175	должен быть	2	4
176	к тому	1	4
177	еще не	16	4
178	не имеет	4	4
179	еще и	2	4
180	как о	1	4
181	даже и	2	4
182	одной стороны	7	4
183	по сравнению	1	4
184	это только	2	4
185	е в	6	4
186	связана с	1	4
187	по отношению	2	4
188	мы имеем	22	4
189	не вполне	1	4
190	отличие от	1	4
191	в отличие	1	4
192	в тексте	1	4
193	можно сказать	2	4
194	той же	2	4
195	отношению к	2	4
196	одной из	3	4
197	в области	1	4
198	только с	1	4
199	и для	3	4
200	само по	1	4
201	из них	4	4
202	своего рода	1	3
203	и к	3	3
204	и этого	1	3
205	в свое	2	3
206	с этим	7	3
207	что с	2	3
208	и здесь	12	3
209	и на	11	3
210	того как	8	3
211	зависит от	4	3
212	и вот	4	3
213	на том	5	3
214	такого рода	2	3
215	обе эти	1	3
216	при этом	4	3
217	что это	8	3
218	говорит о	4	3
219	из которых	7	3
220	не как	5	3
221	что собственно	1	3
222	знания в	1	3
223	в этих	7	3
224	знания и	1	3
225	чем в	1	3
226	связи с	10	3
227	если бы	5	3
228	себе что	2	3
229	и сам	2	3
230	спросить себя	1	3
231	а также	5	3
232	в силу	7	3
233	в очень	2	3
234	за собой	5	3
235	в конце	1	3
236	вообще не	1	3
237	об отдельных	1	3
238	вряд ли	1	3
239	как в	11	3
240	этим в	1	3
241	между ними	2	3
242	зависимости от	1	3
243	в каком	1	3
244	понимать в	1	3
245	чем же	1	3
246	от себя	2	3
247	на этой	5	3
248	и других	5	3
249	все эти	11	3
250	то это	8	3
251	и есть	3	3
252	сливается с	2	3
253	что даже	2	3
254	язык и	2	3
255	на этом	5	3
256	до нас	1	3
257	стороны и	1	3
258	что же	1	3
259	входит в	5	3
260	же как	12	3
261	в другом	2	3
262	совсем не	1	3
263	в ней	8	3
264	вот почему	2	3
265	или же	6	3
266	и тогда	2	3
267	и уже	2	3
268	в частности	9	3
269	уже после	2	3
270	только на	2	3
271	или иных	1	3
272	в этой	5	3
273	же самое	1	3
274	но дело	2	3
275	того же	3	3
276	от того	1	3
277	так же	14	3
278	при помощи	11	3
279	или как	3	3
280	и наоборот	1	3
281	идет речь	1	3
282	греции и	1	3
283	работы в	1	3
284	отношение к	3	3
285	однако в	2	3
286	наряду с	7	3
287	на нее	3	3
288	только по	1	3
289	что может	1	3
290	в своем	3	3
291	может оказаться	1	3
292	по этому	1	3
293	в зависимости	1	3
294	или иной	1	3
295	и вообще	3	3
296	что она	3	3
297	одна из	6	3
298	как будто	2	3
299	здесь не	3	3
300	он сам	1	3
301	к этому	5	3
302	для которых	1	3
303	для этого	3	3
304	что уже	1	3
305	раньше чем	7	3
306	что сказано	1	3
307	мы видели	9	3
308	к нему	5	3
309	никогда не	5	3
310	при жизни	1	2
311	с которыми	1	2
312	во всем	4	2
313	еще при	1	2
314	так и	9	2
315	д все	2	2
316	и другие	5	2
317	что они	3	2
318	находятся в	2	2
319	во втором	1	2
320	на языке	1	2
321	что оно	4	2
322	после того	4	2
323	и сейчас	3	2
324	в подлиннике	1	2
325	собой в	1	2
326	должна быть	3	2
327	мы не	6	2
328	иметь дело	1	2
329	с полной	1	2
330	время в	2	2
331	смысле в	1	2
332	народов но	1	2
333	не нужно	1	2
334	и далее	1	2
335	смысле и	1	2
336	несмотря на	3	2
337	из того	1	2
338	прийти к	2	2
339	ни к	1	2
340	о них	1	2
341	следует что	1	2
342	это уже	2	2
343	или нет	1	2
344	и из	3	2
345	сам по	1	2
346	после этого	3	2
347	а затем	7	2
348	него в	2	2
349	себя в	6	2
350	как говорят	1	2
351	у нас	1	2
352	из числа	1	2
353	в формах	2	2
354	такого же	2	2
355	говорит он	2	2
356	в таких	3	2
357	в своих	4	2
358	не было	2	2
359	что нет	1	2
360	стоит в	1	2
361	истории не	1	2
362	этой точки	2	2
363	этого не	2	2
364	а во-вторых	1	2
365	и с	8	2
366	с ней	2	2
367	будто бы	2	2
368	знание языка	1	2
369	которое в	1	2
370	это еще	3	2
371	виде в	1	2
372	себе задачей	1	2
373	меньшей мере	1	2
374	по существу	2	2
375	жизни и	4	2
376	и требует	3	2
377	например в	11	2
378	тому что	1	2
379	в наиболее	1	2
380	эта традиция	1	2
381	одно дело	1	2
382	в связи	6	2
383	подобно тому	2	2
384	уже совсем	1	2
385	в соответствии	1	2
386	и так	1	2
387	есть только	1	2
388	том смысле	2	2
389	к своему	2	2
390	и при	3	2
391	по его	2	2
392	об особом	1	2
393	о которых	4	2
394	но уже	5	2
395	пока не	1	2
396	себе и	2	2
397	те кто	1	2
398	этих случаях	10	2
399	как только	2	2
400	могло бы	1	2
401	дело что	1	2
402	целого и	1	2
403	если таким	1	2
404	и те	1	2
405	в дальнейшем	6	2
406	влечет за	1	2
407	во всех	3	2
408	этих двух	1	2
409	большей части	1	2
410	и потому	2	2
411	ними и	1	2
412	которые не	2	2
413	но как	2	2
414	мы можем	6	2
415	а с	2	2
416	а если	2	2
417	можно считать	1	2
418	на задний	3	2
419	что мы	4	2
420	само собой	1	2
421	одно целое	1	2
422	так называемая	1	2
423	мы уже	6	2
424	ничего не	4	2
425	к отдельным	2	2
426	в языке	1	2
427	чтобы он	3	2
428	в свою	3	2
429	задний план	3	2
430	центре внимания	1	2
431	д в	1	2
432	тому как	2	2
433	это заставляет	1	2
434	из его	2	2
435	в этот	2	2
436	уже знаем	1	2
437	у них	2	2
438	кусок дерева	1	2
439	мы должны	7	2
440	из которой	1	2
441	быть и	1	2
442	не мог	3	2
443	что если	1	2
444	из таких	3	2
445	именно на	2	2
446	народов и	1	2
447	но зато	1	2
448	увидим что	3	2
449	две части	1	2
450	речь идет	1	2
451	хотя в	1	2
452	точно так	3	2
453	из него	3	2
454	в тех	4	2
455	в форме	5	2
456	этой стороны	1	2
457	тогда как	1	2
458	это может	1	2
459	до того	1	2
460	свою очередь	1	2
461	обратим внимание	2	2
462	состоит в	1	2
463	что можно	1	2
464	что здесь	9	2
465	одно и	2	2
466	соответствии с	1	2
467	но вместе	4	2
468	мог бы	2	2
469	и др	6	2
470	из истории	1	2
471	них не	2	2
472	тем более	1	2
473	образом возникает	1	2
474	с помощью	1	2
475	чаще всего	3	2
476	на то	3	2
477	только после	3	2
478	его к	3	2
479	преимущественно в	1	2
480	же это	1	2
481	на котором	3	2
482	этого слова	1	2
483	но это	10	2
484	это сказывается	1	2
485	так называемые	1	2
486	бы в	1	2
487	имеет свою	1	2
488	только о	1	2
489	в который	2	2
490	применительно к	1	2
491	не к	1	2
492	можно только	1	2
493	что было	1	1
494	были бы	1	1
495	иначе говоря	1	1
496	собой всю	1	1
497	которой у	1	1
498	то в	2	1
499	трудно сказать	1	1
500	не мешает	1	1
501	есть однако	1	1
502	она имеет	2	1
503	дает нам	2	1
504	чем продолжать	1	1
505	только тогда	4	1
506	утверждать что	2	1
507	что наряду	2	1
508	и стало	1	1
509	действительно ли	1	1
510	все что	5	1
511	нужно однако	1	1
512	мы видим	12	1
513	знать что	1	1
514	и многие	1	1
515	короче говоря	1	1
516	народов в	1	1
517	как одна	1	1
518	та же	2	1
519	народов не	2	1
520	за ним	4	1
521	смысле что	1	1
522	она и	2	1
523	выясняется что	1	1
524	который уже	1	1
525	от его	1	1
526	они не	5	1
527	по тому	1	1
528	в момент	1	1
529	пользуется также	1	1
530	также что	3	1
531	известно что	3	1
532	чтобы быть	1	1
533	своему содержанию	1	1
534	к одной	1	1
535	признает что	1	1
536	д такая	1	1
537	как к	1	1
538	бы составить	1	1
539	до него	4	1
540	том числе	3	1
541	притом не	1	1
542	и имеет	1	1
543	оно было	1	1
544	у каждого	1	1
545	эти отдельные	1	1
546	мы знаем	12	1
547	или по	1	1
548	ней то	1	1
549	данных по	1	1
550	не теряет	1	1
551	и основной	1	1
552	на те	1	1
553	для него	2	1
554	которых он	1	1
555	находится у	1	1
556	вещи и	1	1
557	бы на	1	1
558	на одно	1	1
559	вопрос мы	1	1
560	этой стороне	1	1
561	которых как	1	1
562	это значит	2	1
563	ее мы	1	1
564	а это	1	1
565	связи в	1	1
566	с ним	9	1
567	что при	5	1
568	это обычно	1	1
569	есть один	1	1
570	что так	1	1
571	в некоторых	6	1
572	которого он	1	1
573	в литературе	1	1
574	которых каждый	1	1
575	положение что	2	1
576	говорится в	2	1
577	ее в	8	1
578	это изменение	1	1
579	для нас	6	1
580	что никакой	1	1
581	и этим	6	1
582	названа ни	1	1
583	слова в	1	1
584	и о	2	1
585	то мы	3	1
586	по образцу	1	1
587	а есть	1	1
588	на самом	1	1
589	здесь в	1	1
590	чтобы ее	1	1
591	на которой	4	1
592	но одно	1	1
593	превратиться в	1	1
594	здесь уже	2	1
595	эти связи	1	1
596	приходит к	3	1
597	таком случае	1	1
598	нет еще	1	1
599	себе не	1	1
600	упомянуть что	1	1
601	уже говорилось	1	1
602	в русском	1	1
603	у него	7	1
604	частности в	1	1
605	не на	1	1
606	мы находим	1	1
607	нас от	1	1
608	идет от	1	1
609	совершенно ясно	6	1
610	себе путь	1	1
611	что все	4	1
612	оно не	1	1
613	также в	2	1
614	этим объясняется	1	1
615	вообще с	1	1
616	как они	1	1
617	как же	1	1
618	и соответствующими	2	1
619	как эти	1	1
620	быть названа	1	1
621	если не	4	1
622	но на	1	1
623	но он	2	1
624	цель и	1	1
625	нужно не	1	1
626	на свой	1	1
627	или в	7	1
628	тесно связано	1	1
629	как видно	1	1
630	относится и	1	1
631	д мы	3	1
632	только за	1	1
633	уже очень	1	1
634	на которое	1	1
635	что его	4	1
636	самые разнообразные	1	1
637	и внутри	1	1
638	что у	6	1
639	очень различно	1	1
640	как некогда	1	1
641	которой как	1	1
642	этим и	1	1
643	этот факт	1	1
644	с другими	4	1
645	теперь мы	1	1
646	понимать не	1	1
647	и все	4	1
648	все вместе	2	1
649	естественно не	1	1
650	в некотором	2	1
651	еще в	2	1
652	с них	1	1
653	есть в	2	1
654	античности в	1	1
655	быть только	1	1
656	в глубине	1	1
657	может и	1	1
658	но для	4	1
659	прямо не	1	1
660	сторона его	1	1
661	представление о	22	1
662	очевидно что	3	1
663	во множестве	1	1
664	слова а	1	1
665	в таком	2	1
666	или иная	1	1
667	если он	2	1
668	теснейшим образом	1	1
669	очень много	2	1
670	так много	2	1
671	в жизни	1	1
672	в числе	2	1
673	можно назвать	1	1
674	заметить что	1	1
675	меня в	4	1
676	можем утверждать	1	1
677	давно уже	1	1
678	на другую	1	1
679	чрезвычайно важное	1	1
680	не считать	2	1
681	и совсем	1	1
682	и соответственно	1	1
683	представляли себе	2	1
684	с той	2	1
685	случаях в	1	1
686	правда в	1	1
687	уже выше	3	1
688	в изображении	1	1
689	состоит из	4	1
690	обстоятельство что	1	1
691	одном случае	2	1
692	ясно еще	1	1
693	встречается в	3	1
694	с ними	4	1
695	было до	1	1
696	не образуют	1	1
697	человек в	2	1
698	что по	1	1
699	при более	1	1
700	есть та	1	1
701	их из	1	1
702	или даже	1	1
703	далеко не	1	1
704	понятно почему	1	1
705	между прочим	2	1
706	сказывается и	2	1
707	в одно	2	1
708	особенно сильно	1	1
709	на эту	1	1
710	имеется в	1	1
711	хорошо известно	1	1
712	и надо	1	1
713	во главе	1	1
714	именно этого	1	1
715	становится все	1	1
716	перед собой	1	1
717	как с	1	1
718	народа и	1	1
719	особенности в	2	1
720	и могут	1	1
721	он настоящий	1	1
722	и я	1	1
723	именно эту	1	1
724	продукт культуры	1	1
725	доходят до	1	1
726	не создает	1	1
727	это несомненно	1	1
728	у древних	2	1
729	человека или	1	1
730	в свете	5	1
731	е на	2	1
732	стороне дела	1	1
733	том как	5	1
734	это было	2	1
735	на его	1	1
736	и этих	1	1
737	он по	2	1
738	к мысли	1	1
739	в греческом	1	1
740	не знать	1	1
741	ли это	2	1
742	путь к	1	1
743	это тоже	1	1
744	теперь и	1	1
745	говорит об	2	1
746	и у	3	1
747	через которую	1	1
748	в одной	5	1
749	одного а	1	1
750	руки и	2	1
751	связано с	7	1
752	в египте	14	1
753	и искусств	1	1
754	вопроса о	1	1
755	чтобы лучше	1	1
756	на них	2	1
757	собственно в	1	1
758	можно и	1	1
759	чтобы сделать	1	1
760	что эти	1	1
761	тому кто	1	1
762	одно время	1	1
763	перестает быть	1	1
764	у этих	1	1
765	здесь как	3	1
766	это и	3	1
767	речи об	1	1
768	его и	2	1
769	того или	1	1
770	совершенно не	2	1
771	человека в	5	1
772	ответить на	1	1
773	целое в	1	1
774	и эти	1	1
775	чтобы его	1	1
776	этом говорит	1	1
777	с двумя	1	1
778	и более	3	1
779	с самого	1	1
780	образом мы	3	1
781	уже из	1	1
782	помощи которых	1	1
783	и самые	1	1
784	что этот	5	1
785	азии и	1	1
786	тем мы	1	1
787	такие же	1	1
788	не означает	1	1
789	быть человек	1	1
790	значит что	2	1
791	не исключительно	1	1
792	должно было	3	1
793	говорилось о	1	1
794	ясно и	1	1
795	тех же	2	1
796	имеет очень	1	1
797	эта связь	5	1
798	например у	2	1
799	каждая такая	1	1
800	поскольку это	1	1
801	превращается в	10	1
802	полагали что	1	1
803	текста это	1	1
804	в самых	1	1
805	чистом виде	1	1
806	представления в	2	1
807	еще на	1	1
808	другими словами	4	1
809	на той	2	1
810	связь и	1	1
811	а через	2	1
812	мы его	1	1
813	то эти	1	1
814	наконец в	1	1
815	не дает	2	1
816	во всей	1	1
817	это то	2	1
818	этого или	1	1
819	одну из	5	1
820	не по	3	1
821	развитом виде	1	1
822	с полным	1	1
823	быть не	1	1
824	она могла	1	1
825	языку и	1	1
826	ему до	1	1
827	но здесь	1	1
828	и другой	1	1
829	всего есть	1	1
830	во многих	1	1
831	не всегда	9	1
832	из их	1	1
833	его исторических	1	1
834	более древних	1	1
835	не сам	1	1
836	знаем это	1	1
837	в себя	3	1
838	из себя	4	1
839	разных формах	1	1
840	в руках	1	1
841	в которой	4	1
842	к превращению	1	1
843	лишь в	2	1
844	не будет	1	1
845	то обстоятельство	1	1
846	между двумя	7	1
847	как таковые	2	1
848	только один	3	1
849	то все	1	1
850	труда а	1	1
851	именно из	1	1
852	стороны формы	1	1
853	в свет	1	1
854	не могло	2	1
855	представлением о	5	1
856	должны быть	2	1
857	того с	1	1
858	уже у	1	1
859	превратился в	2	1
860	и картина	1	1
861	одна сторона	2	1
862	есть ли	2	1
863	сюда относятся	1	1
864	в науке	1	1
865	своей работе	1	1
866	и тот	1	1
867	не потому	5	1
868	идут от	2	1
869	уже потому	1	1
870	говорит что	1	1
871	народов например	1	1
872	ее с	1	1
873	большей частью	3	1
874	например и	1	1
875	только тем	2	1
876	также не	2	1
877	внимание только	1	1
878	впечатление что	1	1
879	стоит на	3	1
880	только то	1	1
881	и затем	2	1
882	рис и	1	1
883	таких случаях	2	1
884	этом говорится	1	1
885	не касается	1	1
886	он есть	1	1
887	сослаться на	1	1
888	данного текста	1	1
889	и всегда	1	1
890	человека и	2	1
891	самого начала	1	1
892	быть это	1	1
893	как один	1	1
894	для которой	1	1
895	как вообще	1	1
896	должны были	3	1
897	или иное	2	1
898	мы здесь	4	1
899	и часто	1	1
900	входить в	2	1
901	он поставил	1	1
902	он представляет	1	1
903	знает что	1	1
904	в чистом	1	1
905	в каких	1	1
906	стороны можно	1	1
907	знаем из	1	1
908	можем только	1	1
909	как эта	1	1
910	могло быть	1	1
911	с большой	3	1
912	дает ему	6	1
913	но которые	1	1
914	имеем в	2	1
915	что дает	1	1
916	ни одной	1	1
917	которые и	1	1
918	потом в	1	1
919	как их	1	1
920	и начал	2	1
921	легко представить	1	1
922	два различных	1	1
923	ведь это	1	1
924	в точности	1	1
925	заставляет нас	1	1
926	он в	3	1
927	деле представляет	1	1
928	языке ни	1	1
929	культуры но	1	1
930	оно входит	1	1
931	исторические корни	1	1
932	место в	1	1
933	но который	1	1
934	одного из	3	1
935	на две	1	1
936	а и	1	1
937	еще нет	2	1
938	к ним	2	1
939	ее не	3	1
940	общего с	1	1
941	главным образом	2	1
942	если мы	1	1
943	без всякого	1	1
944	в ходе	1	1
945	но есть	4	1
946	зато она	1	1
947	только одна	3	1
948	по другим	1	1
949	что есть	2	1
950	общего характера	1	1
951	собой лишь	1	1
952	или с	1	1
953	они должны	1	1
954	но нет	1	1
955	у меня	1	1
956	приводят к	3	1
957	это ясно	1	1
958	формы в	1	1
959	иногда это	3	1
960	это можно	1	1
961	наоборот в	2	1
962	связь в	2	1
963	могли служить	1	1
964	он служит	1	1
965	и от	1	1
966	но вообще	1	1
967	у разных	1	1
968	она во	1	1
969	их можно	1	1
970	с идеями	1	1
971	образом в	3	1
972	же в	3	1
973	тесно связан	1	1
974	нем не	1	1
975	момент в	1	1
976	литература в	1	1
977	то легко	1	1
978	он был	2	1
979	более точного	1	1
980	к образованию	1	1
981	не лучше	1	1
982	как предмет	1	1
983	были в	1	1
984	других народов	1	1
985	д и	1	1
986	выходя из	1	1
987	в европе	3	1
988	показывает что	7	1
989	свою предысторию	1	1
990	эти сведения	1	1
991	только служит	1	1
992	к этим	3	1
993	во время	12	1
994	остановиться на	1	1
995	только потому	1	1
996	этого становится	1	1
997	всем что	2	1
998	и входит	1	1
999	это впрочем	1	1
1000	бы уже	1	1
1001	себе человека	1	1
1002	после смерти	3	1
1003	помощи не	1	1
1004	меньшей степени	1	1
1005	то или	2	1
1006	полной ясностью	1	1
1007	о связи	1	1
1008	она действительно	1	1
1009	говорится что	4	1
1010	уже более	1	1
1011	как указывает	1	1
1012	он встречается	1	1
1013	тот же	1	1
1014	что на	1	1
1015	почти не	1	1
1016	не то	1	1
1017	никак не	1	1
1018	с каким	1	1
1019	о ней	1	1
1020	вернуться к	1	1
1021	почему эта	1	1
1022	обратиться к	1	1
1023	в риме	1	1
1024	он должен	2	1
1025	что древняя	1	1
1026	судя по	1	1
