N	3gram	Vinokur_Vv	Stilisti
1	в то же	6	9
2	для того чтобы	22	7
3	в зависимости от	3	7
4	то же время	6	7
5	того или иного	1	5
6	с точки зрения	4	5
7	одно и то	2	5
8	и т.д и	1	5
9	и то же	2	5
10	в свою очередь	2	4
11	той или иной	3	4
12	то или иное	1	4
13	заключает в себе	1	4
14	ту или иную	1	4
15	и той же	2	4
16	одной и той	2	4
17	с самого начала	1	4
18	то же самое	3	4
19	прежде всего в	1	4
20	но и в	1	3
21	как мы уже	2	3
22	на самом деле	1	3
23	в конце концов	2	3
24	как мы видели	3	3
25	тех или иных	3	3
26	не только в	4	3
27	в этом случае	6	3
28	но все же	4	3
29	и для того	1	2
30	в самом деле	6	2
31	есть не что	3	2
32	мы не всегда	1	2
33	все то что	1	2
34	приходится иметь дело	1	2
35	вместе с тем	3	2
36	и том же	1	2
37	не может быть	10	2
38	по отношению к	4	2
39	о том что	13	2
40	можно сказать что	3	2
41	связи с этим	1	2
42	не было бы	1	2
43	одном и том	1	2
44	не что иное	5	2
45	смысле этого слова	2	2
46	но в то	3	2
47	зависимости от того	1	2
48	только потому что	1	2
49	в точном смысле	1	2
50	в связи с	2	2
51	к тому что	1	2
52	что иное как	5	2
53	в этом отношении	4	2
54	в значительной степени	1	2
55	каждое из этих	1	1
56	ее можно было	1	1
57	выходящее за пределы	1	1
58	в том что	15	1
59	деятельности человека и	1	1
60	собственном смысле слова	1	1
61	таким образом мы	1	1
62	что могло бы	1	1
63	а не иначе	1	1
64	из всего сказанного	1	1
65	о котором мы	1	1
66	мы уже знаем	2	1
67	но вместе с	2	1
68	с ростом и	1	1
69	искать ответа на	1	1
70	дело не с	2	1
71	о языке и	3	1
72	все это дает	1	1
73	широком смысле как	1	1
74	по крайней мере	4	1
75	что в одном	1	1
76	совсем другое дело	1	1
77	и в особенности	4	1
78	это только одна	1	1
79	том что такое	6	1
80	том же лице	1	1
81	не остается ничего	1	1
82	в другом месте	2	1
83	в собственном смысле	3	1
84	только одна сторона	1	1
85	до наших дней	2	1
86	в гораздо большей	1	1
87	но ведь в	1	1
88	хотя бы и	2	1
89	уже не к	1	1
90	то для того	1	1
91	тот факт что	1	1
92	на то или	1	1
93	тем не менее	9	1
94	только в том	2	1
95	в одном и	1	1
96	на вопрос о	4	1
97	человеческий язык и	1	1
98	более или менее	1	1
99	по сравнению с	4	1
100	которой как мы	1	1
101	связь между языком	1	1
102	и не нужно	1	1
103	в качестве примера	1	1
104	на этот вопрос	5	1
105	одного и того	2	1
106	не говоря уже	2	1
107	хотя бы на	1	1
108	так а не	1	1
109	до сих пор	7	1
110	именно потому что	1	1
111	то о чем	1	1
112	это еще не	2	1
113	свое выражение в	1	1
114	чтобы убедиться в	1	1
115	и так называемые	1	1
116	что такое язык	3	1
117	филолог и историк	1	1
118	иметь дело со	1	1
119	само по себе	4	1
120	как мы видим	1	1
121	не иначе как	1	1
122	как нечто что	1	1
123	может быть сказано	1	1
124	о чем говорится	3	1
125	мы имеем в	1	1
126	но если бы	1	1
127	и никогда не	1	1
128	по себе не	1	1
129	не существует и	1	1
130	от нашего времени	1	1
131	искусства а не	1	1
132	не только о	1	1
133	и того же	2	1
134	и т.д в	2	1
135	и не могут	2	1
136	не может не	1	1
137	общественной жизни язык	1	1
138	так как и	1	1
139	же время служит	1	1
140	что представляет собой	3	1
141	та или иная	1	1
142	но что собственно	1	1
143	в котором они	1	1
144	с другой стороны	5	1
145	вопрос о том	5	1
146	в самом широком	1	1
147	с каждым новым	1	1
148	он в то	1	1
149	здесь таким образом	1	1
150	только тогда когда	1	1
151	и всего того	1	1
152	дана нам в	1	1
153	уже не только	2	1
154	это прежде всего	1	1
155	по самой своей	2	1
156	между языком и	1	1
157	с течением времени	7	1
158	так как в	1	1
159	на эту тему	1	1
160	можно было бы	4	1
161	всего того что	1	1
162	что несмотря на	2	1
163	теми или иными	1	1
164	в себя всю	1	1
165	и в этом	4	1
166	же самое и	1	1
