N	3gram	Tiupa_Anal	Hudozhes
1	по отношению к	9	10
2	не сводится к	2	9
3	в том что	13	8
4	присутствия в мире	3	7
5	я в мире	2	7
6	в то же	9	7
7	в отличие от	8	7
8	то же время	7	7
9	с другой стороны	2	6
10	более или менее	2	6
11	присутствия я в	1	6
12	той или иной	8	5
13	в конечном счете	5	5
14	для того чтобы	3	5
15	состоит в том	6	5
16	так или иначе	1	4
17	того или иного	3	4
18	не может быть	17	4
19	факторов художественного впечатления	8	4
20	так и не	5	4
21	в силу своей	3	4
22	мы имеем в	1	3
23	с точки зрения	6	3
24	в этом смысле	3	3
25	имеем в виду	1	3
26	и в самом	3	3
27	в виду не	1	3
28	порядок в душе	1	3
29	в том числе	3	3
30	тем не менее	3	3
31	можно сказать что	1	3
32	и то же	2	3
33	следует смешивать с	1	3
34	одного и того	2	3
35	одно и то	2	3
36	подобно тому как	5	3
37	организации художественного текста	2	3
38	виду не только	1	3
39	несет в себе	1	3
40	и того же	2	3
41	в связи с	2	3
42	кадров внутреннего зрения	4	3
43	не следует смешивать	1	3
44	с одной стороны	6	3
45	в той или	3	2
46	как совокупность факторов	2	2
47	в свою очередь	1	2
48	бы то ни	3	2
49	в данном контексте	1	2
50	времени и в	1	2
51	в искусстве слова	1	2
52	креативного и рецептивного	1	2
53	художественной культуры в	1	2
54	до известной степени	1	2
55	кто говорит и	1	2
56	в данный момент	2	2
57	субъектной организации художественного	2	2
58	человека к действительности	1	2
59	это своего рода	1	2
60	себя в другом	3	2
61	случае не следует	1	2
62	этой точки зрения	2	2
63	в том и	2	2
64	с этой точки	2	2
65	в самом деле	3	2
66	в коем случае	2	2
67	во внешнем мире	2	2
68	в стилистическом отношении	1	2
69	в таком случае	5	2
70	как бы не	2	2
71	внутреннего слуха и	1	2
72	в противном случае	1	2
73	со стороны адресата	1	2
74	начало и конец	1	2
75	том и состоит	1	2
76	включает в себя	1	2
77	ни в коем	2	2
78	в отношении к	1	2
79	ни одно слово	1	2
80	не в самом	1	2
81	по своей природе	1	2
82	том числе и	1	2
83	тех или иных	3	2
84	или говоря иначе	1	2
85	с легкой руки	2	2
86	а с другой	1	2
87	вокруг я героя	2	2
88	том что он	2	2
89	то ни было	3	2
90	как уже говорилось	3	2
91	значении этого слова	7	2
92	сама по себе	1	2
93	в качестве текста	1	2
94	к тому что	2	2
95	однако при этом	1	2
96	в известном смысле	2	2
97	полноте и неизбыточности	1	2
98	приводит к тому	1	2
99	я героя как	2	2
100	в равной степени	2	2
101	в значительной степени	1	2
102	в основе своей	2	2
103	коем случае не	2	2
104	мы имеем дело	7	2
105	совокупность факторов художественного	2	2
106	содержание эстетической деятельности	1	1
107	текста абзац знаменующий	1	1
108	всех и каждого	1	1
109	по шеллингу чем	1	1
110	с кротким мягким	1	1
111	героя как ценностного	2	1
112	содержания лишь в	1	1
113	быть не может	3	1
114	создает эффект распределенности	1	1
115	образом характеризует говорящего	1	1
116	определенным диалогическим углом	1	1
117	чтения в кадры	1	1
118	слуха и в	1	1
119	а места б	1	1
120	универсально родственно всем	1	1
121	к внутреннему слуху	2	1
122	во времени или	1	1
123	биографической жизнью человека	1	1
124	деталей в пределах	1	1
125	осуществление которой определенным	1	1
126	корманом объектную и	1	1
127	сотворивший ее художник	1	1
128	для сообщения о	1	1
129	только мы родственные	1	1
130	речи последний получает	1	1
131	своей внутренней раздвоенности	1	1
132	впечатления он состоит	1	1
133	правило совпадает с	1	1
134	в художественном произведении	1	1
135	виду что в	1	1
136	показателей а выбор	1	1
137	произведение искусства есть	1	1
138	искусство человек недвусмысленно	1	1
139	как правило совпадает	1	1
140	своих других для	1	1
141	объектом эстетического созерцания	1	1
142	а также употребленных	1	1
143	заслоняется крупным планом	1	1
144	является специфическая целостность	1	1
145	режиссёру спектакля облечён	1	1
146	текста делает его	1	1
147	по этой причине	2	1
148	последовательно вводятся автором	1	1
149	в общеязыковом отношении	1	1
150	кадрового единства фразы	1	1
151	в том под	1	1
152	организации литературного произведения	5	1
153	ему принадлежит только	1	1
154	объект логический субъект	1	1
155	весьма простых текстовых	1	1
156	подводит некий общий	1	1
157	число композиционных субъектов	1	1
158	концовки клаузулы и	1	1
159	речевых движений текста	1	1
160	мере в какой	2	1
161	наиболее очевидная граница	1	1
162	в осмысленном и	1	1
163	синтаксических и фонологических	1	1
164	я есть точка	1	1
165	по преимуществу внешнюю	1	1
166	малый отрезок времени	1	1
167	об отсутствии в	1	1
168	с творцом и	1	1
169	его речевой строй	1	1
170	тексту слой факторов	1	1
171	и сосредоточенное в	1	1
172	восприятию задана как	1	1
173	рядов измеряемой числом	1	1
174	очень здоровая порядок	1	1
175	лингвистических средств осуществление	1	1
176	а не все	1	1
177	литературная речь выступая	1	1
178	этом особенно если	1	1
179	возможность выбора лингвистических	1	1
180	целостность феноменов человеческого	1	1
181	счастье существования предметом	1	1
182	ценность которой обладают	1	1
183	отношение между ними	1	1
184	недвусмысленно встречается таким	1	1
185	текста наиболее очевидная	1	1
186	в своих героях	1	1
187	характеристика душечки постепенно	1	1
188	доступной человеческому восприятию	1	1
189	искусство в том	1	1
190	архаизмы варваризмы неологизмы	1	1
191	и ритмические концовки	1	1
192	как организация ментального	1	1
193	со-бытийному я другого	1	1
194	во внешней реальности	1	1
195	и рецептивного сознаний	1	1
196	средней длине ритмического	2	1
197	не только мы	1	1
198	внешнем мире и	1	1
199	своему собственному я	1	1
200	говорить о прозе	1	1
201	некий общий знаменатель	1	1
202	ту форму в	1	1
203	композиции произведения он	1	1
204	и как бы	1	1
205	и о чём	1	1
206	отношении ибо и	1	1
207	в композиции произведения	1	1
208	времени или переменой	1	1
209	наше читательское внимание	1	1
210	творцом и в	1	1
211	основу объектной организации	1	1
212	то есть в	2	1
213	только в присутствии	2	1
214	делает его речевой	1	1
215	иначе говоря эстетическое	1	1
216	упорядоченная последовательность медленных	1	1
217	состоит в нелингвистической	1	1
218	субъект объект и	1	1
219	этой соотносительности стилистико-речевую	1	1
220	соединении с художественной	1	1
221	составе столько голосов	1	1
222	эстетической деятельности созерцания	1	1
223	верха низа левого	1	1
224	цельность как бы	1	1
225	на основе весьма	1	1
226	ритмические зачины анакрусы	1	1
227	ритм является фундаментом	1	1
228	говоря и состоит	2	1
229	меру обобщения личностного	1	1
230	в нелингвистической упорядоченности	1	1
231	объектной что говорится	1	1
232	деятельности созерцания направленной	1	1
233	произведении > мы	1	1
234	слияние пространственных и	1	1
235	далеко не всякий	1	1
236	произведение искусства делает	1	1
237	раздельно и сочетаться	1	1
238	ролевому сверх-я сверхличная	1	1
239	внутреннего зрения б	1	1
240	в сочетании с	7	1
241	или переменой в	1	1
242	пределах тех или	1	1
243	своего рода субъектной	1	1
244	сосредоточенное в конечном	1	1
245	ритмические концовки клаузулы	1	1
246	если логический объект	1	1
247	акте художественного письма	1	1
248	для автора и	1	1
249	ритмическом ряду образующие	1	1
250	стилистико-речевую определенность собственный	1	1
251	обозначает ту форму	1	1
252	чище и прозрачнее	1	1
253	крупные членения а	1	1
254	субъектная организация литературного	2	1
255	чем это возможно	1	1
256	того личность как	1	1
257	а не ее	1	1
258	единство духовного я	1	1
259	нелингвистической упорядоченности лексических	1	1
260	убавить ни изменить	1	1
261	то ритм представляет	1	1
262	данный момент нечто	1	1
263	бенвенист ритм является	1	1
264	актуализировано на основе	1	1
265	каждый малый отрезок	1	1
266	текстовых показателей а	1	1
267	адресата к какому-нибудь	1	1
268	тот что даже	1	1
269	т.п глоссализация текста	1	1
270	нормативов актуальных для	1	1
271	между тем художественная	1	1
272	нас самих состоят	1	1
273	обобщения могущие иметь	1	1
274	стилистическом отношении ибо	1	1
275	некое событие индивидуальный	1	1
276	необязательны и неспецифичны	1	1
277	искусства но факультативные	1	1
278	психологии характера социального	1	1
279	находим вне произведения	1	1
280	не разложимое а	1	1
281	соседних эпизодов знаменуется	1	1
282	субъектов высказывания с	1	1
283	с ним как	1	1
284	и сочетаться подобно	1	1
285	ритмического ряда тем	1	1
286	творческое волеизъявление автора	1	1
287	слой факторов художественного	1	1
288	и тем же	1	1
289	целостности человеческого я	1	1
290	ничего нельзя не	1	1
291	из нас самих	1	1
292	особенно если говорить	1	1
293	голосов сколько диалогически	1	1
294	общения людей как	1	1
295	образом с самим	1	1
296	в своего рода	1	1
297	с абзацем это	1	1
298	и то или	1	1
299	вещи но и	1	1
300	может или пожелает	1	1
301	карнавал переживаемый в	1	1
302	своих героях воображая	1	1
303	всякое я уникально	1	1
304	объектной организации текста	2	1
305	знакомее и роднее	1	1
306	химическом соединении с	1	1
