N	2gram	Tiupa_Lite	formyVre
1	и в	26	148
2	в этом	19	73
3	то есть	11	70
4	в романе	1	58
5	в нем	4	51
6	прежде всего	14	46
7	и т	2	40
8	и не	19	37
9	в его	9	36
10	и его	7	36
11	вовсе не	3	35
12	но и	25	33
13	то же	13	32
14	т п	2	32
15	не только	29	32
16	в литературе	2	32
17	но в	5	31
18	жизни и	6	31
19	так и	7	29
20	времени в	1	27
21	может быть	24	27
22	не в	11	26
23	как мы	2	26
24	как и	13	25
25	как бы	8	25
26	точки зрения	8	24
27	только в	8	23
28	в то	12	23
29	человека в	5	23
30	в том	22	22
31	то что	14	22
32	связи с	7	21
33	во всех	4	21
34	жизни в	5	21
35	же время	12	21
36	все эти	2	21
37	в своем	12	19
38	и др	4	19
39	и на	5	19
40	в основном	1	19
41	и для	1	19
42	таким образом	4	18
43	у него	5	18
44	и все	1	18
45	еще не	4	18
46	по существу	4	18
47	при этом	23	17
48	в особенности	2	17
49	так как	2	17
50	в пределах	4	17
51	человека и	2	17
52	все же	6	16
53	в условиях	1	16
54	новой жизни	1	16
55	в связи	4	16
56	того же	5	16
57	в основе	5	16
58	и во	1	16
59	не может	10	16
60	в одном	2	15
61	в них	1	15
62	в дальнейшем	1	15
63	никогда не	5	15
64	с точки	4	15
65	так сказать	1	15
66	с его	5	15
67	вместе с	5	15
68	лишь в	4	15
69	и как	2	14
70	и с	4	14
71	так же	1	14
72	в конце	6	14
73	его жизни	1	14
74	всех этих	1	14
75	а не	28	14
76	как раз	6	14
77	в самом	4	13
78	в котором	1	13
79	для того	2	13
80	во время	1	13
81	с ним	2	13
82	как в	5	13
83	роль в	2	13
84	в их	3	13
85	с другом	1	13
86	в частности	18	13
87	того чтобы	1	13
88	а в	5	13
89	же в	6	13
90	и до	1	12
91	не было	5	12
92	он не	4	12
93	отнюдь не	4	12
94	что в	7	12
95	это время	1	12
96	потому что	5	12
97	в истории	1	12
98	ничего не	3	12
99	но не	8	12
100	и наконец	2	12
101	из них	5	11
102	его в	4	11
103	между ними	1	11
104	и у	1	11
105	в образе	1	11
106	смерть и	1	11
107	уже в	7	11
108	мира и	1	11
109	в ней	4	11
110	и времени	1	11
111	уже не	9	10
112	и того	2	10
113	в ее	1	10
114	жизненный путь	2	10
115	сих пор	1	10
116	также и	3	10
117	до сих	1	10
118	на основе	2	10
119	здесь не	1	10
120	тот же	1	10
121	в большинстве	1	10
122	и даже	9	9
123	но все	1	9
124	с другой	11	9
125	наряду с	1	9
126	всего в	4	9
127	должно быть	1	9
128	к себе	3	9
129	могут быть	4	9
130	та же	2	9
131	отношения к	1	9
132	том что	19	9
133	для него	6	9
134	есть в	1	9
135	и других	4	9
136	одного и	1	9
137	мира в	4	9
138	и к	1	8
139	в результате	2	8
140	в виду	4	8
141	в этих	2	8
142	к тому	3	8
143	но эти	1	8
144	в этот	1	8
145	и т.п	14	8
146	в некоторых	1	8
147	с одной	9	8
148	в произведении	1	8
149	что и	3	8
150	рядом с	1	8
151	в мире	9	8
152	в индивидуальном	2	8
153	героя и	2	8
154	здесь мы	1	8
155	и по	1	8
156	один из	7	8
157	в жизни	7	8
158	для себя	6	8
159	со всеми	2	8
160	если бы	1	8
161	большинстве случаев	1	8
162	в хронотопе	1	8
163	до конца	3	8
164	здесь и	1	8
165	жизни но	1	8
166	и то	3	8
167	значение в	1	8
168	том числе	2	8
169	во всяком	3	8
170	это не	4	8
171	и прежде	4	8
172	а также	5	8
173	на фоне	5	8
174	и потому	1	8
175	отношение к	1	8
176	отношению к	4	8
177	или иной	3	8
178	себе самому	1	8
179	в целом	10	8
180	в той	1	7
181	для всех	5	7
182	не как	4	7
183	имеет место	1	7
184	к этому	2	7
185	из этих	2	7
186	картину мира	1	7
187	в последующие	1	7
188	в себе	8	7
189	но он	1	7
190	не знает	3	7
191	в которой	1	7
192	в себя	5	7
193	в последующем	1	7
194	с ее	3	7
195	например в	3	7
196	и он	3	7
197	себя и	3	7
198	нет ничего	2	7
199	было бы	4	7
200	не могло	3	7
201	в отличие	6	7
202	том же	3	7
203	у них	1	7
204	того что	7	7
205	мир в	5	7
206	этом отношении	5	7
207	этого романа	1	7
208	ее в	1	7
209	время здесь	1	7
210	отличие от	6	7
211	за счет	1	7
212	все что	3	6
213	с самим	1	6
214	именно в	1	6
215	уже на	1	6
216	с тем	2	6
217	только для	1	6
218	индивидуальной жизни	1	6
219	на первый	1	6
220	о том	3	6
221	между двумя	1	6
222	в различных	1	6
223	сказать что	1	6
224	во всей	1	6
225	в качестве	21	6
226	xviii века	2	6
227	в таком	1	6
228	здесь как	2	6
229	мы можем	1	6
230	ту же	4	6
231	за пределы	3	6
232	одной стороны	8	6
233	бы ни	1	6
234	а как	2	6
235	в сущности	5	6
236	в отношении	2	6
237	не могут	1	6
238	в которых	1	6
239	своей жизни	1	6
240	не является	3	6
241	тех же	3	6
242	автора и	1	6
243	слова и	6	6
244	нет и	1	6
245	одной из	2	6
246	все они	2	6
247	мы не	5	6
248	мы находим	1	6
249	здесь все	1	6
250	в эпоху	1	6
251	только и	1	6
252	самой жизни	1	6
253	не оставляет	3	6
254	есть и	1	6
255	к смерти	2	6
256	в начале	4	6
257	пространства и	1	6
258	могло быть	2	6
259	есть не	2	6
260	более того	1	6
261	мы и	1	5
262	с этой	6	5
263	одно из	3	5
264	тем что	6	5
265	в своей	5	5
266	в это	1	5
267	было и	1	5
268	хотя бы	3	5
269	только на	3	5
270	но они	1	5
271	по преимуществу	6	5
272	xix века	6	5
273	с другими	1	5
274	человек в	2	5
275	от этого	1	5
276	той или	1	5
277	и пространства	1	5
278	как человек	1	5
279	так что	4	5
280	одно и	1	5
281	и является	2	5
282	по своей	3	5
283	в этой	7	5
284	и от	1	5
285	чаще всего	1	5
286	в него	1	5
287	самим собою	2	5
288	мире и	1	5
289	был бы	1	5
290	дороги и	1	5
291	что они	1	5
292	не на	2	5
293	далеко не	4	5
294	они не	1	5
295	не имеет	2	5
296	да и	3	5
297	и уже	1	5
298	ни были	1	5
299	той же	5	5
300	произведения и	1	5
301	мы имеем	2	5
302	вовне в	1	5
303	или в	1	5
304	места в	1	5
305	в ряду	1	5
306	нового времени	2	5
307	стороны и	1	5
308	и только	4	5
309	во всем	1	4
310	от него	2	4
311	же и	3	4
312	только что	1	4
313	даже в	6	4
314	а затем	3	4
315	другой стороны	5	4
316	в своих	5	4
317	его на	1	4
318	мир и	2	4
319	у достоевского	2	4
320	жизни на	3	4
321	при всей	5	4
322	в данном	7	4
323	раз и	2	4
324	он был	1	4
325	в другом	3	4
326	по отношению	6	4
327	и те	1	4
328	затем в	1	4
329	в нашем	2	4
330	xviii веке	1	4
331	жизни как	3	4
332	не был	1	4
333	проходит через	1	4
334	жизни с	2	4
335	все в	1	4
336	несмотря на	3	4
337	иного рода	1	4
338	свет и	1	4
339	к жизни	2	4
340	что не	3	4
341	между этими	1	4
342	с жизнью	2	4
343	себе и	2	4
344	в чем	2	4
345	за ними	1	4
346	в историческом	1	4
347	в один	1	4
348	и вот	2	4
349	борьба с	1	4
350	оно было	1	4
351	эту жизнь	1	4
352	из того	3	4
353	для них	2	4
354	что он	8	4
355	вследствие этого	1	4
356	перед нами	1	4
357	и более	1	4
358	своей собственной	2	4
359	совершенно иной	1	4
360	и т.д	8	4
361	времени на	1	4
362	в xviii	1	4
363	игра с	1	4
364	под знаком	1	4
365	всяком случае	2	4
