N	2gram	Vygotskiy_	Poddanst
1	не только	25	17
2	и в	55	14
3	и не	24	12
4	в области	12	11
5	в этом	21	10
6	в отношении	3	10
7	в том	55	9
8	то же	17	9
9	в качестве	3	9
10	но в	5	9
11	хотя бы	4	8
12	в пределах	1	8
13	только в	18	7
14	же время	2	7
15	в то	8	7
16	в ней	3	6
17	быть может	2	6
18	было бы	14	6
19	но и	12	6
20	в смысле	3	6
21	и пр	1	5
22	может быть	35	5
23	отношении к	3	5
24	с другой	7	5
25	не в	19	5
26	т в	1	5
27	и о	4	5
28	в которых	5	5
29	в русской	1	4
30	и к	5	4
31	что в	39	4
32	в котором	5	4
33	гораздо большей	1	4
34	по себе	21	4
35	и если	4	4
36	и потому	2	4
37	мы должны	4	4
38	не может	30	4
39	а в	10	4
40	то что	47	4
41	как бы	11	4
42	если бы	10	4
43	а также	1	4
44	россии и	1	4
45	в своем	3	4
46	же в	1	4
47	том что	30	4
48	наряду с	3	3
49	в себе	6	3
50	исторического материализма	3	3
51	что мы	9	3
52	с одной	6	3
53	мы не	15	3
54	это не	1	3
55	одной стороны	7	3
56	для того	12	3
57	между тем	6	3
58	с точки	12	3
59	хотя и	3	3
60	т е	3	3
61	с тем	11	3
62	потому что	27	3
63	она есть	2	3
64	прежде всего	5	3
65	вслед за	10	3
66	сводится к	3	3
67	тем самым	2	3
68	сами по	4	3
69	в россии	1	3
70	заключается в	15	3
71	но не	5	3
72	могут быть	15	3
73	и т	36	3
74	и как	9	3
75	с ними	2	3
76	столь же	6	3
77	в нем	5	3
78	и без	3	3
79	тот же	8	3
80	точки зрения	32	3
81	с этим	7	2
82	во всех	4	2
83	сказывается в	1	2
84	является в	1	2
85	и это	6	2
86	и других	4	2
87	в полной	1	2
88	и мы	6	2
89	было в	1	2
90	ней не	2	2
91	которую мы	1	2
92	если в	2	2
93	и вот	5	2
94	время в	2	2
95	в значительной	1	2
96	том числе	1	2
97	церкви и	1	2
98	еще более	2	2
99	начала и	2	2
100	по сравнению	3	2
101	на этих	1	2
102	ценности в	1	2
103	в ее	7	2
104	и тем	5	2
105	того что	15	2
106	никак не	7	2
107	как раз	4	2
108	в частности	6	2
109	в его	8	2
110	не о	1	2
111	а не	18	2
112	нужно было	1	2
113	для нас	5	2
114	все это	11	2
115	признание что	2	2
116	заключает в	3	2
117	и есть	5	2
118	стороны и	3	2
119	сколько бы	1	2
120	как мир	1	2
121	в русском	4	2
122	в них	4	2
123	творчества и	3	2
124	не было	5	2
125	к чему	2	2
126	и с	5	2
127	как на	6	2
128	в а	1	2
129	в общем	2	2
130	полной мере	1	2
131	мысль о	1	2
132	которое в	2	2
133	в сфере	1	2
134	главным образом	3	2
135	духа и	1	2
136	именно в	1	2
137	значительной мере	1	2
138	должно быть	2	2
139	в жизни	5	2
140	взгляда на	1	2
141	во всей	1	2
142	есть нечто	4	2
143	в силу	4	2
144	одна из	5	2
145	в мире	1	2
146	например в	5	2
147	не менее	9	2
148	не столько	1	2
149	думать что	3	2
150	отнюдь не	11	2
151	с с	1	2
152	и русского	1	2
153	со стороны	5	2
154	точек зрения	3	2
155	в эту	1	2
156	из них	4	2
157	но к	3	2
158	есть не	6	2
159	весьма мало	1	2
160	есть в	7	2
161	образом на	1	2
162	что из	1	2
163	не к	2	2
164	бы ни	2	2
165	в статье	1	2
166	иного и	1	1
167	процесса нужно	1	1
168	ранее в	1	1
169	что было	1	1
170	к сожалению	1	1
171	чем к	2	1
172	этих двух	4	1
173	и мир	1	1
174	были бы	2	1
175	представить себе	5	1
176	это от	1	1
177	будет с	1	1
178	нет ничего	1	1
179	составляют часть	1	1
180	поскольку она	2	1
181	как к	2	1
182	во всяком	9	1
183	тем в	1	1
184	могли бы	3	1
185	не есть	4	1
186	собственном смысле	3	1
187	и теперь	2	1
188	у каждого	4	1
189	и то	4	1
190	но как	4	1
191	и целиком	1	1
192	бы и	5	1
193	история и	1	1
194	мы можем	6	1
195	несовершенство и	1	1
196	и эти	2	1
197	мы видим	8	1
198	а с	2	1
199	в данном	1	1
200	раньше в	1	1
201	что от	1	1
202	не хотим	1	1
203	с его	3	1
204	что оно	4	1
205	и многие	3	1
206	и более	3	1
207	те же	9	1
208	вместе с	10	1
209	и здесь	3	1
210	есть признак	1	1
211	до тех	3	1
212	и на	6	1
213	уяснить себе	1	1
214	как надстройка	1	1
215	отличие от	6	1
216	традиции в	1	1
217	в самом	18	1
218	вопрос о	3	1
219	имеет два	1	1
220	и очень	2	1
221	о духе	1	1
222	не означает	2	1
223	они не	1	1
224	в восприятии	1	1
225	может не	1	1
226	она должна	2	1
227	этой области	4	1
228	восходит к	1	1
229	это в	4	1
230	только что	3	1
231	этого сделать	1	1
232	в психологии	13	1
233	в наши	1	1
234	к этой	2	1
235	переходит в	1	1
236	исходить из	1	1
237	с и	17	1
238	что каждая	2	1
239	соотношение между	1	1
240	она не	6	1
241	уже в	3	1
242	должна быть	3	1
243	пор пока	2	1
