N	2gram	Bakhtin_Pr	Otkroven
1	о человеке	1	29
2	у него	11	22
3	у достоевского	29	19
4	и в	64	19
5	и не	55	13
6	но и	26	13
7	в этом	33	12
8	человека в	8	11
9	а не	29	11
10	из подполья	12	11
11	не только	26	11
12	не в	15	11
13	может быть	43	11
14	вопрос о	3	10
15	человека и	2	10
16	и все	6	10
17	в нем	28	10
18	потому что	8	9
19	в человеке	6	9
20	прежде всего	16	9
21	не было	5	9
22	в самой	9	9
23	никогда не	11	9
24	и он	5	8
25	он был	2	8
26	от него	1	7
27	ни с	1	7
28	в его	30	7
29	ивана карамазова	5	7
30	он не	14	7
31	но он	4	7
32	лишь в	4	7
33	до конца	10	7
34	достоевского он	3	7
35	человек не	1	7
36	все это	9	6
37	как и	25	6
38	в самом	17	5
39	все герои	1	5
40	достоевского и	9	5
41	в творчестве	6	5
42	в том	12	5
43	для него	23	5
44	него в	5	5
45	для достоевского	8	5
46	в этой	5	5
47	а в	10	5
48	до самого	1	5
49	отношение к	4	5
50	в россии	2	5
51	то что	21	5
52	записок из	2	5
53	герои достоевского	4	4
54	все в	3	4
55	что в	11	4
56	достоевского все	1	4
57	достоевского не	15	4
58	только и	1	4
59	того чтобы	2	4
60	т е	44	4
61	есть лишь	1	4
62	не может	26	4
63	него и	1	4
64	человеческих отношений	1	4
65	что не	3	4
66	достоевский не	5	4
67	в самую	1	4
68	человек и	2	4
69	все эти	13	4
70	и его	21	4
71	он сам	5	4
72	в романах	8	4
73	с его	11	4
74	достоевский был	3	3
75	в русской	1	3
76	и от	3	3
77	все что	4	3
78	как художник	1	3
79	и вот	1	3
80	хотя бы	4	3
81	это за	1	3
82	это не	12	3
83	для того	1	3
84	более всего	1	3
85	с ним	8	3
86	подполья и	3	3
87	мысли и	6	3
88	когда он	2	3
89	романах достоевского	6	3
90	достоевского было	3	3
91	в этих	5	3
92	не могут	10	3
93	природы но	1	3
94	самого достоевского	7	3
95	в своих	4	3
96	как бы	33	3
97	было бы	8	3
98	раскольникова ставрогина	1	3
99	могут быть	9	3
100	в себе	11	3
101	достоевского в	15	3
102	и есть	3	3
103	что он	15	3
104	человеческого духа	2	3
105	это было	1	3
106	и ее	5	3
107	о том	5	3
108	того что	3	3
109	к нему	11	3
110	еще не	10	3
111	свобода и	1	2
112	всего в	2	2
113	и к	5	2
114	и ивана	1	2
115	как к	3	2
116	и потому	7	2
117	так и	8	2
118	что они	1	2
119	все же	11	2
120	что у	2	2
121	не могли	1	2
122	так как	9	2
123	и очень	1	2
124	его героев	6	2
125	на западе	2	2
126	должно быть	8	2
127	к этой	1	2
128	человека все	1	2
129	его не	1	2
130	для всякого	1	2
131	уже в	5	2
132	ничто не	1	2
133	любовь к	1	2
134	в человеческом	1	2
135	в другом	3	2
136	этом мире	1	2
137	личности и	1	2
138	не созерцает	1	2
139	ничего кроме	1	2
140	так что	6	2
141	в своем	12	2
142	выше всего	1	2
143	героев достоевского	4	2
144	этом он	1	2
145	о достоевском	7	2
146	с которой	2	2
147	в которой	2	2
148	к достоевскому	1	2
149	ее в	3	2
150	не все	1	2
151	и этим	5	2
152	своем художественном	1	2
153	одно из	2	2
154	что и	7	2
155	которую он	3	2
156	достоевского к	4	2
157	в уста	4	2
158	произведений достоевского	8	2
159	в истории	2	2
160	в единстве	9	2
161	его в	8	2
162	должен был	1	2
163	чем в	3	2
164	ведь это	4	2
165	вместо того	1	2
166	образ человека	2	2
167	художественном творчестве	3	2
168	этого мира	6	2
169	и с	9	2
170	что же	9	2
171	человека достоевский	1	2
172	дмитрия и	1	2
173	то к	1	2
174	одного только	1	2
175	и там	1	2
176	он в	3	2
177	творчество достоевского	5	2
178	достоевского с	4	2
179	и о	7	2
180	сказать что	4	2
181	что для	2	2
182	тем что	6	2
183	него не	4	2
184	романов достоевского	8	2
185	что есть	1	2
186	ничего и	1	2
187	и на	16	2
188	сложнее и	1	2
189	в других	2	2
190	учение о	1	2
191	что все	2	2
192	ничего не	8	2
193	хотя и	5	2
194	не есть	4	2
195	в своей	11	2
196	все еще	2	2
197	достоевским и	2	2
198	по себе	16	2
199	достоевского но	9	2
200	не имеет	2	2
201	к этому	1	2
202	и никогда	1	2
203	особенность достоевского	2	2
204	же это	1	2
205	том что	8	2
206	от человека	1	2
207	и душа	2	2
208	что достоевский	1	2
209	и для	7	2
210	человека о	1	2
211	достоевского нет	5	2
212	в ее	2	2
213	своей жизни	2	2
214	подойти к	1	2
215	но в	14	2
216	человека а	1	2
217	достоевский прежде	2	2
218	и нет	6	2
219	иван карамазов	1	2
220	он прежде	1	2
221	собственно в	1	1
222	влагает в	1	1
223	чтобы сделать	2	1
224	и изображает	1	1
225	что было	6	1
226	говорит достоевский	1	1
227	и постановка	1	1
228	и мир	1	1
229	понял что	1	1
230	во всем	1	1
231	к одному	7	1
232	в каждом	15	1
233	не романы	1	1
234	подпольного человека	1	1
235	одно время	1	1
236	и весь	1	1
237	его собственного	2	1
238	во всяком	7	1
239	связан с	1	1
240	не так	1	1
241	он указывает	1	1
242	вот тема	1	1
243	его и	3	1
244	с образом	1	1
245	одном месте	1	1
246	но можно	1	1
247	совершенно не	5	1
248	а потому	2	1
249	то он	3	1
250	ее и	1	1
251	но оно	1	1
252	не допускает	1	1
253	для его	4	1
254	а с	2	1
255	и самое	4	1
256	не существует	1	1
257	в центре	1	1
258	все его	3	1
259	самой жизни	1	1
260	и других	1	1
261	своих романах	1	1
262	и всякий	1	1
263	и положительное	1	1
264	стремиться к	1	1
265	к другу	1	1
266	один из	3	1
267	в котором	7	1
268	и здесь	6	1
269	та же	1	1
270	даже когда	1	1
271	по природе	2	1
272	а вовсе	2	1
273	после которого	1	1
274	друг к	1	1
275	он ни	2	1
276	мир в	4	1
277	обычном смысле	1	1
278	они и	1	1
279	ведется рассказ	1	1
280	про него	1	1
281	же и	5	1
282	и лишь	2	1
283	и свобода	1	1
284	толстого и	2	1
285	после того	1	1
286	человека он	2	1
287	карамазова в	1	1
288	оказывается у	1	1
289	нельзя найти	1	1
290	каждом из	1	1
291	сам и	2	1
292	случае если	1	1
293	достоевского нельзя	1	1
294	человеческой природой	1	1
295	в пределе	1	1
296	достоевского совершенно	3	1
297	того как	3	1
298	к одной	1	1
299	жизни а	3	1
300	и пр	5	1
301	своеобразие достоевского	3	1
302	пределы и	1	1
303	в первый	1	1
304	достоевского всегда	2	1
305	его с	1	1
306	она не	10	1
307	от власти	1	1
308	должна быть	8	1
309	мы не	4	1
310	не могу	1	1
311	противоречие и	1	1
312	больше всего	1	1
313	есть у	1	1
314	притом не	1	1
315	творчестве он	1	1
316	смысле слова	2	1
317	но достоевский	1	1
318	не идет	1	1
319	не приходит	1	1
320	что сама	1	1
321	заключено в	2	1
322	это лишь	1	1
323	еще более	2	1
324	также и	3	1
325	ту же	2	1
326	но не	12	1
327	путь которым	1	1
328	по сравнению	1	1
329	это все	1	1
330	души человеческой	3	1
331	и менее	1	1
332	это я	2	1
333	с тою	1	1
334	него была	1	1
335	людей но	1	1
336	к творчеству	1	1
337	быть не	1	1
338	был бы	6	1
339	достоевского можно	1	1
340	в ней	2	1
341	у самого	1	1
342	из всех	1	1
343	на два	3	1
344	человека как	1	1
345	не показал	1	1
346	художественного творчества	5	1
347	что это	2	1
348	из романов	1	1
349	свою мысль	1	1
350	него лишь	1	1
351	человека от	1	1
352	и тогда	1	1
353	речи и	4	1
354	этом отношении	3	1
355	может служить	3	1
356	и был	1	1
357	всяком случае	4	1
358	на этих	1	1
359	он и	8	1
360	по достоевскому	4	1
361	о чем	1	1
362	сознания в	1	1
363	в сущности	10	1
364	он что	1	1
365	лишь после	1	1
366	для художника	1	1
367	с достоевским	2	1
368	кажется что	4	1
369	лучше сказать	2	1
370	романы достоевского	2	1
371	его он	1	1
372	сам по	2	1
373	великих художников	1	1
374	у его	1	1
375	только их	1	1
376	но тем	1	1
377	в частности	1	1
378	как это	1	1
379	ни был	2	1
380	о нем	15	1
381	между двумя	1	1
382	и больше	1	1
383	не оставляет	1	1
384	но может	1	1
385	всегда видел	1	1
386	люди с	1	1
387	чем у	2	1
388	только один	1	1
389	нет объективного	1	1
390	со всей	1	1
391	как у	1	1
392	со стороны	1	1
393	я бы	1	1
394	своих героев	2	1
395	он подошел	1	1
396	он должен	2	1
397	видеть в	2	1
398	не с	1	1
399	и достоевский	1	1
400	отношении к	5	1
401	за собой	1	1
402	не хочет	3	1
403	всего его	1	1
404	ты не	1	1
405	раскрыть в	1	1
406	и что	5	1
407	в одном	20	1
408	на самом	5	1
409	у нас	3	1
410	в отношении	5	1
411	можно было	3	1
412	подходит к	2	1
413	не потому	2	1
414	же не	4	1
415	да ведь	2	1
416	бы и	6	1
417	ни под	1	1
418	возможности достоевский	1	1
419	и это	8	1
420	а те	1	1
421	ее с	2	1
422	этого типа	1	1
423	в нас	1	1
424	это есть	1	1
425	смысле этого	1	1
426	всякого человека	1	1
427	и когда	1	1
428	и до	6	1
429	этими двумя	1	1
430	с их	7	1
431	творчества достоевского	9	1
432	духа как	1	1
433	проникнуть в	1	1
434	нужна ему	1	1
435	человек более	1	1
436	человек так	1	1
437	от того	4	1
438	всей ее	1	1
439	человека с	1	1
440	связанная с	1	1
441	которая была	1	1
442	был человек	1	1
443	в них	5	1
444	в форме	8	1
445	говорит он	6	1
446	и всех	1	1
447	как достоевский	2	1
448	человеке а	1	1
449	перед ним	1	1
450	и оскорбленным	1	1
451	как например	2	1
452	не совпадает	1	1
453	и даже	5	1
454	всех произведений	1	1
455	в чистом	1	1
456	в борьбе	1	1
457	отрешиться от	1	1
458	он еще	1	1
459	всегда и	1	1
460	произвола и	1	1
461	творчеству достоевского	1	1
462	показывает нам	1	1
463	своей новой	1	1
464	он ходит	1	1
465	если бы	12	1
466	самом деле	10	1
467	себе что	2	1
468	делает в	1	1
469	в высшее	1	1
470	от всех	1	1
471	и мыслей	1	1
472	до последней	1	1
473	говорит в	1	1
474	дороги и	1	1
475	и делают	1	1
476	самим собой	1	1
477	вот что	1	1
478	достоевский в	10	1
479	с ними	2	1
480	к чему	1	1
481	была бы	5	1
482	истории и	1	1
483	и сам	6	1
484	почему же	2	1
485	своих целей	2	1
486	представляется ему	1	1
487	или лучше	1	1
488	в беспредельности	2	1
489	его собственная	1	1
490	среди них	5	1
491	его романов	3	1
492	сознания достоевский	2	1
493	у толстого	3	1
494	будто бы	1	1
495	в виду	3	1
496	мысли как	1	1
497	на этот	4	1
498	их взаимоотношения	2	1
499	дело в	2	1
500	лишь по	1	1
501	достоевский а	1	1
502	месте и	2	1
503	вообще и	1	1
504	знает может	1	1
505	из самых	1	1
506	мира достоевский	3	1
507	места в	1	1
508	в мир	4	1
509	достоевскому дано	1	1
510	его творчества	5	1
511	и эта	2	1
512	своего сознания	1	1
513	его как	5	1
514	отношения к	5	1
515	тем же	3	1
516	жизни как	1	1
517	вложена в	1	1
518	одним словом	1	1
519	но есть	2	1
520	вихревое движение	2	1
521	и каждый	1	1
522	заключается в	1	1
523	ведет к	1	1
524	не делает	1	1
525	ее как	4	1
526	он создал	1	1
527	действительно в	1	1
528	и действительно	1	1
529	вещей и	1	1
530	его идеологии	1	1
531	он знает	3	1
532	он говорит	2	1
533	в обычном	2	1
534	бы он	4	1
535	противоречит самым	1	1
536	сказать в	1	1
537	эта самостоятельность	1	1
538	на не	1	1
539	в конце	8	1
540	указывает на	2	1
541	в процессе	6	1
542	униженным и	1	1
543	жизни ни	1	1
544	бы еще	1	1
545	было дано	1	1
546	например в	5	1
547	в жизни	5	1
548	между этими	1	1
549	человек человек	1	1
550	его вечной	1	1
551	в пределы	4	1
552	но к	1	1
553	и особых	1	1
554	достоевским в	1	1
555	находится в	2	1
556	в корне	1	1
557	в сферу	1	1
558	характер и	1	1
559	достоевскому для	1	1
560	достоевский как	1	1
561	им для	1	1
562	лишь путем	1	1
563	лишь на	5	1
564	и как	9	1
565	то в	2	1
566	лишь с	1	1
567	все время	3	1
568	к его	1	1
569	человек в	1	1
570	уже сам	1	1
571	мысли не	1	1
572	в сознании	3	1
573	приходит в	2	1
574	духа в	1	1
575	что она	7	1
576	есть та	1	1
577	а именно	2	1
578	жизни и	3	1
579	одна из	5	1
580	его силы	1	1
581	человеком в	1	1
582	была для	3	1
583	для своих	2	1
584	в мире	7	1
585	одном из	2	1
586	в одно	4	1
587	который в	1	1
588	романы и	1	1
589	великого инквизитора	2	1
590	как в	7	1
591	этого слова	3	1
592	другом месте	1	1
593	как будто	4	1
594	в совершенно	1	1
595	тех которые	1	1
596	речь о	1	1
597	на то	5	1
598	но у	4	1
599	что говорит	2	1
600	не стоит	1	1
601	лица в	1	1
602	эта тема	2	1
603	быть назван	1	1
604	толстого не	1	1
605	он никогда	1	1
606	от этого	2	1
607	возможности и	1	1
608	нему как	1	1
609	в публицистических	1	1
610	ставрогина и	1	1
611	отличается от	5	1
612	да и	2	1
613	друг с	4	1
614	его жизни	2	1
615	не жизнь	1	1
616	ли он	1	1
617	в новом	1	1
618	духа достоевский	1	1
619	нисколько не	3	1
620	раскольников и	2	1
621	сравнению с	1	1
622	но это	6	1
623	лишь для	2	1
624	в эти	1	1
625	мыслей в	1	1
626	творчества достоевский	1	1
627	в это	1	1
628	мир и	5	1
629	противоречии с	1	1
630	подполья но	1	1
631	из него	1	1
632	версилова к	1	1
633	себе и	5	1
634	лишь один	2	1
635	объективного изображения	1	1
636	с другом	3	1
637	и чем	1	1
638	особенности достоевского	2	1
639	достоевского уже	1	1
640	чтобы не	1	1
641	героя из	1	1
642	на своем	1	1
643	и человеческих	1	1
644	его творчество	2	1
645	любви а	1	1
646	она и	1	1
647	мысль его	1	1
648	само по	4	1
649	к которой	1	1
650	жизни не	2	1
651	своего творчества	1	1
652	было не	1	1
653	из них	3	1
654	что их	1	1
655	вовсе не	12	1
656	под влиянием	1	1
657	что как	2	1
658	уже не	15	1
659	в одной	8	1
660	мысли в	2	1
661	нее не	1	1
662	в противоречии	1	1
663	особенно в	2	1
664	мира в	5	1
665	со всеми	2	1
666	от полемики	1	1
667	и самый	1	1
