N	4gram	Vygotskiy_	Russkaja
1	и вместе с тем	1	2
2	и в другом случае	2	2
3	в том и в	1	2
4	том и в другом	1	2
5	и не может ли	1	1
6	бы то ни было	1	1
7	друг с другом не	1	1
8	не подлежит никакому сомнению	1	1
9	друг с другом в	2	1
10	заключается в том что	10	1
11	свидетельствуют о том что	1	1
12	в том числе и	2	1
13	в том что для	1	1
14	не подлежит сомнению и	1	1
15	несмотря на то что	2	1
16	одного и того же	8	1
17	о котором мы говорили	1	1
18	в том виде как	1	1
19	но на самом деле	1	1
20	во всяком случае одно	1	1
21	само собой разумеется что	1	1
