N	3gram	Propp_Isto	Problemy
1	с точки зрения	1	25
2	по отношению к	3	18
3	и т п	1	18
4	не может быть	5	14
5	в большинстве случаев	1	12
6	до сих пор	4	10
7	в самом деле	1	9
8	с другой стороны	17	9
9	во всяком случае	3	9
10	в том что	7	8
11	и не может	1	8
12	друг с другом	1	8
13	сама по себе	1	7
14	бы то ни	1	7
15	и т д	25	7
16	как бы в	1	7
17	мы уже говорили	1	7
18	не входит в	1	6
19	то ни было	1	6
20	том что он	1	6
21	в зависимости от	3	5
22	по ту сторону	1	5
23	к тому же	1	5
24	но все же	3	5
25	можно было бы	3	5
26	и не в	1	4
27	к тому чтобы	1	4
28	он не может	1	4
29	тем не менее	4	4
30	друг на друга	2	4
31	сами по себе	1	4
32	так и в	3	4
33	более или менее	3	4
34	смысле этого слова	1	4
35	как если бы	1	4
36	как нам кажется	1	4
37	о том что	9	4
38	как и в	3	4
39	хотя и не	1	4
40	что в нем	1	4
41	это не значит	1	3
42	знаю что я	1	3
43	никак не может	1	3
44	почти никогда не	1	3
45	можно сказать что	1	3
46	как мы уже	1	3
47	то же что	2	3
48	другой стороны и	2	3
49	в данном случае	7	3
50	и в других	2	3
51	там где он	1	3
52	даже там где	2	3
53	на то что	1	3
54	на этот вопрос	3	3
55	все же не	1	3
56	как мы видели	3	3
57	в этом случае	4	3
58	в то время	4	3
59	как мы увидим	1	3
60	т е в	2	3
61	мы увидим что	2	3
62	то время как	4	3
63	нам кажется что	4	3
64	что он не	1	2
65	но все эти	1	2
66	остановимся только на	1	2
67	то что он	1	2
68	знает что он	1	2
69	он не только	1	2
70	но и на	2	2
71	для того чтобы	1	2
72	так что он	1	2
73	но тем не	2	2
74	у него в	1	2
75	так как не	1	2
76	но и эта	1	2
77	как можно больше	1	2
78	вместе с тем	6	2
79	между этими двумя	1	2
80	не согласиться с	1	2
81	а не в	1	2
82	то же самое	1	2
83	мы увидим дальше	1	2
84	к тому что	1	2
85	только то что	1	2
86	но это не	3	2
87	в этих случаях	12	2
88	героя и здесь	1	2
89	этой точки зрения	3	2
90	то что в	4	2
91	в нем и	1	2
92	конечно не в	1	2
93	но все это	1	2
94	вы говорите что	1	2
95	и та же	1	2
96	таким образом и	3	2
97	не только в	9	2
98	еще далеко не	1	2
99	в их основе	1	2
100	же как и	1	2
101	всяком случае не	1	2
102	у него нет	1	2
103	одна и та	1	2
104	а так как	1	2
105	потому что у	2	2
106	и что он	2	2
107	оно может быть	1	2
108	что и в	3	2
109	но с другой	1	2
110	так же как	4	1
111	должны были бы	1	1
112	потому что я	1	1
113	может быть это	1	1
114	все больше и	2	1
115	герой выходя из	1	1
116	ответ на вопрос	2	1
117	таким образом на	1	1
118	у него есть	2	1
119	этого он не	1	1
120	чтобы все его	1	1
121	одной стороны и	1	1
122	между героем и	2	1
123	вопрос об исторических	1	1
124	мы наблюдали раньше	1	1
125	еще один пример	1	1
126	в этом направлении	1	1
127	от того в	1	1
128	на вопрос что	1	1
129	он как бы	1	1
130	кроме того здесь	1	1
131	о том как	3	1
132	видеть в нем	1	1
133	своего индивидуального облика	1	1
134	есть еще одна	3	1
135	приведем еще один	1	1
136	а как он	1	1
137	больше и больше	2	1
138	не говорит о	1	1
139	что он на	1	1
140	в нем мы	1	1
141	объяснение может быть	1	1
142	то что не	1	1
143	мы увидим в	1	1
144	здесь перед нами	1	1
145	тем что это	1	1
146	мы должны признать	1	1
147	мы еще не	1	1
148	не может но	1	1
149	не отличается от	1	1
150	здесь же мы	2	1
151	тем что здесь	1	1
152	героя а его	1	1
153	герой ничего не	1	1
154	и тот же	1	1
155	она не может	1	1
156	или может быть	1	1
157	для наших целей	1	1
158	как бы с	1	1
