N	4gram	Voloshinov	Myshleni
1	одного и того же	1	17
2	одной и той же	4	15
3	одно и то же	5	12
4	в собственном смысле слова	1	9
5	но вместе с тем	1	9
6	к одному и тому	1	7
7	вместе с тем и	2	7
8	одному и тому же	1	7
9	не что иное как	2	6
10	одним и тем же	1	6
11	одном и том же	2	6
12	все больше и больше	2	5
13	в тех случаях когда	2	4
14	одни и те же	2	4
15	одну и ту же	2	4
16	и то же слово	2	4
17	в одной и той	1	4
18	есть не что иное	2	4
19	то же самое время	2	3
20	в той же мере	1	3
21	в связи с этим	2	3
22	но для того чтобы	2	3
23	в то же самое	2	3
24	в том и другом	1	3
25	одна и та же	1	3
26	об одном и том	1	3
27	само по себе не	1	2
28	с нашей точки зрения	1	2
29	мы имели в виду	2	2
30	о котором мы говорили	1	2
31	в гораздо большей степени	1	2
32	в зависимости от того	2	2
33	в то же время	7	2
34	нет и не может	1	2
35	как мы увидим ниже	1	2
36	мы должны были бы	1	2
37	мы уже видели что	1	2
38	не связанных между собой	1	2
39	к одной и той	1	2
40	только тогда когда мы	1	2
41	ответа на вопрос о	1	2
42	убедиться в том что	1	2
43	и не может быть	1	2
44	с помощью которого он	1	2
45	по сравнению с его	1	2
46	речи но все же	1	2
47	и по отношению к	1	2
48	то что мы в	1	1
49	мы можем подвести некоторые	1	1
50	отношений которые существуют между	1	1
51	так и по отношению	1	1
52	с которой мы встречаемся	1	1
53	и содержание и форму	2	1
54	внутренней и внешней речи	1	1
55	во всех своих частях	1	1
56	которые являются как бы	1	1
57	с их точки зрения	1	1
58	как мы видели не	1	1
59	одним из главнейших предметов	1	1
60	таким же точно образом	1	1
61	выражать одну и ту	1	1
62	играет решающую роль в	1	1
63	того что оно является	1	1
64	с другой стороны развитие	1	1
65	как мы уже знаем	1	1
66	это происходит потому что	1	1
67	заключает в себе две	1	1
68	значений в зависимости от	1	1
69	но об этом мы	1	1
70	остается тем же самым	1	1
71	в одном и том	1	1
72	теми или иными предметами	1	1
73	который мы наблюдаем в	1	1
74	этом мы будем говорить	1	1
75	можем подвести некоторые итоги	1	1
76	чтобы убедиться в том	1	1
77	с самого начала своего	1	1
78	мы никогда не сможем	1	1
79	итак мы видим что	1	1
80	до того времени когда	1	1
81	уже содержит в себе	1	1
82	имели в виду прежде	1	1
83	и в то же	2	1
84	и тем самым не	1	1
85	в дальнейшем мы будем	1	1
86	имеет первостепенное значение для	1	1
87	и является одной из	1	1
88	как по отношению к	1	1
89	к которому он принадлежит	1	1
90	в виду прежде всего	1	1
91	которой не может быть	1	1
92	не может быть понято	1	1
93	только благодаря тому что	1	1
94	и т.д и т.д	1	1
95	но при этом она	1	1
96	одних и тех же	1	1
97	что же представляет собой	1	1
98	ничем не связанных между	1	1
99	то же самое происходит	1	1
100	при этом не только	1	1
101	которое может быть понято	1	1
102	которой как мы видели	1	1
