N	2gram	Propp_Isto	VLabPisa
1	таким образом	13	32
2	в этом	13	29
3	не только	28	26
4	и в	40	26
5	и т	39	25
6	может быть	37	23
7	и не	19	20
8	хотя бы	5	20
9	т е	30	18
10	не может	19	17
11	в процессе	1	17
12	т д	35	16
13	в его	10	15
14	в том	12	15
15	этом отношении	1	14
16	в силу	7	14
17	все это	6	13
18	прежде всего	15	13
19	в качестве	8	12
20	в частности	3	12
21	как это	6	12
22	что в	19	11
23	с другой	8	11
24	из них	5	11
25	то же	21	10
26	не могут	3	10
27	о том	12	10
28	но и	21	10
29	реальной действительности	1	10
30	по этому	2	10
31	и др	11	10
32	для него	2	9
33	об этом	11	9
34	т п	1	9
35	к этому	2	9
36	могут быть	5	8
37	другой стороны	7	8
38	только в	16	8
39	на основании	1	8
40	все эти	6	8
41	вместе с	13	8
42	том что	11	8
43	ни один	8	8
44	было бы	11	8
45	в своем	5	8
46	в основном	4	7
47	это не	8	7
48	говорит о	2	7
49	в году	1	7
50	в конечном	2	7
51	не было	3	7
52	по отношению	6	7
53	тому что	1	7
54	как и	5	7
55	их в	7	7
56	во всех	3	7
57	а не	18	7
58	этому поводу	2	7
59	то что	17	7
60	главным образом	2	7
61	отношению к	6	7
62	в нем	8	7
63	из этих	2	7
64	один из	10	6
65	думается что	1	6
66	у него	5	6
67	более или	5	6
68	все же	17	6
69	приводит к	3	6
70	это и	1	6
71	он же	1	6
72	не в	11	6
73	между тем	2	6
74	так и	13	6
75	художественного произведения	1	6
76	в себе	6	6
77	или менее	5	6
78	в зависимости	3	6
79	и его	5	6
80	в то	4	6
81	образы и	1	5
82	утверждать что	3	5
83	даже в	5	5
84	в результате	2	5
85	в их	6	5
86	в них	2	5
87	связи с	10	5
88	следует понимать	1	5
89	одним из	2	5
90	как говорит	1	5
91	зависимости от	3	5
92	к тому	6	5
93	перед нами	5	5
94	он говорит	1	5
95	на основе	6	5
96	вот почему	2	5
97	в одном	8	5
98	в пределах	4	5
99	как бы	6	5
100	в целом	3	5
101	сказать что	7	5
102	и есть	5	5
103	показывают что	7	5
104	никогда не	25	5
105	ее в	7	4
106	вот как	2	4
107	в ее	2	4
108	как раз	2	4
109	что для	1	4
110	в этой	9	4
111	следующим образом	1	4
112	вполне естественно	1	4
113	что он	32	4
114	равно как	1	4
115	в виду	2	4
116	по существу	7	4
117	приведенных выше	2	4
118	с тем	13	4
119	с ними	2	4
120	в своей	2	4
121	является не	2	4
122	одном из	1	4
123	роль в	3	4
124	должен быть	3	4
125	в связи	7	4
126	это только	1	4
127	когда он	9	4
128	же говорит	4	4
129	в нашей	2	4
130	общая схема	1	4
131	их и	1	4
132	них не	2	4
133	из его	1	4
134	одна из	4	4
135	и подобных	1	4
136	отнюдь не	2	4
137	во время	5	4
138	говорит следующее	1	4
139	и ее	3	4
140	образов и	2	4
141	и к	1	3
142	что они	13	3
143	видели что	5	3
144	что оно	1	3
145	и он	4	3
146	что у	3	3
147	мы знаем	10	3
148	мы имеем	25	3
149	естественно что	1	3
150	того что	6	3
151	никак не	1	3
152	в комнату	1	3
153	но как	2	3
154	что и	9	3
155	у нас	1	3
156	сводится к	1	3
157	подобно тому	3	3
158	его в	15	3
159	в форме	3	3
160	если бы	8	3
161	или в	6	3
162	говорит в	2	3
163	из приведенных	1	3
164	на данном	1	3
165	это мы	1	3
166	именно в	5	3
167	в конце	1	3
168	например в	7	3
169	видно из	2	3
170	момент в	1	3
171	между ними	2	3
172	и как	3	3
173	же и	3	3
174	в которых	2	3
175	например что	1	3
176	большей или	2	3
177	что например	3	3
178	том как	3	3
179	мира и	1	3
180	вовсе не	3	3
181	бы в	2	3
182	с этим	5	3
183	а в	15	3
184	что не	2	3
185	как о	2	3
186	в котором	5	3
187	она не	6	3
188	в противоположность	1	3
189	в значительной	1	3
190	его не	3	3
191	но даже	1	3
192	того чтобы	3	3
193	в работе	3	3
194	для того	1	3
195	тому как	3	3
196	и их	4	3
197	как он	5	3
198	вслед за	7	3
199	далеко не	1	3
200	этот вопрос	7	3
201	так же	18	3
202	при помощи	2	3
203	процесс не	1	3
204	при всем	1	3
205	или меньшей	2	3
206	это делает	2	3
207	образом в	2	3
208	и от	2	3
209	и по	4	3
210	к работе	1	3
211	всех этих	4	3
212	имеет свою	2	3
213	мы видели	4	3
214	на время	1	2
215	в особенности	3	2
216	к сожалению	3	2
217	же о	1	2
218	отметить что	1	2
219	только не	1	2
220	том чтобы	2	2
221	и этот	1	2
222	из которых	3	2
223	они и	1	2
224	от его	2	2
225	они не	8	2
226	на вопрос	4	2
227	также что	2	2
228	этот труд	1	2
229	должно быть	2	2
230	того как	6	2
231	эта не	1	2
232	зависит от	3	2
233	при всей	1	2
234	ее как	1	2
235	с одной	8	2
236	должна быть	5	2
237	это особенно	1	2
238	внимание на	1	2
239	тогда когда	2	2
240	говорить о	1	2
241	да и	3	2
242	чрезвычайно разнообразны	1	2
243	хотя и	1	2
244	подчеркнуть что	2	2
245	в пользу	2	2
246	связанное с	1	2
247	многие из	1	2
248	о чем	1	2
249	что при	3	2
250	в большей	1	2
251	после этого	5	2
252	что такое	3	2
253	а затем	4	2
254	из своих	1	2
255	для них	1	2
256	не столько	1	2
257	с другими	2	2
258	его от	1	2
259	по себе	4	2
260	всего сказанного	2	2
261	но с	3	2
262	и даже	4	2
263	и непосредственно	1	2
264	что ни	1	2
265	сюжета и	1	2
266	мышления в	1	2
267	и наконец	5	2
268	этого рода	1	2
269	в которой	2	2
270	и некоторые	1	2
271	а во-вторых	1	2
272	том отношении	1	2
273	и социальные	1	2
274	мысль о	2	2
275	что она	10	2
276	но не	7	2
277	в ней	10	2
278	самый факт	2	2
279	между собою	1	2
280	в жизни	2	2
281	понимать как	1	2
282	органической связи	1	2
283	стороны в	1	2
284	эти явления	1	2
285	начинается с	3	2
286	не подлежит	1	2
287	по одному	2	2
288	же как	7	2
289	между прочим	3	2
290	что мы	9	2
291	на этом	3	2
292	в анти-дюринге	1	2
293	другом месте	2	2
294	не вполне	3	2
295	как процесс	2	2
296	противном случае	1	2
297	что действие	1	2
298	не менее	7	2
299	можно ли	1	2
300	так сказать	3	2
301	ли не	1	2
302	только для	3	2
303	производства в	2	2
304	бы не	1	2
305	может не	1	2
306	после того	2	2
307	на то	6	2
308	в точном	1	2
309	например у	2	2
310	конечном итоге	2	2
311	говорит об	1	2
312	так например	7	2
313	могло бы	1	2
314	сих пор	12	2
315	огромную роль	1	2
316	по его	3	2
317	начнем с	1	2
318	очень многие	1	2
319	а для	2	2
320	еще не	14	2
321	все они	1	2
322	иметь в	2	2
323	во всяком	1	2
324	и потому	3	2
325	еще и	2	2
326	того или	1	2
327	до сих	11	2
328	человека в	1	2
329	а как	2	2
330	значит что	2	2
331	в целях	3	2
332	эти примеры	1	2
333	то это	9	2
334	в самых	1	2
335	и социальной	3	2
336	много и	1	2
337	в течение	1	2
338	одной стороны	7	2
339	относится к	2	2
340	также и	3	2
341	ту же	1	2
342	в другом	6	2
343	не по	2	2
344	не всегда	9	2
345	е в	1	2
346	и может	1	2
347	связана с	7	2
348	каждой из	1	2
349	в системе	2	2
350	должны быть	4	2
351	не с	3	2
352	можно было	8	2
353	часто не	1	2
354	только у	2	2
355	даже не	2	2
356	стороны и	1	2
357	только то	1	2
358	знаем что	9	2
359	пока еще	1	2
360	или наконец	1	2
361	на это	3	2
362	он и	3	2
363	к ним	4	2
364	же самое	3	2
365	в книге	4	2
366	он в	5	2
367	будто бы	4	2
368	которые в	3	2
369	и у	1	2
370	они должны	3	2
371	о его	1	2
372	это видно	2	2
373	вне его	1	2
374	одной из	6	2
375	в образе	3	2
376	на него	7	2
377	он не	10	2
378	во всей	2	2
379	он может	2	2
380	эту же	1	2
381	отношении что	1	2
382	который в	2	2
383	если они	1	2
384	в реальной	1	2
385	он сам	1	2
386	в области	2	2
387	в противном	1	2
388	показывает что	7	2
389	только с	4	2
390	у них	2	2
391	к этим	1	2
392	уже по	1	2
393	меньшей степени	1	2
394	чтобы не	3	2
395	три года	2	2
396	этом же	1	2
397	и для	5	2
398	только о	2	2
399	примеров можно	1	2
400	то о	1	2
401	отношении можно	1	2
402	ни с	1	2
403	это настолько	1	2
404	но в	13	2
405	можно указать	2	2
406	вплоть до	2	2
407	в той	1	1
408	данной области	1	1
409	с которой	2	1
410	служит оружием	1	1
411	были бы	2	1
412	укажем что	1	1
413	как-то связана	1	1
414	об их	1	1
415	то в	1	1
416	момент зарождения	1	1
417	от него	1	1
418	и другие	7	1
419	роль играют	2	1
420	этом случае	3	1
421	является в	1	1
422	вспомним хотя	1	1
423	смерть и	3	1
424	и то	3	1
425	ответ на	3	1
426	поэтому что	1	1
427	ее и	1	1
428	это одна	1	1
429	образом и	1	1
430	ни в	2	1
431	огромное значение	1	1
432	мы видим	16	1
433	но на	1	1
434	труд и	1	1
435	еще одну	3	1
436	в более	2	1
437	что если	2	1
438	и многие	1	1
439	только над	1	1
440	можно говорить	2	1
441	связано с	2	1
442	и мы	2	1
443	в прямом	1	1
444	такова задача	2	1
445	последний этап	1	1
446	говоря уже	1	1
447	в процесс	1	1
448	энгельс в	2	1
449	мышления и	1	1
450	ней снять	1	1
451	его мнению	2	1
452	ответ с	1	1
453	а наоборот	1	1
454	сложную систему	1	1
455	такая форма	1	1
456	с изменением	2	1
457	что этим	1	1
458	воздух и	1	1
459	заключена в	1	1
460	свидетельствует о	1	1
461	первый этап	1	1
462	роль и	1	1
463	рассказ о	1	1
464	сущность и	1	1
465	в темный	1	1
466	к этой	5	1
467	почти не	4	1
468	несколько иной	1	1
469	поэтому в	2	1
470	таковы некоторые	1	1
471	в явлениях	1	1
472	мы не	12	1
473	схема которая	1	1
474	как один	2	1
475	в состоянии	2	1
476	быть включены	1	1
477	быть названо	1	1
478	не чем	1	1
479	только нет	1	1
480	или по	1	1
481	д но	2	1
482	дело с	2	1
483	еще более	1	1
484	своей социальной	1	1
485	материала и	2	1
486	процесс когда	1	1
487	несмотря на	1	1
488	и дает	2	1
489	она обычно	1	1
490	освободиться от	1	1
491	мы получаем	1	1
492	или с	1	1
493	его значения	1	1
494	это значит	1	1
495	в следующих	1	1
496	с ним	3	1
497	где же	1	1
498	сказки о	1	1
499	природе и	1	1
500	кроме того	3	1
501	ранних стадиях	2	1
502	в три	1	1
503	сам по	1	1
504	данные о	1	1
505	явления подлежащие	1	1
506	др но	1	1
507	только со	1	1
508	привести к	3	1
509	те черты	1	1
510	о нем	5	1
511	не как	3	1
512	в меньшей	2	1
513	мы в	4	1
514	принцип который	1	1
515	для нас	17	1
516	и точно	1	1
517	показывают как	1	1
518	представлений о	4	1
519	невозможно и	1	1
520	они в	1	1
521	свойственна не	1	1
522	другой стороне	1	1
523	развития не	1	1
524	сна не	1	1
525	но что	2	1
526	из форм	1	1
527	чем он	1	1
528	из дальнейшего	1	1
529	именно эти	1	1
530	нет никакого	1	1
531	по мере	4	1
532	или другого	1	1
533	природу и	1	1
534	в этих	17	1
535	в русском	2	1
536	встречается не	2	1
537	за это	1	1
538	более высокой	1	1
539	что делать	1	1
540	и смысл	1	1
541	и эти	4	1
542	что самые	1	1
543	в виде	2	1
544	из видов	3	1
545	же явление	2	1
546	говорит он	1	1
547	но некоторые	1	1
548	в таких	4	1
549	так или	1	1
550	о природе	1	1
551	сами по	1	1
552	она к	1	1
553	по частям	1	1
554	в художественную	1	1
555	саду и	1	1
556	но он	5	1
557	самом деле	2	1
558	так было	1	1
559	жалуется на	1	1
560	но все	9	1
561	относится например	2	1
562	как видно	1	1
563	даже из	1	1
564	этого не	6	1
565	и вдруг	1	1
566	или иначе	1	1
567	не будем	7	1
568	а также	2	1
569	не обязательно	1	1
570	жизнь в	1	1
571	сказал что	3	1
572	самые разнообразные	1	1
573	это положение	2	1
574	приходит в	1	1
575	а отсюда	1	1
576	даже на	2	1
577	и все	1	1
578	уже как	1	1
579	точнее и	1	1
580	сам собой	1	1
581	о своей	1	1
582	раз навсегда	1	1
583	еще что	2	1
584	целый ряд	1	1
585	на себя	2	1
586	этого отражения	1	1
587	с теми	1	1
588	к пониманию	1	1
589	в саду	1	1
590	тем что	7	1
591	детали а	1	1
592	если это	3	1
593	быть даже	1	1
594	еще недостаточно	1	1
595	чрезвычайно важно	1	1
596	то время	3	1
597	далее следует	1	1
598	его это	1	1
599	при которой	2	1
600	в таком	1	1
601	если он	1	1
602	очень много	10	1
603	вполне возможен	1	1
604	к их	1	1
605	можно назвать	3	1
606	в стороне	4	1
607	для своей	1	1
608	простой и	1	1
609	бы быть	4	1
610	из тех	1	1
611	или у	1	1
612	друг другу	1	1
613	напомнить хотя	1	1
614	чем иным	1	1
615	к таким	2	1
616	в какой	4	1
617	необходимо для	1	1
618	нас к	2	1
619	в соответствии	1	1
620	время как	3	1
621	только через	3	1
622	сад и	1	1
623	над жизнью	1	1
624	что по	1	1
625	быть отличаем	1	1
626	меньшей мере	2	1
627	а именно	5	1
628	или даже	3	1
629	по ее	1	1
630	на белом	1	1
631	это время	3	1
632	от начала	2	1
633	мнение что	2	1
634	и так	3	1
635	как можно	2	1
636	состоит из	1	1
637	и вместе	2	1
638	общественных отношений	1	1
639	на эту	3	1
640	природных явлений	1	1
641	при таком	2	1
642	как в	7	1
643	собой не	1	1
644	этим самым	1	1
645	говорят о	3	1
646	а иногда	2	1
647	что ее	2	1
648	и большого	1	1
649	по своему	1	1
650	них и	1	1
651	себя и	2	1
652	образы в	1	1
653	к какому	1	1
654	правило в	2	1
655	остается только	1	1
656	между собой	4	1
657	дело так	1	1
658	тот этап	1	1
659	в свете	4	1
660	о котором	1	1
661	люди никогда	1	1
662	это было	2	1
663	лежит в	2	1
664	до самых	1	1
665	есть то	1	1
666	с большей	1	1
667	он вполне	1	1
668	речь идет	1	1
669	материалы показывают	2	1
670	знает что	1	1
671	и это	2	1
672	бывает как	1	1
673	хотя оно	1	1
674	а только	3	1
675	можно вызвать	1	1
676	в каком	2	1
677	на своем	2	1
678	к числу	1	1
679	это происходит	3	1
680	дальше и	1	1
681	и художественная	1	1
682	поэтому у	1	1
683	в единый	1	1
684	и из	2	1
685	на себе	1	1
686	что их	3	1
687	на другом	1	1
688	под рукой	1	1
689	совершенно точно	1	1
690	очень разнообразны	5	1
691	и популярных	1	1
692	человека а	1	1
693	не все	5	1
694	знать по	1	1
695	особенно часто	3	1
696	это явление	4	1
697	время сна	1	1
698	что часто	1	1
699	сообщает что	1	1
700	что конечно	1	1
701	из другого	1	1
702	чтобы понять	3	1
703	вытекающим из	1	1
704	работа по	1	1
705	в дальнейшем	6	1
706	само же	1	1
707	данном этапе	1	1
708	всех видов	1	1
709	что эти	5	1
710	но этим	2	1
711	нет ничего	2	1
712	высокой и	1	1
713	еще до	2	1
714	которых можно	1	1
715	обычно нет	1	1
716	ни к	3	1
717	указывалось что	2	1
718	его и	6	1
719	совершенно не	1	1
720	как показывает	1	1
721	может иметь	2	1
722	том случае	1	1
723	исходя из	1	1
724	тут только	1	1
725	на природу	2	1
726	разница в	1	1
727	ответить на	1	1
728	на этой	2	1
729	а с	4	1
730	деталей и	1	1
731	а порой	1	1
732	от других	1	1
733	можно установить	3	1
734	из остальных	1	1
735	в основе	4	1
736	для достижения	1	1
