N	3gram	Propp_Isto	FransuaR
1	мы уже говорили	1	43
2	как мы уже	1	28
3	в том что	7	27
4	до сих пор	4	27
5	в большинстве случаев	1	22
6	с точки зрения	1	20
7	для того чтобы	1	17
8	о том что	9	17
9	в связи с	1	16
10	как мы видели	3	16
11	но и в	4	15
12	не может быть	5	13
13	с одной стороны	11	13
14	с другой стороны	17	12
15	в другом месте	2	12
16	можно сказать что	1	11
17	таким образом и	3	10
18	как и в	3	10
19	до наших дней	1	10
20	в данном случае	7	10
21	не только в	9	10
22	мы видим что	4	9
23	по отношению к	3	9
24	так и в	3	9
25	в свое время	1	9
26	более или менее	3	8
27	его связь с	1	8
28	мы видели что	4	8
29	и др в	1	8
30	после того как	4	8
31	в самом деле	1	7
32	в то время	4	7
33	о том как	3	7
34	можно было бы	3	7
35	и в других	2	7
36	на первый план	1	7
37	во всех этих	6	7
38	как мы видим	1	7
39	к тому же	1	6
40	и в особенности	1	6
41	но все же	3	6
42	это прежде всего	1	6
43	это одна из	1	6
44	одной стороны и	1	5
45	друг с другом	1	5
46	то же самое	1	5
47	в книге о	1	5
48	в одной из	2	5
49	но все это	1	5
50	не было ни	1	5
51	мы имеем в	7	5
52	во всяком случае	3	5
53	все это в	1	5
54	и тот же	1	5
55	только то что	1	5
56	жизнью и смертью	1	5
57	как бы в	1	5
58	то что в	4	4
59	том что в	2	4
60	сказать что в	1	4
61	здесь не в	1	4
62	в частности и	1	4
63	по ту сторону	1	4
64	во франции в	1	4
65	на этот вопрос	3	4
66	так же как	4	4
67	и то что	1	4
68	как мы увидим	1	4
69	во второй половине	1	4
70	в самом начале	1	4
71	в нем и	1	4
72	что и в	3	4
73	здесь перед нами	1	4
74	так например в	1	4
75	и др все	1	4
76	мы увидим дальше	1	4
77	и не может	1	4
78	но он не	1	4
79	конечно не в	1	4
80	один и тот	1	4
81	и все они	1	4
82	этот образ в	1	3
83	он как бы	1	3
84	в предыдущей главе	1	3
85	у него в	1	3
86	видим таким образом	1	3
87	видели какую роль	1	3
