N	2gram	Bakhtin_Fr	Komedia
1	и в	105	77
2	в комедии	1	58
3	и не	34	47
4	в том	17	44
5	том что	9	42
6	о том	5	33
7	в г	3	33
8	но и	20	32
9	может быть	11	30
10	из них	7	29
11	таким образом	5	29
12	в то	5	28
13	и его	24	28
14	в этом	22	27
15	потому что	6	27
16	что он	5	26
17	к тому	3	26
18	тому же	1	25
19	не только	24	25
20	вместе с	1	25
21	так как	11	24
22	как и	15	23
23	ни в	1	23
24	что в	4	23
25	в самом	7	22
26	что и	2	22
27	если бы	1	22
28	то же	6	21
29	ясно что	1	21
30	в конце	3	21
31	так и	16	21
32	а в	4	21
33	в его	24	20
34	к этому	2	19
35	во время	14	19
36	со стороны	1	19
37	в этой	11	18
38	тем что	5	17
39	же время	5	17
40	в нем	16	17
41	и здесь	4	17
42	в комедиях	1	17
43	еще не	8	17
44	при этом	10	16
45	все же	10	16
46	не менее	2	16
47	у него	2	16
48	сих пор	7	16
49	до нас	11	16
50	он не	3	16
51	и сам	2	16
52	до сих	7	16
53	тот же	4	16
54	не в	4	15
55	в своем	11	15
56	точки зрения	10	15
57	его в	7	15
58	в которой	1	15
59	между тем	5	15
60	один из	5	15
61	и на	25	15
62	было бы	4	15
63	прежде всего	26	15
64	и с	8	14
65	на протяжении	9	14
66	к нему	5	14
67	все это	16	14
68	ли не	1	14
69	об этом	2	14
70	самом деле	3	13
71	о чем	3	13
72	в них	13	13
73	в одном	8	13
74	того же	1	13
75	как раз	3	13
76	мы можем	2	13
77	так что	1	13
78	то что	7	13
79	того чтобы	3	13
80	но в	16	13
81	в котором	1	12
82	для того	2	12
83	так же	2	12
84	с другой	3	12
85	на сцене	1	12
86	несмотря на	5	12
87	хотя и	4	12
88	в качестве	1	12
89	как это	1	12
90	комедии и	1	12
91	из которых	2	12
92	как в	6	12
93	уже в	5	12
94	в истории	5	12
95	нового времени	17	12
96	в начале	4	12
97	не может	9	12
98	но не	7	12
99	и даже	10	11
100	с тем	1	11
101	по отношению	2	11
102	наряду с	2	11
103	с ним	6	11
104	должны были	1	11
105	речь идет	1	11
106	как мы	12	11
107	на этот	3	11
108	и для	3	11
109	в их	6	11
110	в частности	6	11
111	к ней	2	11
112	одного из	1	11
113	с этим	1	10
114	он был	3	10
115	на него	2	10
116	с одной	2	10
117	к себе	3	10
118	в чем	2	10
119	как бы	33	10
120	в отношении	7	10
121	и все	7	10
122	одной из	3	10
123	с его	9	10
124	ничего не	3	10
125	мы не	1	10
