N	2gram	Bakhtin_Fr	DiskursI
1	в качестве	11	72
2	а не	2	60
3	может быть	5	56
4	не только	11	49
5	и в	73	49
6	как и	19	47
7	тогда как	1	47
8	при этом	5	46
9	и не	13	44
10	в том	13	44
11	то есть	36	41
12	том что	8	40
13	в этом	21	38
14	в себе	16	37
15	в частности	2	36
16	но и	15	35
17	и т.п	21	32
18	своего рода	3	32
19	но не	1	31
20	отличие от	1	28
21	но в	12	28
22	так и	13	28
23	не может	4	27
24	по своей	1	26
25	как в	9	25
26	такого рода	1	24
27	еще не	3	23
28	а также	8	20
29	в своей	4	19
30	все же	2	19
31	в нем	18	19
32	прежде всего	18	19
33	далеко не	2	18
34	в основе	3	18
35	то же	16	17
36	в данном	3	17
37	с другой	3	17
38	в мире	3	17
39	по отношению	3	17
40	отношению к	3	17
41	точки зрения	6	16
42	только в	7	16
43	о том	13	15
44	то что	12	15
45	роль в	4	15
46	в его	18	15
47	одной стороны	3	14
48	с одной	3	14
49	не в	12	14
50	картины мира	5	14
51	не является	1	14
52	это не	7	14
53	или иной	1	14
54	как бы	15	13
55	для него	7	13
56	в целом	1	13
57	в своих	1	12
58	в своем	13	12
59	того же	7	12
60	и на	12	12
61	и все	19	12
62	данном случае	1	12
63	не было	4	11
64	что в	14	11
65	с его	5	11
66	и как	5	11
67	той или	1	10
68	а с	1	10
69	вследствие этого	1	10
70	а в	10	10
71	же время	12	10
72	также и	6	10
73	и т.д	3	10
74	в них	14	9
75	уже не	2	9
76	себя в	3	9
77	внимание на	2	9
78	между тем	2	9
79	в силу	1	9
80	в то	14	9
81	героя в	2	9
82	картина мира	4	9
83	еще в	4	9
84	тем самым	3	9
85	в этих	6	8
86	и даже	4	8
87	к тому	2	8
88	в котором	4	8
89	в противоположность	1	8
90	в одном	5	8
91	из них	6	8
92	хотя и	5	8
93	в себя	3	8
94	он не	4	8
95	не на	5	8
96	совпадает с	1	8
97	потому что	9	8
98	этом отношении	3	8
99	человека в	3	8
100	не с	1	8
101	и о	2	8
102	о чем	2	7
103	другой стороны	2	7
104	таким образом	34	7
105	одной из	5	7
106	что и	6	7
107	тому же	1	7
108	его в	3	7
109	к этому	5	7
110	в этой	18	7
111	в рассказе	1	7
112	например в	8	7
113	ни в	7	7
114	в процессе	3	7
115	перед нами	5	7
116	ни для	1	7
117	той же	9	7
118	но это	3	7
119	и для	8	7
120	основе своей	1	7
121	нового времени	5	7
122	в пределах	1	7
123	лишь в	2	7
124	и ее	2	7
125	и его	18	7
126	мира в	6	7
127	не как	2	6
128	одно из	2	6
129	в строгом	1	6
130	именно в	4	6
131	и того	1	6
132	времени в	2	6
133	в контексте	1	6
134	одна из	7	6
135	картину мира	2	6
136	никогда не	6	6
137	сказать и	2	6
138	с точки	4	6
139	в ее	6	6
140	не знает	4	6
141	во всех	13	6
142	героя и	1	6
143	в особенности	5	6
144	в сущности	8	6
145	и то	3	6
146	и одновременно	1	6
147	что он	8	6
148	к его	2	6
149	в которых	3	6
150	в истории	3	6
151	что же	1	6
152	здесь не	2	6
153	одновременно и	2	6
154	дело в	2	6
155	в эпоху	13	6
156	времени и	2	6
157	в одной	5	6
158	и может	2	6
159	отношение к	3	6
160	одного из	3	6
161	в период	1	6
162	в той	8	5
163	в виду	4	5
164	мысль о	1	5
165	по своим	2	5
166	выбора между	1	5
167	своей природе	1	5
168	в другом	4	5
169	не всегда	1	5
170	но они	3	5
171	значительной степени	3	5
172	не вполне	1	5
173	свою очередь	3	5
174	к ним	1	5
175	сказать что	4	5
176	к себе	3	5
177	несмотря на	3	5
178	проявляется в	3	5
179	как раз	3	5
180	для своего	1	5
181	так сказать	5	5
182	же касается	1	5
183	на этом	6	5
184	с ее	3	5
185	тем что	8	5
186	одного и	2	5
187	во второй	3	5
188	но одновременно	1	5
189	во втором	1	5
190	один из	5	5
191	за пределы	1	5
192	оно не	2	5
193	хвала и	4	5
194	в свою	3	5
195	в значительной	5	5
196	известной степени	1	5
197	принадлежит к	2	5
198	к той	1	5
199	ничего не	4	5
200	того что	5	5
201	в литературе	5	5
202	того как	7	5
203	о нем	3	5
204	здесь в	9	5
205	по словам	1	5
206	в ней	10	5
207	мира и	6	5
208	в их	5	5
209	и потому	6	5
210	из этих	1	5
211	что касается	1	5
212	но она	1	5
213	стороны и	1	5
214	же самое	1	5
215	в античной	2	5
216	как будто	1	5
217	существенную роль	2	4
218	в самом	9	4
219	и к	6	4
220	говорит о	2	4
221	по свидетельству	1	4
222	в году	12	4
223	в результате	7	4
224	а напротив	1	4
225	в первом	1	4
226	и до	14	4
227	в жизни	1	4
228	его на	1	4
229	в речах	1	4
230	во всяком	2	4
231	восходит к	1	4
232	между двумя	1	4
233	только на	2	4
234	точка зрения	2	4
235	что они	2	4
236	аналогии с	1	4
237	к жизни	4	4
238	связи с	5	4
239	одним из	3	4
240	я не	3	4
241	не есть	2	4
242	одном из	5	4
243	по себе	2	4
244	и это	6	4
245	и весьма	2	4
246	и тем	3	4
247	как это	2	4
248	это в	4	4
249	силу своей	1	4
250	и есть	3	4
251	однако и	1	4
252	жизни а	1	4
253	с ним	6	4
254	из того	1	4
255	не могут	3	4
256	с ней	1	4
257	к другому	1	4
258	свое время	2	4
259	подобного рода	1	4
260	и во	4	4
261	до конца	5	4
262	мире в	1	4
263	до известной	1	4
264	у них	3	4
265	в свое	2	4
266	того и	1	4
267	мы имеем	2	4
268	есть в	9	4
269	и др	12	4
270	со своим	1	4
271	или в	5	4
272	по своему	3	4
273	но уже	3	4
274	на его	1	4
275	а на	4	4
276	может иметь	2	4
277	а к	1	4
278	одну из	2	4
279	к данному	1	4
280	т.п но	2	4
281	для обозначения	1	4
282	и прежде	2	4
283	может и	2	4
284	настоящего времени	1	4
285	более того	3	4
286	в момент	1	3
287	рассказ о	3	3
288	дело с	1	3
289	характер и	2	3
290	на смену	1	3
291	более или	3	3
292	но все	5	3
293	и сам	2	3
294	там же	1	3
295	их в	5	3
296	в одно	1	3
297	на первый	2	3
298	тенденция к	2	3
299	с этим	4	3
300	в пределе	1	3
301	различия между	1	3
302	как на	1	3
303	момент в	4	3
304	это прежде	3	3
305	ближе к	1	3
306	и он	4	3
307	к которому	2	3
308	опираясь на	1	3
309	в которой	3	3
310	из важнейших	1	3
311	по аналогии	1	3
312	в области	3	3
313	между собой	2	3
314	как у	3	3
315	здесь как	2	3
316	о себе	1	3
317	выступает в	2	3
318	начало в	1	3
319	действия в	1	3
320	дистанции между	1	3
321	своего времени	3	3
322	одно и	2	3
323	и что	5	3
324	в тех	1	3
325	для человека	1	3
326	в форме	6	3
327	не просто	3	3
328	было бы	5	3
329	его как	3	3
330	и от	10	3
331	и по	4	3
332	в точке	1	3
333	имеет дело	2	3
334	еще одно	1	3
335	они и	4	3
336	них в	1	3
337	должна быть	3	3
338	с миром	1	3
339	содержит в	1	3
340	речи как	1	3
341	заключается в	1	3
342	в романе	10	3
343	отношения к	1	3
344	вместе с	9	3
345	не имеет	4	3
346	да и	1	3
347	о котором	5	3
348	в следующей	7	3
349	но оно	3	3
350	это и	1	3
351	в главе	5	3
352	и более	1	3
353	это мир	1	3
354	этой традиции	2	3
355	идет о	1	3
356	но здесь	2	3
357	на том	2	3
358	автора и	1	3
359	слова и	2	3
360	в первых	2	3
361	на основании	1	3
362	заметить что	1	3
363	речи в	2	3
364	тем же	1	3
365	как мы	19	3
366	их с	1	3
367	к миру	1	3
368	легенды и	1	3
369	всяком случае	1	3
370	по этой	1	3
371	в едином	1	3
372	на языке	4	3
373	ему в	2	3
374	они не	2	3
375	различие между	1	3
376	том числе	4	3
377	уже в	9	3
378	мы не	2	3
379	еще и	2	3
380	в формах	3	3
381	с их	1	3
382	место в	4	3
383	однако не	1	3
384	в литературу	1	3
385	и без	1	3
386	не подлежит	4	3
387	все эти	24	3
388	или даже	2	3
389	в новом	1	3
390	в каждой	2	3
391	об этом	2	3
392	или менее	3	3
393	особенно в	2	3
394	он говорит	2	3
395	она не	1	3
396	в речевом	2	3
397	дело не	2	3
398	в начале	4	3
399	при всем	1	3
400	в большинстве	9	3
401	в организации	2	3
402	числе и	2	3
403	указывает на	1	3
404	слова в	1	3
405	жизни и	6	3
406	для этого	2	3
407	и наконец	6	3
408	что на	1	3
409	мира с	1	3
410	котором он	1	3
411	что было	1	2
412	во всем	5	2
413	мы можем	1	2
414	для всех	3	2
415	в настоящем	1	2
416	с этой	4	2
417	или по	1	2
418	еще более	4	2
419	о них	1	2
420	мысли и	3	2
421	в некоторых	1	2
422	можно определить	1	2
423	те же	3	2
424	нас в	3	2
425	не являются	1	2
426	рассказу о	1	2
427	то ли	2	2
428	из ее	1	2
429	переходит к	1	2
430	в предыдущей	2	2
431	и с	17	2
432	которое по	1	2
433	от всего	1	2
434	в построении	2	2
435	представление о	3	2
436	понимания и	1	2
437	лица в	1	2
438	большей или	3	2
439	текстов а	1	2
440	речь идет	1	2
441	различные формы	1	2
442	так например	2	2
443	некоторые из	1	2
444	не могли	1	2
445	отсюда и	2	2
446	представления о	1	2
447	и другой	1	2
448	характер в	4	2
449	и действия	1	2
450	с помощью	11	2
451	в различных	2	2
452	к которой	1	2
453	самого начала	1	2
454	было сказано	1	2
455	будучи в	1	2
456	жизни как	1	2
457	том чтобы	1	2
458	все то	3	2
459	в нашем	2	2
460	на него	2	2
461	под названием	1	2
462	для понимания	1	2
463	который в	1	2
464	он сам	4	2
465	по поводу	1	2
466	едва ли	1	2
467	от ее	1	2
468	своего развития	1	2
469	к нему	7	2
470	всего в	5	2
471	собой и	1	2
472	к их	1	2
473	должно быть	4	2
474	время в	3	2
475	начала и	4	2
476	ни было	2	2
477	не соответствует	1	2
478	чем у	1	2
479	человек как	1	2
480	природу и	1	2
481	у него	13	2
482	и развития	1	2
483	как его	2	2
484	всем что	1	2
485	о смерти	1	2
486	его понимании	1	2
487	даль и	1	2
488	большинстве случаев	9	2
489	во главе	1	2
490	предыдущей главе	2	2
491	и смертью	1	2
492	себе и	2	2
493	а только	2	2
494	в чем	3	2
495	не был	2	2
496	и брань	6	2
497	в каждом	1	2
498	точкой зрения	1	2
499	но оказывается	1	2
500	лица и	3	2
501	перехода от	1	2
502	и фигура	1	2
503	до нас	10	2
504	времени но	1	2
505	и собственно	1	2
506	действующих лиц	2	2
507	хвалы и	3	2
508	не приходится	1	2
509	между жизнью	1	2
510	неотделим от	1	2
511	также не	1	2
512	в историческом	3	2
513	в новое	1	2
514	не совпадает	1	2
515	или меньшей	2	2
516	вторая часть	1	2
517	только с	2	2
518	оба они	1	2
519	или о	1	2
520	бы его	2	2
521	в первой	4	2
522	теми же	1	2
523	они были	5	2
524	его к	3	2
525	а как	1	2
526	в него	4	2
527	лицо и	1	2
528	мы видели	7	2
529	здесь это	2	2
530	в последнем	1	2
531	как с	1	2
532	через посредство	1	2
533	в основном	2	2
534	как к	1	2
535	в языке	1	2
536	и при	1	2
537	потом и	1	2
538	говорит и	1	2
539	романа в	2	2
540	из которых	2	2
541	поэтому в	1	2
542	интерес к	2	2
543	с природой	1	2
544	к различным	1	2
545	в отношении	6	2
546	и делает	1	2
547	и вполне	1	2
548	том и	2	2
549	и строго	1	2
550	о природе	1	2
551	самом деле	4	2
552	самим собой	1	2
553	от своего	1	2
554	с таким	2	2
555	это жанр	1	2
556	ни одно	1	2
557	о своей	1	2
558	и они	1	2
559	в xix	1	2
560	влияния на	2	2
561	себя и	1	2
562	сцены и	2	2
563	говорили о	3	2
564	под собою	1	2
565	второго лица	1	2
566	одним и	1	2
567	время и	1	2
568	тех же	2	2
569	в круг	1	2
570	до настоящего	1	2
571	не должно	3	2
572	народа и	4	2
573	и вся	3	2
574	новое время	1	2
575	вслед за	1	2
576	целый ряд	4	2
577	он есть	2	2
578	каждый из	2	2
579	литературы в	1	2
580	было и	2	2
581	автора в	1	2
582	народного творчества	1	2
583	со своими	2	2
584	по ходу	1	2
585	не знаем	2	2
586	всякий раз	1	2
587	на этот	1	2
588	этого слова	1	2
589	а ну	1	2
590	во времени	2	2
591	события и	1	2
592	но на	1	2
593	значение в	2	2
594	выходит за	1	2
595	ни с	1	2
596	свидетельствует о	3	2
597	в первый	1	2
598	всего многообразия	1	2
599	все это	19	2
600	он как	2	2
601	ее в	1	2
602	лицом к	1	2
603	в широком	1	2
604	как нечто	2	2
605	в четвертой	4	2
606	что является	1	2
607	наших дней	2	2
608	за этим	1	2
609	себя а	1	2
610	по существу	8	2
611	литературы нового	1	2
612	с некоторыми	2	2
613	является не	1	2
614	так в	1	2
615	на фоне	1	2
616	рассказывает что	1	2
617	к концу	1	2
618	со своей	1	2
619	света и	1	2
620	по его	1	2
621	в воображении	1	2
622	это было	4	2
623	они лишь	1	2
624	вовсе не	11	2
625	как все	1	2
626	и вообще	3	2
627	тем более	1	2
628	здесь также	1	2
629	и другого	1	2
630	связаны с	7	2
631	ему не	2	2
632	которого и	1	2
633	с самого	2	2
634	же к	1	2
635	его не	1	2
636	этом мире	1	2
637	не по	1	2
638	для кого	1	2
639	и их	5	2
640	образа жизни	1	2
641	чтобы не	1	2
642	человека с	2	2
643	всей его	1	2
644	оно лишь	1	2
645	в книге	2	2
646	такой же	3	2
647	и относительно	1	2
648	определить как	1	2
649	же это	1	2
650	человек не	1	2
651	в пятой	1	2
652	есть не	2	2
653	жизнью и	2	2
654	с которыми	1	1
655	почву для	1	1
656	всего это	2	1
657	новое и	2	1
658	и другие	3	1
659	к сожалению	1	1
660	а другие	1	1
661	для нее	1	1
662	что если	2	1
663	на весьма	1	1
664	мир как	1	1
665	здесь же	2	1
666	когда она	1	1
667	изнутри и	1	1
668	индивидуальной жизни	1	1
