N	3gram	Bakhtin_Fr	Mirosoze
1	не может быть	2	28
2	в том что	2	9
3	это и есть	2	9
4	для того чтобы	5	7
5	в высшей степени	1	7
6	в нем есть	1	7
7	и в этой	1	6
8	и в этом	1	6
9	о том что	3	6
10	до сих пор	6	5
11	и вместе с	1	5
12	что и в	1	5
13	но и в	4	5
14	прежде всего в	1	5
15	после того как	1	5
16	может быть и	2	5
17	по отношению к	2	4
18	его отношение к	2	4
19	в конце концов	3	4
20	знаете ли вы	1	4
21	и в самом	1	4
22	в то время	1	4
23	не что иное	1	4
24	можно было бы	2	4
25	то время как	1	4
26	что иное как	1	4
27	как будто бы	1	3
28	есть не что	1	3
29	но это не	1	3
30	и потому не	1	3
31	в мире и	1	3
32	и не было	2	3
33	по сравнению с	2	3
34	и той же	2	3
35	он остается в	2	3
36	как и все	5	3
37	одной и той	2	3
38	в значительной степени	2	3
39	во всяком случае	2	3
40	на протяжении всего	2	3
41	также и в	1	3
42	все что было	1	3
43	как и в	2	3
44	он не видит	1	2
45	бы и не	1	2
46	это не значит	1	2
47	смысле этого слова	2	2
48	не только в	3	2
49	хотя бы и	1	2
50	не так как	1	2
51	две стороны одной	1	2
52	все более и	1	2
53	между тем как	1	2
54	но для этого	1	2
55	том что в	1	2
56	но также и	1	2
57	что это не	1	2
58	ни к какому	1	2
59	в своей книге	3	2
60	все это лишь	1	2
61	в них он	1	2
62	есть и в	2	2
63	и не может	1	2
64	потому что не	1	2
65	мы еще вернемся	5	2
66	стороны одной и	1	2
67	но он же	1	2
68	более и более	1	2
69	друг за друга	1	2
70	тем что он	1	2
71	что в нем	1	2
72	подобно тому как	2	2
73	в этом отношении	4	2
74	мира это и	1	1
75	в них совершается	1	1
76	но ведь это	1	1
77	в вопросе о	1	1
78	человеческой природой и	1	1
79	он знал и	2	1
80	но быть может	1	1
81	строгом смысле слова	1	1
82	более четко и	1	1
83	в своих философских	1	1
84	говорят о том	1	1
85	на том что	1	1
86	из самых замечательных	1	1
87	отношение к свободе	1	1
88	менее всего может	1	1
89	в xix веке	3	1
90	узком и точном	1	1
91	к этой теме	2	1
92	был по преимуществу	1	1
93	был бы не	1	1
94	что они не	1	1
95	в своей основе	1	1
96	над человеческой природой	1	1
97	они не могут	1	1
98	он видит в	2	1
99	еще вернемся к	2	1
100	в строгом смысле	1	1
101	протяжении всего романа	1	1
102	во втором случае	1	1
103	и до того	1	1
104	в других местах	3	1
105	в том случае	1	1
106	а также в	1	1
107	как для художника	1	1
108	у него было	1	1
109	период своей жизни	1	1
110	вместо того чтобы	1	1
111	между этими двумя	1	1
112	но и не	1	1
113	даже и в	2	1
114	по ту сторону	1	1
115	в отличие от	3	1
116	и в других	3	1
117	значит конечно что	1	1
118	но даже и	2	1
119	может быть названа	1	1
120	что в основе	1	1
121	и есть в	1	1
122	одном из самых	1	1
123	с другой стороны	5	1
124	точном смысле слова	1	1
125	вряд ли можно	1	1
126	такую роль в	1	1
127	только тогда когда	1	1
128	не видят и	1	1
129	в той же	5	1
130	для него как	1	1
131	раз и навсегда	1	1
132	xx века в	1	1
133	века у нас	1	1
134	писателей мировой литературы	1	1
135	что в то	1	1
136	и его особая	1	1
137	сих пор не	1	1
138	к нему и	1	1
139	в них есть	1	1
140	за то что	2	1
141	событие в жизни	1	1
142	той или иной	2	1
143	между людьми и	1	1
144	не только для	1	1
145	и то чего	1	1
146	и еще в	1	1
147	и если за	1	1
148	которых он сам	1	1
149	быть может все	2	1
150	с точки зрения	4	1
151	в чем же	1	1
152	с одним из	1	1
153	имеем в виду	2	1
154	еще вернемся в	2	1
155	лицом к лицу	1	1
156	его отношения к	1	1
157	смысл жизни и	1	1
158	не значит конечно	1	1
159	и это особенно	1	1
160	в то же	13	1
161	во всех своих	1	1
162	и точном смысле	1	1
163	для этого он	1	1
164	в них не	1	1
165	в самой жизни	1	1
166	и его жизнь	1	1
167	то же время	13	1
168	на самом деле	5	1
169	него как для	1	1
170	тому как в	1	1
171	в духе и	1	1
172	жизни и смерти	2	1
173	обычном смысле слова	1	1
174	в мировой литературе	3	1
175	она и есть	1	1
176	под ним не	1	1
177	есть то что	1	1
178	мы имеем в	2	1
179	во всех этих	1	1
180	это прежде всего	1	1
181	вкладывает в них	1	1
182	всего может быть	1	1
183	он не мог	1	1
184	в обычном смысле	1	1
185	на точке зрения	1	1
186	как и сама	1	1
187	положительный и отрицательный	1	1
188	том случае если	1	1
189	и потому в	1	1
190	но и там	1	1
191	как и прежде	1	1
192	в котором в	1	1
193	в нем и	1	1
194	с одной стороны	4	1
195	в узком и	1	1
196	не был так	1	1
197	нет и не	1	1
198	на эту тему	1	1
