1	с точки зрения	8	15
2	не может быть	19	14
3	по отношению к	18	11
4	в самом деле	4	10
5	в том что	25	9
6	во всяком случае	7	8
7	и прежде всего	2	7
8	то же время	14	6
9	в то же	16	6
10	в большинстве случаев	1	5
11	можно сказать что	3	5
12	в таком случае	7	4
13	сам по себе	3	4
14	не могут быть	3	4
15	в этом отношении	8	4
16	в данном случае	14	4
17	во внешнем мире	2	4
18	в зависимости от	3	4
19	по ту сторону	1	4
20	в свою очередь	9	4
21	тем не менее	6	4
22	на самом деле	1	4
23	до сих пор	2	3
24	так и в	1	3
25	во всех своих	1	3
26	для того чтобы	4	3
27	один и тот	2	3
28	а потому и	1	3
29	но в то	2	3
30	на этот вопрос	2	3
31	внутренней и внешней	2	3
32	прежде всего к	1	3
33	о том что	15	3
34	а вовсе не	1	3
35	в конечном счете	11	3
36	и не может	4	3
37	нет и не	2	3
38	далеко не всегда	3	3
39	одной и той	3	3
40	если бы он	2	3
41	только то что	1	3
42	и тот же	3	3
43	бы то ни	3	3
44	что же касается	2	3
45	в собственном смысле	1	3
46	не в его	1	3
47	отнюдь не является	2	3
48	и той же	3	3
49	душевной жизни человека	1	3
50	выходит за пределы	1	2
51	таким образом в	1	2
52	по меньшей мере	1	2
53	то или иное	1	2
54	связь с другими	1	2
55	обстоит дело и	1	2
56	как раз и	3	2
57	в таких случаях	2	2
58	в отличие от	14	2
59	самом же деле	1	2
60	и все его	1	2
61	равно как и	1	2
62	с одной стороны	9	2
63	и может быть	1	2
64	том что он	4	2
65	хотя бы и	3	2
66	на самом же	1	2
67	по отношению ко	1	2
68	все что может	1	2
69	сказать и о	1	2
70	может быть это	1	2
71	то ни было	3	2
72	в этом смысле	4	2
73	а с другой	2	2
74	в конце концов	1	2
75	его роли в	1	2
76	он не только	1	2
77	в связь с	1	2
78	по своему содержанию	1	2
79	заключается в том	2	2
80	к тому что	2	2
81	как мы надеемся	1	2
82	то же самое	3	2
83	смысл и значение	1	2
84	то что мы	1	2
85	что и в	1	2
86	в применении к	2	2
87	чем иным как	1	2
88	и таким образом	1	1
89	уже не может	1	1
90	в этом случае	5	1
91	в целом ряде	1	1
92	того или иного	9	1
93	влияние на все	1	1
94	может быть ничего	1	1
95	той или иной	14	1
96	не можем мы	1	1
97	принимают участие в	1	1
98	высшей ценностью и	1	1
99	по крайней мере	9	1
100	в то время	1	1
101	и его роли	1	1
102	картины мира в	1	1
103	но не может	1	1
104	те же самые	1	1
105	в противоречие с	2	1
106	мы имеем в	1	1
107	в свое время	7	1
108	может и должно	1	1
109	как и на	2	1
110	в углу комнаты	1	1
111	иметь дело с	2	1
112	не приходится однако	1	1
113	одни и те	3	1
114	и те же	3	1
115	друг с другом	2	1
116	приходит к выводу	1	1
117	в себе самом	1	1
118	во многих отношениях	2	1
119	только в его	1	1
120	они не могут	1	1
121	но и не	5	1
122	внешней и внутренней	1	1
123	не остается ничего	2	1
124	себя и не	1	1
125	быть может наиболее	1	1
126	мы знаем о	1	1
127	выходят за пределы	1	1
128	но прежде всего	1	1
129	нам известно из	1	1
130	тот или иной	3	1
131	это уже не	1	1
132	во внутренней речи	1	1
133	а как бы	1	1
134	же мы можем	1	1
135	упускать из виду	2	1
136	и в данном	1	1
137	но и в	5	1
138	все той же	4	1
139	произведения во всех	1	1
140	в основе своей	4	1
141	и на всех	1	1
142	можно с уверенностью	1	1
143	роль в этом	1	1
144	смысле этого слова	2	1
145	бы он был	1	1
146	из них не	1	1
147	не только не	5	1
148	с ним в	1	1
149	имея в виду	1	1
150	к себе самому	1	1
151	все эти три	1	1
152	оно и в	1	1
153	в изолированно взятой	1	1
154	в глубине души	3	1
155	что мы знаем	1	1
156	больше и больше	1	1
157	но при этом	1	1
158	ответ на этот	1	1
159	но в отличие	1	1
160	в себя и	1	1
161	но и все	1	1
162	есть не что	5	1
163	свою очередь является	1	1
164	следует упускать из	1	1
165	и на все	1	1
166	жизни так как	1	1
167	всяком случае не	1	1
168	и даже не	1	1
169	отношений внешнего мира	1	1
170	коем случае не	2	1
171	ни в коем	2	1
172	не способен в	1	1
173	внешнем мире и	1	1
174	что она не	1	1
175	быть не может	3	1
176	обратим внимание на	2	1
177	жизни в ее	1	1
178	не оставляет места	1	1
179	между тем как	3	1
180	как будто бы	1	1
181	и должны быть	1	1
182	и то же	2	1
183	внешнего мира с	1	1
184	что иное как	7	1
185	к выводу что	1	1
186	во всех этих	1	1
187	собственном смысле слова	1	1
188	в сознании или	1	1
189	со всех сторон	2	1
190	не нуждается в	1	1
191	на вопрос о	1	1
192	все же не	1	1
193	еще ничего не	1	1
194	его можно сказать	1	1
195	бытия с его	1	1
196	и в разных	1	1
197	хотя и не	1	1
198	возможно только в	1	1
199	в пределах одной	1	1
200	из того же	1	1
201	имеем в виду	1	1
202	конечном счете всегда	1	1
203	вместе с ним	2	1
204	и все же	3	1
205	можно было бы	2	1
206	позицию по отношению	1	1
207	личности а не	2	1
208	это означает что	2	1
209	что существенно для	1	1
210	что при таком	1	1
211	дело только с	1	1
212	о себе самом	1	1
213	во второй половине	1	1
214	обнаруживает себя в	3	1
215	до известной степени	4	1
216	отношению ко всем	1	1
217	он и не	1	1
218	того что мы	1	1
219	но и его	2	1
220	и не могут	1	1
221	в объекте в	1	1
222	одной из своих	3	1
223	одно и то	2	1
224	в такой же	2	1
225	не что иное	6	1
226	и является по	1	1
227	точки зрения в	1	1
228	все без исключения	1	1
229	в том же	1	1
230	того и другого	2	1
231	на первый взгляд	2	1
232	так и его	2	1
