N	3gram	Tiupa_Anal	Marksizm
1	с точки зрения	2	46
2	не может быть	2	25
3	в самом деле	1	19
4	по отношению к	9	15
5	то же время	7	15
6	в то же	7	15
7	в том что	12	14
8	в связи с	1	14
9	для того чтобы	1	11
10	до сих пор	1	11
11	в отличие от	5	10
12	в большинстве случаев	1	9
13	одного и того	4	9
14	как если бы	1	9
15	и того же	4	9
16	смысле этого слова	1	7
17	с другой стороны	7	7
18	в свою очередь	7	7
19	всех без исключения	3	6
20	является не только	1	6
21	на самом деле	1	6
22	во всяком случае	6	6
23	если бы он	1	6
24	с одной стороны	3	6
25	отнюдь не является	1	5
26	одни и те	1	5
27	и как бы	2	5
28	в таком случае	2	5
29	той или иной	6	5
30	и те же	1	5
31	в этом случае	1	5
32	в этом отношении	3	5
33	в первом случае	1	4
34	в зависимости от	1	4
35	и прежде всего	2	4
36	о том что	7	4
37	можно сказать что	2	4
38	и здесь мы	1	4
39	том что он	2	4
40	в той или	2	3
41	и тот же	1	3
42	не только в	5	3
43	в применении к	1	3
44	в данном контексте	1	3
45	тем не менее	3	3
46	хотя бы и	1	3
47	в конце концов	1	3
48	и т.п в	1	3
49	не могут быть	1	3
50	в значительной степени	3	3
51	но и в	2	3
52	один и тот	1	3
53	и той же	2	3
54	на этот вопрос	1	3
55	можно было бы	1	3
56	в пределах одного	1	3
57	одной и той	2	3
58	что он не	2	2
59	слова в слове	1	2
60	до известной степени	3	2
61	в этом смысле	1	2
62	друг от друга	1	2
63	высказывания как целого	1	2
64	так или иначе	5	2
65	так и в	1	2
66	внутренней и внешней	2	2
67	а между тем	1	2
68	между тем как	1	2
69	само по себе	1	2
70	в данном случае	11	2
71	определяется не только	1	2
72	в пределах одной	1	2
73	в том или	1	2
74	к тому же	7	2
75	сама по себе	3	2
76	лицом к лицу	1	2
77	с ними в	1	2
78	и в том	1	2
79	со всех сторон	1	2
80	в нашем случае	1	2
81	того или иного	5	2
82	пор совершенно не	1	2
83	к себе самому	1	2
84	слова как и	1	2
85	и в особенности	1	2
86	по крайней мере	5	2
87	том или ином	1	2
88	ту или иную	1	2
89	как и в	6	2
90	и так сказать	1	2
91	таким образом в	1	2
92	до тех пор	1	2
93	в противном случае	2	2
94	же как и	1	2
95	что было бы	1	2
96	вопрос о том	1	2
97	тот или иной	3	2
98	и он сам	1	1
99	совпадая со своей	1	1
100	в статье о	1	1
101	выходит далеко за	1	1
102	однако и в	1	1
103	в конечном счете	5	1
104	в качестве факторов	1	1
105	очень близко к	1	1
106	этого слова как	1	1
107	который мог бы	1	1
108	как одна из	1	1
109	и отличается от	1	1
110	это далеко не	1	1
111	одной из этих	1	1
112	обстоит дело и	1	1
113	при этом как	2	1
114	не менее чем	1	1
115	и т.п не	1	1
116	к субъекту и	1	1
117	то что не	1	1
118	однако и здесь	1	1
119	не столько в	1	1
120	говоря уже о	1	1
121	там и тогда	1	1
122	не только его	1	1
123	ни к каким	1	1
124	дело и в	1	1
125	но они не	1	1
126	по природе своей	3	1
127	что в них	1	1
128	как бы не	1	1
129	во втором случае	1	1
130	сам по себе	2	1
131	здесь сводится к	1	1
132	приходит к выводу	1	1
133	в себе самом	1	1
134	хотя и в	1	1
135	не рассчитан на	1	1
136	во многих отношениях	2	1
137	в особенности же	1	1
138	текста но и	1	1
139	чем иным как	1	1
140	между собой и	1	1
141	не сводится к	1	1
142	но в результате	1	1
143	другой стороны и	1	1
144	может быть осуществлено	1	1
145	в соответствии с	2	1
146	по ту сторону	1	1
147	в его собственном	1	1
148	а с другой	1	1
149	а в том	2	1
150	не только не	3	1
151	искусства и религии	1	1
152	о чем речь	2	1
153	имеет место в	1	1
154	как раз и	1	1
155	по себе а	1	1
156	не нуждается в	1	1
157	они не могут	1	1
158	же время они	1	1
159	субъективного сознания к	1	1
160	перед нами не	1	1
161	в равной степени	2	1
162	ни к какой	1	1
163	в тех случаях	1	1
164	и в этой	1	1
165	в форме определенной	1	1
166	приводит его к	1	1
167	не только по	1	1
168	части работы мы	1	1
169	было не так	1	1
170	не имеет места	1	1
171	в гораздо более	1	1
172	в основном соответствует	1	1
173	то есть в	1	1
174	но он не	1	1
175	бы это было	1	1
176	это было не	1	1
177	бы он и	1	1
178	к чему не	1	1
179	мир уже не	1	1
180	что иное как	1	1
181	в этом же	1	1
182	в самый момент	1	1
183	в противоречие с	2	1
184	в русской литературе	5	1
185	в одной из	2	1
186	а не как	1	1
187	здесь как и	1	1
188	той же самой	1	1
189	что же касается	1	1
190	в целом ряде	1	1
191	то что во	1	1
192	к выводу что	1	1
193	как автор своих	1	1
194	он был чрезвычайно	1	1
195	в слове как	1	1
196	в то время	1	1
197	в себе не	1	1
198	каждом из них	1	1
199	во времени и	1	1
200	и т.п все	1	1
201	не говоря уже	1	1
202	в частности как	1	1
203	ли может быть	1	1
204	но уже в	1	1
205	не что иное	1	1
206	ни одна из	1	1
207	с той или	2	1
208	нашего времени не	1	1
209	дело в том	3	1
210	мог бы стать	1	1
211	в первой части	1	1
212	и все его	1	1
213	подобно тому как	3	1
214	что они в	1	1
215	как бы ни	1	1
216	в этом качестве	1	1
217	в нашем понимании	2	1
218	тем или иным	2	1
219	и его внешней	2	1
220	тех случаях когда	1	1
221	жизни в ее	1	1
222	в переносном смысле	2	1
223	может быть признано	1	1
224	и в сущности	1	1
225	в своей серьезности	1	1
226	в результате чего	1	1
227	ни к чему	1	1
228	одна из них	1	1
229	в основе своей	2	1
230	мы уже говорили	1	1
231	то что они	1	1
232	может быть достаточно	1	1
233	в сочетании с	4	1
234	к этому же	1	1
235	еще не умеет	1	1
236	после того как	1	1
237	в этом контексте	3	1
238	что несмотря на	2	1
