N	2gram	Voloshinov	formyVre
1	и в	32	148
2	в этом	27	73
3	то есть	2	70
4	в романе	2	58
5	в нем	17	51
6	прежде всего	19	46
7	и не	42	37
8	в его	10	36
9	и его	33	36
10	вовсе не	15	35
11	но и	17	33
12	то же	19	32
13	не только	18	32
14	в литературе	2	32
15	но в	13	31
16	жизни и	4	31
17	так и	21	29
18	может быть	50	27
19	не в	13	26
20	как мы	26	26
21	как и	19	25
22	как бы	31	25
23	точки зрения	48	24
24	мы уже	7	24
25	только в	14	23
26	в то	7	23
27	времени и	1	23
28	человека в	3	23
29	в том	13	22
30	то что	12	22
31	связи с	22	21
32	во всех	13	21
33	жизни в	5	21
34	же время	7	21
35	все эти	8	21
36	в своем	3	19
37	и др	3	19
38	и на	8	19
39	в основном	10	19
40	и для	15	19
41	таким образом	29	18
42	у него	2	18
43	и все	8	18
44	еще не	7	18
45	по существу	1	18
46	при этом	13	17
47	те же	5	17
48	с этим	6	17
49	в особенности	1	17
50	так как	5	17
51	в пределах	7	17
52	человека и	1	17
53	все же	13	16
54	в условиях	5	16
55	в связи	12	16
56	того же	11	16
57	в основе	10	16
58	и во	2	16
59	и их	2	16
60	не может	40	16
61	в разных	2	15
62	в одном	2	15
63	в дальнейшем	3	15
64	никогда не	7	15
65	с точки	31	15
66	так сказать	19	15
67	с его	6	15
68	вместе с	2	15
69	лишь в	17	15
70	и как	8	14
71	и с	4	14
72	так же	10	14
73	в конце	5	14
74	его жизни	2	14
75	всех этих	2	14
76	а не	15	14
77	как раз	5	14
78	все это	4	14
79	в самом	14	13
80	в котором	6	13
81	для того	8	13
82	друг с	2	13
83	во время	2	13
84	с ним	1	13
85	как в	5	13
86	роль в	1	13
87	здесь в	5	13
88	в их	5	13
89	с другом	2	13
90	в частности	2	13
91	того чтобы	9	13
92	а в	5	13
93	же в	1	13
94	и до	4	12
95	конечно не	9	12
96	не было	6	12
97	он не	5	12
98	значение и	3	12
99	отнюдь не	14	12
100	что в	5	12
101	потому что	2	12
102	в истории	5	12
103	ничего не	9	12
104	но не	2	12
105	исторического времени	2	12
106	и наконец	1	12
107	из них	3	11
108	хотя и	1	11
109	его в	7	11
110	между ними	6	11
111	романа в	1	11
112	ни в	7	11
113	в образе	1	11
114	уже в	3	11
115	мира и	2	11
116	в ней	5	11
117	и другие	2	10
118	кроме того	7	10
119	уже не	2	10
120	и того	11	10
121	входит в	5	10
122	влияние на	3	10
123	в ее	9	10
124	сих пор	10	10
125	также и	1	10
126	до сих	10	10
127	уже говорили	1	10
128	на основе	4	10
129	и проч	1	10
130	здесь не	2	10
131	тот же	4	10
132	в большинстве	7	10
133	и даже	4	9
134	но все	4	9
135	их в	1	9
136	на этой	6	9
137	с другой	6	9
138	всего в	1	9
139	на протяжении	2	9
140	здесь нет	2	9
141	должно быть	4	9
142	и следовательно	8	9
143	и это	6	9
144	в других	1	9
145	могут быть	4	9
146	та же	1	9
147	отношения к	2	9
148	оно не	1	9
149	том что	12	9
150	этот ряд	1	9
151	в самой	1	9
152	для него	18	9
153	есть в	1	9
154	и других	3	9
155	одного и	9	9
156	и к	3	8
157	в результате	9	8
158	в виду	2	8
159	в этих	2	8
160	к тому	8	8
161	в этот	1	8
162	и т.п	17	8
163	все его	1	8
164	с одной	2	8
165	что и	5	8
166	характер и	1	8
167	рядом с	7	8
168	героя и	1	8
169	здесь мы	7	8
170	здесь на	1	8
171	и по	1	8
172	в жизни	2	8
173	для себя	4	8
174	со всеми	1	8
175	если бы	12	8
176	большинстве случаев	7	8
177	в непосредственном	2	8
178	до конца	6	8
179	здесь и	1	8
180	мы еще	1	8
181	жизни но	2	8
182	и то	4	8
183	значение в	5	8
184	том числе	3	8
185	во всяком	8	8
186	это не	5	8
187	и прежде	4	8
188	на фоне	1	8
189	и потому	7	8
190	отношение к	1	8
191	отношению к	9	8
192	или иной	8	8
193	себе самому	1	8
194	здесь они	1	8
195	в целом	2	8
196	в той	6	7
197	для всех	2	7
198	еще более	1	7
199	не как	5	7
200	имеет место	2	7
201	широком смысле	2	7
202	между собой	3	7
203	связанных с	1	7
204	к ним	1	7
205	к этому	10	7
206	из этих	3	7
207	в себе	5	7
208	но он	1	7
209	не знает	4	7
210	в которой	4	7
211	в форме	3	7
212	в последующем	1	7
213	с ее	2	7
214	в процессе	31	7
215	например в	2	7
216	поэтому и	1	7
217	и он	4	7
218	себя и	2	7
219	нет ничего	4	7
220	было бы	8	7
221	не могло	3	7
222	в отличие	7	7
223	у них	2	7
224	того что	5	7
225	этот процесс	4	7
226	этом отношении	4	7
227	ее в	2	7
228	для других	5	7
229	отличие от	7	7
230	во времени	1	7
231	место в	5	7
232	что было	2	6
233	раскрывается в	1	6
234	именно в	6	6
235	с тем	1	6
236	только для	1	6
237	на первый	2	6
238	о том	4	6
239	с помощью	11	6
240	между двумя	4	6
241	в различных	1	6
242	ни одного	1	6
243	сказать что	7	6
244	в основу	1	6
245	во всей	2	6
246	характерно что	3	6
247	громадное значение	5	6
248	в разрезе	6	6
249	в качестве	4	6
250	xviii века	1	6
251	в таком	8	6
252	здесь как	2	6
253	мы можем	6	6
254	до нас	1	6
255	ту же	2	6
256	и речи	4	6
257	за пределы	8	6
258	одной стороны	2	6
259	бы ни	1	6
260	а как	7	6
261	и ее	4	6
262	смысле слова	4	6
263	в сущности	17	6
264	в отношении	7	6
265	мы видим	2	6
266	не могут	4	6
267	друг от	1	6
268	не является	11	6
269	лежат в	1	6
270	слова и	8	6
271	в совершенно	2	6
272	нет и	4	6
273	значение имеет	2	6
274	одной из	5	6
275	все они	1	6
276	мы не	6	6
277	на развитие	1	6
278	в широком	2	6
279	от друга	1	6
280	только и	1	6
281	особенно в	1	6
282	уже сказали	1	6
283	есть и	1	6
284	в начале	7	6
285	более того	7	6
286	мы и	1	5
287	вообще не	2	5
288	с этой	2	5
289	о чем	1	5
290	одно из	1	5
291	тем что	3	5
292	в своей	5	5
293	почти все	2	5
294	в это	1	5
295	понятно что	4	5
296	во все	2	5
297	хотя бы	8	5
298	всем этим	2	5
299	только на	7	5
300	но они	2	5
301	всего этого	1	5
302	эти моменты	2	5
303	что все	3	5
304	точка зрения	8	5
305	по преимуществу	5	5
306	вполне понятно	6	5
307	xix века	4	5
308	с другими	6	5
309	быть только	1	5
310	человек в	1	5
311	следовательно и	4	5
312	от этого	3	5
313	в смысле	11	5
314	той или	5	5
315	как человек	1	5
316	так что	2	5
317	все основные	3	5
318	одно и	3	5
319	и является	4	5
320	большое значение	1	5
321	по своей	1	5
322	в этой	3	5
323	и от	6	5
324	там где	4	5
325	здесь же	2	5
326	в него	1	5
327	в какой-то	2	5
328	был бы	1	5
329	что они	1	5
330	не на	2	5
331	конечно и	2	5
332	и они	1	5
333	с ними	5	5
334	далеко не	5	5
335	они не	2	5
336	не имеет	6	5
337	да и	1	5
338	жизни конечно	1	5
339	вернемся к	1	5
340	не имеют	5	5
341	ни были	2	5
342	той же	5	5
343	он может	3	5
344	в едином	1	5
345	характер носит	1	5
346	не без	1	5
347	или в	4	5
348	места в	4	5
349	общества и	2	5
350	чувствует себя	1	5
351	и вообще	3	5
352	первый план	2	5
353	и почти	1	5
354	и ни	2	5
355	нового времени	2	5
356	стороны и	2	5
357	или как	3	5
358	числе и	3	5
359	бы он	3	5
360	этих форм	3	5
361	и только	2	5
362	мы наблюдаем	1	4
363	от него	4	4
364	же и	3	4
365	только что	2	4
366	вещи и	1	4
367	не являются	1	4
368	его от	1	4
369	другой стороны	7	4
370	как если	6	4
371	по себе	5	4
372	в своих	2	4
373	равно как	1	4
374	или на	1	4
375	в корне	6	4
376	его на	1	4
377	мир и	1	4
378	и со	1	4
379	в данном	8	4
380	он был	2	4
381	в другом	5	4
382	времени мы	1	4
383	по отношению	10	4
384	и те	7	4
385	не становится	3	4
386	вопросу о	1	4
387	чтобы они	1	4
388	затем в	1	4
389	в нашем	4	4
390	xviii веке	1	4
391	момент в	3	4
392	а следовательно	2	4
393	жизни как	1	4
394	проходит через	1	4
395	все в	2	4
396	переходим к	3	4
397	труда и	1	4
398	несмотря на	1	4
399	иного рода	1	4
400	свет и	1	4
401	к жизни	2	4
402	и сознания	1	4
403	прежде чем	1	4
404	что не	4	4
405	между этими	2	4
406	о которых	1	4
407	к вопросу	1	4
408	себе и	2	4
409	в чем	2	4
410	совсем не	2	4
411	за ними	1	4
412	уже указывали	1	4
413	в новое	2	4
414	друг другу	2	4
415	их к	1	4
416	в один	1	4
417	и вот	2	4
418	по всем	2	4
419	в последнем	1	4
420	которых мы	1	4
421	оно было	1	4
422	и при	3	4
423	времени к	1	4
424	связей с	1	4
425	мы здесь	2	4
426	из того	1	4
427	его но	1	4
428	для них	2	4
429	что он	5	4
430	дело идет	4	4
431	отчасти и	1	4
432	вследствие этого	1	4
433	это и	3	4
434	и более	6	4
435	языка и	28	4
436	сливается с	1	4
437	совершенно иной	1	4
438	и т.д	6	4
439	чем они	1	4
440	в xviii	1	4
441	же самое	9	4
442	по линии	1	4
443	нем нет	4	4
444	принадлежит к	2	4
445	всяком случае	4	4
446	друг друга	10	4
447	формы и	4	4
448	они были	1	4
449	всего того	1	4
450	связан с	1	4
451	этом случае	3	4
452	находятся в	2	4
453	и было	1	4
454	бы на	2	4
455	у нас	4	4
456	все равно	1	4
457	века и	1	4
458	неразрывно связаны	1	4
459	последнем счете	1	4
460	как она	2	4
461	со своей	1	4
462	войти в	3	4
463	целого и	1	4
464	в одной	4	4
465	тем более	3	4
466	связаны с	3	4
467	всего необходимо	1	4
468	мы должны	4	4
469	быть и	9	4
470	как он	3	4
471	лишь как	2	4
472	каковы бы	1	4
473	его целом	2	4
474	и вне	3	4
475	и совершенно	1	4
476	мы сказали	4	4
477	в лице	1	4
478	существенную роль	1	3
479	с которыми	1	3
480	точном смысле	5	3
481	и имеет	1	3
482	тому что	6	3
483	из всех	1	3
484	они уже	1	3
485	это значит	1	3
486	строго говоря	1	3
487	важный момент	1	3
488	далее в	1	3
489	по мере	6	3
490	можно говорить	1	3
491	жизни или	1	3
492	из нее	1	3
493	прямо сказать	2	3
494	в соответствии	1	3
495	другом месте	1	3
496	в более	3	3
497	веков и	1	3
498	и вещей	1	3
499	в точном	5	3
500	других представителей	1	3
501	все ее	1	3
502	на материале	10	3
503	всякого рода	1	3
504	во внешнем	2	3
505	не могли	1	3
506	вопрос о	6	3
507	которой он	1	3
508	мы увидим	3	3
509	и художественного	1	3
510	этим определяется	2	3
511	распадается на	2	3
512	углом зрения	1	3
513	самого начала	9	3
514	где и	1	3
515	за другом	1	3
516	как на	2	3
517	с такою	1	3
518	она ни	1	3
519	находится в	1	3
520	в зависимости	2	3
521	все время	1	3
522	эпоху возрождения	1	3
523	здесь эта	1	3
524	в заключение	1	3
525	нам важно	3	3
526	на почве	14	3
527	и весь	1	3
528	внимание на	1	3
529	узком смысле	4	3
530	как нет	1	3
531	и развития	1	3
532	дано в	2	3
533	же как	2	3
534	одна из	6	3
535	можно прямо	1	3
536	до известной	2	3
537	в двух	4	3
538	на границе	4	3
539	под влиянием	1	3
540	бы в	4	3
541	я был	1	3
