N	3gram	Losev_Prob	PoTuStor
1	с точки зрения	9	6
2	на самом деле	5	4
3	до сих пор	4	3
4	не может быть	5	3
5	в чем не	2	3
6	по крайней мере	9	3
7	в этом смысле	5	3
8	по сравнению с	3	3
9	во всяком случае	8	3
10	можно сказать что	2	3
11	ни в чем	2	3
12	нечего и говорить	2	2
13	так же как	3	2
14	и может быть	2	2
15	но отнюдь не	2	2
16	о том что	8	2
17	на этой ступени	1	2
18	в самом деле	1	2
19	не нуждается в	1	2
20	и в этом	6	2
21	нам кажется что	1	2
22	он может быть	1	1
23	сказать то же	1	1
24	другими словами мы	1	1
25	так и в	2	1
26	таким образом к	1	1
27	в том что	17	1
28	для всех других	1	1
29	мы только и	1	1
30	а то и	1	1
31	а может быть	2	1
32	каких бы то	1	1
33	мы не можем	2	1
34	не что иное	6	1
35	эти понятия и	1	1
36	что иное как	6	1
37	не чем иным	2	1
38	дело в том	4	1
39	он прежде всего	1	1
40	и мышления не	1	1
41	той или иной	16	1
42	вместе с тем	1	1
43	и говорить о	2	1
44	но несмотря на	1	1
45	однако сказать что	1	1
46	подобно тому как	2	1
47	ничего общего не	1	1
48	как мы сказали	2	1
49	новых и новых	1	1
50	можно было бы	6	1
51	и прежде всего	3	1
52	имеет очень мало	1	1
53	только для того	1	1
54	в данном случае	12	1
55	мы имеем в	1	1
56	как учение о	1	1
57	в этой работе	1	1
58	мы здесь имеем	1	1
59	в том смысле	4	1
60	очень мало общего	1	1
61	что на этом	1	1
62	есть прежде всего	3	1
63	герой нашего времени	1	1
64	ничего не говорит	1	1
65	может быть даже	4	1
66	чем иным как	2	1
67	же как и	4	1
68	всяком случае не	2	1
69	то ни было	4	1
70	имеем в виду	4	1
71	и того же	1	1
72	для объяснения всех	1	1
73	и к другим	1	1
74	этой точки зрения	2	1
75	в свое время	1	1
76	мы видим и	1	1
77	на первый взгляд	3	1
78	с этой точки	1	1
79	то же самое	17	1
80	может быть очень	5	1
81	для того чтобы	4	1
82	предоставляет нам для	1	1
83	мы еще не	1	1
84	жизни и деятельности	1	1
85	кажется что такие	1	1
86	с одной стороны	2	1
87	на первый план	3	1
88	говорить о том	2	1
89	и ни в	4	1
90	связи с этим	1	1
91	тому как мы	1	1
92	таким образом и	1	1
93	одна на другую	1	1
94	это и есть	3	1
95	бы то ни	5	1
96	мало общего с	1	1
97	и входит в	1	1
98	но даже и	7	1
99	и связанные с	1	1
100	если бы он	2	1
101	одного и того	1	1
102	который только и	1	1
103	несколько слов о	1	1
104	в связи с	9	1
