N	2gram	Vygotskiy_	Sovremen
1	не может	17	17
2	может быть	33	12
3	точки зрения	19	12
4	таким образом	21	11
5	мы не	7	9
6	в этом	37	7
7	и в	65	7
8	не можем	4	7
9	мы можем	12	6
10	в результате	3	6
11	каждый раз	2	6
12	как и	12	6
13	ничего не	4	6
14	и не	20	6
15	с точки	11	5
16	прежде всего	2	5
17	см рис	2	5
18	что же	3	5
19	все эти	7	5
20	в условиях	1	5
21	и наконец	2	5
22	в дальнейшем	1	4
23	а в	9	4
24	так как	13	4
25	это не	7	4
26	не только	16	4
27	мы должны	3	4
28	как бы	29	4
29	нет и	1	4
30	если мы	19	4
31	в зависимости	1	4
32	их в	4	4
33	жизни и	6	4
34	вместе с	10	4
35	в целом	8	4
36	в том	46	4
37	зависимости от	1	4
38	из них	10	4
39	точку зрения	1	4
40	мы видели	7	4
41	и к	5	3
42	и потому	1	3
43	видели что	2	3
44	на этой	1	3
45	этим мы	1	3
46	и мы	19	3
47	с самого	10	3
48	когда мы	5	3
49	уже в	1	3
50	то же	17	3
51	при этом	10	3
52	мы получаем	1	3
53	не в	12	3
54	а не	11	3
55	для нас	14	3
56	все это	12	3
57	мы получим	4	3
58	как он	2	3
59	в одном	9	3
60	у нас	4	3
61	самого начала	10	3
62	в конце	5	3
63	ведь это	1	3
64	было бы	22	3
65	в первом	3	3
66	ли мы	1	3
67	у всех	4	3
68	в этой	20	3
69	из двух	4	3
70	он в	3	3
71	и все	14	3
72	на две	3	3
73	в себе	9	3
74	ясно что	11	3
75	что она	34	3
76	он может	2	3
77	одна из	6	3
78	все же	10	3
79	при таком	4	3
80	может не	1	3
81	отличается от	2	3
82	между собой	2	3
83	отнюдь не	2	3
84	в нем	8	3
85	но мы	4	3
86	но в	5	3
87	еще не	3	3
88	с этим	11	2
89	что в	36	2
90	этих двух	1	2
91	в самом	41	2
92	дает нам	1	2
93	совершенно не	8	2
94	мы видим	15	2
95	значение в	1	2
96	и что	29	2
97	отличие от	1	2
98	такие же	1	2
99	друг с	2	2
100	ее на	2	2
101	то и	3	2
102	с одной	7	2
103	в отличие	1	2
104	такого рода	1	2
105	в свою	6	2
106	из этих	6	2
107	в его	11	2
108	во всяком	6	2
109	мы знаем	3	2
110	в которую	3	2
111	еще более	2	2
112	можно назвать	2	2
113	с совершенно	3	2
114	что это	19	2
115	или же	2	2
116	что при	5	2
117	быть и	1	2
118	считает совершенно	1	2
119	в некоторых	2	2
120	по мнению	2	2
121	из которых	6	2
122	только один	2	2
123	что такое	2	2
124	он приводит	4	2
125	если же	3	2
126	говорить о	3	2
127	на его	2	2
128	все те	5	2
129	конечно в	3	2
130	представлять себе	1	2
131	на их	3	2
132	у него	6	2
133	не могут	2	2
134	в виде	5	2
135	со всеми	2	2
136	а на	2	2
137	свою очередь	3	2
138	и даже	4	2
139	разделение на	1	2
140	как известно	2	2
141	самом деле	33	2
142	в которой	8	2
143	но все	2	2
144	ни одна	1	2
145	к чему	6	2
146	своим особым	1	2
147	же самое	14	2
148	ли оно	1	2
149	который как	2	2
150	как мы	12	2
151	она может	4	2
152	тем же	1	2
153	и во	3	2
154	той же	6	2
155	о жизни	1	2
156	и будет	1	2
157	в таком	6	2
158	уже не	2	2
159	не знаем	2	2
160	и есть	3	2
161	что все	10	2
162	и именно	1	2
163	на этот	2	2
164	такой же	2	2
165	на этом	6	2
166	роль в	2	2
167	не менее	1	2
168	так сказать	6	2
169	же мы	2	2
170	и по	2	2
171	своего предмета	1	2
172	с другом	2	2
173	из одного	3	2
174	в один	4	2
175	каждого из	4	2
176	знаем что	4	2
177	тот же	5	2
178	мы с	1	2
179	всяком случае	6	2
180	он должен	2	2
181	причем эти	1	1
182	вопрос когда	1	1
183	во всех	4	1
184	все они	3	1
185	только одно	3	1
186	к началу	1	1
187	которую можно	1	1
188	бы то	1	1
189	которые в	1	1
190	этого и	1	1
191	вопрос вы	1	1
192	к которому	3	1
193	это и	4	1
